"name"	"country_code"	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Low-income countries"	1500	732776.695	839196.311	957462.161	1084832.749	1222079.041	1370141.626	1529044.986	1697734.709	1874408.308	2057751.943	2247085.316	2441945.151	2641297.994	2843979.571	3048736.326	3254504.522	3460413.034
"Sub-Saharan Africa"	947	1104712.278	1265948.779	1446264.205	1642377.428	1855677.663	2087170.72	2336665.367	2602717.263	2883027.253	3175784.138	3480183.542	3795325.809	4119518.501	4450594.45	4786593.697	5125359.924	5465659.056
"Africa"	903	1351426.718	1535858.394	1739607.821	1959461.712	2197530.966	2454783.309	2730670.324	3023308.808	3330115.767	3649292.532	3980227.941	4322207.111	4673741.289	5032590.966	5396599.687	5763163.403	6130780.125
"Eastern Africa"	910	455254.975	523849.187	600175.63	682530.612	771368.333	867204.229	970058.22	1079097.804	1193034.096	1311094.712	1432992.229	1558496.728	1687006.947	1817743.9	1949909.946	2082770.078	2215902.06
"Burundi"	108	13229.733	15465.852	17911.037	20646.052	23780.269	27333.761	31234.25	35394.564	39808.712	44536.475	49623.468	55028.989	60667.21	66466.266	72420.201	78506.089	84731.12
"Comoros"	174	890.635	1001.699	1120.727	1245.071	1376.074	1514.536	1660	1811.721	1967.435	2126.45	2288.521	2453.872	2621.69	2791.04	2960.443	3129.944	3298.54
"Djibouti"	262	955.227	1026.36	1095.588	1157.748	1214.309	1267.206	1317.763	1366.725	1412.825	1454.309	1491.014	1524.859	1558.953	1594.555	1631.512	1668.264	1703.964
"Eritrea"	232	5944.014	6731.642	7590.042	8509.727	9488.541	10508.36	11554.868	12626.165	13717.776	14821.345	15932.837	17042.806	18150.503	19251.515	20340.483	21412.65	22470.243
"Ethiopia"	231	112935.933	127830.069	143690.001	159746.301	175964.59	192456.401	209258.979	226178.537	242815.908	258895.361	274295.63	288998.324	303013.028	316344.905	328982.823	340976.094	352406.467
"Kenya"	404	52649.013	59905.599	67890.576	76456.129	85644.042	95486.71	105933.285	116889.922	128229.614	139864.749	151756.322	163863.795	176087.048	188338.503	200513.636	212535.222	224354.124
"Madagascar"	450	28049.308	32445.097	37345.863	42617.42	48322.18	54565.437	61370.519	68691.221	76427.847	84533.576	93041.838	101929.915	111148.426	120633.713	130328.727	140187.193	150159.893
"Malawi"	454	20191.533	23622.049	27536.658	31843.274	36587.444	41805.523	47483.369	53582.905	60042.184	66813.161	73849.772	81136.995	88647.034	96349.41	104187.226	112090.223	120004.094
"Mauritius"	480	1303.271	1334.456	1363.412	1382.847	1392.307	1395.253	1397.814	1404.118	1413.752	1423.934	1432.781	1441.015	1451.16	1465.429	1484.055	1506.518	1532.461
"Mayotte"	175	275.594	314.543	357.329	402.767	450.339	499.465	549.688	600.879	652.805	705.129	757.382	809.343	860.848	911.85	962.041	1010.942	1058.233
"Mozambique"	508	32250.406	37197.634	42872.84	49171.142	56105.639	63692.842	71948.175	80817.031	90185.263	99968.319	110083.753	120488.218	131136.254	141970.313	152921.747	163909.389	174879.422
"Reunion"	638	899.204	940.686	981.494	1017.594	1048.932	1075.978	1099.863	1122.043	1143.696	1165.863	1189.531	1215.291	1242.626	1270.88	1299.217	1327.741	1356.749
"Rwanda"	646	13116.331	14709.067	16414.746	18190.959	19999.823	21799.919	23579.691	25328.82	27035.37	28673.658	30222.99	31677.04	33047.58	34349.231	35581.128	36739.82	37826.409
"Seychelles"	690	99.702	102.471	104.859	106.914	108.805	110.487	111.83	112.946	114.019	115.259	116.834	118.808	121.124	123.709	126.494	129.388	132.331
"Somalia"	706	12515.254	14612.276	17022.87	19687.068	22631.344	25901.732	29534.293	33514.364	37789.202	42321.362	47110.897	52166.156	57462.282	62939.023	68539.687	74227.537	79976.439
"South Sudan"	728	14235.829	16275.374	18436.159	20717.074	23124.646	25693.44	28446.47	31352.415	34345.283	37373.466	40436.838	43539.167	46679.938	49828.483	52940.924	55986.471	58975.486
"Uganda"	800	46231.603	54587	64085.831	74541.624	85982.852	98460.629	112008.836	126543.441	141890.298	157934.524	174582.945	191850.596	209561.585	227600.27	245808.18	264016.763	282118.8
"United Republic of Tanzania"	834	62797.721	73555.733	85912.358	99770.143	115239.853	132385.619	151244.515	171739.322	193778.974	217317.725	242331.61	268735.864	296421.82	325194.007	354887.851	385312.328	416310.565
"Zambia"	894	19038.914	22343.514	26196.892	30542.048	35432.052	40947.408	47128.148	53939.247	61348.18	69354.48	78011.271	87333.307	97320.766	107904.989	119043.67	130699.842	142847.676
"Zimbabwe"	716	17645.75	19848.066	22246.348	24778.71	27474.292	30303.523	33195.864	36081.418	38914.953	41695.567	44435.995	47142.368	49807.072	52415.809	54949.901	57397.66	59759.044
"Middle Africa"	911	177335.252	206515.176	239448.501	275590.079	315121.963	358234.741	404906.604	454969.084	507994.531	563562.268	621420.601	681341.1	742895.304	805634.487	869058.772	932861.531	996575.996
"Angola"	24	29474.607	34677.015	40655.724	47320.821	54694.346	62832.81	71750.296	81415.77	91748.568	102678.045	114173.115	126193.762	138662.617	151465.839	164512.139	177686.454	190902.072
"Cameroon"	120	26557.231	30159.35	34150.286	38443.601	43069.298	48033.316	53331.371	58937.785	64792.689	70830.384	77011.529	83301.328	89698.22	96168.724	102645.264	109072.716	115433.255
"Central African Republic"	140	5455.414	6071.497	6734.175	7423.982	8150.91	8924.414	9741.06	10585.814	11440.815	12295.005	13143.95	13988.431	14831.565	15668.87	16496.245	17304.759	18091.632
"Chad"	148	16558.986	19444.698	22675.285	26167.088	29947.945	34055.842	38498.542	43246.425	48251.43	53498.267	58974.484	64675.549	70571.769	76613.656	82760.528	89011.59	95344.928
"Congo"	178	5307.08	6107.424	7031.605	8065.097	9211.596	10470.442	11841.447	13325.201	14917.01	16616.193	18415.244	20310.497	22292.695	24349.601	26468.212	28628.791	30822.171
"Dem. Republic of the Congo"	180	90856.533	106529.861	124245.865	143764.376	165170.936	188544.563	213849.666	241024.659	269861.566	300109.014	331613.121	364228.817	397644.505	431627.161	465896.55	500348.922	534657.471
"Equatorial Guinea"	226	978.614	1124.643	1281.178	1445.355	1619.342	1805.341	2004.131	2213.036	2428.845	2648.705	2871.594	3096.677	3322.396	3546.951	3768.958	3987.314	4201.743
"Gabon"	266	1933.986	2162.825	2408.938	2665.301	2932.658	3211.284	3500.506	3796.857	4095.016	4392.012	4685.949	4976.686	5263.906	5547.634	5826.326	6097.96	6361.28
"Sao Tome and Principe"	678	212.801	237.863	265.445	294.458	324.932	356.729	389.585	423.537	458.592	494.643	531.615	569.353	607.631	646.051	684.55	723.025	761.444
"Northern Africa"	912	246714.44	269909.615	293343.616	317084.284	341853.303	367612.589	394004.957	420591.545	447088.514	473508.394	500044.399	526881.302	554222.788	581996.516	610005.99	637803.479	665121.069
"Algeria"	12	43420.296	46932.144	50141.548	53110.053	56104.291	59272.819	62541.083	65680.834	68536.205	71122.931	73595.563	76108.846	78754.974	81511.839	84316.68	87059.881	89694.318
"Egypt"	818	101455.029	111417.477	121615.906	132410.054	144119.835	156369.969	168768.381	181167.617	193648.204	206338.157	219263.642	232309.937	245522.225	258826.164	272206.402	285504.76	298552.466
"Libya"	434	6764.18	7252.417	7712.932	8142.766	8556.062	8948.958	9308.585	9628.017	9916.935	10188.958	10462.666	10747.793	11044.939	11343.24	11632.696	11909.132	12178.449
"Morocco"	504	36791.529	39159.021	41383.922	43378.543	45229.972	47015.499	48759.515	50443.318	52020.779	53472.167	54816.273	56126.624	57451.742	58825.93	60233.158	61636.787	63008.817
"Sudan"	729	45694.368	51829.55	58529.256	65549.486	72863.575	80534.906	88652.77	97208.055	106059.337	115088.157	124240.409	133531.535	142951.899	152499.277	162110.889	171674.173	181175.423
"Tunisia"	788	11951.691	12616.158	13192.784	13665.334	14093.633	14528.665	14978.123	15414.21	15806.424	16148.228	16468.09	16811.011	17202.653	17646.173	18112.251	18575.346	19019.91
"Western Sahara"	732	637.347	702.848	767.268	828.048	885.935	941.773	996.5	1049.494	1100.63	1149.796	1197.756	1245.556	1294.356	1343.893	1393.914	1443.4	1491.686
"Southern Africa"	913	66152.619	69646.67	73236.941	76798.384	80473.981	84364.814	88440.655	92528.185	96494.446	100329.064	104079.561	107805.452	111541.752	115285.509	119009.015	122678.887	126290.864
"Botswana"	72	2485.029	2712.254	2936.434	3151.57	3364.57	3578.899	3792.611	3999.367	4193.88	4375.044	4547.017	4715.442	4884.05	5052.529	5218.796	5380.091	5535.611
"Lesotho"	426	2281.465	2437.041	2601.043	2774.75	2967.911	3181.263	3409.469	3641.071	3867.728	4088.958	4306.66	4522.854	4739.253	4955.745	5171.404	5384.185	5592.984
"Namibia"	516	2757.909	3076.138	3409.229	3746.753	4096.433	4463.172	4844.699	5232.795	5620.293	6002.997	6381.311	6756.681	7129.02	7496.625	7856.899	8207.383	8546.561
"South Africa"	710	57247.627	59944.431	62713.729	65445.605	68253.916	71228.439	74352.028	77482.14	80510.511	83434.015	86293.391	89138.009	91997.776	94871.667	97737.442	100568.395	103363.494
"Swaziland"	748	1380.589	1476.806	1576.506	1679.706	1791.151	1913.041	2041.848	2172.812	2302.034	2428.05	2551.182	2672.466	2791.653	2908.943	3024.474	3138.833	3252.214
"Western Africa"	914	405969.432	465937.746	533403.133	607458.353	688713.386	777366.936	873259.888	976122.19	1085504.18	1200798.094	1321691.151	1447682.529	1578074.498	1711930.554	1848615.964	1987049.428	2126890.136
"Benin"	204	12463.602	14228.516	16154.157	18176.8	20294.375	22523.835	24874.282	27329.262	29853.758	32417.75	35008.043	37622.512	40254.665	42884.884	45488.336	48056.899	50592.966
"Burkina Faso"	854	21025.915	24377.468	28173.293	32331.861	36852.065	41734.187	46975.394	52576.913	58497.915	64683.33	71097.104	77728.274	84511.435	91426.012	98403.467	105432.036	112452.578
"Cabo Verde"	132	558.948	600.551	642.618	682.982	722.424	761.311	799.181	835.078	868.432	898.99	926.849	952.479	976.766	1000.693	1024.812	1049.506	1074.459
"Cote d'Ivoire"	384	25777.887	29315.85	33287.209	37645.599	42496.227	47898.553	53859.228	60379.282	67460.922	75089.539	83257.023	91926.826	101078.614	110641.508	120575.645	130798.322	141215.246
"Gambia"	270	2344.094	2750.558	3208.177	3708.301	4250.362	4831.886	5446.623	6089.777	6755.245	7436.315	8128.509	8827.074	9524.26	10215.941	10894.569	11555.612	12199.25
"Ghana"	288	30795.615	34403.401	38218.763	42185.512	46361.871	50757.155	55332.233	60029.822	64805.098	69658.801	74598.793	79610.577	84659.18	89701.811	94698.393	99647.836	104553.986
"Guinea"	324	14471.929	16579.523	18920.512	21449.974	24184.274	27135.913	30305.646	33670.076	37200.543	40876.19	44656.579	48524.004	52470.17	56479.504	60524.041	64575.135	68627.351
"Guinea-Bissau"	624	2085.312	2348.037	2629.75	2926.187	3239.944	3573.94	3925.819	4290.801	4664.657	5045.209	5432.537	5827.183	6226.133	6626.078	7023.407	7414.682	7800.061
"Liberia"	430	5133.22	5848.421	6647.037	7504.717	8417.201	9390.306	10425.712	11524.202	12674.192	13863.055	15079.858	16325.179	17592.406	18872.312	20154.685	21429.56	22693.946
"Mali"	466	20609.502	24144.982	28250.095	32869.61	37998.471	43623.257	49703.265	56227.559	63159.633	70447.416	78060.09	85949.936	94049.651	102275.835	110601.266	118935.11	127288.459
"Mauritania"	478	4609.785	5209.595	5862.575	6551.219	7275.947	8039.234	8843.178	9687.971	10569.491	11480.214	12413.298	13366.238	14335.827	15316.794	16303.322	17291.714	18276.228
"Niger"	562	24482.795	30144.351	36985.881	45058.31	54525.391	65493.511	77998.459	92000.698	107459.255	124317.757	142509.211	161942.854	182511.757	204031.693	226388.475	249377.392	272819.618
"Nigeria"	566	208386.646	237931.99	271014.319	307145.986	346547.559	389197.463	434988.632	483862.275	535670.204	590080.048	646996.077	706168.064	767265.348	829871.14	893795.115	958467.952	1023936.144
"Senegal"	686	17632.81	20449.182	23599.022	27067.959	30902.819	35117.008	39701.01	44622.04	49854.89	55403.13	61271.547	67454.959	73938.042	80674.577	87615.807	94709.674	101914.705
"Sierra Leone"	694	7221.912	8047.212	8927.546	9834.131	10765.756	11724.606	12706.861	13698.69	14686.942	15657.86	16607.974	17529.369	18419.165	19275.68	20095.435	20882.117	21629.14
"Togo"	768	8365.373	9553.864	10877.785	12314.724	13874.186	15560.238	17369.798	19293.116	21318.302	23437.712	25642.808	27922.068	30256.057	32630.981	35023.992	37420.602	39810.62
"Asia"	935	4640834.515	4883251.713	5112815.982	5317953.392	5507736.46	5692144.14	5873168.401	6047189.11	6209069.043	6361561.577	6512900.416	6668466.367	6830611.613	6999297.041	7175347.327	7358428.355	7545971.881
"Eastern Asia"	906	1653896.156	1685024.988	1706386.896	1718036.574	1723703.512	1726008.966	1726119.338	1724047.003	1719171.102	1713938.927	1711536.201	1713738.892	1721132.01	1734268.401	1754205.968	1781419.124	1813676.765
"China"	156	1415220.74	1444157.929	1463798.382	1474983.229	1481463.282	1485150.415	1486323.274	1484601.859	1479642.552	1474251.826	1471687.091	1473337.829	1479223.349	1489618.662	1505542.203	1527805.695	1554536.804
"China, Hong Kong SAR"	344	7627.098	7952.043	8235.102	8442.936	8587.375	8719.251	8879.54	9058.538	9233.876	9392.243	9536.981	9690.208	9886.096	10146.435	10463.692	10804.192	11149.653
"China, Macao SAR"	446	640.175	695.355	747.758	792.947	833.683	874.295	917.782	963.363	1009.311	1053.951	1097.095	1140.127	1185.18	1234.513	1289.515	1349.426	1411.848
"Dem. People's Rep. of Korea"	408	25991.246	26892.499	27756.621	28434.185	28958.901	29453.502	30021.983	30674.269	31369.366	32066.295	32784.65	33568.227	34454.691	35441.324	36486.704	37539.958	38584.651
"Japan"	392	125905.161	124984.035	123771.978	122142.021	120292.054	118583.622	117352.667	116674.649	116237.686	115793.206	115392.101	115384.398	116064.552	117414.405	119332.005	121659.273	124224.934
"Mongolia"	496	3210.638	3444.582	3659.696	3858.394	4054.556	4259.346	4475.431	4695.96	4906.633	5105.327	5299.627	5497.509	5704.217	5915.917	6130.151	6352.031	6581.275
"Republic of Korea"	410	51682.961	53069.088	54403.48	55339.566	55677.328	55562.861	55275.695	55035.21	54896.557	54829.057	54720.457	54552.133	54462.559	54643.371	55233.027	56153.733	57288.681
"China, Taiwan Province of China"	158	23618.137	23829.457	24013.879	24043.296	23836.333	23405.674	22872.966	22343.155	21875.121	21447.022	21018.199	20568.461	20151.366	19853.774	19728.671	19754.816	19898.919
"South-Central Asia"	921	2031482.762	2176223.067	2318585.069	2450213.046	2574908.866	2698774.521	2821859.458	2940565.029	3050787.385	3153065.103	3251808.837	3349578.964	3447310.049	3544230.438	3640281.54	3735019.105	3828442.242
"Central Asia"	5500	72591.998	77528.614	82026.482	86239.37	90542.643	95008.959	99427.956	103587.845	107451.576	111172.923	114957.935	118899.666	122977.391	127089.201	131181.929	135219.951	139226.586
"Kazakhstan"	398	18792.217	19863.68	20841.554	21776.385	22772.003	23864.751	25015.25	26149.91	27234.195	28291.954	29386.253	30559.426	31818.945	33114.504	34387.446	35599.944	36774.687
"Kyrgyzstan"	417	6445.483	6925.522	7377.342	7820.104	8280.939	8757.593	9236.274	9703.346	10154.357	10597.946	11046.011	11505.049	11978.571	12458.462	12938.664	13407.645	13861.941
"Tajikistan"	762	9511.957	10545.897	11543.519	12530.941	13596.98	14761.91	15960.484	17131.093	18266.597	19407.392	20591.195	21810.781	23030.008	24228.419	25405.41	26582.256	27765.331
"Turkmenistan"	795	5744.799	6105.528	6428.131	6698.238	6936.102	7160.858	7376.778	7578.482	7753.678	7900.749	8032.293	8166.271	8314.848	8475.898	8644.192	8810.925	8977.104
"Uzbekistan"	860	32097.542	34087.987	35835.936	37413.702	38956.619	40463.847	41839.17	43025.014	44042.749	44974.882	45902.183	46858.139	47835.019	48811.918	49806.217	50819.181	51847.523
"Southern Asia"	5501	1958890.764	2098694.453	2236558.587	2363973.676	2484366.223	2603765.562	2722431.502	2836977.184	2943335.809	3041892.18	3136850.902	3230679.298	3324332.658	3417141.237	3509099.611	3599799.154	3689215.656
"Afghanistan"	4	36739.473	41059.197	45538.15	49981.626	54285.807	58418.439	62358.235	66105.153	69629.539	72864.667	75759.69	78311.142	80546.588	82536.251	84330.332	85972.037	87496.351
"Bangladesh"	50	172274.219	183825.901	194909.678	204741.243	213674.632	222049.168	229813.446	236815.047	242951.364	248315.983	253230.58	257916.822	262460.063	266956.157	271346.864	275753.423	280357.572
"Bhutan"	64	825.841	877.261	925.613	967.25	1003.155	1035.695	1066.561	1095.516	1120.496	1140.321	1155.406	1168.433	1181.534	1196.285	1212.927	1231.027	1249.963
"India"	356	1402090.801	1496796.743	1590920.808	1677016.078	1757001.238	1836285.761	1916062.416	1994091.516	2066986.026	2134694.379	2200351.303	2265598.046	2331138.901	2396203.872	2460976.049	2524974.415	2587903.723
"Iran (Islamic Republic of)"	364	84365.923	88821.894	92346.413	95267.018	98085.926	100827.439	103204.531	104866.9	105668.149	105818.47	105770.093	105945.559	106564.96	107636.841	109019.898	110520.839	112045.821
"Maldives"	462	397.645	429.014	456.395	480.716	504.964	530.023	554.207	575.283	592.143	605.828	618.112	629.859	640.894	651.189	661.501	672.672	684.722
"Nepal"	524	30522.6	32661.095	34716.074	36495.848	38118.202	39732.861	41308.093	42753.721	44017.649	45118.395	46081.573	46910.269	47615.409	48222.714	48739.289	49223.324	49729.843
"Pakistan"	586	210325.9	232320.58	254361.709	276263.837	298659.15	321681.388	344749.138	367260.629	388862.744	409734.856	430195.757	450410.621	470267.797	489654.343	508530.424	526952.21	545015.562
"Sri Lanka"	144	21348.362	21902.768	22383.747	22760.06	23033.149	23204.788	23314.875	23413.419	23507.699	23599.281	23688.388	23788.547	23916.512	24083.585	24282.327	24499.207	24732.099
"South-Eastern Asia"	920	673852.7	714517.85	753973.034	790066.985	823593.327	855513.935	886598.235	917103.27	946948.282	975988.853	1004665.799	1033630.603	1063459.171	1094300.311	1126141.155	1158877.746	1192258.834
"Brunei Darussalam"	96	454.916	486.17	515.685	541.553	564.736	586.323	606.384	624.187	639.064	651.213	661.887	672.555	684.39	697.67	712.295	727.948	744.564
"Cambodia"	116	16927.496	18335.827	19727.215	21057.086	22378.397	23719.597	25068.589	26386.851	27639.573	28827.902	29963.45	31070.76	32153.766	33219.277	34282.12	35334.565	36385.287
"Indonesia"	360	274397.666	291180.986	307426.611	322317.627	336097.389	349160.867	361795.538	374157.853	386341.139	398400.568	410579.042	423126.821	436198.768	449610.379	463250.967	477133.709	491326.201
"Lao People's Dem. Republic"	418	7475.357	8175.31	8869.498	9534.945	10193.219	10853.99	11504.87	12131.343	12717.71	13264.099	13776.4	14260.692	14719.272	15158.798	15581.908	15997.16	16395.365
"Malaysia"	458	32715.413	35244.937	37732.142	39944.454	41885.232	43671.987	45481.734	47357.708	49209.735	50912.318	52411.028	53767.9	55113.193	56557.125	58128.267	59777.167	61425.897
"Myanmar"	104	56767.095	59771.569	62771.46	65434.434	67681.909	69584.609	71316.398	73048.196	74791.719	76484.813	78081.682	79595.122	81106.49	82705.549	84476.52	86385.672	88374.926
"Philippines"	608	109447.878	118889.493	128596.597	138066.371	147432.29	156788.712	166210.104	175640.882	185056.854	194337.458	203459.485	212443.671	221302.758	230142.787	238987.133	247828.545	256535.463
"Singapore"	702	6056.576	6359.652	6642.933	6874.94	7052.994	7187.198	7296.235	7387.901	7465.628	7529.878	7581.702	7625.182	7672.495	7730.552	7799.018	7869.908	7939.416
"Thailand"	764	69154.444	70071.508	70696.718	70870.35	70638.042	70083.918	69330.259	68495.847	67667.191	66912.322	66301.438	65880.685	65718.972	65807.915	66112.865	66591.816	67227.081
"Timor-Leste"	626	1324.438	1473.234	1629.441	1793.219	1972.813	2171.457	2382.172	2599.016	2818.154	3040.888	3270.204	3505.167	3741.653	3975.237	4203.065	4424.717	4641.286
"Viet Nam"	704	99131.421	104529.164	109364.734	113632.006	117696.306	121705.277	125605.952	129273.486	132601.515	135627.394	138579.481	141682.048	145047.414	148695.022	152606.997	156806.539	161263.348
"Western Asia"	922	281602.897	307485.808	333870.983	359636.787	385530.755	411846.718	438591.37	465473.808	492162.274	518568.694	544889.579	571517.908	598710.383	626497.891	654718.664	683112.38	711594.04
"Armenia"	51	3069.374	3102.99	3113.009	3103.076	3088.645	3075.321	3060.715	3043.44	3022.127	2997.05	2971.849	2951.946	2942.339	2944.997	2959.376	2983.193	3012.881
"Azerbaijan"	31	10338.007	10779.522	11113.636	11418.99	11737.94	12041.408	12300.078	12531.935	12761.753	13009.88	13282.205	13579.175	13904.62	14269.826	14670.482	15092.981	15519.42
"Bahrain"	48	1497.856	1600.956	1695.497	1783.026	1863.382	1931.084	1991.065	2042.744	2086.437	2122.934	2154.021	2181.304	2206.861	2232.937	2261.256	2292.682	2327.005
"Cyprus"	196	1229.59	1291.086	1350.859	1403.28	1450.743	1497.329	1545.884	1595.241	1642.621	1685.807	1724.824	1762.756	1803.519	1849.248	1900.856	1956.046	2014.41
"Georgia"	268	4011.83	4018.849	4007.836	3967.477	3920.415	3888.255	3868.128	3848.705	3822.494	3790.199	3764.175	3758.538	3777.265	3815.912	3866.986	3924.035	3984.199
"Iraq"	368	42334.874	48824.42	56049.313	63983.243	72683.706	82213.828	92540.488	103601.132	115370.614	127875.174	141108.079	155038.608	169604.279	184707.891	200264.675	216166.405	232330.297
"Israel"	376	8788.383	9546.266	10340.127	11155.02	11999.608	12883.584	13805.198	14752.609	15713.83	16681.969	17659.423	18653.982	19672.793	20713.627	21763.143	22813.023	23857.21
"Jordan"	400	8242.383	8748.382	9474.334	10351.629	11239.029	12129.96	13009.88	13865.396	14689.218	15486.465	16269.612	17048.073	17818.919	18574.512	19306.455	20011.143	20683.108
"Kuwait"	414	4362.468	4788.752	5187.535	5536.497	5876.56	6216.082	6554.606	6873.941	7162.13	7422.5	7671.988	7933.337	8217.755	8520.354	8830.377	9139.63	9442.543
"Lebanon"	422	5957.25	5572.798	5562.144	5791.279	5966.879	6125.076	6297.562	6484.808	6662.533	6802.899	6901.428	6976.136	7050.21	7139.527	7246.034	7366.073	7498.425
"Oman"	512	4856.103	5162.319	5416.898	5629.013	5843.906	6099.458	6412.573	6702.099	6941.588	7131.255	7293.921	7455.037	7625.498	7802.324	7977.403	8145.221	8310.764
"Qatar"	634	2469.379	2685.819	2864.21	3021.779	3173.722	3323.173	3470.536	3610.368	3738.322	3851.945	3951.172	4037.914	4112.95	4180.715	4247.421	4319.525	4403.363
"Saudi Arabia"	682	34656.705	37626.52	40558.273	43350.661	45996.972	48472.246	50772.516	52912.578	54907.938	56807.823	58646.587	60471.408	62294.718	64114.105	65899.76	67638.938	69338
"State of Palestine"	275	5382.217	6178.008	7027.415	7907.275	8831.005	9810.9	10845.229	11921.035	13022.508	14136.652	15259.742	16392.345	17532.829	18677.528	19819.379	20946.595	22057.49
"Syrian Arab Republic"	760	21179.391	26115.796	29744.768	32107.08	34400.693	36654.351	38881.135	41061.454	43147.535	45104.344	46952.145	48726.626	50468.389	52179.823	53851.358	55459.21	56993.623
"Turkey"	792	83036.059	86890.363	91299.738	95608.293	99542.314	103237.99	106789.831	110213.153	113390.144	116235.381	118813.6	121287.639	123823.671	126487.509	129250.778	132048.623	134879.674
"United Arab Emirates"	784	9890.496	10610.879	11290.443	11962.229	12629.172	13272.188	13879.269	14438.189	14959.813	15459.526	15942.207	16397.884	16819.879	17218.607	17637.818	18100.133	18620.756
"Yemen"	887	30300.532	33942.083	37774.948	41556.94	45286.064	48974.485	52566.677	55974.981	59120.669	61966.891	64522.601	66865.2	69033.889	71068.449	72965.107	74708.924	76320.872
"Europe"	908	745677.304	752929.139	759102.521	763206.785	766980.245	771987.659	779094.674	788096.827	798192.893	809142.014	821933.875	837754.801	857290.894	880353.022	905859.959	932640.947	960106.334
"Eastern Europe"	923	292322.378	291044.417	288650.692	285162.51	282058.919	280306.83	280056.296	280769.965	281731.629	282796.285	284637.104	288093.941	293540.339	300642.684	308575.71	316700.995	324888.265
"Belarus"	112	9447.452	9394.024	9304.977	9186.912	9090.388	9047.204	9059.922	9106.288	9162.264	9226.923	9325.067	9477.142	9690.844	9952.605	10237.457	10526.78	10816.104
"Bulgaria"	100	6935.944	6728.253	6506.278	6271.086	6052.134	5867.444	5717.709	5593.26	5482.043	5384.912	5314.871	5286.5	5305.691	5365.503	5450.261	5542.854	5636.985
"Czech Republic"	203	10659.232	10759.818	10810.188	10807.897	10813.425	10856.477	10939.979	11047.798	11147.973	11226.858	11313.55	11450.076	11664.778	11953.281	12289.203	12646.79	13006.278
"Hungary"	348	9766.051	9692.911	9612.507	9498.133	9378.575	9278.301	9216.494	9195.557	9194.447	9194.75	9205.946	9246.975	9334.254	9471.18	9647.685	9846.126	10047.425
"Poland"	616	38750.666	38754.491	38566.256	38138.628	37615.024	37108.61	36688.649	36354.413	36022.996	35617.489	35164.436	34771.483	34564.143	34594.824	34833.341	35201.956	35636.555
"Republic of Moldova"	498	4061.938	4042.831	3997.755	3920.081	3825.93	3734.361	3652.548	3575.926	3496.575	3410.136	3325.154	3256.347	3215.751	3204.548	3215.027	3235.768	3260.194
"Romania"	642	18986.937	18569.38	18214.332	17855.178	17500.353	17152.16	16836.084	16565.407	16337.298	16167.381	16085.048	16100.061	16207.572	16388.11	16621.521	16886.678	17171.941
