"name"	"country_code"	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Russian Federation"	643	144174.629	144291.986	143719.586	142624.668	141916.273	142154.054	143326.199	145037.579	146864.631	148782.309	151203.422	154579.657	159050.698	164343.456	169925.924	175458.455	180972.869
"Slovakia"	703	5484.143	5533.481	5550.306	5523.029	5476.242	5435.329	5415.425	5412.815	5409.437	5394.958	5377.212	5377.88	5414.518	5491.02	5595.573	5712.048	5828.559
"Ukraine"	804	44055.386	43277.242	42368.507	41336.898	40390.575	39672.89	39203.287	38880.922	38613.965	38390.569	38322.398	38547.82	39092.09	39878.157	40759.718	41643.54	42511.355
"Northern Europe"	924	106040.941	110005.529	113915.237	117515.481	121102.535	124958.692	129221.344	133782.251	138470.958	143233.792	148196.218	153506.242	159205.056	165266.143	171617.338	178172.052	184866.087
"Channel Islands"	830	168.771	174.302	179.929	185.031	189.544	193.716	198.007	202.561	207.467	212.622	218.019	223.736	229.935	236.706	243.965	251.478	259.075
"Denmark"	208	5818.86	6008.33	6214.206	6401.664	6571.618	6739.404	6929.911	7154.037	7406.291	7673.632	7947.265	8227.293	8519.108	8828.196	9154.061	9493.79	9842.833
"Estonia"	233	1305.717	1298.134	1286.057	1270.583	1258.218	1251.005	1248.388	1249.005	1250.857	1253.002	1257.483	1267.122	1284.043	1307.833	1337.171	1369.278	1401.855
"Finland"	246	5627.025	5763.739	5894.51	5999.441	6089.752	6189.301	6316.778	6473.238	6649.641	6837.07	7032.212	7236.778	7454.187	7690.381	7942.418	8206.002	8478.092
"Iceland"	352	344.985	361.486	377.634	391.75	404.274	416.013	427.691	439.822	452.313	464.794	477.036	489.295	501.918	515.27	529.45	544.258	559.577
"Ireland"	372	4914.101	5147.075	5375.945	5611.196	5858.715	6109.018	6351.203	6581.096	6803.525	7030.668	7273.404	7536.723	7823.183	8129.678	8449.708	8775.31	9102.054
"Latvia"	428	1934.692	1903.73	1870.639	1835.167	1804.843	1782.147	1768.826	1764.843	1766.686	1771.067	1779.151	1794.496	1820.157	1856.797	1901.384	1948.759	1995.294
"Lithuania"	440	2817.299	2782.311	2752.972	2713.9	2674.506	2647.428	2640.574	2653.092	2676.488	2702.234	2730.741	2768.913	2822.844	2892.872	2973.237	3056.174	3137.357
"Norway"	578	5537.603	5841.751	6153.458	6443.03	6717.823	6999.416	7306.419	7634.883	7972.975	8312.336	8656.672	9015.281	9392.939	9790.359	10204.23	10629.653	11063.041
"Sweden"	752	10199.118	10669.903	11129.481	11549.041	11978.738	12464.36	13023.069	13630.623	14255.25	14885.928	15541.747	16241.674	16988.059	17773.798	18592.868	19438.926	20310.409
"United Kingdom"	826	67232.203	69909.157	72529.304	74958.097	77392.764	80000.313	82839.206	85822.631	88847.306	91902.036	95087.537	98503.2	102159.946	106028.252	110065.276	114227.041	118477.141
"Southern Europe"	925	152937.539	153587.765	154256.136	154791.7	155131.917	155308.504	155400.133	155486.903	155632.154	155926.334	156609.99	157916.224	160033.736	162925.942	166357.362	170105.891	174052.031
"Albania"	8	2963.094	3031.099	3073.445	3077.717	3060.569	3041.768	3031.474	3030.85	3030.414	3021.224	3005.241	2988.359	2974.771	2966.076	2963.902	2971.74	2991.283
"Bosnia and Herzegovina"	70	3790.413	3759.143	3713.34	3643.291	3558.248	3472.109	3395.713	3330.795	3270.938	3211.669	3153.021	3103.255	3072.024	3062.452	3072.004	3093.382	3121.93
"Croatia"	191	4195.005	4153.439	4114.292	4067.83	4016.177	3966.416	3926.53	3899.523	3882.58	3870.631	3862.421	3862.448	3877.411	3910.143	3957.694	4015.622	4079.79
"Greece"	300	10908.517	10861.33	10826.405	10786.485	10747.133	10703.26	10647.807	10579.277	10506.289	10442.29	10403.285	10405.357	10459.67	10564.379	10711.664	10882.605	11073.161
"Italy"	380	60154.855	60523.79	60895.716	61181.935	61393.263	61531.456	61642.627	61796.905	62032.979	62385.785	62950.15	63784.805	64935.434	66366.267	67993.781	69763.02	71638.634
"Malta"	470	426.125	434.477	443.194	448.741	450.889	451.15	452.182	455.657	461.339	467.798	473.107	477.361	481.94	488.455	497.499	508.787	521.562
"Montenegro"	499	631.066	636.232	640.843	642.958	642.291	640.412	639.422	640.55	643.222	646.237	649.285	653	658.367	666.015	675.48	686.117	697.663
"Portugal"	620	10239.313	10184.635	10174.731	10176.113	10171.35	10144.779	10108.12	10073.983	10053.567	10049.471	10069.643	10121.033	10215.476	10354.933	10527.381	10721.171	10931.41
"Serbia"	688	8743.127	8660.746	8583.449	8480.548	8357.525	8238.885	8155.933	8115.743	8099.763	8093.067	8092.445	8106.994	8150.515	8230.565	8344.156	8479.981	8626.117
"Slovenia"	705	2090.871	2108.251	2117.529	2118.285	2117.365	2118.953	2124.434	2132.812	2141.844	2152.055	2167.731	2194.768	2236.192	2291.972	2357.711	2428.205	2500.384
"Spain"	724	46551.613	46959.086	47372.97	47857.606	48308.214	48695.189	48971.552	49119.309	49188.365	49258.022	49449.453	49874.927	50608.736	51629.916	52819.64	54071.626	55336.544
"TFYR Macedonia"	807	2106.935	2136.056	2157.837	2165.039	2161.215	2154.378	2153.107	2159.337	2167.99	2174.412	2179.311	2187.219	2204.043	2232.404	2270.268	2313.254	2358.707
"Western Europe"	926	194376.446	198291.428	202280.456	205737.094	208686.874	211413.633	214416.901	218057.708	222358.152	227185.603	232490.563	238238.394	244511.763	251518.253	259309.549	267662.009	276299.951
"Austria"	40	8723.985	8938.525	9148.165	9311.448	9438.626	9556.25	9685.719	9832.839	9995.368	10168.278	10351.717	10551.638	10779.346	11045.549	11355.842	11696.668	12056.085
"Belgium"	56	11723.344	12065.459	12417.716	12745.941	13064.559	13392.095	13748.705	14133.993	14539.744	14966.395	15426.177	15928.371	16480.275	17080.492	17721.308	18386.425	19071.611
"France"	250	66206.205	68154.725	70242.077	72285.893	74228.693	76123.051	78135.64	80404.662	82906.779	85594.9	88468.504	91556.49	94882.977	98450.84	102239.082	106181.551	110212.6
"Germany"	276	80998.476	81509.062	81948.811	82089.82	81989.323	81765.391	81594.966	81650.452	82006.334	82606.603	83401.656	84309.671	85353.702	86697.376	88419.78	90427.088	92560.576
"Luxembourg"	442	610.366	657.787	702.77	747.264	790.896	834.65	880.451	928.25	977.601	1027.688	1078.153	1129.51	1182.367	1237.65	1295.558	1354.868	1414.777
"Netherlands"	528	17311.571	17750.04	18193.121	18558.088	18835.021	19064.803	19330.798	19677.722	20096.694	20572.374	21094.18	21657.658	22267.353	22938.693	23663.511	24422.76	25201.753
"Switzerland"	756	8724.739	9135.172	9544.029	9912.021	10250.643	10585.795	10946.124	11331.921	11734.028	12143.79	12560.416	12990.834	13446.685	13943.434	14484.867	15057.575	15641.982
"Latin America and the Caribbean"	904	672904.253	712371.497	750820.879	785793.239	818178.575	849042.765	878923.878	907769.046	934966.619	960107.872	983480.022	1005906.986	1028320.519	1051151.555	1074596.657	1098567.496	1123148.924
"Caribbean"	915	44955.004	46777.027	48547.724	50102.413	51477.922	52740.941	53918.181	55028.686	56058.239	57010.502	57935.868	58889.183	59910.992	60984.054	62104.217	63275.747	64484.473
"Antigua and Barbuda"	28	97.329	103.299	109.23	114.537	119.285	123.712	128.058	132.414	136.765	141.134	145.63	150.273	155.013	159.828	164.69	169.621	174.659
"Aruba"	533	106.19	108.637	111.041	112.637	113.206	113.036	112.886	113.394	114.684	116.418	118.251	120.036	121.858	123.852	126.114	128.627	131.333
"Bahamas"	44	413.567	439.451	463.973	485.335	504.413	523.008	542.283	561.974	581.376	599.98	617.695	635.264	653.421	672.468	692.475	713.071	733.992
"Barbados"	52	289.974	295.67	300.736	304.341	306.878	309.212	312.231	316.547	322.012	328.287	335.198	342.994	351.836	361.808	372.654	383.884	395.367
"Cuba"	192	11452.368	11537.377	11609.797	11626.181	11589.657	11515.396	11410.831	11285.302	11148.594	11015.89	10920.931	10883.027	10902.001	10953.743	11033.98	11148.274	11292.37
"Curacao"	531	165.037	173.1	180.825	187.692	194.165	200.858	208.179	215.99	224.168	232.697	241.638	251.003	260.713	270.616	280.629	290.785	301.111
"Dominican Republic"	214	11215.759	11914.919	12605.04	13252.923	13860.192	14438.258	14986.831	15511.848	16009.561	16479.486	16929.119	17363.061	17788.744	18206.728	18618.519	19025.988	19423.897
"Grenada"	308	110.566	114.26	117.142	119.394	121.337	123.221	124.884	126.087	126.64	126.667	126.478	126.299	126.293	126.477	126.829	127.335	127.986
"Guadeloupe"	312	480.939	493.583	506.777	519.367	530.765	539.966	546.903	552.858	559.26	567.058	576.745	588.017	600.42	613.749	627.56	641.785	656.074
"Haiti"	332	11487.243	12297.147	13109.063	13869.378	14588.371	15279.007	15947.13	16594.799	17208.723	17778.815	18304.591	18803.193	19299.58	19797.413	20297.564	20798.061	21292.36
"Jamaica"	388	2869.359	2940.57	2990.896	3018.708	3035.927	3053.979	3073.283	3086.951	3090.334	3084.498	3073.923	3063.244	3054.534	3049.306	3048.634	3054.987	3069.353
"Martinique"	474	397.561	400.799	404.081	405.252	403.705	399.847	395.384	392.55	392.192	394.33	398.825	405.292	413.007	421.515	430.168	439.188	448.567
"Puerto Rico"	630	3707.715	3743.131	3779.723	3793.681	3789.484	3776.325	3761.241	3747.823	3732.666	3712.398	3688.905	3667.792	3654.629	3652.041	3660.12	3677.383	3705.362
"Saint Lucia"	662	193.608	202.254	210.33	217.078	222.76	227.772	232.414	236.741	240.677	244.205	247.45	250.59	253.821	257.272	261.008	264.951	269.206
"St. Vincent and the Grenadines"	670	111.818	114.358	116.805	118.862	120.74	122.229	123.456	124.534	125.412	126.104	126.691	127.315	128.029	128.886	129.861	130.95	132.136
"Trinidad and Tobago"	780	1390.367	1411.388	1425.197	1433.103	1438.445	1442.725	1446.042	1448.835	1451.113	1454.023	1459.857	1471.023	1488.299	1510.732	1536.343	1563.928	1593.24
"United States Virgin Islands"	850	107.792	108.926	109.685	109.787	109.385	108.749	108.088	107.664	107.534	107.722	108.266	109.145	110.256	111.488	112.778	114.033	115.366
"Central America"	916	185648.994	198964.269	212075.719	224196.281	235576.911	246543.062	257212.126	267472.338	277075.596	285906.802	294076.306	301858.912	309421.051	316816.314	324115.614	331387.985	338725.74
"Belize"	84	402.102	447.57	493.117	536.478	578.276	619.977	662.124	703.869	744.049	782.209	818.514	853.76	888.546	923.245	957.872	992.335	1026.369
"Costa Rica"	188	5091.933	5370.615	5631.489	5859.134	6062.051	6247.484	6418.971	6578.348	6724.885	6856.637	6974.986	7085.087	7191.844	7303.931	7426.76	7562.293	7711.121
"El Salvador"	222	6299.497	6506.375	6715.297	6898.39	7046.424	7175.607	7295.063	7407.315	7502.718	7573.353	7620.621	7651.171	7672.378	7689.121	7708.709	7736.027	7777.412
"Guatemala"	320	18193.794	20213.18	22340.432	24484.02	26653.14	28871.208	31133.445	33411.385	35664.238	37871.145	40024.467	42133.837	44209.396	46236.408	48219.782	50157.237	52047.83
"Honduras"	340	8742.189	9459.118	10181.589	10853.58	11477.735	12072.191	12647.57	13200.604	13719.368	14192.146	14614.672	14995.589	15348.536	15682.956	16005.153	16325.13	16647.452
"Mexico"	484	136164.128	145434.177	154400.048	162508.144	169994.24	177104.976	183937.157	190413.055	196361.964	201715.611	206592.73	211225.149	215730.424	220145.1	224510.828	228879.84	233329.845
"Nicaragua"	558	6485.219	6911.597	7343.841	7757.414	8144.835	8512.891	8861.938	9191.343	9492.581	9762.144	9997.095	10204.127	10391.759	10569.503	10744.757	10920.689	11100.061
"Panama"	591	4270.132	4621.637	4969.906	5299.121	5620.21	5938.728	6255.858	6566.419	6865.793	7153.557	7433.221	7710.192	7988.168	8266.05	8541.753	8814.434	9085.65
"South America"	931	442300.255	466630.201	490197.436	511494.545	531123.742	549758.762	567793.571	585268.022	601832.784	617190.568	631467.848	645158.891	658988.476	673351.187	688376.826	703903.764	719938.711
"Argentina"	32	45924.695	48574.856	51291.124	53926.073	56538.51	59167.943	61833.112	64532.44	67227.942	69852.706	72398.129	74910.533	77450.708	80047.521	82703.452	85400.904	88115.063
"Bolivia (Plurinational State of)"	68	11655.967	12662.798	13713.185	14751.399	15779.108	16814.382	17860.539	18905.859	19934.084	20928.514	21891.985	22832.573	23757.655	24673.067	25578.675	26467.938	27344.958
"Brazil"	76	218079.794	228365.076	238075.196	246459.79	253867.431	260653.591	267034.131	273047.697	278519.314	283304.006	287507.115	291396.321	295475.482	299968.876	304966.074	310328.204	316074.664
"Chile"	152	19009.794	20073.391	21010.148	21834.872	22570.67	23248.679	23898.726	24524.604	25112.731	25654.098	26158.792	26661.958	27181.856	27730.019	28308.591	28933.274	29603.854
"Colombia"	170	50718.356	53145.962	55400.765	57300.496	58908.437	60327.576	61617.708	62829.661	63943.603	64960.415	65887.983	66776.675	67679.82	68655.311	69726.111	70875.17	72109.67
"Ecuador"	218	17503.973	18925.176	20361.983	21748.137	23101.246	24438.856	25764.785	27063.352	28322.682	29531.893	30694.172	31816.361	32915.295	33988.823	35045.222	36091.49	37126.972
"French Guiana"	254	306.757	348.565	394.303	442.625	493.051	545.184	599.135	654.924	712.74	772.355	833.333	895.574	958.872	1023.114	1087.982	1152.929	1217.885
"Guyana"	328	794.356	827.73	857.224	878.336	893.495	906.977	921.731	938.519	955.763	971.808	985.642	997.083	1007.338	1017.667	1029.249	1042.562	1056.723
"Paraguay"	600	7137.514	7661.809	8182.379	8667.45	9122.904	9567.306	10008.757	10444.262	10859.484	11244.507	11598.952	11931.73	12253.919	12575.884	12902.729	13235.209	13569.089
"Peru"	604	33632.81	35984.928	38346.467	40566.998	42685.484	44739.882	46749.773	48700.082	50554.074	52290.863	53917.26	55467.602	56978.741	58485.757	59988.837	61487.911	62986.841
"Suriname"	740	570.071	597.475	623.696	646.616	666.589	684.527	701.492	718.427	735.384	752.091	768.108	784.021	800.43	817.676	835.654	854.08	872.665
"Uruguay"	858	3524.821	3627.989	3733.277	3828.124	3916.943	4005.315	4097.287	4193.155	4289.298	4382.57	4473.21	4564.974	4661.393	4763.835	4871.346	4983.392	5101.241
"Venezuela (Bolivarian Republic of)"	862	33438.393	35831.449	38204.66	40440.577	42576.795	44655.429	46703.236	48711.828	50662.417	52541.413	54349.771	56120.006	57863.39	59599.959	61329.115	63046.793	64755.054
"Northern America"	905	374277.743	392215.901	410408.379	427261.33	443264.623	459367.879	476930.607	496369.192	517420.331	539351.976	561748.574	584775.821	608847.319	634270.296	660978.695	688602.248	716836.865
"Canada"	124	37908.391	39874.16	41813.187	43543.837	45129.084	46698.975	48361.575	50133.407	52012.18	53954.468	55931.101	57944.205	60029.618	62229.702	64549.437	66960.038	69424.948
"United States of America"	840	336244.855	352215.73	368468.003	383589.911	398008.206	412542.095	428442.557	446109.085	465280.628	485268.712	505687.132	526699.535	548683.656	571904.314	596290.436	621500.591	647267.296
"Oceania"	909	42486.435	45741.994	49080.731	52332.094	55557.95	58858.265	62317.417	65906.035	69577.59	73270.022	76967.431	80690.221	84485.276	88341.911	92270.111	96244.206	100221.313
"Australia/New Zealand"	927	30579.793	32675.975	34779.133	36776.873	38735.597	40746.626	42885.272	45120.309	47414.656	49723.482	52041.222	54392.588	56820.079	59318.317	61898.162	64536.608	67196.903
"Australia"	36	25812.762	27653.677	29496.772	31254.717	32992.339	34789.907	36712.533	38725.423	40787.961	42855.442	44923.17	47017.273	49179.444	51408.731	53716.254	56079.098	58459.649
"New Zealand"	554	4767.031	5022.298	5282.361	5522.156	5743.258	5956.719	6172.739	6394.886	6626.695	6868.04	7118.052	7375.315	7640.635	7909.586	8181.908	8457.51	8737.254
"Melanesia"	928	10633.664	11729.105	12892.186	14073.666	15272.79	16497.218	17753.846	19041.518	20351.027	21666.493	22978.317	24282.121	25581.836	26871.703	28150.982	29417.23	30664.277
"Fiji"	242	923.877	952.52	978.46	999.854	1017.913	1033.566	1047.248	1060.764	1073.922	1086.966	1100.047	1113.804	1128.725	1145.027	1162.356	1179.811	1197.559
"New Caledonia"	540	282.022	302.128	322.823	342.971	362.512	381.747	401.176	420.837	440.71	460.521	480.03	499.183	518.271	537.446	556.843	576.643	596.712
"Papua New Guinea"	598	8485.474	9430.462	10437.534	11464.055	12508.614	13578.162	14678.691	15806.711	16953.925	18105.311	19252.398	20390.863	21524.542	22647.707	23759.816	24859.434	25941.133
"Solomon Islands"	90	645.512	712.582	785.241	860.948	938.925	1018.412	1099.314	1182.384	1267.618	1354.494	1442.187	1529.989	1617.056	1703.249	1788.898	1874.071	1958.19
"Vanuatu"	548	296.779	331.413	368.128	405.838	444.826	485.331	527.417	570.822	614.852	659.201	703.655	748.282	793.242	838.274	883.069	927.271	970.683
"Micronesia"	954	557.263	592.114	629.845	666.101	700.54	733.804	766.847	800.761	835.404	870.078	904.546	939.101	974.074	1009.571	1045.21	1080.632	1115.946
"Guam"	316	181.959	194.893	207.909	220.006	231.324	242.333	253.393	264.486	275.503	286.34	297.123	307.986	318.905	329.75	340.421	350.978	361.523
"Kiribati"	296	123.513	135.196	146.863	158.14	169.897	182.753	196.591	211.123	225.743	240.132	254.668	269.943	286.074	302.682	319.221	335.344	351.267
"Micronesia (Fed. States of)"	583	108.785	115.116	122.699	129.304	134.648	139.382	144.454	150.345	156.378	161.544	165.324	168.167	170.97	174.412	178.45	182.589	186.36
"Polynesia"	957	715.715	744.8	779.567	815.454	849.023	880.617	911.452	943.447	976.503	1009.969	1043.346	1076.411	1109.287	1142.32	1175.757	1209.736	1244.187
"French Polynesia"	258	299.066	310.618	325.212	337.45	347.862	357.575	367.412	377.29	386.49	394.7	402.17	409.506	417.271	425.624	434.566	443.99	453.858
"Samoa"	882	200.636	208.688	217.827	230.267	242.994	255.195	266.647	278.352	290.991	304.726	319.15	333.581	347.532	361.079	374.398	387.657	400.853
"Tonga"	776	111.625	117.807	125.111	132.955	140.758	148.081	155.04	162.439	170.667	179.522	188.543	197.365	205.934	214.478	223.206	232.169	241.179
