"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"World"	900	"  0"	0.146981967	0.132832312	0.124744517	0.104019739	0.09489333	0.084550849	0.074613402	0.066107408	0.062087283	0.05652879	0.048640805	0.040951348	0.034563259	0.030370614	0.027150806	0.024337424	0.021713889	0.019398311	0.017409326	0.015704111	0.01422536	0.012934144	0.011837475	0.010825722	0.009955422	0.00917813	0.008492131	0.007908843	0.007386323	0.006930717
"World"	900	"  1"	0.023113699	0.020354662	0.018850163	0.015178981	0.012818882	0.011427541	0.009696548	0.008351166	0.007786924	0.007090773	0.005797017	0.00451745	0.003614863	0.003202979	0.002876442	0.002571255	0.002264545	0.001986047	0.001745747	0.001539924	0.001360965	0.001204558	0.001071979	0.000953816	0.000855658	0.000769699	0.000695708	0.00063776	0.000588511	0.000546541
"World"	900	"  5"	0.006338302	0.005622218	0.005114483	0.003618966	0.003175667	0.002493059	0.002389642	0.002294727	0.001812293	0.001581573	0.001634195	0.001516888	0.001306934	0.001117792	0.000975777	0.000886497	0.000810242	0.000734307	0.000658599	0.000585008	0.00051754	0.000457827	0.000411268	0.000369047	0.000332549	0.000299963	0.000271044	0.000248246	0.000229645	0.000214846
"World"	900	" 10"	0.003624354	0.003109766	0.00283655	0.001924299	0.00167697	0.00141858	0.001214391	0.001179246	0.001120886	0.001008399	0.000980593	0.00098079	0.000913722	0.000822083	0.000717436	0.00062734	0.000564096	0.00051699	0.000471377	0.000426437	0.000383151	0.000341616	0.000307266	0.000277786	0.000252675	0.000230835	0.000210217	0.000193173	0.000178513	0.000167477
"World"	900	" 15"	0.004332808	0.003708359	0.003262715	0.002385416	0.001975056	0.001813937	0.001569756	0.001471744	0.00142298	0.001374239	0.001259271	0.001147217	0.001084233	0.001024235	0.000930632	0.000824771	0.000735348	0.000677382	0.000629737	0.000582974	0.000534109	0.000482865	0.000438876	0.000400669	0.000368803	0.0003412	0.000314383	0.000290738	0.000270064	0.000254134
"World"	900	" 20"	0.005341561	0.004606337	0.004036732	0.00311673	0.002481104	0.002270488	0.002011614	0.001863298	0.001779484	0.0017962	0.001750409	0.00151734	0.0013201	0.001264882	0.001203904	0.001109607	0.00100445	0.000922111	0.000859415	0.000805684	0.000750462	0.000688313	0.00063019	0.000577707	0.000533532	0.000495953	0.000460246	0.000427425	0.000397616	0.000374202
"World"	900	" 25"	0.006111388	0.005410997	0.004802675	0.003694561	0.002949229	0.002510675	0.002212935	0.002069117	0.00199203	0.002053203	0.00212427	0.001890911	0.001553484	0.001401564	0.001360128	0.001300013	0.001204259	0.001112318	0.001026853	0.000959738	0.000904171	0.000844319	0.000782497	0.000722807	0.000670246	0.000624648	0.000581821	0.000543004	0.000506027	0.000476235
"World"	900	" 30"	0.007150942	0.006116696	0.005599649	0.004312696	0.00340262	0.002890326	0.00243577	0.002264757	0.002230597	0.002298991	0.002388477	0.002187885	0.00186743	0.00165124	0.001530189	0.001477532	0.001405752	0.001317387	0.001218274	0.001126033	0.001058339	0.001000316	0.000939569	0.000875801	0.000816009	0.000761365	0.00070888	0.00066223	0.000618591	0.000581525
"World"	900	" 35"	0.008188639	0.007392067	0.006412174	0.005061474	0.003999553	0.00342093	0.00296851	0.002643055	0.002577399	0.002651862	0.00269117	0.002447523	0.00216814	0.002030061	0.00186078	0.001721783	0.001654851	0.001586919	0.001489376	0.001385307	0.001295447	0.001226774	0.001164229	0.001098004	0.001031638	0.000967156	0.000902476	0.000843782	0.000790016	0.000744277
"World"	900	" 40"	0.009506094	0.008556271	0.007881499	0.00600585	0.004885084	0.004175184	0.003751192	0.003408879	0.003193837	0.003175129	0.00319254	0.002874185	0.00252897	0.002428863	0.002335081	0.002147922	0.001999416	0.001941242	0.001867727	0.00176615	0.001664114	0.001570948	0.001494191	0.001423399	0.001350906	0.001276173	0.001197907	0.001123267	0.001053833	0.000994863
