"name"	"country_code"	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Eritrea"	232	5228	5824	6423	7023	7629	8233	8789	9285	9714	10056	10357	10563	10719	10802	10832	10789	10699	10587
"Ethiopia"	231	99391	110601	121476	131644	141156	150039	157794	164425	169630	173349	175995	176901	176192	174441	171579	167287	162284	157462
"Kenya"	404	46050	51622	57263	63050	68997	74917	80658	85992	90916	95337	99078	102265	105041	106878	108172	108845	108896	107914
"Madagascar"	450	24235	27496	30987	34596	38288	42032	45737	49236	52615	55822	58750	61309	63670	65564	67143	68314	69125	69472
"Malawi"	454	17215	19806	22582	25540	28620	31772	34890	37961	40899	43615	46186	48480	50328	51925	53150	54216	54893	55158
"Mauritius"	480	1273	1281	1280	1268	1247	1215	1176	1131	1083	1034	983	932	879	825	772	721	674	630
"Mayotte"	175	240	270	301	333	365	397	427	455	479	501	520	536	549	559	566	569	569	566
"Mozambique"	508	27978	31668	35613	39788	44108	48519	52809	56975	61001	64745	67952	70914	73187	75134	76527	77533	77944	77681
"Reunion"	638	861	885	906	922	931	933	927	913	893	869	842	815	788	759	727	692	656	620
"Rwanda"	646	11610	12851	14053	15224	16375	17427	18332	19071	19598	19963	20151	20158	20041	19832	19472	19008	18442	17794
"Seychelles"	690	96	98	99	98	97	96	94	91	87	84	80	76	72	68	65	61	58	54
"Somalia"	706	10787	12298	13987	15752	17556	19333	21086	22778	24436	25953	27340	28635	29791	30738	31410	32002	32384	32569
"South Sudan"	728	12340	13971	15572	17089	18579	20016	21369	22639	23805	24824	25640	26270	26804	27104	27167	27083	26808	26400
"Uganda"	800	39032	45361	52102	59104	66233	73438	80410	87140	93568	99241	104267	108806	112561	115416	117375	119099	119338	118674
"United Republic of Tanzania"	834	53470	61624	70401	79806	89879	100260	110639	120884	130764	140223	149758	158301	166112	172726	178785	183434	186413	189070
"Zambia"	894	16212	18695	21418	24419	27676	31141	34741	38421	42161	45766	49419	52975	56223	59149	62099	64683	66668	68466
"Zimbabwe"	716	15603	17257	18900	20551	22193	23812	25338	26689	27786	28625	29227	29576	29732	29757	29555	29182	28636	27930
"Middle Africa"	911	151952	174843	199457	225504	252453	280035	308143	336250	363680	390188	415631	438638	460475	479120	495250	508487	518673	527158
"Angola"	24	25022	28948	33180	37633	42199	46789	51250	55494	59548	63353	66845	69876	72477	74654	76103	77218	77818	78026
"Cameroon"	120	23344	26048	28849	31704	34612	37537	40346	43117	45666	47958	49963	51764	53109	54355	55163	55546	55543	55253
"Central African Republic"	140	4900	5343	5779	6196	6600	6983	7360	7687	7975	8218	8390	8502	8565	8561	8518	8445	8329	8170
"Chad"	148	14037	16254	18569	20930	23269	25579	27774	29820	31792	33502	35071	36389	37517	38385	39002	39351	39691	39815
"Congo"	178	4620	5210	5853	6557	7311	8088	8865	9642	10389	11109	11785	12472	13064	13613	14063	14429	14711	14868
"Democratic Republic of the Congo"	180	77267	89240	101914	115022	128292	141352	154328	166939	178765	189577	199067	208159	215522	221721	226932	230566	232328	232787
"Equatorial Guinea"	226	845	960	1074	1182	1288	1389	1486	1579	1661	1737	1803	1859	1901	1931	1950	1953	1948	1935
"Gabon"	266	1725	1896	2069	2239	2405	2567	2720	2858	2981	3083	3161	3219	3254	3274	3277	3256	3224	3165
"Sao Tome and Principe"	678	190	209	228	247	266	284	300	315	328	339	347	353	358	360	359	356	352	347
"Northern Africa"	912	223892	242761	260272	276487	292020	307038	320923	333060	343073	350940	357266	361957	364984	366661	366916	366161	363492	359443
"Algeria"	12	39667	42533	44921	46856	48483	49965	51287	52353	53028	53243	53026	52577	51929	51198	50358	49385	48240	46859
"Egypt"	818	91508	99442	106683	113350	119979	126517	132429	137261	141334	144183	146305	147342	148088	148534	148070	146964	145537	143383
"Libya"	434	6278	6636	6954	7206	7404	7563	7658	7689	7643	7533	7385	7205	7017	6816	6601	6372	6122	5859
"Morocco"	504	34378	36097	37521	38618	39410	39916	40173	40105	39806	39219	38412	37391	36244	34951	33648	32266	30786	29380
"Sudan"	729	40235	44818	49541	54269	58918	63391	67498	71341	74607	77560	79972	81966	83517	84345	84561	84574	83921	82884
"Tunisia"	788	11254	11719	12072	12291	12401	12440	12415	12315	12131	11901	11568	11187	10799	10399	10022	9635	9234	8824
"Western Sahara"	732	573	626	674	717	753	783	808	826	837	844	845	844	838	833	826	816	802	786
"Southern Africa"	913	62634	64833	66499	67881	69088	70188	71117	71663	71914	71706	71210	70357	69145	67789	66239	64630	62836	60879
"Botswana"	72	2262	2434	2589	2723	2839	2941	3023	3087	3121	3129	3114	3078	3025	2967	2897	2809	2720	2624
"Lesotho"	426	2135	2229	2310	2381	2452	2523	2583	2644	2688	2711	2717	2696	2666	2630	2583	2521	2452	2373
"Namibia"	516	2459	2700	2932	3154	3364	3564	3740	3896	4029	4132	4210	4261	4290	4284	4265	4223	4157	4070
"South Africa"	710	54490	56068	57115	57935	58600	59179	59538	59596	59393	58816	57976	56926	55689	54211	52572	50927	49203	47346
"Swaziland"	748	1287	1348	1399	1442	1484	1524	1559	1589	1610	1623	1628	1623	1608	1587	1554	1515	1473	1425
"Western Africa"	914	353224	400540	451198	504803	561273	619472	678580	737818	795506	853167	907462	958578	1007089	1052449	1088449	1124148	1150149	1172782
"Benin"	204	10880	12229	13605	14980	16328	17613	18796	19892	20850	21665	22358	22855	23204	23361	23408	23282	23069	22733
"Burkina Faso"	854	18106	20641	23308	26062	28876	31635	34266	36747	39123	41221	43056	44608	45743	46679	47310	47798	47718	47632
"Cabo Verde"	132	521	547	571	594	612	628	639	644	643	637	628	612	593	570	546	520	495	469
"Cote d'Ivoire"	384	22702	25290	28052	30940	33954	37097	40230	43421	46604	49761	52789	55591	58190	60701	62880	64892	66420	67606
"Gambia"	270	1991	2303	2635	2980	3333	3672	4000	4305	4586	4830	5056	5240	5377	5469	5518	5541	5514	5450
"Ghana"	288	27410	30198	32920	35564	38149	40621	42983	45075	46927	48330	49413	50270	50850	51044	50983	50640	49992	49227
"Guinea"	324	12609	14197	15835	17496	19154	20778	22384	23871	25326	26581	27735	28725	29466	30030	30421	30629	30646	30521
"Guinea-Bissau"	624	1844	2046	2247	2443	2635	2821	2992	3146	3279	3389	3477	3533	3569	3577	3565	3527	3459	3390
"Liberia"	430	4503	5036	5594	6166	6744	7304	7847	8329	8776	9198	9548	9832	10043	10238	10328	10362	10303	10213
"Mali"	466	17600	20255	23096	26086	29095	32108	34999	37807	40424	42815	45031	46965	48581	49954	50988	51632	51914	51864
"Mauritania"	478	4068	4527	4993	5463	5923	6370	6789	7187	7551	7874	8141	8355	8513	8629	8710	8708	8668	8573
"Niger"	562	19899	24130	28990	34452	40379	46784	53344	60065	66817	73264	79520	85594	91333	96443	100350	103803	106193	108127
"Nigeria"	566	182202	204818	228309	252601	277276	301196	324113	345375	365468	383272	399141	412363	423873	432824	437688	440346	439815	439371
"Saint Helena"	654	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	2
"Senegal"	686	15129	17308	19599	22005	24532	27163	29858	32487	35044	37485	39783	41991	44135	45972	47682	49042	50139	50965
"Sierra Leone"	694	6453	7071	7638	8170	8652	9090	9464	9764	9995	10140	10229	10213	10143	9976	9768	9518	9240	8908
"Togo"	768	7305	8203	9137	10104	11090	12082	13068	13999	14848	15677	16389	17012	17580	18035	18386	18581	18739	18734
"ASIA"	935	4393296	4577057	4728565	4847452	4941025	5006010	5043424	5048852	5023628	4975552	4908354	4829225	4735880	4632737	4519412	4409614	4307521	4199956
"Eastern Asia"	906	1612287	1632465	1635705	1625323	1605067	1575711	1538807	1492813	1440739	1385045	1327003	1270129	1214417	1159830	1105140	1055339	1010759	971030
"China"	156	1376049	1395862	1399873	1391126	1373764	1349051	1316379	1275306	1229319	1178094	1126647	1077267	1027484	978299	930947	884259	844792	806449
"China, Hong Kong SAR"	344	7288	7521	7704	7831	7892	7891	7856	7808	7726	7619	7497	7356	7212	7089	6986	6903	6824	6748
"China, Macao SAR"	446	588	630	671	707	738	763	784	803	821	836	848	857	864	868	873	880	890	899
"Dem. People's Republic of Korea"	408	25155	25545	25811	25914	25848	25603	25221	24713	24138	23477	22838	22213	21543	20812	20094	19415	18713	17988
"Japan"	392	126573	124440	121600	118187	114408	110430	106473	102702	98945	94954	90867	86829	83094	79791	76729	74004	71425	68867
"Mongolia"	496	2959	3145	3285	3392	3474	3542	3597	3640	3659	3651	3626	3587	3546	3496	3438	3378	3317	3262
"Republic of Korea"	410	50293	51030	51490	51703	51552	50894	49766	48285	46541	44640	42720	40762	38882	37070	35284	33748	32253	30932
"Other non-specified areas"	158	23381	23236	22932	22486	21902	21163	20265	19205	18055	16859	15652	14446	13263	12154	11129	10211	9374	8634
"South-Central Asia"	921	1890288	1995716	2088809	2167603	2233023	2283887	2318791	2337551	2338902	2323748	2298402	2258864	2210874	2155504	2094895	2028465	1965603	1897759
"Central Asia"	5500	67314	71341	74610	77130	79219	80998	82443	83431	83608	83261	82530	81621	80469	79145	77553	75936	74150	72267
"Kazakhstan"	398	17625	18478	19120	19578	19950	20280	20566	20784	20858	20799	20635	20427	20200	19969	19675	19361	18929	18463
"Kyrgyzstan"	417	5940	6319	6629	6879	7098	7284	7434	7531	7577	7556	7500	7418	7308	7181	7029	6841	6660	6447
"Tajikistan"	762	8482	9314	10065	10719	11320	11907	12459	12906	13248	13464	13606	13692	13728	13684	13575	13389	13161	12899
"Turkmenistan"	795	5374	5628	5828	5963	6040	6072	6055	5995	5882	5728	5533	5320	5080	4834	4594	4353	4129	3900
"Uzbekistan"	860	29893	31444	32607	33373	33906	34222	34292	34077	33478	32616	31591	30458	29237	27928	26533	25187	23917	22538
"Southern Asia"	5501	1822974	1923984	2013455	2089028	2151782	2199314	2232459	2249519	2249048	2234650	2207893	2168946	2119384	2065106	2004712	1940963	1878265	1810419
"Afghanistan"	4	32527	35984	38939	41523	43852	45921	47507	48638	49154	49272	48912	48083	46849	45250	43358	41233	39119	37035
"Bangladesh"	50	160996	168741	175345	180340	183710	185198	185008	182943	179383	174295	168213	161242	153430	145273	136872	128276	119616	111611
"Bhutan"	64	775	809	837	857	870	875	873	864	849	827	800	766	730	692	653	617	580	545
"India"	356	1311051	1374909	1430800	1477330	1514363	1538859	1553939	1555352	1547003	1529010	1500859	1466173	1425785	1381747	1331908	1279836	1228441	1177378
"Iran (Islamic Republic of)"	364	79109	82550	84765	85789	86100	85906	85236	83781	81281	77801	73558	68936	64259	59884	55792	51873	48084	44382
"Maldives"	462	364	389	408	422	433	441	447	448	445	437	425	410	392	372	350	328	307	286
"Nepal"	524	28514	29775	30872	31724	32323	32568	32552	32336	31858	31191	30190	29012	27575	25994	24341	22542	20677	18930
"Pakistan"	586	188925	206120	222024	236335	249392	261514	271851	279928	285626	289193	290404	289453	287215	283104	278044	271699	264711	256806
"Sri Lanka"	144	20715	20979	21041	20931	20691	20304	19771	19088	18302	17426	16536	15616	14681	13715	12817	11861	10895	9934
"South-Eastern Asia"	920	633490	664000	690280	712200	729894	742725	750871	754296	753345	748605	740712	730795	718676	704723	689837	672836	657384	641073
"Brunei Darussalam"	96	423	446	466	482	493	501	504	504	498	488	474	459	442	424	406	388	371	354
"Cambodia"	116	15578	16613	17510	18281	18933	19500	19908	20156	20229	20177	19963	19640	19206	18616	18036	17454	16811	16141
"Indonesia"	360	257564	269346	279186	286750	292387	295838	296680	295627	292376	287677	281766	275714	268790	260907	252247	243198	235031	226480
"Lao People's Democratic Republic"	418	6802	7312	7780	8185	8534	8825	9043	9198	9258	9243	9142	8971	8759	8499	8190	7845	7499	7137
"Malaysia"	458	30331	32068	33641	34950	35972	36676	37140	37374	37377	37189	36770	36115	35294	34296	33205	32165	31193	30157
"Myanmar"	104	53897	55729	57280	58425	59157	59343	59062	58319	57131	55687	54128	52375	50370	48207	46031	43832	41742	39818
"Philippines"	608	100699	107326	113644	119440	124435	128536	131906	134187	135519	136097	135739	134551	132668	130347	127299	124249	121022	117378
"Singapore"	702	5604	5982	6175	6323	6419	6459	6443	6378	6271	6133	5979	5804	5614	5419	5217	5013	4810	4600
"Thailand"	764	67959	68082	67512	66350	64671	62527	59924	56902	53629	50228	46891	43639	40452	37470	34701	32047	29558	27203
"Timor-Leste"	626	1185	1301	1407	1505	1593	1681	1765	1842	1902	1947	1975	1997	2005	2002	1986	1948	1912	1859
"Viet Nam"	704	93448	97690	101081	103630	105564	107048	107964	108089	107564	106406	104830	102904	100767	98466	95999	93490	91172	88850
"Western Asia"	922	257231	277504	297192	315858	332955	349153	363771	376445	387040	395476	401911	406827	409868	411324	410878	409499	406489	402720
"Armenia"	51	3018	3012	2973	2903	2814	2714	2604	2478	2343	2204	2060	1911	1759	1615	1481	1351	1233	1129
"Azerbaijan"	31	9754	10160	10381	10466	10481	10431	10312	10099	9819	9503	9159	8814	8470	8105	7769	7456	7159	6854
"Bahrain"	48	1377	1475	1547	1603	1649	1683	1696	1696	1681	1655	1617	1570	1514	1453	1391	1324	1264	1199
"Cyprus"	196	1165	1209	1239	1261	1275	1284	1287	1287	1279	1264	1242	1215	1183	1151	1117	1088	1058	1032
"Georgia"	268	4000	3956	3884	3788	3679	3560	3435	3299	3149	2992	2832	2677	2534	2396	2268	2156	2048	1946
"Iraq"	368	36423	41531	46765	52200	57902	63727	69554	75264	80674	85852	90808	95082	99045	102321	105058	107227	108889	109866
"Israel"	376	8064	8644	9195	9726	10246	10743	11227	11666	12042	12363	12629	12845	13018	13158	13274	13318	13303	13249
"Jordan"	400	7595	8079	8361	8808	9376	9908	10369	10727	10994	11166	11281	11309	11314	11246	11119	10937	10703	10414
"Kuwait"	414	3892	4274	4583	4840	5043	5215	5353	5450	5502	5503	5467	5396	5316	5240	5150	5062	4965	4854
"Lebanon"	422	5851	5839	5280	5086	5146	5159	5133	5081	4995	4888	4748	4573	4369	4125	3876	3619	3387	3175
"Oman"	512	4491	4774	4973	5109	5198	5270	5344	5443	5483	5474	5407	5299	5162	5006	4833	4658	4480	4284
"Qatar"	634	2235	2436	2604	2722	2816	2896	2961	3010	3038	3043	3030	2994	2935	2858	2764	2665	2562	2463
"Saudi Arabia"	682	31540	34058	36186	38037	39653	41029	42037	42639	42842	42723	42325	41750	41056	40177	39220	38076	36796	35511
"State of Palestine"	275	4668	5272	5887	6491	7074	7638	8189	8692	9139	9531	9856	10139	10348	10496	10544	10577	10520	10393
"Syrian Arab Republic"	760	18502	20790	25083	27798	29144	30278	31221	31944	32411	32592	32552	32365	31959	31385	30679	29788	28771	27629
"Turkey"	792	78666	81529	83263	85163	86779	87827	88222	88097	87326	85950	84014	81803	79300	76485	73376	70212	66872	63632
"United Arab Emirates"	784	9157	9760	10292	10745	11151	11493	11747	11920	11990	12001	11946	11833	11633	11372	11060	10733	10418	10153
"Yemen"	887	26832	29689	32394	35018	37409	39527	41298	42722	43561	43997	43975	43521	42694	41738	40567	39109	37570	35908
"EUROPE"	908	738442	738172	734787	728823	721242	712519	703415	693451	682320	670482	658366	647016	637025	628768	621220	614371	607769	600535
"Eastern Europe"	923	292943	288731	282739	275274	266959	258569	250673	243015	235421	227636	219700	212075	205395	199940	195314	190988	186966	182690
"Belarus"	112	9496	9311	9086	8814	8517	8227	7958	7701	7442	7183	6923	6691	6475	6292	6132	5980	5825	5681
"Bulgaria"	100	7150	6848	6529	6187	5837	5502	5183	4879	4581	4291	4011	3759	3543	3359	3199	3052	2912	2779
"Czech Republic"	203	10543	10519	10436	10283	10084	9881	9704	9531	9333	9110	8854	8586	8355	8182	8022	7888	7749	7600
"Hungary"	348	9855	9626	9370	9089	8780	8465	8152	7852	7554	7235	6909	6602	6317	6062	5832	5615	5404	5193
"Poland"	616	38612	38113	37267	36146	34795	33361	31871	30331	28768	27114	25365	23578	21818	20161	18708	17403	16246	15159
"Republic of Moldova"	498	4069	3988	3871	3720	3538	3341	3137	2928	2713	2490	2261	2034	1825	1640	1480	1344	1224	1119
"Romania"	642	19511	18747	18028	17319	16603	15873	15132	14370	13592	12803	12085	11450	10874	10369	9878	9401	8930	8483
"Russian Federation"	643	143457	142137	139700	136328	132529	128793	125374	122300	119168	116041	112876	109881	107317	105385	103986	102633	101060	99209
"Slovakia"	703	5426	5406	5352	5253	5117	4958	4792	4626	4451	4264	4065	3866	3679	3513	3370	3231	3103	2982
"Ukraine"	804	44824	43448	41895	40163	38327	36538	34821	33190	31595	29956	28390	26921	25657	24557	23631	22783	21913	21042
"Northern Europe"	924	102358	104856	107090	108953	110515	111931	113270	114488	115380	116093	116611	117045	117497	117813	118006	117937	117878	117659
"Channel Islands"	830	164	167	169	171	173	174	174	173	172	171	169	168	166	164	162	160	158	155
"Denmark"	208	5669	5748	5833	5908	5964	6007	6038	6065	6089	6115	6141	6159	6171	6177	6164	6136	6103	6072
"Estonia"	233	1313	1288	1258	1222	1184	1147	1111	1076	1041	1005	968	931	896	867	840	815	793	769
"Faeroe Islands"	234	48	48	49	49	49	49	49	48	48	47	46	46	45	45	44	43	41	40
"Finland"	246	5503	5559	5602	5619	5616	5591	5564	5541	5515	5490	5460	5431	5394	5349	5300	5251	5191	5127
"Iceland"	352	329	340	348	355	359	361	362	360	357	353	348	342	335	328	320	311	302	292
"Ireland"	372	4688	4853	5003	5131	5258	5384	5494	5578	5625	5645	5650	5650	5653	5653	5657	5645	5617	5576
"Isle of Man"	833	88	90	93	95	97	98	99	100	101	102	102	102	102	103	103	102	102	101
"Latvia"	428	1971	1909	1844	1774	1703	1635	1572	1511	1452	1395	1338	1284	1235	1193	1157	1124	1091	1058
"Lithuania"	440	2878	2781	2696	2610	2518	2425	2338	2258	2181	2109	2041	1976	1913	1857	1806	1760	1711	1669
"Norway"	578	5211	5469	5673	5861	6027	6170	6303	6426	6535	6628	6706	6773	6833	6869	6902	6928	6942	6947
"Sweden"	752	9779	10073	10364	10612	10820	11019	11233	11468	11693	11879	12049	12207	12362	12497	12620	12729	12812	12872
"United Kingdom"	826	64716	66386	67841	69054	70067	71031	71886	72629	73169	73505	73713	73829	73901	73905	73772	73587	73262	72877
"Southern Europe"	925	152348	151363	149881	148032	146071	143822	141198	138107	134425	130406	126315	122461	118977	116010	113440	111027	108588	106195
"Albania"	8	2897	2916	2911	2865	2786	2691	2581	2457	2328	2192	2049	1904	1752	1596	1430	1269	1124	993
"Andorra"	20	70	69	69	70	70	69	69	67	65	62	60	57	54	52	50	49	47	45
"Bosnia and Herzegovina"	70	3810	3729	3618	3482	3325	3157	2984	2808	2631	2453	2272	2094	1926	1769	1624	1493	1371	1267
"Croatia"	191	4240	4132	4004	3865	3718	3566	3410	3255	3097	2934	2772	2612	2460	2319	2181	2052	1931	1819
"Gibraltar"	292	32	32	33	32	32	32	31	31	30	30	29	28	28	27	26	26	25	25
"Greece"	300	10955	10752	10494	10215	9913	9608	9297	8952	8577	8149	7704	7271	6875	6521	6218	5916	5628	5361
"Holy See"	336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Italy"	380	59798	59488	58961	58265	57467	56558	55484	54195	52746	51169	49636	48246	47027	45977	45011	44155	43192	42251
"Malta"	470	419	421	421	420	416	409	400	391	381	372	362	351	340	328	316	305	295	285
"Montenegro"	499	626	621	612	600	585	566	545	523	501	477	453	428	404	381	358	335	314	294
"Portugal"	620	10350	10091	9838	9594	9346	9097	8824	8523	8190	7832	7466	7113	6796	6512	6253	5991	5744	5496
"San Marino"	674	32	32	33	33	33	32	32	31	31	30	29	28	28	27	27	26	25	25
"Serbia"	688	8851	8625	8375	8108	7814	7504	7192	6875	6557	6244	5934	5636	5341	5054	4781	4521	4274	4039
"Slovenia"	705	2068	2065	2049	2022	1988	1950	1909	1864	1816	1761	1706	1654	1607	1568	1539	1512	1489	1461
"Spain"	724	46122	45989	45678	45262	44883	44407	43773	42899	41784	40427	38983	37605	36348	35326	34508	33709	32870	31938
"TFYR Macedonia"	807	2078	2076	2063	2035	1994	1942	1882	1817	1749	1677	1600	1522	1446	1376	1305	1240	1181	1124
"Western Europe"	926	190794	192319	193261	193796	193778	193239	192055	190348	188360	186361	184484	182770	181088	179339	177484	175807	174055	172269
"Austria"	40	8545	8615	8673	8702	8691	8644	8571	8477	8347	8198	8049	7903	7757	7618	7468	7333	7209	7096
"Belgium"	56	11299	11581	11725	11844	11937	12005	12049	12069	12056	12022	11976	11935	11896	11849	11815	11769	11704	11625
"France"	250	64395	65443	66336	67129	67815	68296	68512	68539	68469	68355	68276	68169	68046	67901	67626	67279	66818	66344
"Germany"	276	80689	79992	79111	77995	76675	75106	73338	71317	69149	67009	65045	63197	61386	59551	57755	56033	54487	52995
"Liechtenstein"	438	38	39	40	40	41	41	41	42	42	41	41	41	41	41	41	41	41	41
"Luxembourg"	442	567	602	638	668	697	725	751	775	797	816	834	850	865	878	889	899	907	914
"Monaco"	492	38	38	39	39	40	40	41	41	42	42	43	44	44	45	46	46	47	47
"Netherlands"	528	16925	17110	17254	17336	17345	17272	17128	16934	16727	16520	16328	16168	16003	15831	15628	15403	15166	14933
"Switzerland"	756	8299	8615	8867	9088	9268	9413	9537	9638	9706	9749	9781	9801	9813	9808	9810	9801	9780	9756
"LATIN AMERICA AND THE CARIBBEAN"	904	634387	663080	688133	708827	725142	737259	745033	748684	747663	742796	733843	721797	707271	690327	671580	651934	631682	611789
"Caribbean"	915	43199	44302	45186	45812	46181	46275	46070	45555	44755	43722	42560	41280	39946	38554	37092	35564	34056	32594
"Anguilla"	660	15	15	15	15	15	15	14	14	13	12	12	11	10	10	9	8	8	7
"Antigua and Barbuda"	28	92	96	99	102	104	105	106	105	104	103	101	99	97	95	92	89	87	84
"Aruba"	533	104	105	105	104	102	100	96	92	88	85	81	78	75	71	68	64	60	57
"Bahamas"	44	388	406	421	433	441	445	448	448	447	443	438	432	423	414	404	394	383	372
"Barbados"	52	284	286	287	286	283	279	274	269	263	258	252	248	243	238	234	229	224	220
"British Virgin Islands"	92	30	32	34	34	35	35	35	35	35	34	33	33	32	31	30	29	28	27
"Caribbean Netherlands"	535	25	26	27	28	28	28	28	28	27	27	27	26	26	25	25	25	24	24
"Cayman Islands"	136	60	64	67	70	73	75	77	78	79	80	82	83	84	86	86	87	88	88
"Cuba"	192	11390	11289	11147	10947	10687	10362	9963	9504	8981	8422	7866	7350	6870	6415	5974	5556	5152	4790
"Curacao"	531	157	163	168	171	174	175	177	177	178	178	178	177	177	176	175	173	170	168
"Dominica"	212	73	74	74	74	73	72	70	68	65	62	59	56	52	49	45	41	37	34
"Dominican Republic"	214	10528	11003	11397	11713	11943	12089	12134	12080	11937	11733	11466	11160	10776	10372	9911	9418	8919	8436
"Grenada"	308	107	108	109	109	108	106	104	100	96	91	86	80	74	67	62	56	50	44
"Guadeloupe"	312	468	475	478	480	481	478	473	464	452	439	426	413	401	390	377	364	350	336
"Haiti"	332	10711	11247	11710	12092	12390	12608	12704	12698	12580	12355	12054	11687	11275	10820	10354	9835	9342	8860
"Jamaica"	388	2793	2814	2811	2779	2726	2654	2569	2467	2352	2222	2083	1938	1784	1629	1471	1318	1174	1039
"Martinique"	474	396	392	388	381	372	361	347	331	314	299	285	273	263	253	243	232	220	208
"Montserrat"	500	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	3
"Puerto Rico"	630	3683	3647	3598	3534	3446	3336	3212	3068	2912	2744	2568	2394	2215	2035	1857	1687	1527	1377
"Saint Kitts and Nevis"	659	56	58	60	61	62	63	62	62	61	59	58	56	54	52	50	48	46	44
"Saint Lucia"	662	185	190	194	196	197	195	193	189	184	178	172	165	157	149	141	132	124	116
"Saint Vincent and the Grenadines"	670	109	110	110	109	107	105	103	99	95	90	85	80	74	69	63	58	53	47
"Sint Maarten (Dutch part)"	534	39	41	43	45	46	47	47	48	48	48	48	48	48	48	48	48	48	47
"Trinidad and Tobago"	780	1360	1366	1356	1333	1301	1264	1221	1172	1118	1059	1000	940	882	830	781	733	687	645
"Turks and Caicos Islands"	796	34	37	39	40	42	43	43	44	44	43	43	42	42	41	40	40	39	37
"United States Virgin Islands"	850	106	106	105	103	101	98	94	89	85	80	76	72	68	64	60	55	51	47
"Central America"	916	172740	182375	191013	198345	204345	208865	212009	213713	213930	212744	210165	206406	201535	196022	189587	182724	175012	167374
"Belize"	84	359	393	426	455	481	504	522	537	548	555	558	556	552	544	534	522	509	496
"Costa Rica"	188	4808	5001	5151	5255	5315	5338	5319	5271	5183	5059	4909	4733	4533	4316	4087	3870	3652	3435
"El Salvador"	222	6127	6167	6194	6192	6147	6065	5940	5771	5568	5342	5077	4791	4481	4150	3799	3447	3100	2766
"Guatemala"	320	16343	17799	19216	20563	21813	22968	23956	24789	25460	25981	26319	26478	26495	26384	26095	25664	25102	24481
"Honduras"	340	8075	8544	8978	9358	9680	9930	10097	10181	10203	10135	9998	9781	9496	9175	8802	8371	7951	7532
"Mexico"	484	127017	133562	139186	143680	147003	149152	150259	150230	148938	146710	143377	139240	134614	129119	123336	117200	110778	104264
