"name"	"country_code"	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Nicaragua"	558	6082	6318	6521	6689	6816	6893	6885	6834	6733	6586	6382	6130	5836	5510	5150	4795	4433	4050
"Panama"	591	3929	4172	4392	4578	4723	4836	4917	4955	4956	4929	4865	4781	4671	4550	4405	4252	4079	3901
"South America"	931	418447	433896	446382	455423	461592	464586	464773	462191	456696	449054	439149	426972	413318	398867	383440	368324	351870	336602
"Argentina"	32	43417	44919	46201	47253	48068	48555	48803	48785	48579	47979	47127	46126	44871	43510	41957	40418	38671	36983
"Bolivia (Plurinational State of)"	68	10725	11352	11930	12442	12889	13243	13491	13630	13675	13628	13507	13265	12990	12620	12238	11819	11335	10840
"Brazil"	76	207848	213219	216686	218190	217665	215580	211737	206269	199941	192292	183294	173319	163052	152785	141752	131033	120589	110853
"Chile"	152	17948	18623	19143	19434	19549	19515	19376	19091	18683	18175	17553	16867	16107	15315	14538	13669	12852	12047
"Colombia"	170	48229	49563	50408	50755	50596	49977	48915	47474	45733	43809	41542	39122	36586	34129	31539	29006	26567	24066
"Ecuador"	218	16144	17083	17921	18653	19245	19702	20008	20175	20165	20021	19720	19308	18822	18274	17552	16818	16002	15122
"Falkland Islands (Malvinas)"	238	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2
"French Guiana"	254	269	300	332	364	396	428	457	484	507	528	546	562	575	584	592	594	594	592
"Guyana"	328	767	775	780	779	768	747	720	688	655	618	579	536	490	441	392	346	303	264
"Paraguay"	600	6639	6950	7218	7434	7591	7686	7726	7708	7622	7479	7279	7037	6737	6419	6063	5737	5412	5078
"Peru"	604	31377	32840	34119	35192	36016	36609	36830	36744	36457	35899	35127	34120	32937	31635	30167	28677	27034	25447
"Suriname"	740	543	557	567	571	571	566	557	542	525	505	484	461	437	411	386	361	336	309
"Uruguay"	858	3432	3452	3457	3441	3410	3362	3299	3218	3118	3007	2883	2752	2620	2474	2324	2174	2030	1883
"Venezuela (Bolivarian Republic of)"	862	31108	32653	33951	35003	35757	36236	36403	36334	35954	35362	34557	33621	32517	31278	29873	28350	26817	25229
"NORTHERN AMERICA"	905	357838	368736	378819	387466	394575	400095	404415	407986	410785	413817	416170	417843	418300	418323	417199	414741	412705	409134
"Bermuda"	60	62	60	59	57	55	52	50	47	44	42	39	37	35	33	30	28	26	24
"Canada"	124	35940	37180	38110	38777	39182	39329	39285	39200	38949	38623	38239	37771	37169	36454	35677	34981	34293	33396
"Greenland"	304	56	56	55	54	52	50	47	45	42	39	37	34	31	29	26	24	21	19
"Saint Pierre and Miquelon"	666	6	6	6	7	7	7	7	7	6	6	6	6	6	5	5	5	5	4
"United States of America"	840	321774	331195	340022	347510	353777	358403	362010	365287	368078	370566	372794	374489	374568	373827	372393	370603	367985	364744
"OCEANIA"	909	39331	41771	43986	46027	47838	49444	50832	52114	53220	54069	54709	55279	55597	55764	55664	55440	55035	54483
"Australia/New Zealand"	927	28498	30029	31335	32438	33362	34099	34792	35370	35838	36164	36373	36399	36392	36263	36033	35697	35344	34972
"Australia"	36	23969	25313	26438	27388	28184	28816	29397	29913	30308	30571	30724	30800	30735	30647	30389	30107	29784	29383
"New Zealand"	554	4529	4678	4804	4902	4968	4998	5008	4990	4944	4879	4815	4733	4644	4548	4431	4303	4171	4016
"Melanesia"	928	9623	10397	11145	11846	12500	13070	13557	13949	14247	14417	14533	14531	14433	14229	13991	13686	13296	12942
"Fiji"	242	892	902	903	895	879	858	827	792	751	707	660	611	561	511	461	414	369	324
"New Caledonia"	540	263	276	287	298	307	314	319	322	323	324	323	319	315	309	302	294	285	276
"Papua New Guinea"	598	7619	8275	8912	9509	10050	10534	10941	11263	11482	11598	11657	11578	11458	11269	11009	10696	10374	9976
"Solomon Islands"	90	584	630	673	714	753	786	814	833	846	852	854	850	838	821	798	772	739	710
"Vanuatu"	548	265	289	313	335	356	375	393	407	417	425	430	432	431	428	423	415	406	395
"Micronesia"	954	526	548	570	591	610	625	635	641	643	643	640	633	626	616	601	585	567	547
"Guam"	316	170	178	185	192	196	199	201	202	200	198	195	191	186	181	175	167	160	152
"Kiribati"	296	112	120	128	134	140	145	149	153	155	156	156	155	153	150	147	143	138	134
"Marshall Islands"	584	53	52	52	52	53	54	54	53	51	50	48	47	46	44	41	38	34	31
"Micronesia (Fed. States of)"	583	104	106	108	111	112	112	111	109	107	104	99	94	88	81	74	68	62	55
"Nauru"	520	10	10	10	10	10	10	10	9	9	9	8	8	7	7	6	6	5	5
"Northern Mariana Islands"	580	55	55	55	54	52	50	48	44	41	37	34	30	28	25	23	20	17	15
"Palau"	585	21	22	23	24	24	24	24	24	24	24	23	22	22	21	20	19	19	18
"Polynesia"	957	684	704	715	729	743	752	755	753	747	737	726	712	695	674	648	621	592	564
"American Samoa"	16	56	55	55	54	53	52	50	47	45	42	39	35	32	28	24	20	17	13
"Cook Islands"	184	21	21	21	21	21	21	21	21	20	20	19	18	17	16	15	14	12	11
"French Polynesia"	258	283	292	295	299	300	299	296	291	284	276	266	256	244	233	219	207	194	181
"Niue"	570	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
"Samoa"	882	193	196	198	200	204	206	207	205	201	196	191	185	177	168	158	147	135	123
"Tokelau"	772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Tonga"	776	106	109	112	115	117	120	120	120	118	116	113	111	107	102	97	91	86	79
"Tuvalu"	798	10	10	10	10	10	10	10	9	9	9	9	8	8	7	7	6	6	6
"Wallis and Futuna Islands"	876	13	13	13	13	12	12	12	12	11	11	10	10	10	9	9	8	8	7
