"name"	"country_code"	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Eastern Africa"	910	394477	447758	503654	562050	622400	684351	746160	806473	864432	919032	969950	1015378	1056280	1090676	1119198	1143007	1157156	1165993
"Burundi"	108	11179	12922	14628	16260	17889	19530	21135	22652	24014	25146	26050	26865	27523	27999	28236	28278	28102	27770
"Comoros"	174	788	869	947	1019	1089	1153	1211	1257	1297	1325	1341	1348	1344	1334	1310	1289	1258	1229
"Djibouti"	262	888	930	966	993	1009	1019	1021	1012	994	967	931	892	844	798	750	702	655	610
"Eritrea"	232	5228	5788	6336	6865	7383	7880	8306	8683	8947	9136	9262	9328	9333	9262	9124	8958	8719	8527
"Ethiopia"	231	99391	109835	119519	128104	135858	142751	148779	152701	155726	157026	156572	155154	152434	148245	142550	136386	129645	123718
"Kenya"	404	46050	51298	56532	61741	67035	71993	76688	80868	84408	87306	89679	91233	92271	92571	92127	91280	89769	87473
"Madagascar"	450	24235	27325	30578	33848	37097	40254	43251	46086	48674	50908	52853	54359	55612	56430	56940	56972	56886	56088
"Malawi"	454	17215	19704	22308	25022	27733	30435	32993	35377	37580	39494	41141	42393	43272	43775	43773	43920	43607	43007
"Mauritius"	480	1273	1276	1268	1250	1220	1180	1132	1078	1021	963	903	843	780	718	658	601	548	498
"Mayotte"	175	240	269	298	327	356	384	410	433	452	468	480	489	497	499	500	498	493	485
"Mozambique"	508	27978	31491	35148	38877	42494	45933	49115	52092	54795	57104	58873	60253	61154	61695	61769	61334	60586	59317
"Reunion"	638	861	881	899	909	913	907	893	872	845	813	778	741	705	668	630	590	547	503
"Rwanda"	646	11610	12773	13872	14909	15908	16786	17461	17931	18229	18323	18299	18034	17695	17158	16506	15822	15070	14293
"Seychelles"	690	96	98	98	97	95	93	90	86	82	77	72	68	63	59	54	50	46	42
"Somalia"	706	10787	12225	13730	15215	16641	17961	19183	20303	21301	22188	22887	23370	23809	23934	23995	24064	23817	23446
"South Sudan"	728	12340	13885	15337	16656	17882	19021	20044	20940	21698	22291	22699	22857	22926	22815	22516	22083	21482	20773
"Uganda"	800	39032	45081	51301	57378	63229	68843	74024	78948	83148	86627	89217	91599	92910	93686	93765	92857	91323	89159
"United Republic of Tanzania"	834	53470	61294	69518	78174	87063	95887	104333	112261	119547	126288	132389	137673	141918	144438	146239	147488	147808	146789
"Zambia"	894	16212	18594	21157	23914	26869	29877	32873	35849	38797	41466	43948	46277	48358	50054	51305	52464	53228	53420
"Zimbabwe"	716	15603	17144	18639	20130	21579	22921	24131	25110	25829	26270	26449	26424	26096	25670	25123	24313	23477	22484
"Middle Africa"	911	151952	174220	197675	221522	245758	270162	294131	317661	340126	361307	380695	397509	412539	424995	434651	441187	444378	445325
"Angola"	24	25022	28792	32706	36601	40402	43910	47125	50237	52756	54880	56782	58189	59236	59689	59722	59093	58154	57334
"Cameroon"	120	23344	25893	28468	31026	33511	35934	38162	40248	42047	43581	44649	45563	46065	46383	46474	45905	45251	44249
"Central African Republic"	140	4900	5304	5681	6017	6336	6630	6910	7131	7303	7424	7491	7489	7427	7297	7165	7003	6800	6572
"Chad"	148	14037	16142	18245	20209	22069	23831	25525	26944	28112	29017	29739	30180	30520	30576	30364	30089	29823	29479
"Congo"	178	4620	5181	5782	6425	7101	7764	8438	9078	9675	10207	10680	11124	11464	11755	11962	12068	12070	12002
"Democratic Republic of the Congo"	180	77267	88680	100192	111252	121729	131378	140599	149705	157689	164440	169102	173236	176489	178202	179168	177615	176188	173530
"Equatorial Guinea"	226	845	954	1056	1149	1232	1311	1386	1453	1510	1557	1596	1618	1631	1631	1618	1594	1560	1523
"Gabon"	266	1725	1886	2043	2196	2340	2478	2601	2705	2788	2852	2888	2899	2896	2867	2825	2768	2696	2619
"Sao Tome and Principe"	678	190	208	225	242	258	272	285	295	304	309	312	313	311	306	300	291	282	272
"Northern Africa"	912	223892	241843	258328	273369	287349	300771	312644	322442	330408	335738	338447	340099	339412	337733	335248	331498	326022	318977
"Algeria"	12	39667	42276	44457	46124	47439	48565	49523	50151	50325	50143	49394	48483	47170	45644	44253	42713	41051	39136
"Egypt"	818	91508	98880	105395	111381	117049	122451	127191	130426	132746	133929	134285	133708	132601	131161	128901	126254	123367	119671
"Libya"	434	6278	6603	6887	7096	7245	7345	7375	7341	7234	7055	6822	6582	6320	6062	5788	5496	5161	4824
"Morocco"	504	34378	35902	37122	38003	38520	38697	38552	38171	37457	36553	35375	34003	32532	30982	29248	27490	25795	23974
"Sudan"	729	40235	44554	48879	53073	56988	60706	64052	66919	69231	71121	72381	73176	73390	72771	71530	70366	68605	66734
"Tunisia"	788	11254	11657	11940	12077	12112	12048	11922	11713	11436	11054	10616	10136	9632	9118	8614	8094	7579	7036
"Western Sahara"	732	573	623	668	706	737	761	778	789	794	792	786	776	763	748	734	714	693	672
"Southern Africa"	913	62634	64489	65787	66679	67431	68028	68317	68351	68008	67079	65989	64423	62538	60401	58185	55836	53353	50894
"Botswana"	72	2262	2420	2558	2674	2765	2839	2897	2927	2925	2902	2851	2784	2692	2596	2483	2357	2239	2112
"Lesotho"	426	2135	2214	2278	2327	2372	2416	2448	2475	2486	2482	2451	2397	2333	2259	2177	2091	1996	1892
"Namibia"	516	2459	2683	2894	3094	3272	3436	3579	3694	3790	3842	3871	3873	3850	3803	3736	3638	3534	3412
"South Africa"	710	54490	55741	56444	56825	57045	57063	56913	56471	55596	54550	53085	51390	49478	47232	45081	42715	40283	38074
"Swaziland"	748	1287	1338	1376	1406	1431	1453	1472	1483	1486	1479	1466	1442	1407	1367	1318	1260	1204	1145
"Western Africa"	914	353224	399312	447954	498342	549706	600913	652319	702235	750888	798575	842902	882906	918806	950861	973068	994533	1008285	1012903
"Benin"	204	10880	12163	13429	14637	15763	16848	17807	18602	19230	19695	20026	20196	20129	19928	19606	19219	18701	18081
"Burkina Faso"	854	18106	20518	22950	25286	27541	29647	31534	33289	34757	35948	36823	37415	37526	37656	37176	36753	35867	35039
"Cabo Verde"	132	521	543	564	582	597	607	612	612	605	594	577	555	531	504	475	446	416	385
"Cote d'Ivoire"	384	22702	25131	27696	30325	32966	35611	38178	40615	42966	45156	47047	48749	50302	51562	52622	53471	53968	54061
"Gambia"	270	1991	2291	2605	2919	3218	3494	3747	3971	4170	4328	4464	4538	4580	4586	4538	4448	4337	4194
"Ghana"	288	27410	30019	32505	34850	37136	39204	41084	42700	43941	44743	45171	45319	45133	44713	43813	42814	41519	40198
"Guinea"	324	12609	14109	15599	17027	18415	19695	20934	22027	23012	23754	24328	24779	24921	24934	24840	24568	24008	23350
"Guinea-Bissau"	624	1844	2034	2216	2391	2552	2700	2833	2939	3020	3077	3106	3109	3083	3029	2963	2874	2767	2650
"Liberia"	430	4503	5008	5520	6023	6515	6969	7378	7743	8030	8274	8449	8579	8603	8610	8537	8405	8190	7967
"Mali"	466	17600	20136	22732	25252	27633	29936	32049	34002	35707	37149	38202	39047	39572	39767	39750	39517	38766	37846
"Mauritania"	478	4068	4502	4935	5355	5745	6121	6436	6719	6961	7146	7286	7366	7383	7359	7298	7182	7052	6839
"Niger"	562	19899	24012	28603	33490	38483	43649	48772	53568	58373	62800	66807	70284	72996	75613	77381	78256	78427	77967
"Nigeria"	566	182202	203748	225515	246636	266304	283886	299958	313322	325521	335176	342979	347343	350180	350249	346306	341042	332696	325834
"Saint Helena"	654	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	2	2	2
"Senegal"	686	15129	17209	19360	21570	23881	26177	28507	30705	32702	34545	36172	37611	38790	39709	40462	41019	41279	41188
"Sierra Leone"	694	6453	7018	7495	7911	8281	8591	8813	8954	9015	8984	8862	8678	8455	8160	7815	7431	7057	6692
"Togo"	768	7305	8156	9020	9890	10763	11594	12383	13086	13695	14297	14772	15086	15361	15541	15563	15520	15355	15078
"ASIA"	935	4393296	4564937	4702538	4805401	4881766	4928780	4944627	4927945	4877460	4806655	4715720	4611540	4499418	4373999	4235713	4103793	3974389	3842669
"Eastern Asia"	906	1612287	1628589	1627747	1612371	1587821	1552968	1509096	1456123	1396488	1333331	1270757	1209062	1147399	1087967	1027525	971703	921821	875674
"China"	156	1376049	1391969	1392189	1378547	1356962	1326850	1286992	1239278	1185597	1128218	1071250	1016825	961450	906681	851527	799496	754898	710849
"China, Hong Kong SAR"	344	7288	7502	7663	7764	7801	7766	7698	7614	7492	7337	7161	6981	6788	6626	6487	6343	6210	6086
"China, Macao SAR"	446	588	628	667	701	728	750	768	784	796	807	814	820	819	818	816	817	820	822
"Dem. People's Republic of Korea"	408	25155	25433	25573	25517	25280	24859	24275	23542	22710	21833	20948	20021	19138	18194	17321	16415	15499	14586
"Japan"	392	126573	124133	120965	117131	112926	108596	104327	100075	95746	91325	86718	82109	77750	73953	70403	67061	63801	60656
"Mongolia"	496	2959	3117	3233	3313	3364	3404	3420	3414	3383	3328	3252	3172	3079	2975	2866	2765	2665	2563
"Republic of Korea"	410	50293	50913	51222	51245	50876	50011	48683	46990	44996	42866	40690	38519	36385	34217	32173	30297	28615	26931
"Other non-specified areas"	158	23381	23145	22754	22213	21540	20696	19672	18536	17310	16011	14688	13370	12119	10946	9820	8829	7945	7149
"South-Central Asia"	921	1890288	1986971	2068687	2134509	2187583	2224401	2241285	2240768	2223626	2190672	2142413	2087891	2018765	1943062	1863215	1784122	1703336	1624174
"Central Asia"	5500	67314	71064	74017	76221	77988	79363	80327	80740	80503	79499	78153	76658	74921	72921	70815	68665	66375	63794
"Kazakhstan"	398	17625	18383	18931	19273	19518	19700	19816	19823	19666	19348	18942	18487	18024	17572	17062	16529	15869	15200
"Kyrgyzstan"	417	5940	6283	6555	6762	6930	7061	7153	7175	7138	7048	6901	6727	6537	6336	6104	5838	5579	5293
"Tajikistan"	762	8482	9255	9943	10526	11036	11520	11943	12240	12429	12475	12442	12387	12246	12025	11773	11434	11104	10714
"Turkmenistan"	795	5374	5596	5765	5872	5906	5889	5821	5697	5525	5317	5061	4793	4508	4213	3918	3621	3350	3092
"Uzbekistan"	860	29893	31271	32256	32827	33124	33201	33044	32468	31510	30334	28928	27524	26002	24421	22674	20969	19435	17871
"Southern Asia"	5501	1822974	1915317	1993397	2056202	2106083	2140898	2156361	2154168	2133993	2102300	2054513	1996304	1929344	1854452	1776271	1695274	1615263	1536287
"Afghanistan"	4	32527	35729	38212	40265	41928	43376	44347	44927	44831	44364	43300	41919	40168	37932	35458	33005	30403	27919
"Bangladesh"	50	160996	167851	173333	177189	179224	179242	177306	173559	168020	161311	153681	144990	135662	125788	116139	106092	96803	87613
"Bhutan"	64	775	805	828	842	848	847	841	826	805	776	739	701	659	614	570	528	490	452
"India"	356	1311051	1367400	1413822	1448197	1473919	1486081	1485537	1472460	1449461	1413154	1368059	1318031	1263581	1200652	1138667	1075272	1013801	953911
"Iran (Islamic Republic of)"	364	79109	82106	83856	84445	84318	83598	82292	80141	76961	72906	68141	62973	57779	53028	48372	44007	39740	35570
"Maldives"	462	364	386	404	415	423	427	430	427	419	407	392	373	352	328	303	280	256	234
"Nepal"	524	28514	29538	30388	30975	31291	31254	30931	30433	29720	28707	27398	25929	24154	22228	20245	18326	16323	14414
"Pakistan"	586	188925	204927	219389	231769	242608	252119	259870	265312	267794	267854	265113	260954	255804	247918	239429	230080	219886	209340
"Sri Lanka"	144	20715	20885	20838	20613	20216	19704	19026	18199	17253	16233	15181	14110	13045	11971	10942	9838	8718	7704
"South-Eastern Asia"	920	633490	662044	686119	705106	719773	729649	734315	733913	728496	719134	706826	693002	676806	658407	639090	618862	599215	579418
"Brunei Darussalam"	96	423	444	462	474	483	487	487	483	474	461	444	424	403	382	362	339	318	298
"Cambodia"	116	15578	16505	17263	17873	18360	18729	18916	18925	18748	18440	18016	17385	16739	15957	15192	14399	13504	12655
"Indonesia"	360	257564	268063	276289	281951	285462	286597	285406	281481	275832	268338	259058	249248	238641	227579	215594	204141	192949	181396
"Lao People's Democratic Republic"	418	6802	7262	7671	8022	8313	8530	8665	8717	8670	8553	8346	8083	7772	7396	7013	6599	6174	5762
"Malaysia"	458	30331	31906	33272	34352	35103	35533	35690	35632	35337	34825	34068	33091	31979	30641	29239	27881	26605	25270
"Myanmar"	104	53897	55455	56684	57445	57721	57519	56750	55468	53829	51920	49839	47534	44968	42328	39647	37063	34557	32316
"Philippines"	608	100699	106740	112329	117198	121081	123996	125850	126687	126624	125410	123647	120849	117665	113795	109419	104501	99992	95348
"Singapore"	702	5604	5969	6146	6272	6343	6355	6313	6222	6085	5913	5724	5522	5301	5066	4832	4606	4378	4137
"Thailand"	764	67959	67819	66959	65440	63381	60872	57834	54342	50603	46878	43110	39533	36044	32786	29782	26875	24110	21601
"Timor-Leste"	626	1185	1292	1384	1459	1520	1575	1622	1661	1686	1686	1680	1668	1642	1603	1556	1488	1416	1337
"Viet Nam"	704	93448	97445	100552	102750	104389	105523	105880	105491	104395	102589	100455	97865	95003	92057	89051	86006	83065	80195
"Western Asia"	922	257231	276647	295368	312876	328575	343084	356340	366979	375534	381837	385659	387555	386934	385407	382109	376944	370921	364124
"Armenia"	51	3018	2998	2945	2862	2757	2640	2507	2366	2214	2055	1893	1728	1560	1400	1247	1108	981	861
"Azerbaijan"	31	9754	10105	10270	10297	10237	10106	9896	9595	9228	8794	8348	7864	7384	6916	6499	6095	5701	5311
"Bahrain"	48	1377	1469	1534	1582	1620	1642	1642	1631	1603	1565	1515	1457	1391	1321	1245	1173	1099	1024
"Cyprus"	196	1165	1204	1229	1244	1250	1251	1245	1234	1217	1193	1161	1123	1080	1036	992	949	908	870
"Georgia"	268	4000	3945	3860	3752	3631	3500	3358	3206	3037	2862	2687	2513	2351	2199	2057	1926	1810	1691
"Iraq"	368	36423	41288	46183	51221	56407	61551	66544	71226	75235	79007	82359	84899	87231	88373	89128	89369	89117	88137
"Israel"	376	8064	8604	9108	9581	10032	10464	10858	11196	11456	11638	11774	11864	11928	11969	11940	11851	11678	11453
"Jordan"	400	7595	8030	8263	8643	9141	9598	9979	10234	10410	10442	10444	10342	10189	9999	9735	9444	9103	8716
"Kuwait"	414	3892	4253	4537	4768	4941	5073	5166	5205	5199	5143	5043	4915	4769	4617	4472	4320	4153	3985
"Lebanon"	422	5851	5797	5197	4965	4987	4968	4908	4819	4698	4545	4367	4148	3905	3630	3333	3068	2792	2546
"Oman"	512	4491	4754	4928	5038	5102	5146	5181	5237	5232	5183	5079	4933	4770	4571	4344	4124	3908	3669
"Qatar"	634	2235	2428	2585	2691	2771	2835	2883	2917	2928	2913	2882	2825	2748	2649	2534	2419	2294	2184
"Saudi Arabia"	682	31540	33891	35814	37448	38820	39845	40572	40822	40628	40025	39161	38263	37180	35911	34479	32921	31462	29788
"State of Palestine"	275	4668	5239	5808	6345	6844	7317	7743	8120	8440	8697	8859	9000	9012	9014	8921	8791	8598	8359
"Syrian Arab Republic"	760	18502	20683	24837	27361	28481	29348	29983	30451	30588	30458	30038	29413	28656	27761	26650	25523	24159	22825
"Turkey"	792	78666	81131	82446	83791	84871	85314	85088	84349	82789	80690	78084	74944	71610	68141	64354	60623	56581	52711
"United Arab Emirates"	784	9157	9726	10220	10630	10979	11266	11444	11540	11535	11459	11315	11122	10839	10494	10098	9691	9297	8933
"Yemen"	887	26832	29498	31915	34204	36247	37961	39355	40295	40739	40708	40241	39385	38268	36827	35150	33214	31354	29419
"EUROPE"	908	738442	737307	733115	726250	717587	707692	697573	686193	673648	660569	646856	634041	622275	612224	603201	594322	585890	576548
"Eastern Europe"	923	292943	288161	281626	273546	264634	255583	246925	238532	230104	221587	212922	204626	197192	190842	185368	180294	175560	170363
"Belarus"	112	9496	9284	9028	8728	8400	8078	7774	7485	7176	6875	6575	6298	6041	5810	5597	5396	5202	5002
"Bulgaria"	100	7150	6829	6490	6127	5763	5402	5064	4741	4418	4102	3805	3542	3302	3099	2917	2752	2588	2428
"Czech Republic"	203	10543	10489	10375	10189	9950	9706	9486	9278	9053	8786	8492	8169	7887	7657	7475	7296	7091	6882
"Hungary"	348	9855	9598	9314	9003	8655	8300	7953	7609	7262	6901	6532	6161	5836	5550	5254	4972	4704	4436
"Poland"	616	38612	37955	36954	35653	34112	32496	30803	29090	27334	25566	23656	21712	19776	17932	16310	14778	13426	12182
"Republic of Moldova"	498	4069	3970	3838	3667	3469	3252	3027	2796	2562	2322	2078	1835	1609	1411	1241	1088	961	845
"Romania"	642	19511	18700	17919	17150	16365	15567	14758	13926	13072	12213	11416	10682	10005	9439	8880	8340	7803	7300
"Russian Federation"	643	143457	141765	138894	135072	130814	126590	122760	119103	115391	111670	107861	104254	101227	98708	96484	94355	91986	89622
"Slovakia"	703	5426	5390	5318	5201	5042	4861	4670	4480	4277	4054	3833	3609	3400	3200	3023	2871	2718	2569
"Ukraine"	804	44824	43324	41633	39780	37822	35877	34020	32198	30382	28552	26763	25123	23644	22335	21194	20133	19073	18069
"Northern Europe"	924	102358	104659	106693	108337	109657	110798	111880	112830	113440	113714	113821	113935	113968	113807	113453	112952	112389	111614
"Channel Islands"	830	164	166	168	170	171	171	170	169	167	165	163	160	157	154	151	148	145	141
"Denmark"	208	5669	5733	5802	5859	5893	5913	5918	5922	5923	5915	5914	5899	5876	5840	5796	5738	5678	5609
"Estonia"	233	1313	1284	1251	1211	1169	1128	1088	1048	1009	969	927	887	850	816	785	755	728	698
"Faeroe Islands"	234	48	48	48	48	48	48	48	46	45	44	43	42	41	40	38	37	35	33
"Finland"	246	5503	5545	5571	5571	5549	5509	5463	5418	5374	5329	5277	5219	5151	5069	4987	4897	4802	4711
"Iceland"	352	329	338	345	350	352	352	350	346	340	333	324	315	305	293	282	270	257	245
"Ireland"	372	4688	4841	4979	5092	5202	5310	5405	5470	5493	5491	5466	5442	5412	5386	5348	5292	5227	5157
"Isle of Man"	833	88	90	92	94	96	97	98	98	99	99	99	99	98	98	98	97	96	95
"Latvia"	428	1971	1903	1832	1756	1679	1606	1535	1467	1400	1335	1269	1205	1151	1102	1058	1016	978	936
"Lithuania"	440	2878	2775	2681	2586	2486	2385	2287	2194	2105	2022	1940	1860	1782	1711	1646	1583	1523	1465
"Norway"	578	5211	5457	5644	5816	5962	6086	6197	6295	6373	6439	6485	6516	6536	6530	6523	6510	6476	6427
"Sweden"	752	9779	10045	10309	10524	10698	10871	11062	11257	11432	11577	11709	11808	11909	11978	12035	12069	12100	12105
"United Kingdom"	826	64716	66211	67496	68485	69276	69987	70594	71091	71334	71337	71129	70967	70733	70330	69763	69165	68448	67686
"Southern Europe"	925	152348	151128	149407	147321	145038	142450	139493	136015	131906	127451	122861	118451	114428	110907	107808	104802	101984	99028
"Albania"	8	2897	2898	2871	2803	2700	2584	2453	2312	2166	2009	1848	1683	1514	1340	1157	981	823	683
"Andorra"	20	70	69	69	69	69	68	67	65	62	59	56	53	50	47	45	43	41	39
"Bosnia and Herzegovina"	70	3810	3715	3589	3437	3263	3078	2890	2696	2505	2307	2114	1922	1745	1569	1412	1268	1139	1020
"Croatia"	191	4240	4116	3968	3807	3638	3464	3291	3113	2936	2749	2569	2383	2208	2038	1884	1737	1593	1455
"Gibraltar"	292	32	32	32	32	32	31	31	30	30	29	28	27	26	26	25	24	23	23
"Greece"	300	10955	10711	10414	10084	9738	9385	9010	8601	8161	7680	7194	6709	6258	5849	5467	5134	4785	4444
"Holy See"	336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Italy"	380	59798	59349	58671	57824	56862	55754	54420	52941	51277	49439	47617	45866	44346	43036	41771	40598	39316	38017
"Malta"	470	419	420	418	415	408	399	388	375	363	351	337	323	309	294	280	266	253	240
"Montenegro"	499	626	619	607	592	573	551	526	500	473	446	417	389	361	333	307	280	256	234
"Portugal"	620	10350	10053	9764	9482	9182	8882	8560	8215	7832	7436	7011	6611	6241	5909	5589	5275	4962	4642
"San Marino"	674	32	32	32	32	32	32	31	30	30	29	28	27	26	25	24	23	22	21
"Serbia"	688	8851	8591	8297	7973	7615	7249	6879	6502	6127	5733	5345	4974	4621	4275	3929	3616	3312	3037
"Slovenia"	705	2068	2060	2037	2004	1962	1918	1871	1819	1763	1701	1638	1577	1522	1476	1437	1400	1364	1326
"Spain"	724	46122	45866	45456	44915	44382	43704	42898	41814	40482	38953	37340	35708	34301	32981	31849	30793	29704	28491
"TFYR Macedonia"	807	2078	2068	2042	1999	1944	1875	1802	1721	1636	1549	1460	1365	1271	1181	1099	1025	947	876
"Western Europe"	926	190794	192010	192619	192776	192444	191502	189851	187658	184950	182272	179788	177564	175122	172730	170374	167922	165376	162764
"Austria"	40	8545	8592	8625	8628	8592	8509	8405	8264	8099	7909	7725	7524	7329	7120	6928	6729	6548	6369
"Belgium"	56	11299	11550	11665	11755	11807	11837	11837	11809	11749	11672	11580	11489	11382	11265	11148	11032	10889	10712
"France"	250	64395	65297	66038	66650	67128	67416	67397	67224	66819	66465	66013	65604	65165	64685	64024	63241	62341	61444
"Germany"	276	80689	79790	78678	77309	75683	73879	71853	69543	67063	64651	62304	60151	57980	55754	53537	51349	49399	47487
"Liechtenstein"	438	38	38	39	40	41	41	41	41	40	40	40	40	39	39	39	38	38	37
"Luxembourg"	442	567	601	634	663	690	714	738	758	777	792	806	816	827	834	838	841	844	844
"Monaco"	492	38	38	39	39	39	39	40	40	40	40	40	40	41	41	41	41	41	41
"Netherlands"	528	16925	17067	17163	17190	17146	17015	16820	16574	16304	16037	15761	15529	15288	15017	14718	14395	14026	13689
"Switzerland"	756	8299	8593	8820	9015	9164	9281	9365	9419	9445	9433	9409	9368	9313	9259	9184	9122	9026	8909
"LATIN AMERICA AND THE CARIBBEAN"	904	634387	661329	684249	702266	715929	724610	728699	728414	724181	716757	704039	688487	669957	650303	628432	604693	581340	557830
"Caribbean"	915	43199	44168	44903	45383	45560	45442	45032	44262	43181	41959	40561	39064	37430	35762	34056	32337	30681	29050
"Anguilla"	660	15	15	15	15	15	14	14	13	12	12	11	10	9	8	8	7	6	6
"Antigua and Barbuda"	28	92	95	98	100	102	102	101	100	98	96	93	90	87	84	80	76	73	69
"Aruba"	533	104	104	104	103	100	97	92	88	83	79	75	70	66	62	57	52	48	44
"Bahamas"	44	388	404	417	426	432	433	432	429	423	415	406	394	382	369	355	340	326	312
"Barbados"	52	284	286	285	283	279	274	268	262	255	248	242	236	229	223	217	211	205	199
"British Virgin Islands"	92	30	32	33	34	34	34	34	34	33	32	31	30	29	27	26	25	24	22
"Caribbean Netherlands"	535	25	26	27	27	27	27	27	27	26	25	25	24	23	23	22	21	21	20
"Cayman Islands"	136	60	63	67	69	72	74	75	76	77	78	79	80	81	81	82	82	82	82
"Cuba"	192	11390	11247	11060	10808	10492	10104	9636	9103	8515	7908	7299	6723	6200	5692	5192	4723	4279	3870
"Curacao"	531	157	162	166	169	170	170	170	169	168	166	164	161	158	155	151	147	143	139
"Dominica"	212	73	73	73	73	71	70	67	65	62	58	54	50	46	42	38	34	30	26
"Dominican Republic"	214	10528	10947	11273	11518	11667	11713	11662	11492	11248	10903	10514	10098	9638	9122	8582	7999	7427	6873
"Grenada"	308	107	108	108	107	105	103	99	95	90	84	78	72	65	58	51	45	38	32
"Guadeloupe"	312	468	473	474	473	470	465	456	443	428	409	391	373	357	340	323	305	287	268
"Haiti"	332	10711	11176	11551	11818	12015	12106	12070	11951	11699	11319	10893	10387	9818	9233	8623	7994	7381	6829
"Jamaica"	388	2793	2799	2781	2732	2659	2570	2464	2339	2204	2050	1891	1726	1554	1383	1212	1040	885	743
"Martinique"	474	396	391	385	376	365	352	335	316	298	280	263	249	237	225	212	198	183	168
"Montserrat"	500	5	5	5	5	5	5	5	5	5	4	4	4	4	4	3	3	3	3
"Puerto Rico"	630	3683	3632	3567	3484	3378	3249	3104	2942	2762	2574	2376	2180	1978	1776	1580	1393	1218	1057
"Saint Kitts and Nevis"	659	56	58	59	60	61	61	60	59	57	55	53	51	48	46	43	41	38	35
"Saint Lucia"	662	185	189	192	193	192	190	186	181	174	167	159	150	141	132	122	112	103	94
"Saint Vincent and the Grenadines"	670	109	109	108	107	105	102	98	94	89	83	78	72	65	59	53	47	41	36
"Sint Maarten (Dutch part)"	534	39	41	43	44	45	45	46	46	46	45	45	44	44	43	42	41	41	40
"Trinidad and Tobago"	780	1360	1360	1344	1313	1274	1228	1175	1116	1052	985	916	847	781	718	658	602	550	498
"Turks and Caicos Islands"	796	34	36	38	40	41	42	42	42	41	41	40	39	38	37	36	34	33	31
"United States Virgin Islands"	850	106	106	104	102	99	95	90	85	80	75	70	65	61	56	51	46	41	37
"Central America"	916	172740	181589	189361	195690	200581	203746	205435	205849	204581	201736	197671	192560	186014	179376	171471	163582	154763	146128
"Belize"	84	359	391	421	447	469	487	501	511	517	517	514	507	496	483	465	448	431	415
"Costa Rica"	188	4808	4979	5105	5180	5207	5197	5137	5049	4924	4760	4576	4361	4118	3863	3601	3337	3085	2851
"El Salvador"	222	6127	6132	6117	6068	5989	5863	5694	5483	5242	4967	4662	4337	3986	3615	3229	2841	2475	2121
"Guatemala"	320	16343	17677	18925	20080	21119	22025	22755	23317	23713	23851	23911	23772	23487	23026	22516	21828	21031	20181
"Honduras"	340	8075	8481	8837	9144	9381	9543	9625	9617	9535	9380	9149	8851	8490	8103	7643	7151	6665	6173
"Mexico"	484	127017	132886	137762	141333	143760	144795	144452	143072	140563	137002	132566	127296	121582	115043	108071	101023	93202	86000
