"name"	"country_code"	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Slovakia"	703	5386.447	5294.604	5155.646	4986.7	4798.584	4601	4393.783	4171.534	3932.467	3681.748	3428.78	3185.662	2960.855	2756.704	2569.107	2394.128	2228.247
"Ukraine"	804	43303.214	41469.62	39416.304	37325.087	35266.831	33255.716	31250.314	29204.998	27150.047	25137.858	23241.121	21527.856	20002.894	18638.845	17369.776	16159.807	15005.11
"Northern Europe"	924	104373.824	105675.406	106337.379	106709.141	106881.994	106834.684	106412.336	105478.218	104122.4	102536.952	100858.882	99069.346	97058.288	94790.499	92325.298	89734.549	87040.618
"Channel Islands"	830	166.205	167.681	168.275	168.372	167.808	166.464	164.294	161.255	157.731	154.029	150.302	146.511	142.567	138.443	134.149	129.718	125.228
"Denmark"	208	5732.408	5775.278	5792.363	5792.258	5775.018	5741.732	5692.701	5625.59	5545.675	5460.956	5374.686	5282.553	5175.902	5049.69	4905.06	4751.912	4599.26
"Estonia"	233	1284.597	1246.342	1200.605	1153.542	1107.864	1062.596	1015.126	964.518	911.706	858.17	805.55	754.784	706.846	661.843	620.124	580.635	541.976
"Finland"	246	5543.16	5547.417	5517.129	5463.797	5389.887	5304.517	5212.135	5111.289	5004.362	4894.828	4781.71	4660.115	4525.739	4383.051	4233.858	4081.533	3928.349
"Iceland"	352	339.296	346.567	351.268	354.097	355.082	354.19	351.103	345.885	339.055	331.263	322.729	313.351	302.896	291.428	279.244	266.679	254.142
"Ireland"	372	4834.48	4949.835	5032.174	5109.582	5181.102	5233.096	5249.453	5222.785	5160.681	5078.646	4988.217	4893.943	4798.891	4700.909	4593.766	4470.163	4327.76
"Latvia"	428	1903.205	1825.977	1741.94	1659.398	1580.767	1503.854	1426.205	1347.641	1269.383	1192.695	1118.904	1048.742	982.938	922.243	866.14	812.707	760.595
"Lithuania"	440	2772.497	2666.914	2557.16	2446.501	2337.121	2229.799	2122.532	2015.272	1910.455	1809.441	1712.426	1618.566	1527.29	1439.161	1355.535	1276.69	1201.921
"Norway"	578	5449.603	5607.439	5735.767	5842.086	5925.835	5990.933	6036.342	6053.671	6045.138	6018.197	5979.927	5930.617	5864.199	5778.238	5675.84	5562.317	5440.903
"Sweden"	752	10041.674	10256.412	10403.26	10511.215	10605.352	10700.259	10784.708	10831.473	10835.319	10809.442	10771.684	10721.868	10645.508	10534.723	10397.027	10241.77	10074.422
"United Kingdom"	826	66168.052	67145.085	67695.777	68065.655	68313.058	68404.413	68216.11	67659.024	66805.244	65793.922	64719.738	63567.778	62257.795	60766.333	59143.852	57443.796	55673.665
"Southern Europe"	925	150658.927	147954.96	144654.274	141309.876	137707.029	133673.851	129024.599	123665.593	117773.646	111704.018	105842.197	100391.111	95424.132	90825.24	86372.12	81951.738	77589.862
"Albania"	8	2907.196	2887.986	2833.598	2753.218	2652.292	2536.836	2409.691	2275.497	2135.191	1990.368	1841.335	1685.253	1520.215	1349.621	1182.474	1029.295	894.366
"Bosnia and Herzegovina"	70	3725.879	3601.878	3454.294	3294.011	3123.392	2944.809	2758.141	2565.776	2371.537	2180.064	1991.888	1809.033	1635.187	1473.329	1326.525	1194.552	1076.537
"Croatia"	191	4129.991	3991.385	3838.77	3684.638	3527.445	3366.158	3197.971	3021.659	2841.347	2661.532	2485.209	2314.108	2149.805	1992.189	1840.48	1696.02	1560.707
"Greece"	300	10742.308	10452.395	10133.178	9817.984	9502.41	9169.718	8795.892	8366.609	7895.957	7412.935	6943.538	6504.173	6100.515	5726.011	5371.628	5023.944	4689.24
"Italy"	380	59327.799	58449.012	57304.724	56089.602	54778.035	53297.782	51580.69	49612.98	47466.09	45277.008	43211.212	41332.353	39640.655	38055.588	36479.946	34892.585	33315.197
"Malta"	470	419.792	417.728	412.857	405.327	395.543	384.055	371.525	358.208	344.213	329.703	314.249	298.207	281.993	265.979	250.32	235.381	221.704
"Montenegro"	499	620.607	609.612	594.68	577.862	558.473	536.672	512.668	487.138	460.734	433.86	406.843	379.809	352.892	326.327	300.218	275.031	251.58
"Portugal"	620	10082.35	9797.786	9514.917	9250.463	8983.665	8689.803	8358.47	7984.322	7583.44	7176.256	6784.14	6416.785	6078.833	5762.981	5452.879	5142.185	4837.519
"Serbia"	688	8604.085	8308.802	7978.655	7635.616	7280.034	6916.61	6545.816	6165.45	5776.959	5390.467	5012.792	4645.34	4287.071	3937.916	3602.541	3287.134	2996.26
"Slovenia"	705	2059.151	2031.235	1989.621	1941.594	1889.224	1831.833	1766.819	1693.585	1614.98	1535.247	1457.935	1385.668	1319.138	1258.869	1203.165	1149.585	1096.147
"Spain"	724	45835.477	45230.144	44466.382	43781.62	43002.987	42059.094	40867.743	39364.037	37607.586	35739.015	33914.276	32239.788	30773.219	29483.984	28256.893	27003.185	25704.072
"TFYR Macedonia"	807	2069.814	2042.636	1998.955	1945.262	1882.263	1811.4	1733.356	1648.898	1559.284	1466.639	1373.174	1280.044	1188.797	1100.985	1017.706	939.574	867.345
"Western Europe"	926	191471.557	190806.057	189222.256	187231.782	184697.403	181463.338	177401.404	172607.929	167462.839	162375.983	157541.698	152770.09	147803.369	142629.311	137366.947	132090.789	126832.054
"Austria"	40	8587.403	8587.459	8540.454	8461.729	8352.385	8214.609	8038.007	7814.905	7561.623	7302.398	7051.072	6804.817	6555.437	6301.049	6050.433	5806.884	5575.924
"Belgium"	56	11545.318	11607.811	11619.909	11609.019	11570.043	11490.455	11359.256	11173.291	10951.314	10717.969	10486.859	10250.912	10001.713	9737.045	9461.201	9173.677	8878.545
"France"	250	65233.854	65636.518	65772.904	65814.219	65656.582	65210.233	64443.262	63433.761	62278.58	61075.954	59874.667	58643.27	57311.113	55836.032	54235.957	52529.949	50720.386
"Germany"	276	79785.957	78411.066	76639.471	74717.392	72628.076	70313.581	67688.812	64783.891	61810.693	58969.16	56345.643	53812.611	51242.274	48678.071	46200.76	43845.136	41613.431
"Luxembourg"	442	599.855	630.004	652.948	675.031	695.429	713.615	729.057	740.344	748.056	753.304	756.844	758.814	758.61	756.061	751.413	744.501	735.707
"Netherlands"	528	17058.652	17086.953	17016.082	16873.123	16644.52	16329.592	15942.56	15501.866	15036.749	14587.301	14168.589	13759.052	13324.768	12856.981	12359.103	11847.032	11337.405
"Switzerland"	756	8583.804	8768.406	8901.843	9002.066	9070.968	9111.898	9121.283	9081.094	8997.587	8892.229	8780.838	8663.847	8533.146	8388.431	8233.372	8070.067	7898.432
"Latin America and the Caribbean"	904	660099.901	678797.34	691312.184	699903.099	703879.034	702716.461	696203.984	684636.608	668510.254	648406.424	624815.594	598147.844	568874.327	537577.671	505050.643	472035.439	439357.286
"Caribbean"	915	44149.032	44681.198	44853.023	44789.495	44426.901	43726.597	42664.114	41283.619	39652.744	37843.427	35920.96	33911.523	31833.785	29685.739	27508.55	25364.314	23287.791
"Antigua and Barbuda"	28	95.499	98.448	100.6	102.136	102.909	102.778	101.725	99.919	97.638	95.132	92.499	89.593	86.258	82.488	78.408	74.217	70.051
"Aruba"	533	104.601	104.329	103.19	101.316	98.555	94.94	90.785	86.521	82.468	78.661	74.974	71.199	67.187	62.906	58.516	54.261	50.34
"Bahamas"	44	405.691	418.902	427.937	434.167	437.7	438.85	437.567	433.409	426.848	418.568	408.74	397.425	384.586	370.424	355.609	340.622	325.756
"Barbados"	52	285.325	283.784	280.03	274.958	268.645	261.18	252.559	243.237	233.749	224.484	215.439	206.516	197.44	188.19	178.833	169.39	160.121
"Cuba"	192	11278.758	11100.764	10864.037	10582.863	10239.78	9828.456	9342.189	8790.376	8199.308	7601.447	7034.555	6508.425	6013.638	5525.958	5049.428	4601.403	4185.803
"Curacao"	531	162.476	166.331	168.797	170.352	171.092	171.114	170.476	169.133	167.343	165.362	163.224	160.719	157.596	153.758	149.342	144.607	139.713
"Dominican Republic"	214	10997.436	11337.609	11569.49	11734.224	11802.95	11766.69	11623.26	11391.723	11085.618	10715.756	10291.056	9813.158	9289.733	8727.896	8138.718	7536.133	6929.154
"Grenada"	308	108.209	108.378	107.236	105.609	103.408	100.452	96.505	91.68	86.133	80.044	73.522	66.657	59.674	52.785	46.152	39.837	33.842
"Guadeloupe"	312	474.081	475.945	475.313	473.373	469.371	462.024	450.408	435.106	417.832	400.222	383.364	367.13	350.889	334.103	316.196	297.336	277.687
"Haiti"	332	11269.435	11712.225	12047.569	12311.871	12491.126	12565.17	12520.873	12365.116	12109.75	11767.18	11345.639	10857.254	10322.261	9750.328	9157.648	8562.324	7974.526
"Jamaica"	388	2810.867	2793.28	2742.23	2674.952	2591.026	2491.223	2375.696	2244.275	2099.808	1945.495	1783.381	1614.445	1440.229	1265.107	1094.632	934.573	787.642
"Martinique"	474	391.993	386.169	377.996	367.974	355.486	340.186	322.481	303.896	285.828	269.445	255.326	242.935	230.833	218.008	203.864	189.23	174.757
"Puerto Rico"	630	3642.242	3577.694	3497.242	3400.807	3286.313	3152.849	2999.701	2831.271	2652.165	2466.483	2277.609	2086.705	1894.769	1704.238	1519.11	1343.261	1181.965
"Saint Lucia"	662	189.917	192.656	193.51	193.126	191.397	188.235	183.609	177.65	170.637	162.893	154.606	145.813	136.548	126.95	117.259	107.685	98.568
"St. Vincent and the Grenadines"	670	109.666	108.855	107.266	105.352	103.063	99.88	95.8	91.089	85.94	80.502	74.832	68.972	62.96	56.912	50.954	45.216	39.797
"Trinidad and Tobago"	780	1365.128	1349.306	1319.789	1284.499	1244.301	1198.277	1144.962	1085.137	1020.713	954.703	889.506	826.77	767.121	710.361	655.93	604.059	555.593
"United States Virgin Islands"	850	106.239	104.92	102.599	99.585	95.836	91.398	86.449	81.33	76.24	71.283	66.491	61.818	57.147	52.404	47.583	42.669	37.836
"Central America"	916	181998.902	189275.353	194725.348	198970.752	201804.34	203052.121	202633.947	200618.155	197117.177	192261.534	186161.539	178963.925	170766.929	161706.177	152036.307	142039.613	132000.621
"Belize"	84	393.66	424.334	450.441	473.389	492.538	507.665	518.54	524.936	526.941	524.861	518.8	509.075	496.144	480.78	463.774	445.867	427.466
"Costa Rica"	188	4995.434	5121.092	5195.397	5237.683	5245.559	5215.708	5144.908	5033.4	4887.751	4715.326	4520.568	4305.097	4068.968	3819.452	3566.147	3317.652	3080.26
"El Salvador"	222	6162.305	6151.656	6100.592	6031.92	5918.902	5760.511	5557.573	5317.941	5046.282	4745.873	4419.247	4066.707	3690.448	3297.024	2900.362	2515.812	2158.19
"Guatemala"	320	17836.046	19226.795	20507.816	21728.14	22836.466	23795.4	24577.793	25173.828	25578.728	25794.54	25819.594	25656.054	25311.597	24788.341	24110.566	23301.456	22389.948
"Honduras"	340	8558.927	8965.544	9291.919	9560.197	9751.18	9858.794	9882.932	9826.27	9692.92	9485.01	9203.023	8850.811	8436.146	7970.238	7468.246	6952.542	6441.512
"Mexico"	484	133509.96	138412.896	141865.066	144339.856	145755.817	145998.967	145024.474	142895.255	139708.216	135571.035	130586.277	124886.265	118541.162	111645.308	104374.652	96927.529	89505.106
"Nicaragua"	558	6350.761	6560.618	6722.811	6857.924	6941.902	6969.836	6938.649	6852.255	6711.554	6520.523	6278.439	5988.873	5658.699	5299.201	4922.746	4539.448	4158.315
"Panama"	591	4191.809	4412.418	4591.306	4741.643	4861.976	4945.24	4989.078	4994.27	4964.785	4904.366	4815.591	4701.043	4563.765	4405.833	4229.814	4039.307	3839.824
"South America"	931	433951.967	444840.789	451733.813	456142.852	457647.793	455937.743	450905.923	442734.834	431740.333	418301.463	402733.095	385272.396	366273.613	346185.755	325505.786	304631.512	284068.874
"Argentina"	32	45109.069	46424.76	47438.315	48285.975	48925.53	49321.488	49440.858	49259.84	48784.105	48023.087	47006.862	45769.592	44344.02	42753.76	41025.349	39191.357	37290.988
"Bolivia (Plurinational State of)"	68	11440.625	12077.966	12640.257	13156.58	13596.325	13941.307	14179.848	14311.687	14341.481	14269.857	14101.608	13840.517	13494.139	13075.204	12595.988	12065.381	11501.377
"Brazil"	76	213914.238	217587.53	219251.315	219631.795	218561.785	215929.61	211727.711	206078.19	199125.135	191049.995	182041.782	172236.32	161892.855	151258.194	140608.028	130081.065	119935.917
"Chile"	152	18675.047	19204.21	19489.527	19671.214	19735.151	19665.012	19452.118	19097.884	18625.824	18065.83	17438.498	16754.686	16008.612	15207.91	14372.249	13542.996	12737.72
"Colombia"	170	49739.5	50609.361	50949.594	50959.283	50600.385	49843.184	48686.734	47194.656	45421.545	43442.719	41290.051	38984.05	36543.459	34028.212	31498.437	29006.602	26618.78
"Ecuador"	218	17172.819	18041.41	18764.247	19393.321	19896.731	20250.348	20447.2	20488.877	20390.673	20161.313	19806.796	19328.348	18737.622	18040.869	17260.721	16421.434	15539.423
"French Guiana"	254	301.639	334.253	366.974	400.469	433.737	465.631	495.246	521.914	545.979	567.786	587.339	604.442	618.549	629.181	636.033	638.957	638.383
"Guyana"	328	779.234	786.828	784.754	774.654	755.838	730.138	699.933	667.328	632.639	595.268	554.315	509.25	461.36	412.761	365.98	322.763	283.057
"Paraguay"	600	6996.683	7285.705	7506.819	7683.621	7802.417	7858.979	7851.288	7783.504	7658.131	7477.471	7242.891	6958.59	6633.748	6282.002	5916.998	5550.178	5187.67
"Peru"	604	33001.415	34318.818	35364.016	36221.175	36859.897	37237.586	37323.864	37116.19	36637.746	35924.119	34995.822	33866.301	32551.746	31091.809	29516.423	27866.08	26181.544
"Suriname"	740	559.706	570.164	574.945	575.961	572.583	564.501	551.88	535.637	516.71	495.882	473.208	449.048	423.611	397.3	370.522	343.874	317.91
"Uruguay"	858	3464.82	3471.745	3457.873	3432.71	3393.759	3338.403	3265.466	3176.13	3072.693	2957.668	2832.513	2698.598	2556.947	2409.288	2257.654	2105.981	1958.928
"Venezuela (Bolivarian Republic of)"	862	32794.262	34125.15	35142.335	35953.309	36510.931	36788.896	36781.19	36500.491	35985.256	35268.146	34359.183	33270.515	32004.894	30597.308	29079.541	27493.078	25875.509
"Northern America"	905	368259.474	376331.526	382147.865	386563.954	389606.513	391145.116	391183.083	389753.016	387492.756	384745.703	381378.73	377017.512	371343.916	364396.756	356507.573	348013.384	339142.436
"Canada"	124	37290.746	38257.239	38967.669	39492.973	39840.315	40035.133	40072.218	39925.788	39663.133	39342.705	38974.058	38518.683	37946.835	37266.795	36506.759	35697.156	34857.595
"United States of America"	840	330846.202	337953.365	343061.926	346956.06	349655.317	351003.781	351009.808	349731.452	347739.012	345317.327	342323.806	338422.769	333325.903	327063.726	319939.459	312259.587	304232.624
"Oceania"	909	41776.111	43840.813	45641.767	47289.358	48766.264	50056.309	51132.085	51928.06	52463.686	52777.359	52891.027	52792.29	52471.891	51910.511	51155.72	50247.866	49202.747
"Australia/New Zealand"	927	30074.691	31338.293	32390.408	33316.327	34132.022	34851.785	35464.709	35906.017	36188.885	36349.176	36408.934	36360.06	36191.354	35880.219	35457.641	34945.449	34345.245
"Australia"	36	25382.388	26514.748	27466.368	28315.874	29082.821	29780.301	30397.632	30872.194	31208.418	31432.137	31560.379	31588.502	31510.163	31310.409	31019.043	30653.021	30207.264
"New Zealand"	554	4692.303	4823.545	4924.04	5000.453	5049.201	5071.484	5067.077	5033.823	4980.467	4917.039	4848.555	4771.558	4681.191	4569.81	4438.598	4292.428	4137.981
"Melanesia"	928	10450.135	11223.299	11945.987	12643.447	13287.608	13850.81	14318.46	14687.759	14962.503	15142.989	15228.416	15215.344	15106.912	14906.457	14629.269	14291.594	13905.371
"Fiji"	242	907.046	909.094	901.648	888.486	868.823	841.947	808.079	769.709	727.4	682.248	635.162	586.956	538.16	489.227	440.443	391.93	344.844
"New Caledonia"	540	277.131	289.058	299.176	308.372	316.319	322.703	327.402	330.16	331.027	330.256	328.064	324.409	319.315	312.681	304.704	295.859	286.498
"Papua New Guinea"	598	8339.976	9026.075	9676.131	10307.866	10897.044	11420.769	11866.677	12229.717	12512.594	12713.588	12830.962	12861.244	12807.949	12674.114	12473.45	12220.214	11923.701
"Solomon Islands"	90	634.58	682.444	728.486	774.541	818.48	857.512	889.95	916.06	936.463	951.65	961.535	965.515	962.663	953.014	937.543	917.462	893.608
"Vanuatu"	548	291.402	316.628	340.546	364.182	386.942	407.879	426.352	442.113	455.019	465.247	472.693	477.22	478.825	477.421	473.129	466.129	456.72
"Micronesia"	954	547.709	566.511	583.298	597.718	608.863	615.767	617.53	614.711	608.32	599.267	588.049	574.535	558.276	539.096	517.247	493.629	469.414
"Guam"	316	178.791	186.373	192.512	197.54	201.148	203.186	203.704	202.871	201	198.283	194.833	190.58	185.381	179.167	172.053	164.304	156.191
"Kiribati"	296	121.356	129.373	136.277	142.567	148.758	154.863	160.176	164.311	167.205	169.082	170.265	170.893	170.764	169.654	167.516	164.523	161.026
"Micronesia (Fed. States of)"	583	106.805	109.632	112.581	114.56	115.359	115.175	114.177	112.531	110.035	106.466	101.733	96.064	89.826	83.397	77	70.767	64.745
"Polynesia"	957	703.576	712.71	722.074	731.866	737.771	737.947	731.386	719.573	703.978	685.927	665.628	642.351	615.349	584.739	551.563	517.194	482.717
"French Polynesia"	258	293.474	296.167	300.125	301.974	301.712	299.499	295.341	289.146	280.984	271.351	260.65	249.079	236.677	223.559	210.15	196.906	184.129
"Samoa"	882	197.667	200.716	203.104	208.131	212.632	215.363	215.546	213.909	211.296	208.321	204.912	200.51	194.548	186.954	177.976	168.018	157.503
"Tonga"	776	109.895	113.105	116.295	119.645	122.59	124.475	124.958	124.516	123.621	122.463	120.927	118.72	115.63	111.666	107.021	101.997	96.787
