"name"	"country_code"	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Seychelles"	690	97.985	98.142	97.332	96.038	94.208	91.645	88.197	84.08	79.594	75.002	70.454	65.994	61.592	57.252	52.977	48.741	44.537
"Somalia"	706	12330.231	14075.386	15963.283	18001.542	20154.806	22373.564	24621.654	26874.817	29100.626	31260.415	33309.203	35204.393	36907.335	38384.804	39620.484	40604.409	41326.142
"South Sudan"	728	14008.615	15626.165	17183.426	18777.572	20372.431	21916.188	23363.656	24688.645	25875.978	26907.64	27762.698	28408.186	28833.278	29043.357	29049.576	28868.825	28524.717
"Uganda"	800	45481.132	52406.483	59772.513	67667.723	75871.207	84094.43	92167.336	100014.383	107555.73	114669.679	121156.54	126909.045	131783.683	135753.611	138781.458	140817.593	141856.159
"United Republic of Tanzania"	834	61736.97	70509.934	79941.977	90253.003	101195.644	112414.943	123681.899	134876.488	145929.649	156721.296	167045.66	176660.702	185395.566	193108.933	199707.426	205086.306	209187.519
"Zambia"	894	18725.751	21441.459	24428.185	27742.468	31328.474	35101.451	38992.503	42954.896	46974.47	51012.791	55016.958	58907.918	62640.389	66160.227	69431.402	72406.872	75046.757
"Zimbabwe"	716	17295.663	18892.446	20460.63	22038.072	23578.456	25003.24	26235.334	27224.355	27955.879	28447.196	28712.99	28761.377	28599.086	28236.07	27681.213	26949.273	26067.187
"Middle Africa"	911	174565.081	198551.108	223838.331	250803.493	278788.28	306988.845	334761.452	361790.667	387742.799	412200.084	434696.575	454749.99	471883.247	485860.66	496550.108	504006.623	508186.347
"Angola"	24	29016.056	33354.444	38046.814	43143.89	48501.917	53979.05	59461.8	64899.003	70229.477	75361.629	80190.464	84608.34	88528.514	91886.732	94650.257	96776.366	98247.51
"Cameroon"	120	26108.695	28900.622	31743.783	34714.437	37752.531	40745.029	43598.359	46268.22	48728.763	50951.13	52893.408	54495.36	55731.632	56589.3	57061.622	57162.533	56928.316
"Central African Republic"	140	5362.105	5812.463	6245.992	6678.453	7101.62	7503.142	7868.386	8185.568	8447.13	8648.739	8786.675	8859.134	8869.242	8819.486	8714.553	8557.696	8355.551
"Chad"	148	16303.681	18704.803	21217.39	23855.554	26561.254	29261.43	31900.339	34454.015	36901.046	39212.679	41328.533	43205.876	44813.809	46138.031	47187.267	47975.708	48500.513
"Congo"	178	5219.603	5858.883	6547.448	7298.278	8089.024	8887.476	9674.069	10446.315	11202.357	11936.61	12630.266	13268.206	13837.93	14331.168	14741.119	15058.767	15283.534
"Dem. Republic of the Congo"	180	89482.273	102542.337	116362.271	131140.657	146518.123	162071.687	177461.444	192512.273	207013.014	220706.803	233359.095	244717.026	254458.042	262443.712	268573.169	272919.14	275411.474
"Equatorial Guinea"	226	963.039	1080.12	1194.88	1309.881	1423.286	1532.975	1637.583	1735.156	1824.402	1903.262	1969.981	2022.989	2061.196	2084.473	2093.219	2087.886	2069.381
"Gabon"	266	1900.353	2069.337	2232.762	2396.22	2555.68	2705.647	2841.244	2958.007	3052.67	3125.462	3176.378	3205.191	3211.123	3194.625	3156.794	3099.578	3025.953
"Sao Tome and Principe"	678	209.276	228.099	246.991	266.123	284.845	302.409	318.228	332.11	343.94	353.77	361.775	367.868	371.759	373.133	372.108	368.949	364.115
"Northern Africa"	912	242175.464	257874.574	271552.179	284683.59	297097.523	307952.064	316607.63	322832.969	326756.899	328633.609	328621.43	326760.558	323216.561	318131.696	311652.549	303746.028	294467.463
"Algeria"	12	42595.241	44797.426	46406.65	47739.066	48910.719	49913.661	50630.711	50899.935	50667.173	50008.736	49046.189	47864.842	46526.673	45054.083	43463.535	41713.444	39778.934
"Egypt"	818	99580.575	106461.203	112587.864	118783.298	124874.742	130225.886	134498.011	137682.73	139936.321	141357.128	141964.644	141714.068	140732.698	139050.868	136717.444	133675.864	129907.607
"Libya"	434	6635.992	6920.082	7123.155	7283.852	7405.803	7475.849	7473.371	7388.459	7236.491	7040.557	6823.391	6593.485	6350.675	6086.166	5794.958	5480.527	5156.896
"Morocco"	504	36097.118	37350.173	38189.649	38773.124	39099.401	39148.315	38893.741	38334.961	37493.942	36411.224	35116.16	33653.437	32048.482	30346.301	28574.623	26753.797	24901.977
"Sudan"	729	44922.431	49651.133	54356.74	59117.249	63793.075	68214.598	72261.562	75902.451	79121.434	81911.842	84213.938	85951.376	87063.488	87592.829	87602.909	87137.662	86265.56
"Tunisia"	788	11718.877	12024.059	12179.464	12245.035	12243.512	12180.743	12040.445	11804.972	11478.861	11083.567	10642.611	10178.031	9701.005	9222.71	8737.966	8244.056	7738.621
"Western Sahara"	732	625.23	670.498	708.657	741.966	770.271	793.012	809.789	819.461	822.677	820.555	814.497	805.319	793.54	778.739	761.114	740.678	717.868
"Southern Africa"	913	64815.256	66146.632	66995.588	67705.162	68225.671	68441.652	68271.831	67662.923	66643.089	65271.98	63569.608	61548.189	59250.241	56744.915	54104.048	51382.801	48635.21
"Botswana"	72	2435.416	2579.881	2697.431	2800.841	2889.741	2959.41	3004.849	3022.496	3012.774	2978.482	2923.887	2852.697	2767.943	2671.462	2565.052	2450.455	2330.353
"Lesotho"	426	2233.905	2309.914	2371.019	2432.592	2493.435	2548.568	2593.906	2622.612	2629.863	2616.335	2584	2534.992	2471.973	2397.106	2312.164	2218.417	2117.921
"Namibia"	516	2704.42	2928.85	3135.207	3332.512	3517.69	3684.844	3827.418	3940.864	4024.951	4079.729	4105.029	4100.016	4065.135	4002.656	3915.831	3807.706	3681.275
"South Africa"	710	56089.573	56927.962	57355.052	57666.497	57817.87	57712.464	57288.641	56508.952	55406.04	54036.404	52414.826	50548.361	48472.706	46248.855	43939.96	41593.387	39253.984
"Swaziland"	748	1351.942	1400.025	1436.879	1472.72	1506.935	1536.366	1557.017	1567.999	1569.461	1561.03	1541.866	1512.123	1472.484	1424.836	1371.041	1312.836	1251.677
"Western Africa"	914	399692.788	448204.058	499176.982	553724.112	610686.283	668388.057	725462.613	781117.531	834812.756	885883.543	933657.826	977162.019	1015428.894	1047695.023	1073896.168	1093813.879	1107887.364
"Benin"	204	12257.848	13645.268	15031.924	16437.342	17817.097	19124.385	20324.926	21405.207	22359.288	23175.081	23831.467	24308.385	24597.942	24703.802	24640.476	24429.798	24100.446
"Burkina Faso"	854	20695.169	23428.685	26315.678	29389.358	32558.921	35713.559	38770.072	41704.335	44491.19	47090.451	49449.639	51521.202	53240.231	54603.601	55595.586	56252.713	56571.925
"Cabo Verde"	132	546.752	568.651	586.336	601.54	613.2	620.176	621.776	618.009	609.298	595.833	577.506	554.489	527.685	498.463	468.009	437.373	406.903
"Cote d'Ivoire"	384	25353.234	28118.011	30998.54	34075.306	37306.835	40624.267	43979.891	47351.052	50700.87	53964.464	57091.977	60035.769	62758.425	65194.224	67312.878	69074.594	70447.941
"Gambia"	270	2306.91	2644.508	3001.561	3380.886	3771.111	4159.391	4533.042	4884.571	5208.357	5499.491	5754.351	5967.945	6133.432	6248.752	6312.116	6325.596	6295.748
"Ghana"	288	30265.279	32953.16	35511.259	38065.829	40574.136	42934.376	45031.509	46802.568	48249.945	49413.648	50301.139	50880.646	51120.102	51013.104	50582.1	49902.817	49030.363
"Guinea"	324	14237.737	15913.442	17631.411	19419.316	21235.761	23039.788	24792.32	26457.421	28009.608	29434.823	30696.094	31768.843	32640.164	33303.536	33750.104	33983.167	34024.864
"Guinea-Bissau"	624	2051.417	2253.857	2451.388	2652.031	2851.184	3042.304	3217.334	3371.9	3505.411	3617.962	3708.172	3774.374	3813.861	3826.546	3813.917	3778.133	3722.989
"Liberia"	430	5048.491	5607.563	6181.393	6777.015	7372.891	7949.861	8489.93	8990.798	9450.257	9864.08	10219.411	10508.989	10723.967	10861.873	10927.008	10924.44	10862.37
"Mali"	466	20304.284	23259.125	26489.84	30018.181	33735.495	37525.916	41280.72	44960.605	48522.782	51909.599	55069.613	57938.149	60448.245	62539.065	64205.081	65414.531	66209.876
"Mauritania"	478	4536.527	5004.105	5470.409	5945.41	6415.834	6866.807	7286.724	7670.039	8015.295	8320.856	8581.887	8792.561	8946.691	9041.39	9079.031	9066.832	9011.958
"Niger"	562	24147.065	29144.819	34946.415	41661.52	49258.565	57637.472	66672.952	76213.561	86125.913	96252.527	106413.311	116407.723	126048.131	135127.36	143522.251	151074.794	157665.342
"Nigeria"	566	205275.305	229183.379	254183.884	280813.331	308443.996	336177.124	363370.435	389684.221	414883.082	438620.806	460661.447	480551.88	497820.375	512101.78	523491.481	531849.629	537587.148
"Senegal"	686	17342.011	19624.307	22004.267	24566.366	27283.211	30076.961	32869.874	35598.422	38239.383	40801.187	43270.931	45608.411	47765.871	49693.076	51359.615	52737.844	53815.057
"Sierra Leone"	694	7098.835	7701.179	8267.629	8816.544	9325.151	9772.497	10144.052	10432.201	10636.703	10754.363	10783.649	10718.625	10561.677	10322.206	10014.203	9656.4	9259.653
"Togo"	768	8221.904	9149.94	10100.989	11100.123	12118.969	13119.362	14073.377	14969.081	15801.978	16565.118	17244.119	17821.055	18279.275	18613.599	18819.856	18902.958	18872.698
"Asia"	935	4555906.773	4666024.215	4732662.367	4773200.882	4784054.756	4759866.744	4698177.807	4602000.18	4476472.607	4329045.504	4165215.587	3986567.139	3795510.772	3596224.074	3395043.843	3196493.718	3001673.32
"Eastern Asia"	906	1625449.867	1617190.863	1594008.957	1562666.97	1523154.758	1474507.805	1416644.579	1350249.504	1276996.918	1201465.307	1126482.068	1052375.512	978960.548	907335.471	839880.888	778454.198	721756.333
"China"	156	1390474.96	1385586.754	1367291.896	1341707.923	1308925.266	1267824.223	1218250.631	1160888.776	1097308.652	1031771.969	966756.436	902267.404	837942.467	774963.828	715716.555	662099.137	612730.58
"China, Hong Kong SAR"	344	7487.259	7610.211	7666.724	7673.116	7628.453	7549.417	7440.2	7285.144	7089.89	6873.383	6651.829	6432.561	6221.505	6023.806	5840.372	5662.898	5496.471
"China, Macao SAR"	446	626.868	661.863	691.285	715.54	734.808	749.902	761.797	769.965	774.432	775.308	772.743	766.965	758.677	749.55	741.611	735.356	729.486
"Dem. People's Rep. of Korea"	408	25533.962	25692.139	25645.444	25452.23	25109.366	24611.873	23951.678	23164.539	22323.092	21469.559	20615.247	19729.093	18796.106	17832.91	16866.82	15911.132	14982.241
"Japan"	392	124172.884	120695.287	116482.545	111987.157	107310.539	102593.554	97878.558	93112.533	88143.598	82986.058	77820.711	72939.208	68493.256	64360.416	60456.117	56737.759	53168.456
"Mongolia"	496	3147.169	3283.021	3378.308	3454.858	3517.558	3566.245	3597.991	3608.12	3588.419	3543.358	3482.552	3410.816	3329.54	3235.407	3130.376	3024.477	2919.225
"Republic of Korea"	410	50820.008	50895.597	50633.677	50090.319	49123.522	47760.546	46022.998	43928.8	41591.159	39191.045	36822.392	34526.419	32314.886	30184.09	28169.517	26263.266	24537.047
"China, Taiwan Province of China"	158	23186.757	22765.991	22219.078	21585.827	20805.246	19852.045	18740.726	17491.627	16177.676	14854.627	13560.158	12303.046	11104.111	9985.464	8959.52	8020.173	7192.827
"South-Central Asia"	921	1992581.474	2073176.386	2133822.931	2182092.59	2215074.626	2229640.704	2224224.978	2200960.747	2162088.821	2109209.938	2044027.925	1967338.748	1881389.507	1788696.297	1692242.507	1593569.878	1494063.56
"Central Asia"	5500	71151.296	73854.997	75628.166	77000.073	78049.883	78620.34	78497.581	77640.018	76165.834	74243.279	72005.504	69507.88	66796.463	63899.646	60872.58	57739.843	54557.511
"Kazakhstan"	398	18440.133	18976.23	19302.774	19554.63	19769.838	19931.437	19992.662	19910.67	19685.964	19356.439	18971.51	18554.636	18114.476	17627.675	17070.77	16431.394	15738.578
"Kyrgyzstan"	417	6321.645	6606.963	6815.953	6997.221	7152.008	7261.237	7311.297	7299.713	7231.947	7118.821	6969.208	6787.965	6582.195	6353.697	6104.325	5828.715	5528.799
"Tajikistan"	762	9326.307	10053.148	10660.547	11226.493	11782.799	12298.043	12705.07	12982.571	13152.581	13245.055	13269.138	13212.83	13066.485	12841.251	12550.486	12210.419	11826.644
"Turkmenistan"	795	5625.873	5797.726	5891.063	5934.022	5931.219	5881.149	5775.283	5614.518	5406.581	5163.479	4896.187	4613.946	4325.149	4034.639	3750.378	3475.643	3215.648
"Uzbekistan"	860	31437.338	32420.93	32957.829	33287.707	33414.019	33248.474	32713.269	31832.546	30688.761	29359.485	27899.461	26338.503	24708.158	23042.384	21396.621	19793.672	18247.842
"Southern Asia"	5501	1921430.178	1999321.389	2058194.765	2105092.517	2137024.743	2151020.364	2145727.397	2123320.729	2085922.987	2034966.659	1972022.421	1897830.868	1814593.044	1724796.651	1631369.927	1535830.035	1439506.049
"Afghanistan"	4	36145.968	39334.449	42164.959	44745.948	46947.385	48666.856	49828.462	50431.985	50511.862	50086.003	49161.975	47749.009	45876.116	43632.031	41128.025	38489.716	35833.655
"Bangladesh"	50	168659.341	174300.843	178010.116	180336.343	181020.609	179923.776	177041.808	172608.484	166841.194	159880.398	151950.964	143219.811	133880.219	124208.939	114380.102	104679.275	95304.125
"Bhutan"	64	808.84	832.427	846.33	854.258	856.113	851.56	839.833	820.848	794.962	763.2	726.259	685.692	642.564	598.449	554.724	512.402	471.87
"India"	356	1375626.998	1426453.674	1464395.114	1493755.199	1511966.216	1517202.157	1509385.456	1490757.01	1462788.024	1426109.128	1381585.008	1329428.947	1271240.053	1208626.44	1143845.306	1077702.874	1010895.829
"Iran (Islamic Republic of)"	364	82440.638	84171.399	84711.361	84740.155	84410.83	83573.133	81902.893	79188.026	75499.619	71074.305	66236.466	61299.558	56520.52	52042.447	47857.799	43849.21	39952.436
"Maldives"	462	388.514	405.944	417.228	425.813	432.777	437.411	437.891	433.364	424.1	411.031	394.924	376.023	354.56	331.479	308.256	285.894	264.256
"Nepal"	524	29846.129	30847.28	31492.431	31890.819	32013.49	31875.321	31477.838	30838.982	29964.308	28858.092	27523.889	25964.07	24201.324	22288.227	20269.497	18231.978	16261.474
"Pakistan"	586	206547.273	222043.79	235469.724	248011.453	259511.425	269237.694	276348.545	280701.9	282570.884	282307.021	280031.658	275773.417	269636.688	261936.317	253010.233	243168.895	232678.836
"Sri Lanka"	144	20966.477	20931.583	20687.502	20332.529	19865.898	19252.456	18464.671	17540.13	16528.034	15477.481	14411.278	13334.341	12241	11132.322	10015.985	8909.791	7843.568
"South-Eastern Asia"	920	661289.955	681648.69	695541.872	705265.848	710093.579	709352.504	702799.998	690870.858	674628.429	655015.75	632757.486	608164.561	581490.485	553166.37	523990.791	494890.791	466566.967
"Brunei Darussalam"	96	446.035	463.363	475.974	485.315	491.257	493.032	489.853	481.658	469.04	452.939	434.322	413.966	392.71	371.066	349.42	328.018	307.099
"Cambodia"	116	16579.651	17410.839	18073.606	18650.257	19138.293	19494.85	19676.599	19685.9	19542.413	19267.922	18854.301	18305.093	17629.278	16861.231	16039.503	15172.449	14275.303
"Indonesia"	360	269317.173	277828.962	283536.978	287432.7	289126.526	288353.477	285079.329	279606.519	272478.503	264113.176	254834.933	244783.579	234028.128	222561.417	210638.774	198705.73	187207.653
"Lao People's Dem. Republic"	418	7320.528	7756.653	8109.471	8412.91	8661.762	8838.753	8929.777	8939.929	8872.713	8734.445	8525.904	8248.894	7909.237	7522.832	7103.197	6667.548	6217.111
"Malaysia"	458	32033.536	33422.172	34480.994	35294.132	35842.094	36131.333	36181.454	35977.228	35517.749	34815.208	33879.653	32737.53	31434.113	30033.062	28596.764	27166.31	25760.622
"Myanmar"	104	55717.743	56975.389	57712.863	58073.298	57960.086	57327.469	56190.284	54628.897	52728.882	50582.925	48252.716	45754.728	43111.012	40383.609	37705.601	35167.195	32833.831
"Philippines"	608	107423.694	113413.298	118554.365	123078.452	126788.895	129555.68	131356.582	132144.819	132003.011	130960.893	129098.665	126460.381	123079.103	119113.717	114706.047	110002.131	105080.572
"Singapore"	702	5956.843	6102.512	6194.01	6242.085	6242.372	6192.38	6092.007	5941.445	5753.927	5545.614	5325.781	5096.101	4860.535	4621.033	4379.743	4137.085	3899.461
"Thailand"	764	68008.306	67201.721	65803.755	64031.314	61828.49	59169.178	56073.871	52643.745	49054.303	45471.898	42000.812	38652.127	35437.598	32342.386	29378.56	26578.813	23999.067
"Timor-Leste"	626	1304.63	1417.731	1523.898	1630.466	1740.356	1850.025	1949.334	2034.31	2104.791	2163.288	2210.628	2243.972	2260.137	2258.458	2239.279	2204.039	2154.528
"Viet Nam"	704	97181.816	99656.05	101075.958	101934.919	102273.448	101946.327	100780.908	98786.408	96103.097	92907.442	89339.771	85468.19	81348.634	77097.559	72853.903	68761.473	64831.72
"Western Asia"	922	276585.477	294008.276	309288.607	323175.474	335731.793	346365.731	354508.252	359919.071	362758.439	363354.509	361948.108	358688.318	353670.232	347025.936	338929.657	329578.851	319286.46
"Armenia"	51	3006.823	2954.092	2872.38	2777.289	2671.519	2552.955	2418.69	2272.974	2121.431	1965.922	1806.288	1643.405	1482.74	1330.699	1191.466	1065.092	948.347
"Azerbaijan"	31	10143.133	10315.217	10340.155	10305.013	10206.099	10017.93	9737.005	9392.474	9004.539	8586.812	8145.929	7691.867	7239.882	6809.289	6400.254	6003.481	5609.982
"Bahrain"	48	1474.367	1540.224	1587.819	1626.873	1655.41	1665.554	1661.083	1641.363	1607.792	1562.124	1506.645	1443.072	1373.309	1299.699	1224.685	1150.374	1078.097
"Cyprus"	196	1206.876	1232.551	1249.579	1261.507	1268.489	1270.123	1264.966	1251.487	1230.481	1203.182	1170.028	1132.041	1090.857	1048.251	1006.745	966.436	928.299
"Georgia"	268	3942.227	3849.573	3728.908	3590.182	3441.26	3286.627	3117.908	2932.089	2735.413	2534.885	2337.066	2146.217	1963.288	1790.373	1629.249	1479.084	1336.757
"Iraq"	368	41609.902	46770.367	52092.255	57772.768	63633.848	69500.5	75210.108	80680.742	85905.096	90873.064	95506.307	99703.148	103387.021	106504.619	109029.755	110940.302	112231.514
"Israel"	376	8648.088	9172.152	9656.42	10136.537	10606.096	11052.872	11452.713	11784.25	12046.058	12247.726	12399.804	12505.077	12561.854	12563.767	12502.815	12378.874	12194.791
"Jordan"	400	8091.205	8346.07	8743.602	9264.534	9749.211	10164.905	10477.607	10678.951	10783.912	10814.484	10783.662	10692.832	10536.225	10312.398	10024.801	9682.249	9290.665
"Kuwait"	414	4270.765	4555.648	4786.206	4967.776	5124.332	5245.996	5325.075	5349.476	5321.351	5250.624	5149.696	5032.264	4906.279	4772.736	4630.886	4480.026	4318.328
"Lebanon"	422	5825.741	5243.2	5021.207	5067.879	5071.461	5036.061	4964.217	4858.2	4722.607	4556.341	4357.41	4124.969	3862.675	3583.071	3302.865	3037.44	2795.851
"Oman"	512	4775.65	4954.153	5058.97	5123.202	5171.167	5224.921	5296.713	5316.978	5277.928	5184.883	5050.464	4886.835	4702.46	4503.935	4296.202	4080.023	3857.397
"Qatar"	634	2434.979	2593.338	2698.535	2782.436	2854.586	2912.409	2953.314	2972.3	2968.411	2942.385	2894.951	2825.835	2733.754	2623.103	2502.371	2381.035	2267.437
"Saudi Arabia"	682	34075.777	36066.986	37706.474	39120.744	40281.749	41100.234	41498.608	41470.784	41067.907	40404.144	39554.495	38559.796	37415.248	36109.406	34636.188	33028.317	31345.195
"State of Palestine"	275	5284.536	5901.742	6502.143	7101.933	7692.839	8259.381	8784.601	9257.865	9674.758	10031.044	10321.609	10541.077	10686.025	10758.22	10760.573	10694.366	10567.281
"Syrian Arab Republic"	760	20807.786	25001.906	27550.183	28744.482	29759.422	30558.164	31101.563	31367.666	31357.304	31090.627	30608.067	29933.961	29087.84	28080.279	26929.966	25659.245	24299.325
"Turkey"	792	81475.507	82833.337	84134.151	85321.907	86005.7	86082.642	85441.091	84106.127	82152.879	79679.283	76784.62	73539.41	70014.862	66273.897	62375.722	58384.565	54416.829
"United Arab Emirates"	784	9753.533	10257.594	10664.472	11039.979	11370.599	11622.37	11778.285	11836.796	11816.496	11732.734	11587.418	11369.695	11077.029	10718.63	10341.442	9971.861	9630.308
"Yemen"	887	29758.582	32420.126	34895.148	37170.433	39168.006	40812.087	42024.705	42748.549	42964.076	42694.245	41983.649	40916.817	39548.884	37943.564	36143.672	34196.081	32170.057
"Europe"	908	733773.206	723250.542	708756.166	692905.092	676009.171	657879.326	637734.819	615191.373	590984.698	566367.975	542485.46	519701.914	497929.289	476943.032	456364.997	435957.043	415760.069
"Eastern Europe"	923	287268.898	278814.119	268542.257	257654.293	246722.745	235907.453	224896.48	213439.633	201625.813	189751.022	178242.683	167471.367	157643.5	148697.982	140300.632	132179.967	124297.535
"Belarus"	112	9281.723	8993.716	8649.997	8293.189	7939.837	7591.523	7238.128	6873.497	6503.671	6139.491	5792.667	5465.553	5162.687	4884.433	4624.331	4373.705	4126.77
"Bulgaria"	100	6832.744	6478.156	6094.481	5708.1	5333.402	4974.689	4620.076	4261.545	3902.609	3555.989	3233.428	2941.229	2680.164	2445.618	2229.984	2025.319	1831.131
"Czech Republic"	203	10487.357	10339.538	10112.221	9847.8	9577.213	9310.832	9028.737	8707.387	8341.914	7943.992	7542.45	7163.055	6821.083	6511.171	6218.739	5935.474	5653.526
"Hungary"	348	9603.825	9291.921	8937.213	8566.706	8194.322	7826.748	7457.879	7075.159	6673.609	6262.134	5862.516	5487.775	5141.104	4817.255	4509.791	4217.289	3939.937
"Poland"	616	38063.868	37093.095	35847.254	34459.149	32974.813	31412.622	29764.377	28033.305	26230.029	24356.519	22434.369	20517.725	18690.732	17011.673	15498.161	14126.135	12862.913
"Republic of Moldova"	498	3980.035	3846.349	3679.567	3493.869	3292.366	3081.312	2861.93	2633.911	2398.755	2159.117	1922.343	1697.606	1494.244	1316.18	1162.115	1026.798	906.904
"Romania"	642	18708.072	17888.635	17064.208	16239.928	15407.29	14551.956	13662.776	12737.222	11799.641	10894.738	10061.765	9305.263	8609.552	7950.907	7317.27	6705.395	6124.809
"Russian Federation"	643	141621.613	138118.485	133585.366	128733.765	123938.087	119301.055	114618.48	109741.075	104693.071	99619.436	94723.244	90179.643	86080.185	82365.196	78801.358	75215.917	71618.188
