"country"	"country_code"	"age"	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Yemen"	887	"75-79"	67.343	87.479	106.638	115.313	116.497	136.861	185.107	265.776	342.75	435.648	526.031	550.381	610.087	703.107	787.74	802.918	797.224
"Yemen"	887	"80-84"	26.677	36.249	47.399	58.207	63.374	64.478	76.278	103.942	150.404	195.463	250.309	307.107	326.3	367.875	430.874	491.706	510.471
"Yemen"	887	"85-89"	9.953	10.247	14.022	18.537	22.993	25.291	25.985	31.058	42.771	62.53	82.067	107.142	133.923	145.269	167.045	200.318	234.131
"Yemen"	887	"90-94"	2.273	2.375	2.466	3.428	4.597	5.784	6.448	6.718	8.142	11.364	16.822	22.545	30.036	38.409	42.578	50.339	62.125
"Yemen"	887	"95-99"	0.301	0.318	0.335	0.354	0.5	0.681	0.869	0.982	1.038	1.275	1.8	2.708	3.687	5.004	6.511	7.407	9.004
"Yemen"	887	"100+"	0.026	0.028	0.03	0.032	0.035	0.048	0.066	0.086	0.098	0.105	0.128	0.18	0.27	0.371	0.505	0.666	0.776
"Europe"	908	"0-4"	16941.363	14493.699	12777.533	12539.278	12678.435	12624.593	11891.147	10742.259	9766.501	9237.717	9036.259	8859.403	8503.039	7966.333	7404.865	6956.745	6654.367
"Europe"	908	"5-9"	20606.849	17015.116	14572.555	12862.646	12625.539	12765.066	12711.654	11974.7	10822.151	9842.504	9309.513	9103.544	8922.124	8561.314	8020.237	7454.388	7001.813
"Europe"	908	"10-14"	20258.486	20656.365	17069.545	14631.818	12924.015	12687.717	12827.546	12771.573	12031.807	10876.657	9894.225	9358.204	9149.011	8964.354	8600.313	8056.1	7487.074
"Europe"	908	"15-19"	19087.4	20410.923	20815.803	17242.295	14810.344	13106.035	12871.176	13002.85	12937.732	12189.346	11025.904	10034.896	9489.848	9271.382	9077.334	8703.998	8150.553
"Europe"	908	"20-24"	19484.338	19349.818	20688.224	21108.459	17552.184	15131.169	13434.447	13186.149	13301.183	13219.637	12456.097	11278.122	10271.942	9710.862	9475.678	9264.754	8874.693
"Europe"	908	"25-29"	22512.76	19754.392	19642.999	20996.04	21419.77	17886.392	15481.275	13777.03	13512.65	13609.486	13510.068	12730.602	11537.402	10515.296	9936.83	9683.323	9453.812
"Europe"	908	"30-34"	25983.031	22642.001	19945.809	19856.669	21208.889	21635.094	18131.697	15732.454	14025.208	13749.972	13833.05	13720.318	12929.697	11726.623	10693.361	10101.869	9834.05
"Europe"	908	"35-39"	26184.549	25889.341	22645.038	20022.848	19945.991	21295.619	21724.293	18248.018	15861.458	14160.282	13881.159	13956.546	13836.236	13041.436	11835.146	10796.971	10198.195
"Europe"	908	"40-44"	25504.729	25940.223	25673.296	22537.6	19989.573	19926.495	21271.813	21696.973	18255.153	15891.304	14204.648	13927.612	14000.077	13877.841	13084.63	11880.981	10843.426
"Europe"	908	"45-49"	25411.577	25088.12	25534.768	25303.142	22293.75	19836.775	19790.36	21125.262	21546.809	18157.499	15830.195	14168.82	13899.718	13974.683	13855.322	13069.758	11875.34
"Europe"	908	"50-54"	25082.634	24737.581	24453.176	24914.752	24723.157	21879.095	19542.251	19515.505	20836.28	21257.495	17947.121	15675.642	14053.324	13800.567	13882.422	13770.931	13000.121
"Europe"	908	"55-59"	25361.189	24113.542	23792.385	23554.539	24028.151	23883.517	21255.432	19078.095	19079.314	20381.494	20804.462	17606.579	15414.499	13851.142	13622.342	13715.996	13617.694
"Europe"	908	"60-64"	22765.083	23798.337	22823.775	22525.268	22337.812	22816.352	22723.245	20376.368	18415.939	18453.677	19729.562	20153.878	17108.334	15028.755	13545.305	13350.574	13461.178
"Europe"	908	"65-69"	19519.256	20746.259	21874.993	21207.054	20931.255	20796.308	21272.081	21235.156	19237.82	17538.582	17620.846	18858.419	19279.798	16434.062	14495.665	13116.473	12964.948
"Europe"	908	"70-74"	15311.19	17058.301	18327.881	19535.764	19192.433	18944.579	18864.802	19332.604	19373.638	17771.528	16378.552	16509.984	17689.054	18107.468	15510.196	13753.367	12507.968
"Europe"	908	"75-79"	10419.858	12696.075	14125.599	15397.584	16646.527	16630.83	16431.272	16419.427	16894.382	17008.973	15848.856	14807.096	14992.308	16095.807	16498.738	14224.189	12701.363
"Europe"	908	"80-84"	7878.464	7743.515	9601.142	10699.787	11891.643	13103.454	13366.501	13255.749	13336.864	13805.827	13996.563	13297.854	12639.891	12891.325	13882.256	14267.467	12411.131
"Europe"	908	"85-89"	4015.951	4753.84	4889.988	6211.981	6973.536	7951.857	8988.768	9411.894	9426.663	9583.157	10030.934	10282.486	10010.399	9735.952	10039.75	10882.665	11250.917
"Europe"	908	"90-94"	1526.448	1791.306	2190.16	2367.855	3107.985	3546.657	4179.025	4890.846	5296.153	5405.187	5596.381	5965.719	6230.953	6265.67	6274.897	6593.559	7253.762
"Europe"	908	"95-99"	313.265	429.435	529.919	673.313	764.5	1045.397	1226.282	1507.423	1846.849	2083.704	2199.273	2341.46	2568.081	2768.792	2901.496	3022.725	3283.43
"Europe"	908	"100+"	27.568	51.286	75.196	98.384	129.483	155.474	216.676	269.144	344.885	444.032	534.645	601.999	670.271	762.859	861.618	957.168	1059.821
"Eastern Europe"	923	"0-4"	7002.684	5712.485	4775.423	4565.844	4696.455	4785.893	4483.679	3920.883	3426.644	3168.195	3100.598	3061.801	2930.246	2694.618	2439.932	2247.519	2137.174
"Eastern Europe"	923	"5-9"	8719.775	6997.188	5709.789	4774.557	4565.676	4696.435	4786.079	4484.189	3921.926	3428.073	3169.718	3101.989	3063.024	2931.399	2695.754	2441.064	2248.595
"Eastern Europe"	923	"10-14"	8096.044	8711.993	6992.451	5707.105	4773.354	4565.079	4695.993	4785.685	4484.044	3922.214	3428.692	3170.447	3102.671	3063.657	2931.991	2696.383	2441.708
"Eastern Europe"	923	"15-19"	7078.564	8099.664	8718.227	7003.665	5721.982	4790.814	4583.61	4713.788	4802.47	4500.276	3938.184	3444.227	3185.199	3116.461	3076.385	2943.744	2707.207
"Eastern Europe"	923	"20-24"	7018.598	7058.298	8085.75	8703.79	7000.629	5727.118	4801.654	4595.623	4724.862	4812.756	4510.877	3949.682	3456.165	3196.97	3127.515	3086.599	2953.249
"Eastern Europe"	923	"25-29"	9209.09	6972.632	7024.381	8048.33	8665.841	6980.43	5719.544	4801.974	4597.453	4726.252	4813.923	4513.574	3954.571	3462.784	3204.154	3134.477	3093.15
"Eastern Europe"	923	"30-34"	11946.039	9091.856	6905.962	6962.562	7982.811	8600.054	6939.302	5695.527	4787.735	4586.501	4715.851	4804.384	4506.888	3951.956	3463.248	3206.118	3136.839
"Eastern Europe"	923	"35-39"	11688.942	11707.526	8938.78	6810.614	6874.51	7890.026	8506.64	6876.923	5652.312	4758.215	4562.22	4693.23	4783.42	4490.738	3941.601	3457.291	3202.529
"Eastern Europe"	923	"40-44"	10830.025	11395.185	11430.09	8754.115	6691.608	6763.782	7772.103	8387.636	6790.787	5590.259	4713.517	4524.45	4657.656	4750.902	4464.504	3922.769	3444.197
"Eastern Europe"	923	"45-49"	9887.309	10458.963	11019.927	11072.709	8509.762	6526.944	6608.017	7605.864	8215.802	6663.427	5495.615	4642.537	4462.783	4600.152	4697.847	4420.29	3888.981
"Eastern Europe"	923	"50-54"	8404.624	9383.668	9959.323	10513.103	10587.175	8170.619	6291.554	6383.64	7363.306	7966.197	6476.541	5354.886	4534.596	4369.179	4512.147	4616.225	4351.267
"Eastern Europe"	923	"55-59"	9136.018	7780.322	8718.837	9293.107	9833.036	9928.37	7701.686	5960.846	6066.251	7019.497	7611.9	6208.952	5150.352	4377.331	4230.823	4381.439	4494.085
"Eastern Europe"	923	"60-64"	8605.502	8117.295	6976.686	7855.037	8420.573	8931.79	9045.193	7065.919	5511.169	5632.203	6546.922	7122.691	5834.921	4864.23	4153.678	4032.921	4193.152
"Eastern Europe"	923	"65-69"	7324.028	7324.05	6926.746	6025.581	6824.944	7368.327	7834.95	7962.551	6287.256	4952.471	5088.384	5948.842	6496.747	5354.997	4490.48	3858.785	3768.617
"Eastern Europe"	923	"70-74"	4368.899	5856.757	5894.512	5588.893	4940.499	5637.749	6141.541	6548.814	6699.108	5360.175	4274.515	4419.984	5201.743	5710.844	4739.267	4004.62	3468.6
"Eastern Europe"	923	"75-79"	2501.579	3194.213	4290.259	4355.882	4142.908	3744.535	4315.978	4760.585	5108.325	5261.445	4281.387	3467.966	3611.926	4289.583	4733.257	3962.752	3380.977
"Eastern Europe"	923	"80-84"	2046.033	1570.191	2044.805	2756.377	2836.547	2709.466	2522.136	2949.97	3318.428	3585.266	3719.409	3090.965	2551.788	2683.155	3217.389	3571.734	3022.451
"Eastern Europe"	923	"85-89"	843.48	1009.641	802.922	1075.805	1461.924	1533.529	1474.932	1424.269	1703.515	1961.692	2138.157	2233.648	1904.565	1610.202	1708.277	2073.741	2316.565
"Eastern Europe"	923	"90-94"	315.822	312.471	375.983	311.55	433.768	596.854	642.163	624.742	627.899	771	913.118	1006.39	1059.1	932.281	807.961	866.519	1067.431
"Eastern Europe"	923	"95-99"	48.853	78.352	79.532	96.484	83.644	121.482	170.061	188.47	185.881	194.118	246.094	300.654	336.696	357.969	326.235	291.062	316.54
"Eastern Europe"	923	"100+"	4.198	7.904	12.959	14.152	17.113	16.077	22.704	32.352	37.837	38.946	41.723	52.952	66.905	77.808	85.158	82.851	77.314
"Belarus"	112	"0-4"	237.975	195.146	161.46	153.595	159.465	163.98	154.123	134.194	116.624	107.827	105.846	104.91	100.369	91.873	82.812	76.253	72.65
"Belarus"	112	"5-9"	301.653	237.809	195.054	161.423	153.58	159.455	163.976	154.13	134.217	116.659	107.866	105.886	104.947	100.406	91.91	82.85	76.289
"Belarus"	112	"10-14"	255.235	301.397	237.648	194.956	161.369	153.545	159.422	163.944	154.107	134.211	116.665	107.877	105.898	104.958	100.419	91.925	82.866
"Belarus"	112	"15-19"	226.974	255.256	301.388	237.799	195.209	161.695	153.894	159.751	164.255	154.412	134.519	116.968	108.167	106.17	105.21	100.652	92.141
"Belarus"	112	"20-24"	224.859	226.825	255.109	301.216	237.986	195.623	162.229	154.43	160.253	164.727	154.883	134.999	117.447	108.629	106.601	105.608	101.018
"Belarus"	112	"25-29"	323.016	223.831	225.973	254.27	300.318	237.652	195.563	162.336	154.57	160.364	164.824	155.007	135.181	117.678	108.871	106.827	105.814
"Belarus"	112	"30-34"	400.898	319.244	221.706	224.121	252.421	298.361	236.342	194.654	161.726	154.042	159.832	164.286	154.552	134.882	117.497	108.743	106.712
"Belarus"	112	"35-39"	369.147	393.023	313.606	218.342	221.107	249.383	294.863	233.795	192.734	160.273	152.759	158.546	163.02	153.484	134.065	116.872	108.222
"Belarus"	112	"40-44"	320.267	358.489	382.48	305.982	213.62	216.795	244.71	289.556	229.863	189.699	157.949	150.663	156.482	161.068	151.807	132.731	115.813
"Belarus"	112	"45-49"	298.294	306.845	344.347	368.46	295.656	207.05	210.458	237.915	281.932	224.172	185.35	154.553	147.626	153.58	158.315	149.412	130.798
"Belarus"	112	"50-54"	275.042	279.859	288.801	325.248	349.26	281.259	197.546	201.362	228.244	271.12	216.234	179.198	149.781	143.439	149.565	154.478	146.054
"Belarus"	112	"55-59"	323.063	250.251	255.603	264.905	299.619	323.112	261.401	184.49	188.914	215.002	256.608	205.409	170.876	143.391	137.805	144.121	149.256
"Belarus"	112	"60-64"	282.362	279.611	217.617	223.455	232.836	264.756	287.647	234.532	166.79	171.939	197.219	236.757	190.681	159.601	134.674	130.039	136.577
"Belarus"	112	"65-69"	202.664	229.914	228.949	179.343	185.358	194.402	223.465	245.548	202.418	145.38	151.596	175.371	212.397	172.573	145.599	123.7	120.179
"Belarus"	112	"70-74"	112.787	154.057	175.942	176.562	139.402	145.217	154.467	180.198	200.859	167.725	122.3	128.974	150.958	184.951	151.865	129.291	110.75
"Belarus"	112	"75-79"	64.757	76.509	105.464	121.728	123.482	98.559	104.585	113.427	134.85	152.902	130.288	96.456	103.347	122.868	152.704	126.951	109.312
"Belarus"	112	"80-84"	54.254	37.261	44.611	62.439	73.199	75.425	61.614	67.002	74.438	90.451	105.269	91.489	69.159	75.632	91.632	115.776	97.727
"Belarus"	112	"85-89"	23.164	24.88	17.418	21.319	30.516	36.589	38.742	32.58	36.465	41.595	52.176	62.216	55.49	43.018	48.165	59.582	76.751
"Belarus"	112	"90-94"	8.207	7.594	8.383	6.057	7.655	11.316	13.989	15.308	13.306	15.353	18.177	23.464	28.858	26.513	21.139	24.267	30.736
"Belarus"	112	"95-99"	0.878	1.786	1.714	1.974	1.488	1.963	2.993	3.827	4.332	3.887	4.663	5.691	7.594	9.634	9.118	7.466	8.791
"Belarus"	112	"100+"	0.054	0.126	0.269	0.292	0.35	0.298	0.374	0.571	0.765	0.907	0.878	1.038	1.293	1.745	2.282	2.33	2.039
"Bulgaria"	100	"0-4"	141.489	117.41	98.857	93.357	92.57	89.737	80.102	67.735	57.624	51.781	48.91	46.467	42.431	37.024	31.809	27.959	25.548
"Bulgaria"	100	"5-9"	172.193	140.608	116.579	98.063	92.581	91.805	88.981	79.392	67.074	57.007	51.206	48.372	45.966	41.967	36.599	31.421	27.608
"Bulgaria"	100	"10-14"	182.378	171.481	139.944	115.948	97.459	91.988	91.22	88.43	78.877	66.597	56.565	50.795	47.99	45.613	41.643	36.303	31.154
"Bulgaria"	100	"15-19"	160.437	179.403	168.546	137.083	113.142	94.695	89.244	88.618	85.971	76.569	64.439	54.552	48.922	46.254	44.012	40.178	34.973
"Bulgaria"	100	"20-24"	158.63	155.149	174.077	163.288	131.952	108.105	89.732	84.55	84.178	81.791	72.657	60.796	51.171	45.791	43.368	41.369	37.779
"Bulgaria"	100	"25-29"	187.185	153.351	149.918	168.798	158.092	126.915	103.189	85.135	80.219	80.099	77.966	69.097	57.502	48.133	42.997	40.811	39.047
"Bulgaria"	100	"30-34"	243.53	182.672	149.069	145.695	164.523	153.916	122.929	99.518	81.738	77.041	77.118	75.186	66.53	55.148	45.981	41.035	39.03
"Bulgaria"	100	"35-39"	251.086	239.29	178.956	145.652	142.354	161.122	150.65	120.024	96.901	79.365	74.84	75.065	73.286	64.797	53.581	44.568	39.76
"Bulgaria"	100	"40-44"	265.418	246.42	234.902	175.382	142.535	139.365	158.066	147.889	117.686	94.889	77.605	73.232	73.578	71.925	63.583	52.512	43.626
"Bulgaria"	100	"45-49"	268.885	258.614	240.294	229.283	171.12	139.042	136.106	154.783	144.995	115.392	93.029	76.064	71.858	72.32	70.79	62.603	51.686
"Bulgaria"	100	"50-54"	246.537	258.27	248.877	231.685	221.493	165.475	134.631	132.111	150.69	141.459	112.715	90.961	74.438	70.44	71.028	69.635	61.637
"Bulgaria"	100	"55-59"	223.906	231.537	243.371	235.304	219.743	210.76	157.909	128.865	126.886	145.294	136.816	109.275	88.38	72.474	68.739	69.474	68.247
"Bulgaria"	100	"60-64"	219.368	203.949	211.915	223.871	217.483	204.069	196.747	148.092	121.392	120.119	138.226	130.715	104.794	85.058	69.966	66.565	67.472
"Bulgaria"	100	"65-69"	199.463	192.112	179.715	187.977	199.864	195.418	184.659	179.244	135.748	111.989	111.522	129.13	122.811	98.985	80.722	66.676	63.682
"Bulgaria"	100	"70-74"	171.848	164.794	159.972	150.906	159.145	170.642	168.408	160.562	157.191	120.089	99.908	100.315	117.101	112.255	91.103	74.751	62.082
"Bulgaria"	100	"75-79"	110.328	128.765	124.746	122.44	116.752	124.522	135.236	135.107	130.34	129.209	99.905	84.091	85.416	100.906	97.752	80.079	66.255
"Bulgaria"	100	"80-84"	66.515	69.628	82.39	81.014	80.694	78.138	84.845	93.75	95.248	93.561	94.423	74.289	63.625	65.825	79.06	77.741	64.544
"Bulgaria"	100	"85-89"	33.581	31.519	33.582	40.52	40.627	41.311	40.997	45.578	51.553	53.734	54.165	56.1	45.31	39.922	42.38	52.124	52.375
"Bulgaria"	100	"90-94"	9.528	10.462	10.021	10.925	13.491	13.872	14.548	14.871	17.034	19.923	21.5	22.461	24.136	20.312	18.589	20.45	25.994
"Bulgaria"	100	"95-99"	1.518	1.71	1.913	1.874	2.09	2.651	2.82	3.054	3.229	3.845	4.688	5.29	5.792	6.572	5.822	5.597	6.45
"Bulgaria"	100	"100+"	0.087	0.146	0.171	0.194	0.195	0.22	0.284	0.315	0.351	0.385	0.472	0.6	0.717	0.838	1.008	0.98	0.994
"Czech Republic"	203	"0-4"	228.128	192.845	165.848	161.262	168.766	173.296	163.425	145.528	129.757	121.266	119.593	119.773	116.893	109.47	100.386	93.03	88.639
"Czech Republic"	203	"5-9"	277.534	229.331	194.081	167.107	162.529	170.037	174.571	164.641	146.686	130.853	122.301	120.563	120.678	117.733	110.245	101.097	93.677
"Czech Republic"	203	"10-14"	292.471	278.136	229.961	194.731	167.77	163.198	170.708	175.209	165.247	147.263	131.399	122.814	121.041	121.122	118.142	110.621	101.439
"Czech Republic"	203	"15-19"	247.543	294.051	279.764	231.658	196.473	169.543	164.985	172.406	176.818	166.773	148.707	132.76	124.086	122.224	122.213	119.142	111.532
"Czech Republic"	203	"20-24"	236.057	251.269	297.746	283.578	235.626	200.547	173.69	168.943	176.156	180.363	170.124	151.869	135.726	126.846	124.773	124.55	121.268
"Czech Republic"	203	"25-29"	316.017	240.819	256.078	302.525	288.473	240.69	205.724	178.669	173.678	180.628	184.573	174.087	155.589	139.197	130.059	127.72	127.23
"Czech Republic"	203	"30-34"	360.606	319.706	244.857	260.16	306.571	292.629	244.999	209.899	182.681	177.484	184.209	187.93	177.233	158.531	141.93	132.573	130.007
"Czech Republic"	203	"35-39"	386.318	362.572	321.989	247.526	262.87	309.242	295.414	247.777	212.621	185.314	179.979	186.543	190.107	179.27	160.434	143.692	134.186
"Czech Republic"	203	"40-44"	472.444	386.242	362.894	322.751	248.792	264.194	310.503	296.704	249.183	214.068	186.759	181.352	187.816	191.285	180.379	161.482	144.673
"Czech Republic"	203	"45-49"	440.797	468.727	383.949	361.247	321.762	248.606	264.084	310.199	296.562	249.331	214.392	187.19	181.784	188.202	191.633	180.732	161.858
"Czech Republic"	203	"50-54"	350.859	433.687	461.992	379.321	357.501	318.988	246.986	262.499	308.384	295.045	248.31	213.702	186.734	181.401	187.817	191.264	180.451
"Czech Republic"	203	"55-59"	327.457	340.569	422.165	451.07	371.444	350.958	313.838	243.52	259.131	304.679	291.82	245.89	211.849	185.299	180.128	186.593	190.129
"Czech Republic"	203	"60-64"	311.393	310.217	324.444	404.249	433.905	358.909	340.312	305.229	237.542	253.297	298.315	286.216	241.581	208.472	182.611	177.736	184.341
"Czech Republic"	203	"65-69"	314.417	285.15	286.573	302.241	379.296	409.856	340.924	324.75	292.511	228.508	244.391	288.568	277.558	234.851	203.122	178.313	173.915
"Czech Republic"	203	"70-74"	269.224	275.426	252.821	257.066	273.956	347.075	377.955	316.484	303.288	274.603	215.503	231.395	274.197	264.661	224.677	194.948	171.656
"Czech Republic"	203	"75-79"	170.451	219.292	228.058	212.777	219.614	237.318	304.056	334.289	282.427	272.731	248.582	196.303	211.955	252.496	244.937	208.972	182.137
"Czech Republic"	203	"80-84"	85.546	121.503	159.963	170.28	162.462	171.243	188.274	244.799	272.876	233.342	227.717	209.639	167.087	182.013	218.623	213.84	183.812
"Czech Republic"	203	"85-89"	47.676	49.496	72.41	98.293	107.896	106.029	114.554	128.676	170.735	193.763	168.348	166.856	155.84	125.977	139.072	169.305	167.634
"Czech Republic"	203	"90-94"	17.57	20.552	22.052	33.423	47.109	53.666	54.433	60.48	69.802	94.9	110.086	97.782	98.959	94.361	77.812	87.668	108.748
"Czech Republic"	203	"95-99"	4.115	5.137	6.193	6.877	10.848	15.929	18.807	19.704	22.61	26.881	37.557	44.828	40.93	42.593	41.736	35.407	40.98
"Czech Republic"	203	"100+"	0.264	0.75	1.027	1.285	1.495	2.33	3.539	4.439	4.92	5.747	6.967	9.753	12.264	12.271	12.995	13.334	12.195
"Hungary"	348	"0-4"	193.215	163.38	142.622	137.044	133.968	130.77	121.61	108.362	96.594	89.175	85.422	82.74	79.063	73.715	67.583	62.096	58.317
"Hungary"	348	"5-9"	238.537	193.464	163.655	142.914	137.343	134.27	131.075	121.902	108.644	96.865	89.432	85.661	82.961	79.266	73.902	67.755	62.27
"Hungary"	348	"10-14"	251.846	238.683	193.644	163.858	143.135	137.57	134.5	131.295	122.113	108.848	97.062	89.617	85.834	83.12	79.413	74.036	67.887
"Hungary"	348	"15-19"	247.932	253.082	239.953	194.983	165.245	144.556	139.006	135.871	132.597	123.35	110.024	98.172	90.658	86.801	84.013	80.232	74.788
"Hungary"	348	"20-24"	257.749	250.123	255.292	242.224	197.39	167.743	147.118	141.46	138.208	134.817	125.457	112.017	100.046	92.405	88.417	85.494	81.583
"Hungary"	348	"25-29"	310.872	259.596	252.036	257.229	244.252	199.591	170.06	149.384	143.63	140.275	136.778	127.316	113.772	101.692	93.933	89.822	86.768
"Hungary"	348	"30-34"	332.385	311.553	260.569	253.101	258.351	245.506	201.06	171.571	150.889	145.083	141.665	138.099	128.571	114.96	102.806	94.964	90.754
"Hungary"	348	"35-39"	348.365	331.523	310.978	260.439	253.15	258.521	245.878	201.66	172.288	151.666	145.859	142.424	138.83	129.277	115.641	103.451	95.548
"Hungary"	348	"40-44"	433.783	344.82	328.547	308.56	258.859	251.932	257.539	245.196	201.388	172.269	151.802	146.054	142.651	139.073	129.543	115.925	103.713
"Hungary"	348	"45-49"	371.372	423.527	337.598	322.395	303.515	255.307	249.016	255.016	243.199	200.121	171.458	151.28	145.669	142.359	138.858	129.407	115.807
"Hungary"	348	"50-54"	320.018	355.942	407.565	326.178	312.718	295.531	249.523	244.166	250.727	239.723	197.753	169.776	150.045	144.654	141.513	138.149	128.738
"Hungary"	348	"55-59"	257.699	300.323	335.927	386.567	311.076	299.761	284.655	241.479	237.257	244.534	234.599	194.105	167.057	147.94	142.87	139.966	136.623
"Hungary"	348	"60-64"	281.931	235.875	276.799	311.517	360.823	292.224	283.31	270.65	230.879	228.017	236.131	227.456	188.852	163.003	144.729	140.069	137.206
"Hungary"	348	"65-69"	274.315	249.252	210.326	248.626	282.059	329.217	268.675	262.483	252.56	216.957	215.686	224.61	217.38	181.2	156.974	139.808	135.271
"Hungary"	348	"70-74"	189.74	230.1	211.173	179.748	214.534	245.668	289.431	238.533	235.223	228.43	198.022	198.39	207.946	202.335	169.523	147.493	131.619
"Hungary"	348	"75-79"	137.626	146	179.169	166.133	143.126	172.844	200.323	239.068	199.544	199.309	196.076	171.879	173.823	183.607	179.974	151.737	133.035
"Hungary"	348	"80-84"	75.129	91.309	98.265	122.081	114.923	100.518	123.328	145.47	176.714	150.252	152.998	153.055	136.102	139.282	148.812	147.299	126.003
"Hungary"	348	"85-89"	40.063	39.437	48.67	53.061	67.057	64.239	57.284	71.888	86.85	108.259	94.671	98.828	101.022	91.48	95.301	103.405	104.831
"Hungary"	348	"90-94"	13.786	15.15	15.089	18.798	20.808	26.734	26.132	23.911	30.91	38.6	49.982	45.249	48.714	51.131	47.549	50.713	56.84
"Hungary"	348	"95-99"	3.32	3.489	3.853	3.852	4.838	5.4	7.018	6.972	6.513	8.738	11.431	15.467	14.579	16.263	17.705	17.018	18.888
"Hungary"	348	"100+"	0.32	0.559	0.621	0.685	0.693	0.842	0.947	1.203	1.23	1.192	1.58	2.138	2.982	3.064	3.495	3.965	4.108
"Poland"	616	"0-4"	759.536	583.784	480.252	455.179	457.014	454.221	413.538	346.714	292.228	263.912	255.477	250.442	236.828	213.077	187.031	167.691	157.065
"Poland"	616	"5-9"	1022.765	758.552	582.951	479.509	454.469	456.317	453.539	412.911	346.148	291.714	263.439	255.035	250.03	236.449	212.733	186.721	167.41
"Poland"	616	"10-14"	1031.269	1021.777	757.789	582.32	478.962	453.954	455.815	453.066	412.483	345.768	291.378	263.133	254.751	249.768	236.21	212.519	186.53
"Poland"	616	"15-19"	902.839	1028.466	1019.162	755.649	580.47	477.282	452.339	454.291	451.637	411.165	344.578	290.295	262.14	253.834	248.924	235.44	211.827
"Poland"	616	"20-24"	1010.172	896.817	1022.414	1013.515	750.933	576.306	473.419	448.752	450.911	448.465	408.244	341.925	287.884	259.929	251.8	247.062	233.756
"Poland"	616	"25-29"	1258.912	1002.061	889.608	1015.189	1006.735	745.174	571.147	468.794	444.454	446.868	444.684	404.772	338.787	285.041	257.335	249.43	244.913
"Poland"	616	"30-34"	1472.291	1249.463	994.408	882.905	1008.482	1000.448	739.894	566.643	464.799	440.757	443.411	441.463	401.843	336.168	282.693	255.214	247.516
"Poland"	616	"35-39"	1664.817	1459.744	1239.413	986.643	876.332	1001.88	994.319	735.128	562.753	461.46	437.715	440.58	438.853	399.513	334.134	280.915	253.647
"Poland"	616	"40-44"	1536.67	1645.029	1443.956	1227.197	977.628	868.92	994.342	987.495	730.117	558.893	458.31	434.889	437.981	436.473	397.432	332.392	279.469
"Poland"	616	"45-49"	1311.013	1508.455	1618.009	1422.732	1211.055	965.933	859.385	984.588	978.635	723.867	554.308	454.703	431.722	435.071	433.804	395.149	330.594
"Poland"	616	"50-54"	1105.526	1272.55	1468.802	1580.203	1393.199	1188.557	949.609	846.149	970.82	966.078	715.214	548.086	449.96	427.579	431.227	430.28	392.244
"Poland"	616	"55-59"	1131.859	1054.512	1219.701	1414.366	1528.199	1352.21	1156.941	926.594	827.324	951.007	947.997	702.775	539.299	443.29	421.707	425.767	425.367
"Poland"	616	"60-64"	1317.231	1053.953	988.762	1151.444	1343.735	1459.777	1297.419	1114.22	895.105	801.337	923.558	922.668	685.506	527.063	433.929	413.454	418.192
"Poland"	616	"65-69"	1142.939	1188.84	960.205	909.145	1068.028	1255.774	1372.835	1226.62	1057.98	853.094	766.475	886.139	888.155	661.715	509.963	420.785	401.906
"Poland"	616	"70-74"	780.687	987.966	1040.166	850.219	814.255	966.093	1145.612	1261.414	1133.646	982.74	796.291	718.432	834.321	839.53	627.543	485.145	401.563
"Poland"	616	"75-79"	394.845	628.638	808.173	864.441	717.485	696.406	836.098	1001.448	1111.734	1006.242	878.364	715.945	650.099	759.309	767.774	576.582	447.697
"Poland"	616	"80-84"	300.426	281.553	457.541	600.704	656.016	554.628	547.448	666.78	808.131	906.451	828.849	729.898	600.697	550.215	647.475	659.472	498.531
"Poland"	616	"85-89"	166.613	176.829	169.844	283.29	381.924	427.234	369.533	372.025	460.59	566.38	644.609	596.924	533.193	444.528	411.836	490.096	504.177
"Poland"	616	"90-94"	61.043	73.601	80.22	79.341	136.498	189.4	218.065	193.462	198.952	251.081	314.885	364.636	344.479	313.443	265.712	250.31	302.384
"Poland"	616	"95-99"	12.592	17.716	21.896	24.571	25.107	44.576	63.974	75.935	69.145	72.834	94.273	120.954	143.889	139.438	129.916	112.819	108.772
"Poland"	616	"100+"	1.13	2.226	3.287	4.228	4.944	5.276	8.994	13.5	16.912	16.615	17.666	22.575	29.699	36.823	38.3	37.475	34.326
"Republic of Moldova"	498	"0-4"	81.79	61.402	49.87	46.778	45.26	42.838	37.838	31.495	26.335	23.538	22.199	21.003	19.093	16.622	14.269	12.595	11.594
"Republic of Moldova"	498	"5-9"	114.491	81.262	60.926	49.426	46.346	44.835	42.421	37.449	31.135	26.001	23.226	21.908	20.731	18.842	16.392	14.06	12.405
"Republic of Moldova"	498	"10-14"	110.171	113.791	80.608	60.301	48.817	45.742	44.234	41.852	36.914	30.633	25.532	22.788	21.499	20.351	18.493	16.073	13.77
"Republic of Moldova"	498	"15-19"	102.724	108.937	112.563	79.437	59.163	47.695	44.625	43.174	40.85	35.973	29.753	24.711	22.024	20.791	19.698	17.895	15.53
"Republic of Moldova"	498	"20-24"	121.813	101.184	107.397	111.036	78.022	57.805	46.37	43.372	41.989	39.735	34.933	28.79	23.821	21.202	20.035	19.006	17.267
