"name"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Afghanistan"	4	58.5921	59.1612	59.6645	60.1332	60.5884	61.0023	61.407	61.8178	62.215	62.4671	62.9071	63.2713	63.5401	63.8164	64.1707	64.5548	64.8765
"Albania"	8	74.9716	75.432	76.0685	76.7265	77.4539	78.234	79.0227	79.762	80.5612	81.333	82.0102	82.5715	83.1762	83.6237	84.1258	84.571	84.8734
"Algeria"	12	72.0663	72.5617	73.1676	73.7694	74.4514	75.1646	75.8539	76.5424	77.3321	78.1456	78.9049	79.6548	80.2995	81.0576	81.8131	82.3734	83.0121
"Antigua and Barbuda"	28	72.9619	73.2446	73.7058	74.1596	74.7623	75.366	75.9923	76.6373	77.352	78.0722	78.8103	79.6431	80.3448	81.0873	81.6385	82.246	82.8115
"Argentina"	32	72.024	72.5213	73.0858	73.7266	74.5195	75.3019	76.061	76.8055	77.6425	78.4317	79.2901	79.9588	80.6129	81.2267	81.7184	82.2584	82.7574
"Armenia"	51	70.2938	70.4819	70.8103	71.1765	71.598	72.164	72.6615	73.2018	73.7924	74.3788	74.9386	75.5329	76.1818	76.7576	77.2872	78.0014	78.6834
"Aruba"	533	72.3272	72.3687	72.5677	72.8916	73.1699	73.5985	74.0208	74.3568	74.7795	75.3068	75.8098	76.2965	76.8956	77.4338	78.1644	78.7104	79.2457
"Australia"	36	80.0952	80.8102	81.4727	81.9995	82.4849	82.9308	83.3328	83.7359	84.2021	84.575	84.9993	85.347	85.7572	86.1594	86.6028	86.9787	87.3564
"Austria"	40	78.6873	79.4162	80.1802	80.8821	81.5274	82.0382	82.5155	82.8951	83.3259	83.7749	84.131	84.5758	85.0343	85.4608	85.8359	86.212	86.6206
"Azerbaijan"	31	66.7158	66.6261	66.5907	66.6756	66.8385	66.8951	67.065	67.2777	67.5253	67.7866	68.2405	68.6068	69.0758	69.5875	70.0635	70.5273	71.1141
"Bahamas"	44	71.6972	71.9866	72.4301	72.94	73.5265	74.1881	74.8207	75.4801	76.215	76.9003	77.6416	78.4496	79.2257	79.9556	80.5969	81.3473	81.9467
"Bahrain"	48	75.0564	75.1327	75.373	75.7939	76.1255	76.5175	76.9675	77.5011	77.9059	78.4741	79.0203	79.5706	80.2213	80.7946	81.3747	81.878	82.3592
"Bangladesh"	50	69.8961	70.345	70.6864	70.9125	71.2906	71.5596	71.8262	72.0422	72.3518	72.727	73.0387	73.4703	73.8239	74.2879	74.7909	75.1789	75.7382
"Barbados"	52	72.5323	72.7877	73.2639	73.6691	74.1645	74.7249	75.3004	75.9195	76.5429	77.322	77.9527	78.705	79.4182	80.0635	80.8277	81.5291	82.1839
"Belarus"	112	64.7229	64.7699	64.9746	65.2287	65.587	65.8805	66.2701	66.6908	67.0473	67.4401	67.8765	68.253	68.7124	69.096	69.582	69.9615	70.4757
"Belgium"	56	78.075	78.7452	79.4615	80.2494	80.9785	81.5664	82.1227	82.5724	83.0068	83.4045	83.8176	84.1956	84.5937	85.0131	85.3651	85.7853	86.087
"Belize"	84	66.4805	66.5127	66.5998	66.742	66.9547	67.1418	67.442	67.7205	68.0328	68.3475	68.8243	69.207	69.6468	69.9852	70.5435	71.0535	71.5954
"Benin"	204	57.3398	57.6113	58.0375	58.5427	59.0142	59.5181	59.9307	60.3496	60.8224	61.2217	61.7643	62.1457	62.5994	63.0431	63.4991	63.8725	64.2933
"Bhutan"	64	68.7686	69.3718	69.8644	70.3439	70.7387	71.0981	71.4818	71.7509	72.0618	72.4649	72.7687	73.2542	73.6681	73.9294	74.3766	74.8525	75.3562
"Bolivia (Plurinational State of)"	68	65.5855	66.289	66.9034	67.4311	67.8934	68.3703	68.6767	69.0893	69.4797	69.9219	70.3698	70.7589	71.2829	71.6869	72.0845	72.5719	73.1552
"Bosnia and Herzegovina"	70	73.4104	73.7231	74.2053	74.7277	75.2777	75.9215	76.5161	77.2346	77.9207	78.561	79.2619	79.8941	80.6581	81.3823	82.0187	82.6844	83.2089
"Brazil"	76	70.4862	71.177	71.9955	72.7965	73.6216	74.4149	75.3694	76.2516	77.1777	78.0781	78.9438	79.7776	80.5233	81.1855	81.7672	82.3609	82.8188
"Brunei Darussalam"	96	76.6309	77.1401	77.8	78.536	79.2812	80.0175	80.825	81.6838	82.4487	83.1643	83.7419	84.2868	84.8076	85.2696	85.6492	86.0813	86.4635
"Bulgaria"	100	69.9767	69.9549	70.036	70.1916	70.4379	70.6608	71.0165	71.3938	71.7045	72.1731	72.4498	72.8373	73.2824	73.7282	74.2208	74.628	75.0416
"Burkina Faso"	854	56.6278	57.1478	57.6426	58.2464	58.7448	59.1206	59.5115	60.0895	60.4557	60.8995	61.273	61.5721	61.9817	62.4856	62.8483	63.1163	63.5526
"Cabo Verde"	132	70.7767	71.1317	71.5823	72.0089	72.4767	72.8485	73.3737	73.9719	74.62	75.144	75.8277	76.4822	77.059	77.7151	78.4451	79.1678	79.9447
"Cambodia"	116	66.0778	66.9504	67.5929	68.1006	68.5895	68.981	69.3785	69.8356	70.1179	70.487	70.8372	71.2451	71.7547	72.2428	72.6978	73.1687	73.6969
"Canada"	124	79.7945	80.4271	81.0813	81.7392	82.2942	82.7489	83.1424	83.5482	83.9345	84.2791	84.6699	85.0403	85.4075	85.6767	86.0439	86.4263	86.7827
"Chad"	148	49.7198	50.2282	50.8482	51.4036	52.1031	52.6758	53.4257	54.0624	54.5889	55.1559	55.5964	56.3881	56.8152	57.5327	57.9524	58.5183	59.0767
"Channel Islands"	830	78.3405	78.7483	79.2665	79.9089	80.4811	81.1259	81.8231	82.4437	83.0026	83.4807	83.9279	84.3297	84.7365	85.1234	85.5158	85.8431	86.281
"Chile"	152	78.8256	79.8414	80.5652	81.1748	81.7477	82.2411	82.7644	83.1722	83.6455	84.0698	84.4937	84.8986	85.3259	85.7523	86.1011	86.4158	86.8748
"China"	156	73.7941	74.2686	74.921	75.5585	76.3247	77.0895	77.8817	78.7358	79.5848	80.5226	81.409	82.2606	83.0216	83.835	84.5071	85.0791	85.6173
"China, Hong Kong SAR"	344	80.7659	81.097	81.4925	81.8754	82.2885	82.69	83.1111	83.5117	83.885	84.2567	84.6419	85.0653	85.4427	85.8333	86.2211	86.5659	86.9092
"China, Macao SAR"	446	78.2795	79.0243	79.8758	80.7145	81.5074	82.209	82.7836	83.2912	83.7526	84.2089	84.6588	85.0658	85.4349	85.9062	86.234	86.6198	86.9633
"Colombia"	170	70.0284	70.5223	71.0875	71.7082	72.3737	73.1355	73.865	74.7323	75.4803	76.1621	76.9309	77.7111	78.5402	79.3197	79.9658	80.6872	81.3793
"Comoros"	174	61.0182	61.4838	62.0443	62.5563	63.0559	63.5458	64.0603	64.6139	65.0059	65.4681	65.8512	66.2441	66.7133	67.2343	67.7126	68.1678	68.6898
"Costa Rica"	188	76.7278	77.3295	77.9938	78.6673	79.3617	79.9745	80.7278	81.4526	82.069	82.5631	83.0369	83.4731	83.8834	84.3319	84.6335	84.9769	85.3069
"Croatia"	191	73.5526	74.036	74.6405	75.2936	76.0584	76.7752	77.5091	78.3115	79.0503	79.7995	80.4415	81.0878	81.6566	82.145	82.5844	83.0167	83.4523
"Cuba"	192	77.0667	77.587	78.1625	78.8137	79.5177	80.2838	80.9175	81.6471	82.3314	82.8541	83.3722	83.8716	84.3274	84.6972	85.0466	85.4465	85.725
"Curacao"	531	74.4322	74.9414	75.5029	76.1719	76.8743	77.5732	78.32	79.0741	79.9001	80.5147	81.1636	81.7471	82.272	82.7363	83.1457	83.5951	83.9766
"Cyprus"	196	77.654	78.1659	78.7225	79.4321	80.174	80.8765	81.5839	82.1534	82.6771	83.1415	83.637	84.0863	84.5248	84.8931	85.241	85.6114	85.9073
"Czech Republic"	203	75.2325	75.6416	76.1865	76.7263	77.37	78.0348	78.6847	79.4002	80.0626	80.7267	81.3576	81.9131	82.3709	82.8627	83.2305	83.6441	84.0848
"Dem. People's Republic of Korea"	408	66.1868	66.7255	67.2964	67.9409	68.5509	69.1883	69.7942	70.5341	71.305	71.9702	72.7109	73.4889	74.2677	75.1897	75.96	76.8182	77.5749
"Democratic Republic of the Congo"	180	56.786	57.5301	58.3203	59.0832	59.6788	60.231	60.7238	61.2309	61.5642	62.0004	62.3	62.7013	63.0455	63.3134	63.6062	63.8141	64.2242
"Denmark"	208	77.8193	78.2034	78.7018	79.3082	79.9921	80.666	81.2749	81.9428	82.5173	82.9415	83.4231	83.9178	84.2846	84.6971	85.0928	85.4664	85.7871
"Djibouti"	262	59.6094	59.9502	60.3235	60.7341	61.1079	61.5489	61.9541	62.3489	62.7479	63.2452	63.6624	64.1757	64.5735	65.0544	65.5082	65.9919	66.4767
"Dominican Republic"	214	69.8131	70.1361	70.5087	71.0188	71.5105	72.065	72.5832	73.1996	73.8699	74.5208	75.1374	75.7842	76.4534	77.2417	77.849	78.5516	79.3253
"Ecuador"	218	72.8507	73.4654	74.1449	74.7975	75.5488	76.2987	77.1145	77.7861	78.4942	79.3294	80.069	80.9025	81.5851	82.2355	82.8757	83.3214	83.8627
"Egypt"	818	68.2869	68.5031	68.836	69.1583	69.5098	69.7893	70.3297	70.7217	71.0721	71.6328	72.0651	72.5761	73.0465	73.7268	74.2279	74.8989	75.6138
"El Salvador"	222	67.9148	68.5495	69.2799	70.0876	70.7788	71.5947	72.3614	73.1874	74.0773	74.8398	75.6825	76.5193	77.2888	78.1167	78.8457	79.5953	80.359
"Eritrea"	232	61.2483	62.1028	62.7986	63.4199	63.9999	64.4945	64.9744	65.3554	65.6993	65.9761	66.3806	66.581	67.0715	67.2581	67.6214	67.8954	68.2265
"Estonia"	233	71.4721	71.9096	72.5058	73.0904	73.7598	74.479	75.1993	75.9806	76.7205	77.4354	78.2398	78.8961	79.4416	79.9501	80.4637	80.8884	81.2858
"Fiji"	242	66.3809	66.4959	66.689	67.0154	67.2288	67.5759	67.9023	68.3012	68.7018	69.1784	69.7785	70.2751	70.8032	71.5078	72.1511	72.7555	73.3944
"Finland"	246	77.7817	78.5171	79.2649	80.0382	80.6598	81.2225	81.687	82.1271	82.5538	82.983	83.4039	83.7382	84.1451	84.5807	84.9193	85.2429	85.5487
"France"	250	79.1252	79.7534	80.2353	80.7168	81.1262	81.5431	81.9751	82.3757	82.7855	83.1635	83.5468	83.939	84.3264	84.6953	85.1052	85.4568	85.856
"French Guiana"	254	76.2277	77.2487	78.2565	79.2968	80.1718	80.8363	81.3568	81.9032	82.3803	82.9137	83.3763	83.8406	84.3285	84.8023	85.1898	85.6395	86.0522
"French Polynesia"	258	73.9518	74.4827	75.2185	75.9455	76.7693	77.5817	78.4301	79.3262	80.1345	81.0298	81.8944	82.6408	83.2996	83.8987	84.4204	84.8796	85.3974
"Gambia"	270	58.1539	58.4854	58.8031	59.1734	59.5559	59.8856	60.2648	60.6237	60.9083	61.2927	61.5423	61.9829	62.1953	62.5297	62.9465	63.1299	63.4508
"Georgia"	268	70.5249	70.7451	71.1315	71.5726	72.1148	72.6075	73.2581	73.9302	74.5247	75.2272	75.9552	76.6787	77.4372	78.1668	78.9036	79.5982	80.2123
"Germany"	276	78.2824	78.9201	79.6482	80.3667	81.038	81.6704	82.2398	82.7312	83.174	83.6273	84.0627	84.4481	84.8698	85.2908	85.63	86.0646	86.4506
"Ghana"	288	59.5081	59.6473	59.9087	60.2076	60.5474	60.8294	61.1846	61.5696	61.9355	62.2579	62.7411	63.0458	63.3748	63.8136	64.1632	64.4669	64.8275
