"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Libya"	434	75.2	75.95	76.69	77.38	78	78.68	79.28	79.89	80.53	81.08	81.65	82.17	82.74	83.26	83.79	84.3	84.75
"Morocco"	504	75.97	77.18	78.19	79.12	79.98	80.72	81.47	82.11	82.74	83.37	83.93	84.51	85.03	85.58	86.13	86.62	87.09
"Sudan"	729	65.84	67.05	68.19	69.26	70.33	71.24	72.13	73.03	73.79	74.65	75.39	76.06	76.74	77.43	78.12	78.75	79.42
"Tunisia"	788	77.85	78.57	79.24	79.88	80.44	80.99	81.52	82.01	82.54	83.03	83.52	83.98	84.43	84.9	85.32	85.76	86.19
"Western Sahara"	732	71.59	73.15	74.51	75.67	76.74	77.72	78.64	79.52	80.32	81.05	81.76	82.42	83.13	83.8	84.4	85.02	85.65
"Southern Africa"	913	59.24309729	60.43937511	62.31792313	64.32947114	66.30006333	68.26539638	70.16295503	71.56096381	72.63768978	73.74741265	74.83624552	75.83828069	76.73684298	77.60616927	78.44065554	79.2316882	79.97742678
"Botswana"	72	66.87	68.39	69.59	70.57	71.45	72.36	73.25	74.13	75.02	75.87	76.69	77.39	78.04	78.66	79.28	79.88	80.46
"Lesotho"	426	50.23	52.32	54.83	57.61	60.5	63.44	66.31	68.03	69.02	70.12	71.32	72.56	73.82	75.06	76.19	77.19	78.13
"Namibia"	516	67.55	68.5	69.59	70.62	71.66	72.72	73.8	74.87	75.91	76.89	77.77	78.47	79.13	79.75	80.34	80.92	81.47
"South Africa"	710	59.28	60.39	62.24	64.24	66.21	68.18	70.1	71.51	72.58	73.7	74.81	75.83	76.73	77.6	78.44	79.23	79.98
"Swaziland"	748	47.66	49.38	52.08	55.12	57.99	60.84	63.3	65.33	67.02	68.51	69.83	71.13	72.37	73.6	74.85	76.11	77.35
"Western Africa"	914	57.3318955	59.03344851	60.68415391	62.27164173	63.82980764	65.29285613	66.67206229	68.00841785	69.29210181	70.45393597	71.58441477	72.60502212	73.62194608	74.60586476	75.51128611	76.34728895	77.21135548
"Benin"	204	61.79	62.85	63.89	64.82	65.72	66.59	67.4	68.22	69.01	69.77	70.58	71.31	72.13	72.8	73.58	74.28	75.04
"Burkina Faso"	854	61.13	62.85	64.47	65.85	67.19	68.37	69.4	70.41	71.4	72.21	73.07	73.89	74.65	75.41	76.06	76.86	77.53
"Cabo Verde"	132	75.91	77.06	78.08	79.01	79.89	80.73	81.44	82.16	82.89	83.57	84.18	84.79	85.42	86.04	86.59	87.2	87.77
"Cote d'Ivoire"	384	53.76	55.81	57.91	60.04	62.18	64.29	66.35	68.32	70.16	71.85	73.37	74.74	75.96	77.05	78.03	78.92	79.74
"Gambia"	270	62.51	63.68	64.72	65.67	66.55	67.35	68.12	68.87	69.57	70.25	70.88	71.53	72.11	72.78	73.4	73.95	74.6
"Ghana"	288	63.03	64.04	65	65.87	66.77	67.62	68.41	69.2	69.97	70.77	71.51	72.2	72.94	73.68	74.37	75.17	75.89
"Guinea"	324	60.68	62.82	64.88	66.84	68.66	70.32	71.88	73.23	74.44	75.57	76.53	77.43	78.28	79.11	79.9	80.56	81.32
"Guinea-Bissau"	624	58.01	59.45	60.74	62.14	63.4	64.55	65.73	66.74	67.77	68.71	69.72	70.57	71.35	72.16	72.95	73.68	74.43
"Liberia"	430	63.08	64.86	66.42	67.84	69.13	70.23	71.18	72.07	72.87	73.67	74.34	75.11	75.81	76.41	77.03	77.55	78.15
"Mali"	466	59.59	62.14	64.5	66.62	68.49	70.25	71.79	73.11	74.29	75.31	76.3	77.18	78	78.79	79.62	80.33	81.09
"Mauritania"	478	65.15	65.97	66.75	67.41	68.13	68.83	69.49	70.12	70.75	71.32	71.94	72.55	73.11	73.67	74.22	74.83	75.36
"Niger"	562	63.75	65.76	67.54	69	70.33	71.5	72.42	73.29	74.1	74.8	75.46	76.08	76.68	77.33	77.92	78.52	78.99
"Nigeria"	566	54.12	55.69	57.24	58.79	60.35	61.84	63.29	64.74	66.18	67.48	68.78	69.94	71.14	72.3	73.34	74.26	75.28
"Senegal"	686	69.62	71.43	73.07	74.45	75.7	76.88	77.93	78.9	79.74	80.62	81.39	82.13	82.82	83.51	84.19	84.86	85.49
"Sierra Leone"	694	52.68	54.65	56.53	58.36	60.05	61.7	63.12	64.43	65.56	66.62	67.62	68.49	69.22	69.95	70.63	71.34	71.9
"Togo"	768	61.89	63.85	65.7	67.43	69.01	70.43	71.71	72.84	73.86	74.78	75.62	76.38	77.08	77.74	78.35	78.93	79.47
"Asia"	935	74.82179023	75.93309162	76.94909178	77.86684841	78.70229213	79.45035807	80.1610991	80.81966267	81.43334159	82.01783722	82.59517014	83.14586735	83.70175601	84.2345894	84.78913992	85.36004698	85.90897291
"Eastern Asia"	906	79.56663994	80.46684605	81.31674565	82.04595281	82.78531131	83.48919196	84.23482331	84.95546877	85.63370735	86.3525068	87.0583152	87.72414718	88.41082884	89.08638474	89.77766971	90.43397414	91.11694753
"China"	156	78.08	79.07	80.03	80.88	81.75	82.55	83.37	84.14	84.84	85.59	86.33	87.02	87.74	88.43	89.12	89.8	90.51
"China, Hong Kong SAR"	344	87.35	88.1	88.8	89.48	90.12	90.74	91.35	91.91	92.5	93.05	93.6	94.16	94.66	95.21	95.74	96.26	96.78
"China, Macao SAR"	446	83.37	84.19	84.97	85.71	86.42	87.1	87.78	88.42	89.06	89.69	90.28	90.87	91.45	92.05	92.63	93.19	93.77
"Dem. People's Rep. of Korea"	408	74.54	75.66	76.72	77.66	78.5	79.3	80.09	80.85	81.56	82.21	82.88	83.49	84.1	84.7	85.33	85.9	86.45
"Japan"	392	87.28	88.03	88.73	89.41	90.06	90.7	91.3	91.91	92.5	93.09	93.65	94.25	94.82	95.36	95.92	96.44	96.99
"Mongolia"	496	74.91	76.35	77.62	78.73	79.67	80.57	81.36	82.17	82.84	83.53	84.19	84.77	85.34	85.91	86.49	86.99	87.55
"Republic of Korea"	410	85.74	86.72	87.65	88.5	89.29	90.04	90.73	91.42	92.05	92.68	93.31	93.9	94.48	95.04	95.63	96.14	96.68
"Other non-specified areas"	158	83.03	83.77	84.47	85.15	85.8	86.41	87.04	87.63	88.24	88.83	89.46	90	90.59	91.19	91.77	92.3	92.81
"South-Central Asia"	921	70.868337	72.24634691	73.44289981	74.54291451	75.56372052	76.4872555	77.36470544	78.18578968	78.96346258	79.67448805	80.37320338	81.03980246	81.70553297	82.32127084	82.95889057	83.59318409	84.14643786
"Central Asia"	5500	72.95425858	73.64341792	74.29006531	74.91427489	75.51506905	76.10840111	76.70961838	77.26948453	77.81415486	78.36294164	78.89526054	79.44972196	79.98874927	80.49091357	81.03983382	81.57505401	82.09141498
"Kazakhstan"	398	74.53	75.17	75.76	76.35	76.92	77.5	78.04	78.6	79.12	79.67	80.19	80.72	81.24	81.7	82.2	82.73	83.23
"Kyrgyzstan"	417	74.93	75.57	76.16	76.76	77.31	77.84	78.41	78.91	79.44	79.92	80.42	80.92	81.41	81.89	82.35	82.85	83.33
"Tajikistan"	762	73.71	74.48	75.21	75.86	76.54	77.16	77.77	78.3	78.85	79.42	79.97	80.51	81.02	81.58	82.12	82.64	83.14
"Turkmenistan"	795	70.39	71.09	71.75	72.44	73.05	73.68	74.29	74.87	75.45	76.04	76.58	77.11	77.7	78.21	78.78	79.34	79.85
"Uzbekistan"	860	72.26	72.91	73.52	74.07	74.62	75.18	75.78	76.33	76.86	77.39	77.9	78.43	78.92	79.36	79.92	80.42	80.93
"Southern Asia"	5501	70.79017912	72.19324643	73.40854257	74.52578408	75.56451514	76.50270516	77.39131491	78.2218011	79.00745269	79.7246452	80.4304223	81.10113561	81.77037585	82.38903934	83.03008958	83.66990115	84.22640605
"Afghanistan"	4	62.83	64.38	65.74	66.94	67.98	68.96	69.89	70.67	71.51	72.31	73.03	73.73	74.35	75.03	75.68	76.31	76.91
"Bangladesh"	50	74.26	75.83	77	77.92	78.67	79.36	79.97	80.57	81.15	81.66	82.16	82.66	83.15	83.67	84.09	84.53	85.01
"Bhutan"	64	71.04	72.66	74.03	75.24	76.23	77.16	78	78.8	79.51	80.26	80.9	81.55	82.16	82.75	83.36	83.92	84.47
"India"	356	70.64	72.15	73.47	74.69	75.82	76.82	77.76	78.64	79.47	80.24	81	81.72	82.45	83.08	83.78	84.46	85.03
"Iran (Islamic Republic of)"	364	77.06	77.8	78.44	79.08	79.65	80.2	80.71	81.21	81.71	82.19	82.66	83.12	83.57	84.03	84.48	84.95	85.33
"Maldives"	462	78.6	79.54	80.36	81.09	81.73	82.36	82.95	83.55	84.09	84.56	85.07	85.59	86.09	86.54	87.02	87.51	87.99
"Nepal"	524	72.34	73.97	75.35	76.49	77.53	78.49	79.32	80.12	80.85	81.55	82.22	82.82	83.44	84.1	84.63	85.19	85.75
"Pakistan"	586	67.81	68.76	69.64	70.53	71.34	72.19	72.99	73.79	74.61	75.38	76.17	76.92	77.62	78.39	79.07	79.86	80.57
"Sri Lanka"	144	78.82	79.56	80.32	81.03	81.72	82.35	83	83.59	84.19	84.79	85.34	85.91	86.46	87.02	87.59	88.13	88.67
"South-Eastern Asia"	920	74.15300921	75.02170908	75.85670914	76.65613589	77.38800491	78.09648349	78.73283156	79.34819465	79.95540372	80.52114322	81.07556798	81.6070641	82.11659661	82.62464337	83.09835119	83.62903251	84.18126836
"Brunei Darussalam"	96	81.32	82.16	82.95	83.74	84.5	85.18	85.88	86.56	87.21	87.84	88.51	89.1	89.74	90.34	90.93	91.51	92.11
"Cambodia"	116	71.93	74.1	75.95	77.43	78.64	79.71	80.63	81.5	82.22	82.92	83.55	84.2	84.77	85.31	85.84	86.37	86.85
"Indonesia"	360	71.71	72.6	73.46	74.3	75.03	75.81	76.51	77.22	77.9	78.52	79.13	79.71	80.32	80.93	81.49	82.07	82.68
"Lao People's Dem. Republic"	418	69.06	71.13	73.01	74.68	76.13	77.35	78.4	79.36	80.17	80.98	81.68	82.37	82.98	83.62	84.15	84.72	85.24
"Malaysia"	458	77.69	78.47	79.25	79.95	80.65	81.32	81.98	82.59	83.16	83.77	84.36	84.98	85.55	86.08	86.61	87.14	87.68
"Myanmar"	104	68.58	69.45	70.25	71	71.74	72.48	73.15	73.8	74.45	75.09	75.72	76.38	76.99	77.57	78.17	78.74	79.33
"Philippines"	608	72.35	73.08	73.85	74.56	75.27	75.9	76.56	77.18	77.82	78.44	79.03	79.65	80.19	80.79	81.33	81.93	82.47
"Singapore"	702	86.65	87.51	88.32	89.1	89.86	90.55	91.21	91.84	92.46	93.11	93.68	94.26	94.83	95.4	95.98	96.49	97.04
"Thailand"	764	78.46	79.26	80.04	80.76	81.45	82.11	82.75	83.32	83.94	84.49	85.11	85.64	86.21	86.76	87.3	87.8	88.34
"Timor-Leste"	626	71.11	72.5	73.65	74.69	75.67	76.52	77.29	78.07	78.78	79.47	80.13	80.71	81.27	81.87	82.46	83.01	83.53
"Viet Nam"	704	80.82	81.33	81.88	82.4	82.93	83.47	83.98	84.51	85.06	85.55	86.07	86.6	87.13	87.69	88.16	88.72	89.24
"Western Asia"	922	76.56649867	77.42776898	78.20024838	78.91051863	79.54854656	80.15198598	80.69243395	81.21112106	81.70513872	82.17097759	82.63649941	83.08644458	83.53862742	84.00124234	84.44380515	84.86318711	85.30535002
"Armenia"	51	78.97	79.57	80.13	80.71	81.29	81.83	82.39	82.9	83.46	84	84.46	84.94	85.45	85.98	86.45	87	87.49
"Azerbaijan"	31	74.4	75.03	75.61	76.19	76.72	77.3	77.86	78.45	78.98	79.49	80.04	80.56	81.06	81.62	82.12	82.64	83.16
"Bahrain"	48	78.13	78.8	79.45	80.1	80.7	81.29	81.86	82.39	82.94	83.49	84.01	84.54	85.06	85.59	86.1	86.62	87.14
"Cyprus"	196	82.87	83.53	84.18	84.79	85.39	85.99	86.55	87.13	87.7	88.3	88.87	89.43	89.97	90.5	91.08	91.62	92.17
"Georgia"	268	78.81	79.46	80.12	80.76	81.33	81.92	82.5	83.1	83.69	84.23	84.78	85.34	85.89	86.44	87.01	87.53	88.07
"Iraq"	368	72.34	73.15	73.91	74.62	75.29	75.98	76.59	77.22	77.8	78.36	78.91	79.44	79.98	80.52	81.03	81.51	82.03
"Israel"	376	84.57	85.32	86.03	86.74	87.4	88.09	88.73	89.35	90	90.63	91.26	91.82	92.43	93.05	93.68	94.26	94.88
"Jordan"	400	76.33	77.13	77.85	78.55	79.25	79.86	80.46	81.08	81.66	82.25	82.81	83.41	83.93	84.5	85.03	85.61	86.1
"Kuwait"	414	76.23	76.88	77.52	78.09	78.68	79.23	79.8	80.35	80.9	81.44	81.93	82.47	83	83.52	83.95	84.48	84.98
"Lebanon"	422	82.11	83.27	84.33	85.29	86.12	86.9	87.63	88.26	88.92	89.49	90.08	90.66	91.16	91.63	92.11	92.59	93.07
"Oman"	512	79.92	80.89	81.77	82.53	83.26	83.98	84.63	85.26	85.88	86.45	87.02	87.62	88.15	88.71	89.27	89.75	90.29
"Qatar"	634	80.4	81.09	81.76	82.44	83.05	83.65	84.22	84.78	85.35	85.89	86.43	86.95	87.47	88.03	88.55	89.04	89.57
"Saudi Arabia"	682	76.3	77.07	77.77	78.4	79.04	79.62	80.23	80.79	81.3	81.86	82.37	82.88	83.38	83.88	84.38	84.86	85.35
"State of Palestine"	275	75.59	76.46	77.24	77.99	78.73	79.42	80.07	80.67	81.28	81.88	82.45	83.02	83.57	84.14	84.67	85.15	85.66
"Syrian Arab Republic"	760	77.19	78.04	78.83	79.6	80.29	80.95	81.58	82.18	82.81	83.38	83.92	84.45	85	85.52	86.06	86.55	87.06
"Turkey"	792	79.32	80.38	81.3	82.15	82.92	83.66	84.32	84.95	85.57	86.13	86.71	87.25	87.79	88.34	88.84	89.35	89.87
"United Arab Emirates"	784	79.08	79.86	80.63	81.39	82.09	82.75	83.4	84.04	84.62	85.22	85.79	86.37	86.93	87.48	88.1	88.64	89.18
"Yemen"	887	65.93	66.91	67.86	68.71	69.54	70.33	71.12	71.89	72.62	73.32	74.04	74.73	75.42	76.14	76.86	77.53	78.22
"Europe"	908	81.22175885	81.90766656	82.56972906	83.20184975	83.80167744	84.39658833	84.99142536	85.58413625	86.13460746	86.67819741	87.23920244	87.81010617	88.41277612	89.02169227	89.58823475	90.1153334	90.62595411
"Eastern Europe"	923	77.35145424	77.90048366	78.41774557	78.9176635	79.40316642	79.8724277	80.335878	80.80962935	81.27900152	81.76726742	82.23124509	82.65391528	83.09636593	83.53525539	83.96313895	84.39445034	84.82186285
"Belarus"	112	77.44	77.85	78.3	78.76	79.18	79.6	80.01	80.43	80.82	81.25	81.68	82.1	82.51	82.94	83.34	83.78	84.17
"Bulgaria"	100	78.02	78.52	78.98	79.43	79.87	80.35	80.83	81.25	81.7	82.18	82.64	83.07	83.53	83.94	84.44	84.87	85.34
"Czech Republic"	203	81.9	82.52	83.13	83.75	84.31	84.85	85.39	85.95	86.52	87.07	87.64	88.13	88.68	89.23	89.77	90.31	90.8
"Hungary"	348	79.1	79.68	80.22	80.73	81.29	81.81	82.32	82.84	83.37	83.87	84.42	84.91	85.39	85.87	86.31	86.84	87.35
"Poland"	616	81.8	82.41	83.02	83.59	84.19	84.77	85.31	85.86	86.41	86.94	87.46	87.99	88.49	89.01	89.54	90.05	90.56
"Republic of Moldova"	498	75.89	76.36	76.78	77.29	77.72	78.19	78.64	79.05	79.51	79.95	80.36	80.78	81.24	81.67	82.15	82.62	83.02
"Romania"	642	78.67	79.25	79.85	80.41	81	81.55	82.12	82.68	83.21	83.76	84.31	84.82	85.34	85.8	86.34	86.86	87.38
"Russian Federation"	643	76.08	76.62	77.11	77.59	78.06	78.54	79	79.47	79.9	80.39	80.86	81.25	81.69	82.11	82.55	82.99	83.46
"Slovakia"	703	80.26	80.77	81.28	81.83	82.32	82.82	83.35	83.86	84.33	84.82	85.32	85.81	86.3	86.81	87.28	87.77	88.28
"Ukraine"	804	76.08	76.52	76.89	77.29	77.7	78.06	78.45	78.8	79.21	79.6	79.94	80.36	80.73	81.14	81.47	81.91	82.29
"Northern Europe"	924	83.00234465	83.65570125	84.28957575	84.92467041	85.5247404	86.11463492	86.6840296	87.27114692	87.84543751	88.40317419	88.96859085	89.51768569	90.06868047	90.61818771	91.17412994	91.71466636	92.24647993
"Channel Islands"	830	82.99	83.6	84.2	84.81	85.38	85.96	86.52	87.08	87.67	88.24	88.8	89.35	89.94	90.51	91.06	91.63	92.18
"Denmark"	208	82.57	83.23	83.83	84.4	85.01	85.59	86.18	86.75	87.34	87.89	88.45	88.99	89.53	90.09	90.61	91.16	91.68
"Estonia"	233	81.58	82.11	82.68	83.19	83.71	84.22	84.75	85.25	85.76	86.27	86.81	87.31	87.85	88.37	88.88	89.41	89.96
"Finland"	246	84.13	84.83	85.51	86.16	86.77	87.43	88.04	88.66	89.24	89.81	90.4	90.97	91.52	92.08	92.59	93.15	93.67
"Iceland"	352	84.5	85.13	85.76	86.36	86.99	87.58	88.15	88.76	89.35	89.91	90.49	91.05	91.59	92.19	92.74	93.31	93.84
"Ireland"	372	83.51	84.26	84.94	85.61	86.23	86.85	87.45	88.05	88.6	89.18	89.74	90.25	90.77	91.33	91.85	92.35	92.89
"Latvia"	428	79.13	79.6	80.04	80.5	80.95	81.38	81.85	82.32	82.79	83.22	83.67	84.11	84.55	84.98	85.41	85.89	86.34
"Lithuania"	440	79.25	79.71	80.17	80.61	81.09	81.51	81.97	82.41	82.86	83.32	83.75	84.19	84.63	85.05	85.49	85.9	86.32
"Norway"	578	84.01	84.61	85.23	85.83	86.39	86.99	87.54	88.07	88.65	89.2	89.76	90.32	90.85	91.41	91.96	92.47	93
"Sweden"	752	84.37	85.02	85.65	86.26	86.87	87.48	88.05	88.64	89.21	89.75	90.29	90.82	91.38	91.95	92.5	93.03	93.55
"United Kingdom"	826	83.06	83.69	84.31	84.95	85.55	86.13	86.68	87.25	87.81	88.36	88.92	89.46	90	90.54	91.1	91.64	92.16
"Southern Europe"	925	84.64638967	85.40687095	86.14873006	86.86251919	87.55197956	88.21459906	88.87449316	89.50671538	90.10369862	90.66211177	91.22969062	91.79591115	92.40490088	93.01701837	93.63253864	94.23332728	94.84014044
"Albania"	8	80.96	81.69	82.41	83.07	83.71	84.34	84.97	85.6	86.2	86.76	87.35	87.9	88.46	89	89.54	90.11	90.64
"Bosnia and Herzegovina"	70	79.51	80.21	80.9	81.53	82.15	82.75	83.35	83.93	84.46	85.01	85.54	86.07	86.64	87.11	87.66	88.12	88.68
"Croatia"	191	81.11	81.81	82.5	83.17	83.82	84.4	85.02	85.58	86.15	86.72	87.29	87.84	88.4	88.95	89.46	89.98	90.55
"Greece"	300	84.31	85	85.65	86.31	86.95	87.59	88.19	88.77	89.37	89.96	90.53	91.09	91.69	92.25	92.82	93.34	93.9
