"country_code"	"name"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
1500	"Low-income countries"	-1002.985	-460.548	-560.962	-374.559	-1462.043	-3113.555	-5718.175	-3106.085	1229.334	-1554.45	-867.064	-2673.046	-1165.621	-2011.391	-2090.749	-2164.568	-2154.996	-2165.397	-2170.786	-2176.156	-2067.342	-1958.542	-1849.745	-1740.915	-1632.108	-1523.31	-1414.504	-1305.693	-1196.885	-1088.084
947	"Sub-Saharan Africa"	-207.828	-178.648	-272.413	-108.405	-947.938	-1170.912	-1736.332	-1344.766	-119.392999999999	-1115.057	-122.199	-31.4049999999999	-919.351	-1625.623	-1715.991	-1750.766	-1780.031	-1789.558	-1794.29	-1799.169	-1709.216	-1619.267	-1529.327	-1439.338	-1349.379	-1259.398	-1169.463	-1079.491	-989.559	-899.595
903	"AFRICA"	-581.412	-571.699	-931.805	-978.564	-2269.813	-2026.376	-2098.63	-1846.882	337.499	-2534.411	-1580.68	-1813.334	-2899.795	-2308.165	-2302.912	-2337.687	-2366.952	-2376.479	-2381.211	-2386.09	-2266.803	-2147.499	-2028.214	-1908.878	-1789.584	-1670.247	-1550.965	-1431.636	-1312.361	-1193.063
910	"Eastern Africa"	-141.854	-172.323	-222.103	-127.338	-557.226	-727.913	-854.714	-227.387	-2063.112	376.098	-515.642	-857.139	-546.022	-907.109	-890.324	-863.684	-863.684	-863.684	-863.684	-863.684	-820.508	-777.321	-734.147	-690.952	-647.766	-604.583	-561.404	-518.21	-475.034	-431.857
108	"Burundi"	-69.947	-70.048	-84.989	-57.9	-260.594	-150.288	-86.002	-44.32	-250	-404.999	112.532	163.733	40	20	10.003	10.003	10.003	10.003	10.003	10.003	9.502	8.999	8.497	8.003	7.501	7.002	6.502	6.003	5.5	5.005
174	"Comoros"	0	-6.116	-8.491	-5.5	-5.5	10	-4.5	-4.5	-3	-6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-9.5	-9	-8.5	-8	-7.5	-7	-6.5	-6	-5.5	-5
262	"Djibouti"	0.999	5	18	25	34.997	91.193	9.999	89.998	-15	-16.501	-18.151	-19.965	-15.996	-10.999	-8.997	-8.997	-8.997	-8.997	-8.997	-8.997	-8.551	-8.101	-7.651	-7.202	-6.75	-6.299	-5.848	-5.399	-4.952	-4.501
232	"Eritrea"	0.997	3	6.997	4.999	10	10	10	-40	-400.002	-70	110.001	-160.001	-160.001	-49.999	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-33.249	-31.498	-29.75	-28	-26.25	-24.5	-22.751	-21	-19.249	-17.5
231	"Ethiopia"	-19.999	-20	-19.999	-42.182	-59.597	-2024.797	250.001	780.074	1445.274	-155.577	-83.182	-50.132	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-56.998	-54.001	-50.997	-47.998	-44.999	-42.002	-39	-35.998	-33.003	-30
404	"Kenya"	0	0	-20	-19.535	-17.915	-2.93	3.805	5.023	221.569	-21.386	25.144	-189.33	-50	-50	-50	-50	-50	-50	-50	-50	-47.5	-45	-42.5	-40	-37.5	-35	-32.5	-30	-27.5	-25
450	"Madagascar"	0	0	0	-8	-19	-30	-8	-8	-7	-6	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-4.75	-4.5	-4.25	-4	-3.75	-3.5	-3.25	-3	-2.75	-2.5
454	"Malawi"	-33.348	-42.873	-61.928	-61.928	-52.404	-33.348	-28.605	913.937	-899.584	-36.82	-36.82	-36.82	-30	-60	-60	-30	-30	-30	-30	-30	-28.504	-27	-25.504	-23.999	-22.499	-21.003	-19.501	-18	-16.502	-15.008
480	"Mauritius"	2.662	-8.097	-30.869	-29.156	-20.463	-20.617	-21.632	-35.977	-5.611	-8.858	-19.372	-12.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	"Mayotte"	2.619	2.459	2.314	0.454	0.496	-0.987	3.794	6.055	10.734	4.664	0.2	-2	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	"Mozambique"	-23.5	-23.5	-23.5	-23.5	-23.5	87.373	-373.366	-1300	650	-50	37.504	-50	-25	-25	-25	-25	-25	-25	-25	-25	-23.749	-22.502	-21.253	-19.999	-18.749	-17.502	-16.252	-15.002	-13.75	-12.504
638	"R~A(c)union"	2.545	-3.943	-2.436	12.306	-23.731	-18.024	3.09	-1.996	9.589	9.746	-0.89	-12.422	-12.561	-6.28	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-2.985	-2.825	-2.669	-2.513	-2.356	-2.196	-2.042	-1.886	-1.729	-1.568
646	"Rwanda"	0	0	-140.001	20	-20	-20	-50.002	29.999	-1347.866	1210.134	-72.601	-75.001	-75.001	-44.999	-44.999	-44.999	-44.999	-44.999	-44.999	-44.999	-42.749	-40.5	-38.251	-35.998	-33.748	-31.498	-29.252	-27	-24.745	-22.499
690	"Seychelles"	-1.882	-2.168	-0.851	-0.998	0.23	-0.2	-3.099	-5.295	0.625	-0.135	2.513	-1.111	-1.551	-1.551	-1.551	-1.551	-1.551	-1.551	-1.551	-1.551	-1.475	-1.395	-1.319	-1.244	-1.165	-1.086	-1.009	-0.931	-0.853	-0.783
706	"Somalia"	0	-1.04	-1.046	1.489	-0.006	1587.565	-832.045	-632.286	-893.365	-100.004	-200	-350	-400	-200	-150	-150	-150	-150	-150	-150	-142.5	-135	-127.5	-120	-112.5	-105	-97.5	-90	-82.5	-75
728	"South Sudan"	0	0	0	0	25	60	150	-405	-1076	400	432	785	865	150	50	-25	-25	-25	-25	-25	-23.75	-22.5	-21.25	-20	-18.75	-17.5	-16.25	-15	-13.75	-12.5
800	"Uganda"	0	0	125.2	53.33	-240.53	-166.66	-115.34	233.366	119.995	-45.737	-5	-135	-150	-150	-150	-150	-150	-150	-150	-150	-142.5	-135	-127.5	-120	-112.5	-105	-97.5	-90	-82.5	-75
834	"United Republic of Tanzania"	0	0	26.997	36.024	118.989	-22.25	37.181	68.208	591.285	-205.874	-295.952	-265.317	-199.999	-199.999	-199.999	-199.999	-199.999	-199.999	-199.999	-199.999	-190	-180	-170.001	-160	-150	-139.999	-130.003	-120	-110	-99.998
894	"Zambia"	0	0	2.5	-4.245	26.662	17.573	58.483	2.822	-22.952	79.445	-93.014	-124.044	-34.49	-40	-40	-25	-25	-25	-25	-25	-23.75	-22.5	-21.25	-20	-18.75	-17.5	-16.25	-15	-13.75	-12.5
716	"Zimbabwe"	-3	-4.997	-10.001	-27.996	-30.36	-101.516	141.524	120.505	-191.803	-200	-395.554	-307.65	-219.922	-163.281	-106.641	-50.001	-50.001	-50.001	-50.001	-50.001	-47.5	-44.998	-42.499	-40.002	-37.501	-35	-32.498	-29.997	-27.501	-25.001
911	"Middle Africa"	-6.14	-2.979	-5.16199999999999	27.894	-187.695	-105.99	-292.694	-164.416	1322.164	-1075.775	30.706	100.699	15.803	49.501	49.272	-35.927	-46.356	-56.763	-62.15	-67.518	-64.137	-60.767	-57.388	-54.008	-50.637	-47.258	-43.882	-40.507	-37.134	-33.75
24	"Angola"	0	-75	-135	-201.155	-80.955	11.455	234.149	-150.282	142.811	-126.701	172.594	85.286	102.322	0	0	-5	-5	-5	-5	-5	-4.75	-4.5	-4.25	-4	-3.75	-3.5	-3.25	-3	-2.75	-2.5
120	"Cameroon"	0	0	0	-1	-2.5	-8	-55	-65	-80	-80	-90	-90	-60	-40	-40	-40	-40	-40	-40	-40	-38	-36	-34	-32	-30	-28	-26	-24	-22	-20
140	"Central African Republic"	0	0	11.93	13.145	-20.075	-1	40.165	-40.982	37.392	11.293	-45	5	10	9.5	9.025	8.574	8.145	7.738	7.351	6.983	6.634	6.285	5.936	5.587	5.238	4.888	4.539	4.19	3.841	3.492
148	"Chad"	0	-2.5	-5	-40.95	-49.05	-175.5	-131.245	1.418	-10.374	69.444	218.966	70	100	80	70	60	50	40	35	30	28.5	27	25.5	24	22.5	21	19.5	18	16.5	15
178	"Congo"	0	0	0	0.5	6.945	-7.408	2.097	1.915	15.531	35.3	-13.257	49.872	-60	-20	-10	-5	-5	-5	-5	-5	-4.75	-4.5	-4.25	-4	-3.75	-3.5	-3.25	-3	-2.75	-2.5
180	"Democratic Republic of the Congo"	0	75	122.65	241.91	27.45	100.685	-446.86	74.515	1202.404	-1006.384	-241.564	-43.426	-95.92	0	0	-75	-75	-75	-75	-75	-71.25	-67.5	-63.75	-60	-56.25	-52.5	-48.75	-45	-41.25	-37.5
226	"Equatorial Guinea"	0	0	0	0	-70	-30	65	15	15	20	25	20	20	20	20	20	20	20	20	20	19	18	17	16	15	14	13	12	11	10
266	"Gabon"	2.999	2.999	9.41	16.188	2.999	4.999	4.999	4.999	4.999	9.566	9.566	9.566	5	5	5	5	5	5	5	5	4.753	4.499	4.249	4.003	3.752	3.503	3.254	3.001	2.749	2.509
678	"Sao Tome and Principe"	-9.139	-3.478	-9.152	-0.744	-2.509	-1.221	-5.999	-5.999	-5.599	-8.293	-5.599	-5.599	-5.599	-4.999	-4.753	-4.501	-4.501	-4.501	-4.501	-4.501	-4.274	-4.051	-3.823	-3.598	-3.377	-3.149	-2.925	-2.698	-2.474	-2.251
912	"Northern Africa"	-373.584	-393.051	-659.392	-870.159	-1321.875	-855.464	-362.298	-502.116	456.892	-1419.354	-1458.481	-1781.929	-1980.444	-682.542	-586.921	-586.921	-586.921	-586.921	-586.921	-586.921	-557.587	-528.232	-498.887	-469.54	-440.205	-410.849	-381.502	-352.145	-322.802	-293.468
12	"Algeria"	-310.417	-191.853	-284.266	-121.335	-247.822	-224.833	-81.02	-93.302	-128.679	-164.413	-205.228	-357.34	-143.268	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-47.499	-44.999	-42.496	-40.001	-37.501	-34.999	-32.499	-29.999	-27.498	-25.001
818	"Egypt"	-50.1	-50.1	-50.1	-239.7	-546.796	-563.569	-389.781	-205.428	-452.508	-204.143	-67.708	-279.228	-215.681	-215.681	-215.681	-215.681	-215.681	-215.681	-215.681	-215.681	-204.898	-194.115	-183.327	-172.543	-161.762	-150.979	-140.192	-129.408	-118.622	-107.846
434	"Libya"	0	46.022	45.891	48.002	58.665	57.534	113.38	5.49	3.965	8.736	-11.679	-82.008	-501.692	-9.997	20.001	20.001	20.001	20.001	20.001	20.001	18.997	18.003	16.999	16.003	14.999	14	12.998	12	11.002	9.997
504	"Morocco"	0	-13.001	-240.922	-477.753	-497.677	-293.328	-320.659	-418.575	-466.627	-559.38	-694.821	-577.912	-310.624	-310.624	-300.001	-300.001	-300.001	-300.001	-300.001	-300.001	-285.003	-270.002	-255.001	-240.001	-225.003	-210	-194.997	-179.999	-164.999	-149.999
729	"Sudan"	0	0	0	0	20	180	220	150	1350	-490	-430	-500	-800	-100	-45	-45	-45	-45	-45	-45	-42.75	-40.5	-38.25	-36	-33.75	-31.5	-29.25	-27	-24.75	-22.5
788	"Tunisia"	-18.667	-192.419	-142.495	-96.523	-97.065	-72.068	85.582	48.999	140.341	-36.804	-139.045	-32.941	-32.941	-20	-20	-20	-20	-20	-20	-20	-18.998	-17.999	-17.001	-15.998	-15.001	-13.999	-13	-12.001	-10.999	-9.999
732	"Western Sahara"	5.6	8.3	12.5	17.15	-11.18	60.8	10.2	10.7	10.4	26.65	90	47.5	23.762	23.762	23.762	23.762	23.762	23.762	23.762	23.762	22.564	21.38	20.189	19	17.813	16.628	15.438	14.262	13.064	11.88
913	"Southern Africa"	-34.573	-34.499	65.302	162.177	199.15	27.566	106.318	-98.302	761.363	132.527	962.784	1340.952	592.631	182.768	82.768	85.004	85.004	85.004	85.004	85.004	80.753	76.501	72.244	67.999	63.748	59.506	55.25	51.002	46.749	42.51
72	"Botswana"	-5	-20	-15	-6.02	2.326	14.845	0.601	5.803	17.864	24.546	21.278	18.73	20	15	15	15	15	15	15	15	14.25	13.5	12.75	12	11.25	10.5	9.75	9	8.25	7.5
426	"Lesotho"	-20	-26	-25	-22.4	-24.048	-6.538	-25.76	-62.682	-46.345	-74.427	-34.493	-24.418	-19.998	-19.997	-19.997	-19.997	-19.997	-19.997	-19.997	-19.997	-18.998	-18.001	-17.003	-16.001	-15.003	-13.997	-13.001	-11.998	-11.001	-9.996
516	"Namibia"	0	0	0	-0.87	-2.825	-44.585	-29.139	74.791	23.492	35.497	-50	-50	-1.371	-2.236	-2.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	"South Africa"	-6.818	13.48	115.21	200.939	231.569	73.316	175.112	-133.363	804.595	158.911	1072.076	1402.64	600	200	100	100	100	100	100	100	95.001	90.003	84.998	80.001	75.006	70.002	65.001	60	55.001	50.007
748	"Swaziland"	-2.755	-1.979	-9.908	-9.472	-7.872	-9.472	-14.496	17.149	-38.243	-12	-46.077	-6	-6	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.5	-9.001	-8.501	-8.001	-7.505	-6.999	-6.5	-6	-5.501	-5.001
914	"Western Africa"	-25.261	31.153	-110.45	-171.138	-402.167	-364.575	-695.242	-854.661	-139.808	-547.907	-600.047	-615.917	-981.763	-950.783	-957.707	-936.159	-954.995	-954.115	-953.46	-952.971	-905.324	-857.68	-810.036	-762.377	-714.724	-667.063	-619.427	-571.776	-524.14	-476.498
204	"Benin"	-23.001	-23.001	-24.295	-23.742	-24.845	-19.393	-10.848	-8.723	105	-29.287	98.831	50	-10	-10	-10	-10	-10	-10	-10	-10	-9.501	-8.998	-8.498	-7.998	-7.498	-7	-6.5	-6	-5.498	-4.997
854	"Burkina Faso"	-102.159	-102.159	-144.723	-144.723	-170.263	-217.4	-217.4	-183.699	-150.001	-137.499	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-118.748	-112.5	-106.253	-100.002	-93.748	-87.499	-81.249	-74.997	-68.753	-62.501
132	"Cabo Verde"	-5.926	-22.773	-1.167	4.267	-34.907	-27.982	-20.313	-27.757	-6.376	-2.438	-9.859	-25.866	-11.052	-8.291	-6.218	-4.662	-3.498	-2.624	-1.967	-1.476	-1.403	-1.329	-1.258	-1.18	-1.103	-1.032	-0.962	-0.885	-0.813	-0.742
384	"C~A'te d'Ivoire"	69.38	99.919	200	300	400	420	430	325	375	180	-370	-220	50	30	30	30	30	30	30	30	28.5	27	25.5	24	22.5	21	19.5	18	16.5	15
270	"Gambia"	16.913	36.375	-3.232	0.118	9.392	-3.38	19.475	48.392	-14.801	-26.418	-13.742	-13.742	-13.476	-13	-13	-13	-13	-13	-13	-13	-12.349	-11.701	-11.049	-10.4	-9.749	-9.101	-8.449	-7.8	-7.149	-6.501
288	"Ghana"	72.001	142.002	0	-361.999	-164.002	-563.999	206.001	-30.003	-16.285	-112.636	165.518	189.259	-49.999	-100	-100	-100	-100	-100	-100	-100	-95.001	-90.004	-85.002	-80	-74.999	-69.999	-64.999	-59.999	-55.002	-50.007
324	"Guinea"	-0.007	-9.929	-13.857	-18	-275	-353	-38	162.45	800	-246.148	-368.004	-55.577	-10	-10	-10	-10	-10	-10	-10	-10	-9.5	-9	-8.5	-8	-7.5	-7	-6.5	-6	-5.5	-5
624	"Guinea-Bissau"	-10.001	-9.983	-20	-7.23	-15	-28	-30	-28	-30	-30	-30	-25	-10	-10	-10	-10	-10	-10	-10	-10	-9.5	-9	-8.5	-8	-7.5	-7	-6.5	-6	-5.5	-5
430	"Liberia"	-0.013	7.983	7.996	11.013	10.996	11.949	0	-400	-300	450	-50	175.585	-20	-25	-25	-25	-25	-25	-25	-25	-23.75	-22.5	-21.25	-20	-18.75	-17.5	-16.25	-15	-13.75	-12.5
466	"Mali"	-35.031	-49.07	-70.243	-98.235	-95.585	-174.998	-218.064	-480.652	-173.489	-141.95	-67.11	-100.823	-302.449	-200	-200	-200	-200	-200	-200	-200	-190	-180	-169.998	-159.997	-150	-139.997	-130.001	-119.998	-110.002	-100
478	"Mauritania"	-1.3	-1.6	-1.82	-2.76	-5.95	-9.7	-16.1	-30.3	-14.7	9.9	30	-20	-20	-20	-20	-20	-20	-20	-20	-20	-19.003	-18.004	-17.002	-16.002	-15.001	-13.996	-12.996	-11.998	-11	-10
562	"Niger"	5.001	-25.124	-11.545	-11.545	-13.763	-18.138	-92.946	-91.917	-2.679	24.056	-28.497	-28.497	-28.497	-28.497	-28.497	-28.497	-28.497	-28.497	-28.497	-28.497	-27.072	-25.646	-24.224	-22.796	-21.372	-19.944	-18.522	-17.098	-15.674	-14.245
566	"Nigeria"	3.368	2.706	1.021	-43.347	-38.526	854.649	-671.64	-91.407	-95.769	-95.027	-170	-300	-300	-300	-300	-280	-300	-300	-300	-300	-285.001	-270	-255.001	-240	-225.001	-210	-195.001	-180	-165.001	-150
686	"Senegal"	33.033	44.046	50.002	86.522	65.586	-134.783	-85.108	-60.291	-70.008	-209.864	-151.131	-166.051	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-94.998	-89.998	-84.999	-80.003	-75.003	-69.995	-64.998	-59.998	-54.999	-50.001
694	"Sierra Leone"	0	0	0	0	0	0	0	62.745	-450	-150	500	60	-21	-21	-30	-30	-30	-30	-30	-30	-28.5	-27	-25.5	-24	-22.5	-21	-19.5	-18	-16.5	-15
768	"Togo"	-46.919	-57.336	-77.885	138.923	-49.999	-100	50.001	-20	-95.003	-30	-9.994	-9.994	-9.994	-9.999	-9.996	-10.004	-10.004	-9.998	-10	-10.002	-9.498	-9	-8.502	-7.999	-7.5	-7	-6.5	-6.003	-5.499	-5.004
935	"ASIA"	75.042	1297.938	403.098	363.097	-1439.12	-1272.631	-173.928000000001	-2364.892	-8454.466	-6281.717	-7911.539	-11368.746	-6280.663	-7245.684	-6916.05	-7090.556	-7309.961	-7318.036	-7318.075	-7317.782	-6951.851	-6585.89	-6219.919	-5854.021	-5488.041	-5122.164	-4756.192	-4390.272	-4024.293	-3658.658
906	"Eastern Asia"	-529.578	107.69	-619.848	804.698	-1071.573	14.605	324.893	-349.601	-1095.672	-443.268	-1208.967	-1218.432	-980.001	-890.001	-890.001	-890.001	-890.001	-890.001	-890.001	-890.001	-845.498	-800.992	-756.494	-712.006	-667.501	-623.001	-578.494	-533.994	-489.507	-445.006
156	"China"	-165.685	-8.163	-1058.832	-12.737	-1113.125	-428.313	-258.072	-154.256	-823.657	-507	-2144.051	-2202.103	-1800	-1500	-1500	-1500	-1500	-1500	-1500	-1500	-1425	-1350	-1275	-1200	-1125	-1050	-975	-900	-825	-750
344	"China, Hong Kong SAR"	166.179	177.334	224.481	-177.802	66.508	401.993	82.471	160.164	155.84	550.81	-41.256	44.716	150	150	150	150	150	150	150	150	142.5	135	127.498	119.998	112.496	105	97.5	90.002	82.498	75
446	"China, Macao SAR"	-37.334	-31.955	19.802	36.083	-7.003	-6.011	32.747	37.411	18.844	20.203	29.866	56.322	35	25	25	25	25	25	25	25	23.752	22.504	21.248	20	18.75	17.5	16.25	15	13.748	12.5
408	"Dem. People's Republic of Korea"	-568.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	"Japan"	54.786	-468.485	209.163	878.29	457.099	45.014	212.063	-628.168	451.392	16.977	622.058	445.267	350	250	250	250	250	250	250	250	237.502	225.004	212.502	200	187.498	175	162.504	150.002	137.498	124.996
496	"Mongolia"	0	0	0	0	0	0	0	0	-88.432	-52.463	-15.001	-15.001	-15.001	-15.001	-15.001	-15.001	-15.001	-15.001	-15.001	-15.001	-14.25	-13.5	-12.746	-12	-11.247	-10.499	-9.748	-8.996	-8.249	-7.5
410	"Republic of Korea"	1.352	439.714	-281.388	-389.118	-449.729	-165.179	317.043	434.981	-633.048	-293.082	229.017	404.715	300	200	200	200	200	200	200	200	189.998	180	170.004	159.996	150.002	139.998	130	119.998	109.998	99.998
158	"Other non-specified areas"	19.537	-0.755	266.926	469.982	-25.323	167.101	-61.359	-199.733	-176.611	-178.713	110.4	47.652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	"South-Central Asia"	252.055	873.807	768.879	160.857	-635.333	-436.685	-1553.338	-1766.099	-5406.551	-4925.984	-6195.913	-10974.935	-6872.345	-5757.578	-5738.597	-5692.621	-5470.343	-5470.41	-5471.462	-5521.161	-5245.163	-4969.143	-4693.075	-4417.11	-4141.07	-3865.124	-3589.095	-3313.097	-3037.046	-2760.322
5500	"Central Asia"	489.285	1065.346	1230.826	798.563	483.455	-206.409	-599.62	-1237.008	-2428.967	-2032.806	-789.374	-524.283	-291.54	-475.002	-475.002	-475.002	-475.002	-475.002	-475.002	-475.002	-451.256	-427.503	-403.754	-379.995	-356.252	-332.503	-308.757	-285.005	-261.252	-237.504
398	"Kazakhstan"	565.765	979.937	691.681	173.343	-55.461	-313.63	-398.259	-656.091	-1511.745	-1324.984	44.53	-35.196	159.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	"Kyrgyzstan"	7.016	56.871	116.848	110.071	34.14	17.954	-39.988	-120.2	-271.59	-32.705	-172.911	-76.604	-113.963	-100.001	-100.001	-100.001	-100.001	-100.001	-100.001	-100.001	-95.002	-89.998	-84.999	-79.999	-75	-70.001	-65.001	-60.002	-54.998	-49.999
762	"Tajikistan"	-16.696	-24.371	77.739	34.64	28.954	-5.749	-21.87	-37.962	-289.263	-324.793	-96.542	-65.435	-117.382	-99.999	-99.999	-99.999	-99.999	-99.999	-99.999	-99.999	-94.999	-90.004	-85.001	-79.995	-75.006	-70.002	-65.002	-59.998	-55.002	-50.009
795	"Turkmenistan"	-28.779	37.498	36.261	36.429	31.549	16.341	-25.116	-34.319	43.633	-60.324	-114.454	-57.048	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-23.753	-22.498	-21.25	-20.001	-18.745	-17.501	-16.251	-15.002	-13.75	-12.495
860	"Uzbekistan"	-38.021	15.411	308.297	444.08	444.273	78.675	-114.387	-388.436	-400.002	-290	-449.997	-290	-195.001	-250.001	-250.001	-250.001	-250.001	-250.001	-250.001	-250.001	-237.502	-225.003	-212.504	-200	-187.501	-174.999	-162.503	-150.003	-137.502	-125.001
5501	"Southern Asia"	-237.23	-191.539	-461.947	-637.706	-1118.788	-230.276	-953.718000000001	-529.091	-2977.584	-2893.178	-5406.539	-10450.652	-6580.805	-5282.576	-5263.595	-5217.619	-4995.341	-4995.408	-4996.46	-5046.159	-4793.907	-4541.64	-4289.321	-4037.115	-3784.818	-3532.621	-3280.338	-3028.092	-2775.794	-2522.818
4	"Afghanistan"	-20	-20	-20	-20	-20	-1117.459	-3418.299	-1484.185	2227.474	-379.474	804.12	-677.497	473.007	-199.996	-271.105	-271.105	-271.105	-271.105	-271.105	-271.105	-257.548	-243.993	-230.438	-216.884	-203.329	-189.772	-176.217	-162.662	-149.108	-135.55
