"name"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Ecuador"	218	2.1982	1.997	1.8416	1.7151	1.6098	1.5238	1.4512	1.4006	1.3638	1.3432	1.327	1.3293	1.3346	1.3435	1.3611	1.3792	1.4001
"Egypt"	818	2.8839	2.6184	2.4114	2.2492	2.1073	1.9886	1.8904	1.7984	1.725	1.6643	1.6138	1.5742	1.5404	1.5171	1.5001	1.4856	1.4819
"El Salvador"	222	1.6465	1.4893	1.3698	1.2793	1.2187	1.1756	1.157	1.1531	1.1643	1.1887	1.2223	1.2548	1.2932	1.3285	1.3594	1.3897	1.4157
"Equatorial Guinea"	226	4.1782	3.5631	3.0423	2.6345	2.336	2.1232	1.9704	1.8477	1.751	1.6765	1.6149	1.5635	1.5254	1.4945	1.4678	1.4475	1.4413
"Eritrea"	232	3.712	3.253	2.8901	2.6014	2.3767	2.2003	2.0498	1.9324	1.8306	1.7444	1.6734	1.6143	1.5684	1.5321	1.4969	1.4709	1.4492
"Estonia"	233	1.5396	1.549	1.5619	1.5759	1.5871	1.5979	1.6059	1.6133	1.6208	1.6251	1.6294	1.6328	1.6342	1.6354	1.6392	1.6402	1.6403
"Ethiopia"	231	3.6469	2.9845	2.5077	2.1922	1.9785	1.819	1.692	1.5887	1.5098	1.4409	1.3903	1.3463	1.3147	1.2974	1.2931	1.2922	1.2955
"Fiji"	242	2.2363	2.0437	1.8947	1.771	1.6687	1.5853	1.5246	1.4746	1.4411	1.416	1.4028	1.3972	1.4008	1.4046	1.4139	1.4285	1.4434
"Finland"	246	1.6536	1.6302	1.6199	1.6152	1.6128	1.6103	1.6095	1.6088	1.6079	1.6105	1.6105	1.6097	1.6087	1.6093	1.6103	1.6079	1.6074
"France"	250	1.8763	1.8319	1.8012	1.7823	1.7666	1.7541	1.746	1.7398	1.7324	1.7268	1.7234	1.7195	1.7171	1.7129	1.7092	1.7064	1.7057
"French Guiana"	254	3.0097	2.7618	2.5698	2.4129	2.2789	2.1619	2.0642	1.9788	1.9054	1.8396	1.7878	1.7459	1.7073	1.6786	1.6566	1.6349	1.6174
"French Polynesia"	258	1.7633	1.6146	1.5051	1.4197	1.3597	1.3114	1.285	1.271	1.272	1.2828	1.3013	1.3176	1.3396	1.3637	1.3849	1.4095	1.429
"Gabon"	266	3.3785	2.991	2.6898	2.4503	2.2603	2.1109	1.982	1.8769	1.7915	1.7166	1.6515	1.6009	1.5616	1.528	1.5021	1.4841	1.4689
"Gambia"	270	5.2388	4.7434	4.2259	3.7131	3.23	2.8148	2.4895	2.2456	2.0579	1.9136	1.8059	1.7168	1.6483	1.5941	1.547	1.5109	1.4847
"Georgia"	268	1.7052	1.6743	1.6552	1.6434	1.6353	1.6292	1.6262	1.6212	1.6207	1.6179	1.6168	1.6158	1.6127	1.6107	1.6092	1.6075	1.6058
"Germany"	276	1.3229	1.3164	1.3188	1.3237	1.3299	1.3379	1.3429	1.3513	1.3591	1.3665	1.3716	1.3792	1.3851	1.3867	1.3895	1.3947	1.3984
"Ghana"	288	3.649	3.2792	2.985	2.7484	2.5507	2.3815	2.2361	2.1122	1.9999	1.9052	1.82	1.7499	1.6855	1.6314	1.5868	1.5551	1.5258
"Greece"	300	1.1084	1.0017	0.9428	0.9347	0.9806	1.0516	1.1187	1.1776	1.2283	1.2711	1.3089	1.342	1.3675	1.3938	1.414	1.4311	1.4465
"Grenada"	308	1.8493	1.6739	1.5372	1.4278	1.3471	1.2844	1.2479	1.2328	1.232	1.2465	1.2688	1.295	1.3246	1.3542	1.3847	1.4152	1.4393
"Guadeloupe"	312	1.9064	1.7606	1.6568	1.5848	1.543	1.5198	1.5203	1.5264	1.5379	1.55	1.5621	1.5723	1.584	1.5913	1.5975	1.605	1.6098
"Guam"	316	2.0826	1.9149	1.7814	1.6782	1.5933	1.528	1.4819	1.4499	1.4305	1.4217	1.4206	1.4284	1.4357	1.4466	1.4614	1.4749	1.4893
"Guatemala"	320	2.7342	2.403	2.1687	1.9983	1.861	1.7554	1.6695	1.5998	1.5408	1.4951	1.463	1.4363	1.4148	1.4053	1.3986	1.3986	1.4029
"Guinea"	324	4.4179	3.8869	3.426	3.0322	2.7223	2.4767	2.2781	2.1247	1.9975	1.8916	1.807	1.7381	1.6782	1.6281	1.5855	1.5512	1.5252
"Guinea-Bissau"	624	4.2537	3.7663	3.3541	3.0127	2.7281	2.499	2.3133	2.1625	2.0344	1.9298	1.8377	1.7617	1.6984	1.6426	1.5954	1.5545	1.5219
"Guyana"	328	2.2311	2.044	1.9017	1.7842	1.6881	1.6103	1.5486	1.4976	1.4628	1.4365	1.4206	1.411	1.4111	1.4135	1.4181	1.4272	1.4388
