"name"	"country_code"	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Cameroon"	120	23344	26777	30604	34870	39562	44797	50475	56801	63609	70912	78693	87197	95921	105010	114440	124477	134644	144962
"Central African Republic"	140	4900	5504	6177	6907	7695	8537	9469	10476	11550	12684	13896	15153	16452	17743	19147	20558	22024	23491
"Chad"	148	14037	16685	19749	23282	27283	31840	37061	42951	49619	56982	64934	73962	83522	94073	105560	117911	130738	144103
"Congo"	178	4620	5344	6176	7147	8258	9516	10928	12482	14189	16099	18155	20422	22923	25562	28404	31366	34721	38002
"Democratic Republic of the Congo"	180	77267	91434	107977	127120	149013	173825	202225	234617	270440	310334	353663	401570	452442	508611	570145	634161	700722	771960
"Equatorial Guinea"	226	845	987	1144	1317	1505	1715	1946	2205	2485	2780	3093	3431	3779	4147	4523	4896	5274	5669
"Gabon"	266	1725	1949	2191	2450	2727	3019	3327	3646	3986	4336	4698	5051	5427	5810	6180	6569	6968	7332
"Sao Tome and Principe"	678	190	214	241	270	302	336	372	412	453	498	544	594	646	701	760	820	883	950
"Northern Africa"	912	223892	247065	269528	291692	314547	338502	363329	388749	413847	439914	465676	490549	516854	542987	570432	597206	624078	651688
"Algeria"	12	39667	43661	47239	50508	53625	56828	60298	63878	67380	70556	73349	76125	78869	81721	84552	87560	90189	92704
"Egypt"	818	91508	102155	112535	123002	134297	147044	160413	174206	188460	203155	218873	235429	251747	269485	287333	306262	325552	344659
"Libya"	434	6278	6798	7289	7743	8162	8580	8949	9314	9618	9880	10127	10353	10591	10840	11074	11279	11470	11631
"Morocco"	504	34378	36988	39413	41604	43676	45644	47585	49438	51232	52778	54156	55385	56408	57373	58259	58927	59760	60429
"Sudan"	729	40235	46051	52570	59668	67376	75652	84670	94423	105036	116635	128640	141267	154228	167560	181847	197322	213518	229595
"Tunisia"	788	11254	11956	12582	13111	13553	13963	14375	14780	15152	15470	15748	15959	16203	16445	16770	17066	17371	17683
"Western Sahara"	732	573	640	707	771	834	897	960	1021	1080	1136	1189	1239	1286	1332	1377	1421	1459	1498
"Southern Africa"	913	62634	66438	69990	73490	76984	80608	84481	88449	92391	96029	99678	103103	106308	109417	112793	116075	118632	121203
"Botswana"	72	2262	2501	2738	2966	3191	3419	3656	3897	4128	4357	4572	4774	4978	5160	5339	5509	5669	5829
"Lesotho"	426	2135	2301	2470	2647	2836	3058	3296	3561	3828	4105	4383	4676	4971	5293	5621	5908	6184	6508
"Namibia"	516	2459	2779	3112	3457	3813	4189	4590	5007	5459	5908	6357	6827	7303	7796	8253	8744	9201	9695
"South Africa"	710	54490	57564	60407	63191	66003	68893	71997	75208	78326	81500	84636	87448	90279	93152	96189	99002	101100	103352
"Swaziland"	748	1287	1393	1499	1605	1718	1842	1980	2126	2277	2431	2589	2744	2898	3050	3203	3360	3499	3651
"Western Africa"	914	353224	406281	465803	532766	607653	691826	784840	886363	997121	1117540	1247767	1384143	1530554	1688043	1854519	2028757	2206025	2391005
"Benin"	204	10880	12563	14427	16486	18728	21164	23795	26680	29753	33093	36640	40426	44300	48495	53080	57667	62473	67453
"Burkina Faso"	854	18106	21188	24738	28828	33531	38852	44848	51471	58881	67060	75856	85464	96054	107368	119679	132729	146261	160023
"Cabo Verde"	132	521	562	604	646	687	728	770	809	846	879	911	940	965	984	1003	1019	1037	1052
"Cote d'Ivoire"	384	22702	25991	29711	33928	38697	44109	50278	57186	64815	73371	82943	93419	104627	116665	130031	144239	159061	174791
"Gambia"	270	1991	2360	2797	3306	3907	4608	5407	6332	7370	8534	9813	11200	12685	14248	15704	17352	18886	20485
"Ghana"	288	27410	31036	34833	38878	43194	47901	52900	58199	64018	69930	76239	82735	89766	96695	104264	111914	119943	127703
"Guinea"	324	12609	14590	16837	19375	22241	25401	28971	32963	37306	42090	47174	52616	58348	64541	71276	77991	85043	92679
"Guinea-Bissau"	624	1844	2102	2384	2691	3025	3397	3803	4247	4732	5238	5779	6347	6986	7613	8309	8994	9781	10544
"Liberia"	430	4503	5173	5930	6787	7732	8773	9917	11152	12502	13987	15591	17260	19040	20918	22919	24948	27083	29254
"Mali"	466	17600	20749	24501	29009	34293	40532	47639	55775	65059	75402	86863	99469	113421	128826	145007	162066	180576	200715
"Mauritania"	478	4068	4643	5273	5967	6725	7547	8424	9369	10399	11540	12748	14029	15386	16863	18386	19982	21665	23414
"Niger"	562	19899	24537	30382	37781	47042	58559	72776	90173	111155	136601	166804	201592	241194	287816	339938	395472	456475	523932
"Nigeria"	566	182202	209860	241098	276843	318055	365294	418424	477896	543930	618817	701986	791914	888193	997252	1109208	1235823	1361350	1494494
"Saint Helena"	654	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5
"Senegal"	686	15129	17757	20697	24021	27765	32011	36807	42067	47792	54148	60983	68600	76511	85200	94811	104847	115303	126629
"Sierra Leone"	694	6453	7295	8206	9205	10286	11475	12718	14056	15477	16934	18513	20127	21765	23436	25075	26839	28553	30267
"Togo"	768	7305	8428	9676	11073	12636	14356	16266	18349	20576	23082	25690	28538	31593	34817	38174	41841	45613	49582
"ASIA"	935	4393296	4630474	4847857	5043560	5212725	5363451	5507168	5634198	5744444	5834657	5910119	5978216	6037387	6100310	6157294	6214297	6271459	6316684
"Eastern Asia"	906	1612287	1650927	1682019	1699815	1703885	1701789	1694135	1683520	1668916	1646194	1617804	1591975	1567102	1546508	1530168	1517236	1508700	1502003
"China"	156	1376049	1413683	1445038	1464083	1470319	1471229	1468512	1462584	1452309	1433137	1411039	1389916	1369175	1353785	1340844	1331103	1326694	1325187
"China, Hong Kong SAR"	344	7288	7613	7898	8133	8306	8430	8533	8649	8749	8823	8870	8911	8933	9007	9128	9272	9455	9637
"China, Macao SAR"	446	588	639	691	737	778	814	850	887	924	959	990	1020	1050	1080	1112	1148	1186	1226
"Dem. People's Republic of Korea"	408	25155	26089	26987	27796	28451	28953	29407	29852	30322	30775	31222	31694	32180	32678	33245	33786	34336	34911
"Japan"	392	126573	125984	124751	123077	121027	118687	116368	114296	112466	110702	108848	106947	105261	104283	103951	103878	104092	104630
"Mongolia"	496	2959	3210	3437	3647	3852	4066	4287	4524	4768	5001	5224	5437	5658	5899	6135	6399	6649	6951
"Republic of Korea"	410	50293	51601	52757	53749	54361	54518	54251	53818	53170	52433	51664	50841	50047	49327	48828	48655	48620	48774
"Other non-specified areas"	158	23381	23659	23860	23978	23932	23664	23173	22598	21960	21293	20633	19959	19266	18602	18050	17603	17285	17042
"South-Central Asia"	921	1890288	2036462	2179493	2315841	2445762	2570413	2695669	2819212	2934402	3043339	3140262	3231790	3319999	3398019	3473346	3540530	3605555	3662094
"Central Asia"	5500	67314	72678	77334	81416	85230	89186	93127	96921	100243	103314	106121	108935	111617	114554	117190	119851	122287	124632
"Kazakhstan"	398	17625	18835	19897	20832	21771	22815	23952	25152	26356	27511	28703	29866	31153	32576	34080	35515	37017	38406
"Kyrgyzstan"	417	5940	6486	6979	7440	7899	8386	8915	9441	9958	10477	10989	11522	12086	12649	13233	13837	14402	14995
"Tajikistan"	762	8482	9580	10652	11688	12753	13919	15223	16578	17963	19317	20723	22273	23834	25494	27159	28783	30554	32252
"Turkmenistan"	795	5374	5773	6136	6453	6730	6991	7237	7469	7670	7851	8000	8136	8264	8376	8502	8621	8717	8816
"Uzbekistan"	860	29893	32267	34281	35974	37548	39124	40674	42013	43136	44021	44966	45965	46703	47544	48286	49127	49904	50428
"Southern Asia"	5501	1822974	1964702	2103617	2237036	2363014	2485059	2607143	2727637	2844405	2953446	3043817	3140446	3227011	3305184	3376577	3441932	3514385	3567327
"Afghanistan"	4	32527	37129	41965	47181	52570	57942	63325	68735	73997	79435	84546	89380	93618	97473	101078	104497	107567	110417
"Bangladesh"	50	160996	173113	184763	195847	206055	215161	223747	231983	239126	245149	250508	255402	259207	263120	266790	268958	270857	272050
"Bhutan"	64	775	830	882	930	974	1013	1049	1083	1115	1143	1166	1181	1192	1200	1208	1219	1226	1234
"India"	356	1311051	1409419	1508239	1605060	1698424	1789625	1881167	1977997	2071173	2160190	2241162	2322837	2404414	2486296	2549862	2618346	2672687	2739136
"Iran (Islamic Republic of)"	364	79109	84721	89567	93234	96262	99118	101994	104435	106132	106773	106642	105932	105302	105072	105217	105595	105640	105892
"Maldives"	462	364	400	431	459	484	510	537	562	582	598	611	625	635	642	648	656	661	668
"Nepal"	524	28514	30724	32955	35034	36913	38598	40313	42034	43589	44880	45978	46905	47628	48206	48508	48747	48817	49067
"Pakistan"	586	188925	211934	235028	258185	281668	306322	332224	359341	386220	412833	439144	465150	491837	518217	545845	574874	603917	629478
"Sri Lanka"	144	20715	21432	21983	22420	22768	23022	23193	23257	23262	23241	23251	23239	23218	23121	23076	23042	22995	22967
"South-Eastern Asia"	920	633490	673274	709964	743719	775043	803234	829154	852591	873295	892933	908994	925547	939381	953941	966329	977481	989651	1003385
"Brunei Darussalam"	96	423	457	488	516	541	564	585	604	620	633	641	649	655	663	672	680	689	696
"Cambodia"	116	15578	17094	18588	20078	21589	23190	24856	26586	28258	29959	31623	33332	34946	36330	37857	39423	40868	42353
"Indonesia"	360	257564	275680	292660	308733	323646	338040	352403	365615	378377	390100	401312	414564	425603	436839	447610	458162	469325	481587
"Lao People's Democratic Republic"	418	6802	7529	8250	8947	9642	10346	11074	11789	12490	13138	13753	14328	14889	15394	15842	16223	16541	16943
"Malaysia"	458	30331	32839	35336	37719	39905	41807	43580	45384	47123	48751	50250	51513	52477	53484	54426	55440	56600	57523
"Myanmar"	104	53897	57015	60057	62993	65737	68053	70030	71822	73442	75097	76603	78166	79469	80540	81551	82879	83790	84992
"Philippines"	608	100699	110072	119905	129942	139969	150190	160707	171781	183057	194997	206899	218848	230702	243102	255634	269068	281737	295178
"Singapore"	702	5604	6046	6321	6571	6780	6948	7072	7163	7218	7253	7268	7260	7249	7232	7227	7238	7234	7247
"Thailand"	764	67959	69369	70425	71155	71425	71294	70823	70032	69008	67895	66784	65625	64590	63659	63047	62487	61959	61582
"Timor-Leste"	626	1185	1334	1496	1673	1868	2092	2350	2637	2942	3266	3623	4004	4413	4848	5304	5770	6266	6768
"Viet Nam"	704	93448	98910	103695	107751	111311	114602	117611	120357	122656	124534	126105	127256	128598	129938	131374	132841	134647	136934
"Western Asia"	922	257231	281479	305874	330260	353810	377483	401161	424929	448183	470902	493025	515052	536637	558190	581085	603161	626272	649391
"Armenia"	51	3018	3080	3131	3148	3134	3107	3085	3058	3030	2997	2953	2903	2847	2797	2757	2731	2715	2691
"Azerbaijan"	31	9754	10343	10749	11035	11307	11601	11854	12065	12238	12429	12656	12906	13146	13373	13638	13982	14343	14708
"Bahrain"	48	1377	1503	1606	1700	1788	1870	1937	1998	2049	2095	2129	2155	2174	2187	2195	2205	2221	2236
"Cyprus"	196	1165	1232	1293	1348	1397	1441	1481	1521	1561	1595	1623	1646	1664	1684	1704	1728	1755	1783
"Georgia"	268	4000	4011	4013	3984	3926	3861	3811	3765	3707	3642	3567	3488	3427	3381	3351	3327	3309	3292
"Iraq"	368	36423	42638	49353	56902	65284	74758	85315	96970	109732	123856	139329	156028	174361	193876	213971	235897	259503	284425
"Israel"	376	8064	8829	9610	10414	11264	12181	13162	14193	15281	16388	17519	18719	19994	21401	22797	24178	25620	27109
"Jordan"	400	7595	8299	8840	9584	10492	11434	12418	13379	14319	15267	16181	17069	17961	18839	19688	20581	21316	22109
"Kuwait"	414	3892	4380	4802	5186	5523	5858	6190	6511	6819	7085	7310	7526	7734	7942	8178	8414	8635	8866
"Lebanon"	422	5851	5948	5529	5478	5677	5830	5959	6081	6214	6333	6423	6460	6484	6476	6461	6440	6415	6419
"Oman"	512	4491	4880	5188	5434	5638	5854	6100	6409	6686	6916	7087	7240	7378	7547	7684	7809	7940	8048
"Qatar"	634	2235	2476	2692	2865	3021	3175	3325	3471	3602	3720	3823	3915	3985	4035	4085	4127	4154	4190
"Saudi Arabia"	682	31540	34830	37861	40805	43693	46442	49056	51471	53663	55721	57711	59579	61310	62981	64535	65869	67241	68598
"State of Palestine"	275	4668	5425	6266	7167	8126	9171	10307	11529	12851	14242	15690	17200	18846	20576	22386	24275	26134	28141
"Syrian Arab Republic"	760	18502	21299	26303	29951	32439	34863	37281	39716	42075	44340	46444	48499	50511	52350	54063	55742	57026	58202
"Turkey"	792	78666	83356	87214	91500	95714	99653	103273	106807	110041	112816	115019	117184	119230	120994	122620	124286	126094	127529
"United Arab Emirates"	784	9157	9916	10661	11363	12042	12709	13356	13974	14531	15035	15496	15928	16297	16631	16902	17162	17456	17815
"Yemen"	887	26832	30554	34375	38326	42271	46285	50287	54281	58076	61836	65306	68260	71075	73789	76045	78242	80413	82007
"EUROPE"	908	738442	742173	743305	741744	738586	734893	731337	727643	723330	718693	714383	711128	709835	711034	714088	717791	721852	726180
"Eastern Europe"	923	292943	291464	288540	283880	278246	272999	268612	264888	261595	258092	254421	251263	249358	248883	249838	250812	251880	253834
"Belarus"	112	9496	9448	9377	9249	9101	8973	8881	8817	8765	8704	8650	8619	8628	8677	8756	8858	8972	9069
"Bulgaria"	100	7150	6943	6730	6491	6241	6002	5785	5585	5391	5203	5015	4846	4721	4637	4582	4552	4542	4529
"Czech Republic"	203	10543	10656	10715	10717	10673	10635	10611	10598	10584	10543	10474	10419	10385	10416	10486	10608	10743	10871
"Hungary"	348	9855	9773	9670	9555	9412	9263	9119	8995	8888	8775	8651	8541	8458	8406	8384	8407	8438	8472
"Poland"	616	38612	38855	38846	38589	38086	37520	36891	36254	35633	35008	34279	33454	32657	31932	31438	31105	30959	30748
"Republic of Moldova"	498	4069	4074	4056	4011	3935	3841	3744	3654	3567	3474	3365	3245	3129	3028	2950	2894	2854	2823
"Romania"	642	19511	19002	18554	18149	17748	17339	16913	16484	16036	15583	15174	14836	14569	14391	14276	14185	14133	14106
"Russian Federation"	643	143457	144095	143926	142524	140781	139398	138722	138553	138543	138703	138611	139044	140368	142620	145537	148408	151453	154628
"Slovakia"	703	5426	5481	5509	5498	5451	5392	5329	5271	5217	5144	5048	4960	4885	4842	4823	4820	4838	4865
"Ukraine"	804	44824	44056	43178	42110	40939	39861	38908	38128	37425	36673	35985	35349	34929	34808	34896	35059	35254	35384
"Northern Europe"	924	102358	105741	108961	111900	114545	117129	119796	122531	125160	127616	130205	132923	135681	138794	141752	144693	147716	150749
"Channel Islands"	830	164	169	173	178	182	186	189	192	195	197	200	203	206	210	214	218	221	226
"Denmark"	208	5669	5816	5982	6148	6297	6424	6540	6665	6802	6948	7106	7274	7434	7608	7778	7947	8116	8295
"Estonia"	233	1313	1306	1293	1274	1253	1235	1219	1203	1186	1169	1153	1139	1129	1124	1125	1128	1135	1144
"Faeroe Islands"	234	48	49	50	52	54	56	57	58	59	61	63	66	68	71	73	75	78	80
"Finland"	246	5503	5625	5737	5829	5905	5962	6022	6085	6166	6259	6353	6457	6557	6664	6791	6907	7036	7168
"Iceland"	352	329	346	362	378	391	403	414	425	435	446	456	466	475	484	493	502	512	523
"Ireland"	372	4688	4907	5117	5316	5523	5739	5952	6152	6321	6479	6635	6793	6983	7169	7371	7583	7786	7997
"Isle of Man"	833	88	91	95	98	101	104	107	110	113	115	118	121	124	127	131	134	137	140
"Latvia"	428	1971	1935	1899	1856	1813	1777	1745	1717	1693	1668	1645	1626	1615	1608	1609	1617	1627	1637
"Lithuania"	440	2878	2818	2773	2731	2685	2637	2598	2569	2546	2532	2520	2514	2515	2521	2538	2561	2594	2625
"Norway"	578	5211	5530	5804	6072	6323	6558	6789	7028	7267	7509	7736	7975	8222	8452	8701	8956	9222	9485
"Sweden"	752	9779	10190	10614	11001	11361	11728	12138	12601	13072	13546	14019	14512	15036	15571	16167	16774	17396	18024
"United Kingdom"	826	64716	67178	69540	71691	73690	75634	77627	79716	81743	83720	85629	87708	89823	92069	94477	96794	99167	101576
"Southern Europe"	925	152348	152437	152123	151577	150965	150187	149129	147704	145885	143716	141624	139706	138230	137547	137207	137215	137446	137677
"Albania"	8	2897	2958	3011	3040	3034	3003	2964	2921	2888	2849	2803	2753	2698	2642	2578	2521	2472	2439
"Andorra"	20	70	70	72	73	75	77	78	78	78	77	77	76	75	75	75	76	76	77
"Bosnia and Herzegovina"	70	3810	3800	3770	3723	3656	3575	3486	3395	3310	3222	3128	3035	2948	2873	2811	2768	2739	2713
"Croatia"	191	4240	4209	4171	4126	4075	4015	3949	3888	3832	3774	3718	3660	3611	3580	3555	3539	3531	3533
"Gibraltar"	292	32	33	33	34	34	34	34	34	34	34	34	34	34	34	34	35	35	35
"Greece"	300	10955	10936	10885	10821	10750	10680	10595	10483	10353	10201	10037	9880	9749	9658	9604	9580	9567	9581
"Holy See"	336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Italy"	380	59798	60128	60318	60403	60421	60410	60300	60031	59686	59239	58822	58531	58455	58662	59168	59739	60413	61082
"Malta"	470	419	426	433	439	442	441	439	436	435	434	434	432	429	426	425	424	425	426
"Montenegro"	499	626	633	638	642	643	641	638	634	632	629	627	624	620	619	619	619	619	621
"Portugal"	620	10350	10266	10213	10186	10164	10137	10081	10013	9920	9828	9741	9659	9591	9556	9562	9584	9639	9683
"San Marino"	674	32	33	33	34	34	35	35	35	35	35	35	35	35	35	35	35	36	36
"Serbia"	688	8851	8746	8633	8513	8375	8215	8054	7902	7768	7641	7513	7390	7264	7158	7074	7000	6926	6894
"Slovenia"	705	2068	2090	2099	2098	2090	2079	2069	2056	2040	2021	2006	1998	2000	2010	2030	2059	2090	2123
"Spain"	724	46122	46488	46710	46882	47202	47480	47686	47714	47549	47130	46672	46254	45950	45998	46324	46795	47277	47730
"TFYR Macedonia"	807	2078	2105	2126	2137	2137	2125	2111	2094	2079	2058	2033	2004	1975	1951	1935	1924	1913	1911
"Western Europe"	926	190794	193843	196458	198742	200511	201940	202859	203580	204299	205151	206157	207667	209596	211520	213947	216601	219539	222425
"Austria"	40	8545	8718	8895	9048	9162	9247	9318	9383	9445	9480	9523	9573	9654	9739	9840	9973	10118	10279
"Belgium"	56	11299	11717	12009	12288	12539	12793	13035	13260	13489	13717	13963	14230	14528	14849	15203	15566	15932	16324
"France"	250	64395	66127	67776	69432	71079	72669	74083	75464	76908	78537	80270	82080	84063	86164	88423	90799	93136	95691
"Germany"	276	80689	81020	81232	81211	80964	80558	80036	79430	78732	78060	77572	77281	77243	77352	77440	77768	78348	79075
"Liechtenstein"	438	38	39	40	42	43	44	45	46	46	47	48	49	50	51	52	53	54	55
"Luxembourg"	442	567	609	653	692	731	769	807	846	883	921	957	993	1031	1069	1105	1143	1182	1221
"Monaco"	492	38	39	40	41	43	44	45	46	48	50	52	54	56	58	61	63	65	68
"Netherlands"	528	16925	17300	17663	17983	18242	18421	18529	18624	18743	18897	19090	19333	19620	19910	20238	20602	20974	21354
"Switzerland"	756	8299	8713	9076	9418	9725	10013	10292	10581	10862	11119	11371	11635	11912	12222	12555	12897	13236	13614
"LATIN AMERICA AND THE CARIBBEAN"	904	634387	671748	706889	739215	768592	794862	817651	837593	855609	870369	880912	888753	894733	897789	899569	900327	901083	902340
"Caribbean"	915	43199	44941	46575	48057	49379	50502	51525	52355	52967	53540	53954	54286	54565	54875	55120	55250	55360	55574
"Anguilla"	660	15	15	16	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17
"Antigua and Barbuda"	28	92	98	104	109	114	119	124	128	132	136	139	143	147	151	155	158	162	165
"Aruba"	533	104	106	109	111	113	113	113	112	112	112	112	113	113	114	114	114	115	115
"Bahamas"	44	388	415	440	464	484	503	520	538	556	573	588	602	616	629	641	653	666	679
"Barbados"	52	284	290	294	298	301	302	304	304	304	305	307	309	312	315	319	324	329	334
"British Virgin Islands"	92	30	33	35	37	38	39	40	41	42	43	44	45	46	46	47	48	49	50
"Caribbean Netherlands"	535	25	27	28	29	30	31	32	33	33	34	35	36	36	37	38	39	41	42
"Cayman Islands"	136	60	64	69	73	77	80	84	87	90	93	96	100	103	107	111	114	118	122
"Cuba"	192	11390	11483	11577	11643	11655	11602	11502	11368	11189	10979	10741	10537	10378	10269	10178	10100	10053	10023
"Curacao"	531	157	165	173	180	186	192	197	203	209	215	221	227	234	241	248	254	261	268
"Dominica"	212	73	75	78	79	80	81	82	82	82	82	82	81	81	80	79	79	78	78
"Dominican Republic"	214	10528	11270	11986	12676	13352	13996	14622	15199	15752	16269	16778	17191	17617	17978	18331	18590	18833	19107
"Grenada"	308	107	111	115	118	120	122	124	126	127	127	127	127	126	126	125	125	124	124
"Guadeloupe"	312	468	481	492	503	514	523	530	535	537	539	542	545	551	558	565	572	578	585
"Haiti"	332	10711	11574	12443	13311	14141	14970	15820	16658	17463	18282	19072	19855	20611	21357	22047	22734	23379	24017
"Jamaica"	388	2793	2882	2951	2994	3018	3036	3053	3061	3061	3048	3024	3003	2977	2948	2911	2877	2851	2835
"Martinique"	474	396	399	402	404	405	402	398	393	387	384	382	383	385	389	393	396	399	402
"Montserrat"	500	5	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7
"Puerto Rico"	630	3683	3718	3755	3786	3794	3779	3754	3720	3688	3649	3597	3540	3484	3426	3374	3331	3292	3268
"Saint Kitts and Nevis"	659	56	59	63	66	69	71	74	76	78	80	82	83	85	86	88	89	91	92
"Saint Lucia"	662	185	194	203	211	217	223	228	233	237	240	242	244	246	248	249	251	252	253
"Saint Vincent and the Grenadines"	670	109	112	115	117	119	121	123	124	124	125	125	125	125	125	125	125	124	124
"Sint Maarten (Dutch part)"	534	39	42	45	48	50	53	55	57	60	62	64	66	69	71	74	77	79	82
"Trinidad and Tobago"	780	1360	1395	1416	1428	1435	1439	1441	1442	1439	1434	1427	1421	1418	1417	1424	1436	1445	1454
"Turks and Caicos Islands"	796	34	37	40	43	46	49	51	53	56	58	59	61	63	65	67	69	71	73
"United States Virgin Islands"	850	106	108	109	110	110	110	109	108	107	107	107	107	107	108	108	108	109	110
"Central America"	916	172740	186049	198931	211291	222829	233642	243559	253128	261919	269607	276348	282154	287353	291951	296197	299439	302539	304999
"Belize"	84	359	404	451	497	542	587	631	677	721	764	806	846	884	921	958	995	1031	1062
"Costa Rica"	188	4808	5109	5387	5634	5853	6051	6224	6378	6506	6622	6709	6790	6850	6897	6937	6986	7036	7077
"El Salvador"	222	6127	6326	6534	6725	6891	7037	7166	7271	7374	7443	7483	7498	7473	7434	7394	7336	7301	7256
"Guatemala"	320	16343	18332	20485	22721	25041	27495	30013	32712	35483	38224	41052	43977	46839	49799	52789	55685	58592	61492
