"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Mayotte"	175	3.7304	3.4261	3.1751	2.9634	2.7824	2.6232	2.4809	2.3556	2.241	2.1429	2.0577	1.9892	1.9325	1.893	1.8644	1.8409	1.8259
"Mozambique"	508	5.12	4.7896	4.4677	4.161	3.8785	3.6214	3.3905	3.1863	3.0062	2.8539	2.7195	2.6047	2.5037	2.4138	2.3326	2.2581	2.194
"Reunion"	638	2.1211	2.0193	1.9518	1.9003	1.8678	1.8466	1.835	1.8281	1.8245	1.8238	1.8247	1.8253	1.8264	1.8308	1.8335	1.836	1.8413
"Rwanda"	646	3.6173	3.2664	2.9817	2.7453	2.5447	2.3652	2.211	2.0764	1.9661	1.8774	1.8124	1.7652	1.7342	1.7203	1.7156	1.7185	1.7265
"Seychelles"	690	2.2143	2.1133	2.0302	1.9671	1.9204	1.8888	1.8649	1.8527	1.8433	1.8383	1.8367	1.836	1.8373	1.8391	1.8411	1.8429	1.8467
"Somalia"	706	6.121	5.6545	5.2152	4.8003	4.4281	4.0897	3.7913	3.5356	3.3138	3.1182	2.9537	2.8074	2.6759	2.5606	2.4559	2.3632	2.2783
"South Sudan"	728	4.7333	4.3481	4.0024	3.6959	3.4308	3.2013	3.011	2.8494	2.7068	2.5841	2.477	2.382	2.2928	2.2146	2.1489	2.0861	2.0368
"Uganda"	800	5.4569	5.0249	4.6187	4.2475	3.9181	3.6227	3.371	3.1551	2.9696	2.8135	2.6733	2.5586	2.4463	2.352	2.2691	2.1924	2.1249
"United Republic of Tanzania"	834	4.9202	4.6132	4.3294	4.066	3.8266	3.6104	3.4226	3.2522	3.1001	2.9661	2.8484	2.74	2.6441	2.5539	2.472	2.3948	2.3234
"Zambia"	894	5.142	4.8542	4.5894	4.3416	4.1177	3.9143	3.7313	3.5624	3.4122	3.2716	3.1477	3.0297	2.9265	2.8277	2.7391	2.6561	2.5786
"Zimbabwe"	716	3.6464	3.3447	3.1	2.8942	2.72	2.5701	2.4327	2.3132	2.2061	2.1157	2.0434	1.9854	1.939	1.9042	1.8781	1.8592	1.8476
"Middle Africa"	911	5.384163846	4.972613803	4.587898392	4.233781897	3.915454243	3.631241783	3.383407652	3.172843627	2.98867881	2.830764034	2.69215214	2.572965125	2.465293832	2.368669729	2.282322356	2.205913299	2.139395161
"Angola"	24	5.7896	5.3785	4.9786	4.5999	4.2446	3.9248	3.6355	3.3846	3.1674	2.9805	2.8223	2.6857	2.5652	2.4573	2.3648	2.2804	2.2041
"Cameroon"	120	4.4557	4.1321	3.8405	3.5845	3.3663	3.172	3.0065	2.8615	2.7365	2.6237	2.5219	2.4269	2.3449	2.2695	2.1972	2.1311	2.0784
"Central African Republic"	140	4.0157	3.6605	3.3468	3.0822	2.8703	2.6957	2.5518	2.4325	2.3271	2.2387	2.161	2.0934	2.0393	1.9923	1.9571	1.9256	1.9011
"Chad"	148	5.7936	5.3042	4.8469	4.4308	4.0641	3.7393	3.4606	3.2242	3.025	2.8566	2.7093	2.5826	2.4673	2.363	2.268	2.1881	2.1195
"Congo"	178	4.6445	4.3609	4.0968	3.8592	3.6482	3.4578	3.2869	3.1381	3.0039	2.8892	2.781	2.6851	2.5959	2.5135	2.4387	2.3632	2.2955
"Dem. Republic of the Congo"	180	5.6643	5.2002	4.7678	4.3719	4.0183	3.7042	3.4337	3.2088	3.0123	2.8467	2.7012	2.5786	2.4664	2.3665	2.2772	2.1995	2.1319
"Equatorial Guinea"	226	4.5198	4.1026	3.7216	3.3905	3.1125	2.8871	2.7032	2.5524	2.4292	2.3202	2.2276	2.1489	2.0831	2.0281	1.9832	1.9467	1.9189
"Gabon"	266	3.6783	3.4002	3.1627	2.9663	2.8008	2.6593	2.542	2.4407	2.345	2.2641	2.1914	2.1281	2.0688	2.0215	1.9826	1.9507	1.9252
"Sao Tome and Principe"	678	4.3557	4.0683	3.8077	3.5755	3.375	3.1936	3.0381	2.9037	2.7846	2.6752	2.5774	2.4889	2.4085	2.3295	2.2613	2.1983	2.1403
"Northern Africa"	912	3.05243381	2.889014371	2.751727783	2.627659053	2.511980461	2.414677866	2.343849324	2.289344424	2.236375083	2.176834943	2.119084294	2.07035456	2.034994353	2.005158712	1.980622827	1.953232844	1.929902036
"Algeria"	12	2.6176	2.4075	2.2583	2.1465	2.0646	2.0026	1.9581	1.9295	1.9088	1.893	1.8828	1.8772	1.8729	1.8695	1.8704	1.8686	1.8691
"Egypt"	818	3.1618	2.9758	2.8203	2.6886	2.5754	2.4748	2.3793	2.2953	2.2208	2.1516	2.0938	2.043	2.0041	1.9693	1.9427	1.9204	1.9029
"Libya"	434	2.315	2.1437	2.0127	1.9109	1.8395	1.792	1.7677	1.7576	1.7554	1.7581	1.7648	1.7706	1.7779	1.7851	1.7942	1.8	1.8079
"Morocco"	504	2.3813	2.2427	2.132	2.0433	1.9727	1.9188	1.8772	1.8499	1.8319	1.8203	1.8145	1.8119	1.811	1.8127	1.816	1.8175	1.8211
"Sudan"	729	4.1284	3.8338	3.5747	3.3498	3.1563	2.99	2.845	2.7197	2.6082	2.5073	2.416	2.3327	2.2561	2.1852	2.129	2.0738	2.0287
"Tunisia"	788	2.0697	1.9905	1.9296	1.8854	1.8569	1.8395	1.8289	1.8237	1.823	1.8223	1.8235	1.8262	1.8294	1.8333	1.8361	1.8393	1.8428
"Western Sahara"	732	2.0642	1.9439	1.8489	1.7776	1.729	1.6975	1.6839	1.6838	1.6879	1.6984	1.7103	1.7215	1.7348	1.7457	1.7579	1.7676	1.7769
"Southern Africa"	913	2.380789349	2.266546548	2.172425531	2.091156547	2.022482893	1.965947715	1.921236115	1.885554957	1.858852345	1.838343643	1.82426193	1.815172123	1.809103141	1.806063747	1.804546389	1.803672282	1.805998548
"Botswana"	72	2.6717	2.4931	2.3454	2.2243	2.1215	2.0347	1.9652	1.9135	1.8742	1.8444	1.8241	1.8121	1.8058	1.8023	1.8037	1.8049	1.8073
"Lesotho"	426	3.0116	2.8069	2.6439	2.5096	2.3975	2.2979	2.2112	2.1358	2.0723	2.0165	1.9718	1.9344	1.9061	1.8831	1.8668	1.8535	1.8455
"Namibia"	516	3.3108	3.0732	2.8759	2.7121	2.5716	2.4486	2.3406	2.2449	2.1624	2.0855	2.0218	1.9735	1.9356	1.907	1.8843	1.866	1.852
"South Africa"	710	2.282	2.179	2.0933	2.0177	1.9558	1.9066	1.8686	1.8391	1.8186	1.8048	1.7969	1.793	1.7912	1.7918	1.7931	1.7945	1.799
"Swaziland"	748	3.0616	2.8237	2.6339	2.4774	2.346	2.2312	2.1312	2.0486	1.9809	1.9249	1.8821	1.8523	1.8286	1.8145	1.8054	1.8014	1.7998
"Western Africa"	914	5.210671528	4.883756842	4.567350702	4.27236051	4.001231328	3.753414287	3.52732294	3.323954822	3.143603565	2.981583363	2.839931076	2.714633444	2.601842273	2.500154867	2.409983345	2.328176548	2.254204764
"Benin"	204	4.5019	4.1522	3.8415	3.5738	3.3408	3.1371	2.9645	2.8153	2.6867	2.5737	2.4706	2.3776	2.2921	2.2161	2.1451	2.0877	2.0373
"Burkina Faso"	854	5.2347	4.8442	4.4789	4.1453	3.8422	3.576	3.3423	3.1446	2.9715	2.8229	2.693	2.5823	2.4751	2.3835	2.2989	2.2242	2.1576
"Cabo Verde"	132	2.1864	2.0495	1.9429	1.8626	1.8044	1.7661	1.7416	1.7316	1.728	1.7293	1.7358	1.7434	1.7519	1.761	1.7706	1.779	1.787
"Cote d'Ivoire"	384	4.7675	4.4676	4.2016	3.9609	3.7498	3.5588	3.3868	3.236	3.0994	2.9712	2.8578	2.7495	2.6534	2.5583	2.4742	2.3925	2.3121
"Gambia"	270	5.5272	5.2216	4.8709	4.5072	4.1471	3.805	3.4847	3.2024	2.9628	2.7592	2.5962	2.4596	2.3434	2.2474	2.1644	2.0948	2.0361
"Ghana"	288	3.9531	3.6924	3.4672	3.2726	3.1031	2.9563	2.8272	2.7115	2.6069	2.51	2.4239	2.3404	2.2612	2.1914	2.1293	2.0743	2.0296
"Guinea"	324	4.7339	4.3624	4.0239	3.7214	3.4593	3.234	3.0444	2.8785	2.7361	2.6163	2.5049	2.4069	2.3203	2.24	2.1713	2.1079	2.0554
"Guinea-Bissau"	624	4.5604	4.2041	3.8898	3.6157	3.3755	3.1755	2.9992	2.8456	2.7142	2.598	2.491	2.3987	2.3144	2.2343	2.1666	2.1049	2.0505
"Liberia"	430	4.4735	4.1495	3.8586	3.6013	3.3767	3.1901	3.0211	2.8771	2.7514	2.6372	2.5336	2.4405	2.354	2.2766	2.2044	2.1405	2.0851
"Mali"	466	5.9198	5.4704	5.0323	4.6151	4.2296	3.8811	3.5681	3.3004	3.0742	2.8821	2.7217	2.588	2.4704	2.3643	2.2771	2.1926	2.1264
"Mauritania"	478	4.3921	4.1141	3.8587	3.6346	3.4328	3.252	3.0971	2.9614	2.8413	2.7343	2.6336	2.5432	2.461	2.3825	2.3083	2.2423	2.1817
"Niger"	562	7.4569	7.1284	6.684	6.2119	5.7493	5.2984	4.872	4.4701	4.1109	3.7959	3.5195	3.2811	3.0748	2.8944	2.7438	2.607	2.4877
"Nigeria"	566	5.4082	5.0695	4.7374	4.4205	4.1202	3.8441	3.5935	3.3725	3.1796	3.0062	2.8579	2.7289	2.6146	2.5134	2.4234	2.3435	2.2696
"Senegal"	686	4.8276	4.5083	4.2199	3.9651	3.7396	3.5359	3.3602	3.1998	3.059	2.9321	2.8174	2.7122	2.6166	2.5248	2.4369	2.3573	2.2838
"Sierra Leone"	694	4.2773	3.823	3.4379	3.1283	2.881	2.6824	2.5251	2.3905	2.2805	2.1852	2.1042	2.0347	1.9778	1.9354	1.9019	1.8771	1.8569
"Togo"	768	4.3456	4.0409	3.7701	3.5342	3.3323	3.1546	2.9989	2.8616	2.737	2.6279	2.5269	2.4338	2.3443	2.2672	2.1943	2.1298	2.0745
"Asia"	935	2.147946673	2.094368768	2.049722983	2.005301106	1.962480659	1.935516202	1.918094689	1.898284176	1.872147483	1.853321179	1.842603657	1.837483414	1.835007999	1.832405535	1.830514139	1.829155618	1.829527553
"Eastern Asia"	906	1.577473777	1.592759903	1.632069474	1.677339804	1.702627519	1.71399055	1.725903516	1.739657741	1.754086727	1.768612375	1.779408894	1.786451043	1.791419194	1.79546152	1.801601342	1.807935452	1.814334102
"China"	156	1.5907	1.6252	1.655	1.6809	1.7026	1.7199	1.7359	1.7492	1.7617	1.772	1.7803	1.7881	1.7952	1.8002	1.806	1.8104	1.8148
"China, Hong Kong SAR"	344	1.2974	1.3765	1.4433	1.5011	1.5501	1.5923	1.6275	1.6584	1.6843	1.7063	1.7258	1.7431	1.7563	1.7679	1.7785	1.7883	1.7965
"China, Macao SAR"	446	1.3394	1.4537	1.5439	1.6134	1.6689	1.7113	1.7444	1.7722	1.7937	1.8106	1.8236	1.8354	1.8439	1.8514	1.8587	1.8636	1.8673
"Dem. People's Rep. of Korea"	408	1.9361	1.8977	1.8705	1.8492	1.8325	1.8219	1.8165	1.8126	1.8123	1.8148	1.8163	1.8192	1.8228	1.826	1.8281	1.8314	1.8332
"Japan"	392	1.4627	1.5195	1.5656	1.6061	1.6399	1.6698	1.6936	1.7139	1.7319	1.7471	1.7594	1.771	1.7791	1.7875	1.7944	1.8005	1.8066
"Mongolia"	496	2.5375	2.4255	2.3325	2.2557	2.1925	2.139	2.0977	2.0637	2.0337	2.0118	1.9934	1.9777	1.9662	1.9562	1.9468	1.9399	1.9337
"Republic of Korea"	410	1.3294	1.3925	1.4472	1.4959	1.5367	1.5729	1.6039	1.6307	1.653	1.6725	1.6899	1.7061	1.7195	1.7319	1.743	1.7509	1.7566
"China, Taiwan Province of China"	158	1.0314	1.0601	1.1522	1.2361	1.3141	1.3832	1.4459	1.4997	1.5468	1.5863	1.6198	1.6513	1.6768	1.6981	1.716	1.7315	1.7455
"South-Central Asia"	921	2.423263259	2.298839525	2.184824287	2.088653356	2.016962874	1.970471428	1.931855828	1.895837491	1.862794553	1.838601074	1.822487208	1.812976152	1.807872878	1.804189828	1.801989562	1.801111429	1.802259041
"Central Asia"	5500	2.554856667	2.439969201	2.33486251	2.238917401	2.16135857	2.113770722	2.077257378	2.038912559	2.000671858	1.967741624	1.941814773	1.92058164	1.903717715	1.891325448	1.88173493	1.873191869	1.86629583
"Kazakhstan"	398	2.5312	2.4357	2.3496	2.2758	2.2119	2.1547	2.1045	2.0608	2.0224	1.9893	1.9634	1.9422	1.9242	1.9103	1.899	1.8899	1.883
"Kyrgyzstan"	417	2.9263	2.7711	2.6409	2.5305	2.4351	2.3508	2.2759	2.207	2.1474	2.0961	2.0511	2.0123	1.9827	1.9553	1.936	1.9193	1.909
"Tajikistan"	762	3.3182	3.1167	2.9456	2.802	2.6755	2.5662	2.4649	2.3747	2.2919	2.2158	2.1493	2.0891	2.0367	1.9931	1.957	1.9291	1.9061
"Turkmenistan"	795	2.2156	2.1093	2.0191	1.9475	1.8874	1.8449	1.8106	1.7908	1.7775	1.769	1.7668	1.7678	1.771	1.7737	1.7797	1.7839	1.7901
"Uzbekistan"	860	2.329	2.2101	2.1142	2.0384	1.975	1.9295	1.8937	1.8659	1.8478	1.835	1.8265	1.8223	1.8199	1.8199	1.8201	1.8215	1.8251
"Southern Asia"	5501	2.417551749	2.291716977	2.178330549	2.084655937	2.014179667	1.966277216	1.925870476	1.88955038	1.857494501	1.834477568	1.818854403	1.809314754	1.804148438	1.800604297	1.798739808	1.79820056	1.799595035
"Afghanistan"	4	4.245	3.5267	3.0159	2.6726	2.4221	2.2345	2.0871	1.9722	1.8849	1.8208	1.7739	1.746	1.7311	1.7257	1.7262	1.7306	1.7385
"Bangladesh"	50	2.0757	1.9452	1.842	1.7642	1.7123	1.6801	1.6676	1.6675	1.6754	1.686	1.6997	1.7164	1.7301	1.7426	1.7543	1.7653	1.7767
"Bhutan"	64	1.9264	1.7908	1.6902	1.6235	1.5861	1.5766	1.5852	1.6047	1.6296	1.6504	1.6757	1.6966	1.7137	1.7302	1.7461	1.7582	1.77
"India"	356	2.3429	2.231	2.1353	2.0567	1.9892	1.9364	1.8918	1.8581	1.8321	1.8157	1.8037	1.7952	1.792	1.7913	1.7918	1.7933	1.7958
"Iran (Islamic Republic of)"	364	1.6184	1.5249	1.49	1.507	1.5432	1.5783	1.6101	1.6385	1.662	1.6876	1.7076	1.7264	1.7418	1.7542	1.7681	1.7792	1.7888
"Maldives"	462	1.9835	1.8289	1.7239	1.663	1.6432	1.6497	1.6669	1.6853	1.702	1.7185	1.7351	1.7483	1.7609	1.7725	1.7831	1.792	1.8005
"Nepal"	524	2.0928	1.9475	1.8458	1.774	1.7286	1.7005	1.6917	1.6905	1.6964	1.7071	1.7188	1.7303	1.7421	1.7522	1.7642	1.7735	1.7833
"Pakistan"	586	3.3776	3.101	2.8798	2.701	2.5513	2.4213	2.3093	2.2114	2.1273	2.055	1.9943	1.9459	1.9081	1.879	1.8585	1.8414	1.8304
"Sri Lanka"	144	2.0264	1.9557	1.9031	1.8611	1.8324	1.8157	1.8026	1.7965	1.7936	1.7932	1.7947	1.7982	1.8028	1.8077	1.8118	1.816	1.8206
"South-Eastern Asia"	920	2.250693347	2.163811128	2.098971143	2.050863901	2.0104062	1.970980716	1.936330986	1.907969058	1.886251226	1.870676617	1.858833278	1.849212902	1.842605573	1.837396605	1.834314865	1.833410983	1.833562651
"Brunei Darussalam"	96	1.8188	1.7553	1.7154	1.6931	1.6835	1.6815	1.6869	1.696	1.7071	1.7186	1.7298	1.7422	1.7524	1.7626	1.7728	1.7822	1.7909
"Cambodia"	116	2.5262	2.3862	2.2701	2.174	2.095	2.0253	1.9676	1.9184	1.8817	1.853	1.8333	1.8179	1.8072	1.7995	1.7977	1.7949	1.7971
"Indonesia"	360	2.3566	2.2401	2.1436	2.0661	2.0021	1.9513	1.9145	1.8873	1.866	1.853	1.8444	1.8375	1.8358	1.8347	1.8338	1.8354	1.8373
"Lao People's Dem. Republic"	418	2.7705	2.5281	2.3403	2.1874	2.066	1.9685	1.8902	1.8371	1.8009	1.7786	1.7667	1.7627	1.7625	1.7661	1.7725	1.7797	1.7866
"Malaysia"	458	1.895	1.8323	1.7876	1.7553	1.7366	1.7268	1.7244	1.7258	1.73	1.7378	1.7476	1.7548	1.7636	1.7722	1.7803	1.7874	1.7933
"Myanmar"	104	2.1342	2.0354	1.9541	1.8912	1.8427	1.8108	1.7894	1.7781	1.77	1.7693	1.7719	1.7747	1.78	1.7841	1.7909	1.7968	1.8033
"Philippines"	608	2.8666	2.7175	2.5901	2.4721	2.372	2.2788	2.1977	2.1199	2.0566	2.0018	1.957	1.9207	1.8901	1.8675	1.8503	1.8384	1.8294
"Singapore"	702	1.2611	1.287	1.309	1.3305	1.3508	1.368	1.3845	1.3996	1.414	1.4254	1.4378	1.4476	1.4584	1.467	1.4745	1.4826	1.4895
"Thailand"	764	1.4577	1.4161	1.4333	1.4728	1.5114	1.5484	1.5831	1.6153	1.6426	1.6692	1.6913	1.7114	1.7304	1.7458	1.7586	1.7702	1.7797
"Timor-Leste"	626	5.3275	4.7839	4.2984	3.8821	3.5251	3.2324	2.9927	2.7971	2.6327	2.4915	2.373	2.2656	2.1743	2.0957	2.0348	1.9834	1.9432
"Viet Nam"	704	1.9507	1.9419	1.9327	1.9274	1.9236	1.9209	1.9169	1.9158	1.914	1.9129	1.9105	1.9105	1.91	1.9077	1.9085	1.9079	1.9072
"Western Asia"	922	2.745451131	2.612789647	2.510283791	2.428126422	2.355193744	2.2913694	2.236734472	2.191311465	2.153479105	2.122341074	2.094497556	2.073336561	2.054899919	2.036086711	2.018589303	1.998030532	1.978623223
"Armenia"	51	1.5072	1.5004	1.5248	1.5512	1.5797	1.6077	1.633	1.6577	1.6804	1.6998	1.7176	1.735	1.7491	1.7618	1.7728	1.7818	1.791
"Azerbaijan"	31	2.2223	2.1499	2.0904	2.0395	1.9977	1.9626	1.936	1.9163	1.9008	1.8886	1.8808	1.8745	1.8699	1.8664	1.8648	1.8643	1.8639
"Bahrain"	48	1.9789	1.8754	1.7944	1.7343	1.6962	1.677	1.6701	1.671	1.6797	1.6921	1.7054	1.7193	1.73	1.7417	1.754	1.7652	1.7749
"Cyprus"	196	1.4201	1.4225	1.4596	1.4991	1.5354	1.5714	1.6039	1.6331	1.6592	1.6837	1.7053	1.723	1.7388	1.7527	1.7662	1.7759	1.7861
"Georgia"	268	1.8189	1.8271	1.8339	1.8399	1.8469	1.8508	1.855	1.8583	1.8609	1.8636	1.8677	1.8689	1.8703	1.8697	1.8722	1.8724	1.8732
"Iraq"	368	4.3501	4.0887	3.8551	3.6505	3.4688	3.3087	3.1659	3.0357	2.9177	2.8142	2.7141	2.6223	2.5363	2.4552	2.381	2.307	2.2401
"Israel"	376	2.9261	2.8116	2.7094	2.616	2.5292	2.4519	2.3768	2.3058	2.2394	2.1797	2.1254	2.0794	2.0394	2.0074	1.9777	1.9558	1.9375
"Jordan"	400	3.1962	2.9418	2.7374	2.5667	2.4191	2.2933	2.1817	2.0883	2.0103	1.9465	1.8991	1.8657	1.8397	1.8216	1.8118	1.8059	1.8022
"Kuwait"	414	2.0425	1.966	1.9238	1.9009	1.8841	1.8718	1.8642	1.8607	1.8576	1.8563	1.8571	1.8581	1.8593	1.8597	1.8606	1.8627	1.8633
"Lebanon"	422	1.7092	1.7044	1.7033	1.7059	1.7104	1.715	1.723	1.7325	1.7416	1.7523	1.7622	1.7712	1.779	1.7875	1.7942	1.8014	1.8066
"Oman"	512	2.5147	2.2564	2.0624	1.9112	1.8011	1.73	1.693	1.6831	1.6899	1.7045	1.7187	1.732	1.7447	1.7567	1.7685	1.7783	1.7876
"Qatar"	634	1.9489	1.8432	1.762	1.7072	1.6723	1.6549	1.6502	1.6554	1.6662	1.6816	1.697	1.7135	1.7275	1.7414	1.7532	1.7645	1.7751
"Saudi Arabia"	682	2.5928	2.3933	2.2314	2.1023	1.9937	1.9072	1.842	1.7965	1.7687	1.753	1.7441	1.7453	1.749	1.7556	1.7621	1.7689	1.7774
"State of Palestine"	275	3.9459	3.6509	3.3986	3.1846	3.0052	2.8495	2.7113	2.591	2.4878	2.3896	2.3013	2.2215	2.149	2.0865	2.0364	1.9904	1.9531
"Syrian Arab Republic"	760	2.7713	2.5621	2.3909	2.2456	2.1216	2.0191	1.935	1.8717	1.8241	1.7915	1.7728	1.7595	1.7579	1.7566	1.7618	1.7657	1.7721
"Turkey"	792	2.0052	1.9242	1.8626	1.817	1.785	1.7635	1.7522	1.7481	1.7481	1.751	1.755	1.7622	1.7702	1.7756	1.7834	1.7908	1.7961
"United Arab Emirates"	784	1.7285	1.6594	1.6192	1.604	1.6047	1.615	1.6313	1.651	1.6706	1.6899	1.7076	1.7256	1.7403	1.7528	1.7653	1.7763	1.7853
"Yemen"	887	3.7859	3.358	3.02	2.7489	2.519	2.3248	2.1573	2.0121	1.8936	1.8028	1.7344	1.6954	1.6699	1.6622	1.6674	1.677	1.6928
"Europe"	908	1.623574826	1.655898334	1.693857985	1.726506665	1.753491166	1.774920865	1.789286412	1.800595829	1.811296397	1.821659078	1.831841612	1.839157904	1.844194227	1.847944386	1.85226094	1.856388883	1.861100571
"Eastern Europe"	923	1.595785366	1.633244627	1.673801626	1.71162538	1.745217654	1.771345273	1.790365354	1.805653684	1.81848436	1.830310183	1.842285393	1.85032075	1.856341297	1.861057222	1.866010907	1.870100451	1.874781694
"Belarus"	112	1.6439	1.6907	1.7282	1.7575	1.7812	1.8013	1.8166	1.8299	1.8391	1.8476	1.8545	1.8601	1.8654	1.8691	1.8726	1.8755	1.878
"Bulgaria"	100	1.5982	1.659	1.7056	1.7434	1.7714	1.7932	1.8107	1.8255	1.8369	1.8466	1.8531	1.8601	1.8644	1.8674	1.871	1.8735	1.8752
"Czech Republic"	203	1.5362	1.6023	1.6549	1.6979	1.7316	1.7578	1.7792	1.7972	1.8106	1.8224	1.8325	1.8393	1.8462	1.8513	1.8558	1.8596	1.8616
"Hungary"	348	1.4022	1.4577	1.5033	1.5454	1.5803	1.6113	1.637	1.6612	1.6817	1.6981	1.7134	1.7264	1.7379	1.7482	1.7568	1.7621	1.7693
"Poland"	616	1.3274	1.3334	1.3842	1.433	1.4808	1.523	1.5634	1.5993	1.6318	1.6574	1.6823	1.7033	1.7217	1.7381	1.7514	1.7636	1.7751
