"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Republic of Moldova"	498	1.2293	1.2416	1.3053	1.3667	1.4224	1.4743	1.5219	1.5642	1.6014	1.6326	1.6603	1.6864	1.7069	1.7251	1.7394	1.7523	1.7659
"Romania"	642	1.5348	1.581	1.6176	1.6507	1.6789	1.7016	1.7224	1.7393	1.755	1.7668	1.7774	1.7867	1.7956	1.8015	1.8066	1.8121	1.8165
"Russian Federation"	643	1.717	1.7601	1.7922	1.8185	1.8386	1.8536	1.8659	1.8757	1.8819	1.8875	1.8942	1.8978	1.9008	1.9033	1.9059	1.9072	1.9098
"Slovakia"	703	1.4379	1.4968	1.545	1.5878	1.6235	1.6529	1.6805	1.703	1.7218	1.7381	1.7505	1.7627	1.7705	1.779	1.7891	1.7945	1.8008
"Ukraine"	804	1.555	1.6079	1.6508	1.6867	1.7153	1.7412	1.7614	1.7782	1.792	1.803	1.8134	1.8206	1.8274	1.8327	1.8385	1.8416	1.8448
"Northern Europe"	924	1.876711133	1.878726431	1.879500878	1.880417498	1.882731913	1.885655265	1.887817873	1.888185117	1.888815611	1.888772804	1.889254315	1.890418699	1.890966546	1.891482146	1.891385515	1.89118816	1.891697887
"Channel Islands"	830	1.4888	1.517	1.542	1.5656	1.5868	1.6054	1.6226	1.6373	1.6513	1.6647	1.6766	1.6863	1.6948	1.7021	1.71	1.7162	1.7215
"Denmark"	208	1.7605	1.7845	1.8035	1.8172	1.8288	1.8408	1.8476	1.8537	1.8584	1.8624	1.8654	1.8679	1.8704	1.8717	1.8742	1.8748	1.8763
"Estonia"	233	1.6556	1.7054	1.7418	1.7696	1.7906	1.8096	1.8233	1.8344	1.8433	1.8491	1.8553	1.8594	1.8631	1.8662	1.8693	1.8714	1.8733
"Finland"	246	1.7655	1.7798	1.7912	1.8018	1.8095	1.8166	1.8239	1.8288	1.8325	1.8362	1.8396	1.8411	1.8441	1.8449	1.8478	1.8485	1.8491
"Iceland"	352	1.9008	1.858	1.8276	1.805	1.7919	1.7833	1.7798	1.7785	1.7802	1.7831	1.7854	1.7923	1.7972	1.8012	1.8065	1.8113	1.8156
"Ireland"	372	1.9978	1.9863	1.9757	1.9685	1.9623	1.9571	1.9531	1.9505	1.9477	1.9452	1.9413	1.9398	1.9379	1.935	1.9337	1.9316	1.9298
"Latvia"	428	1.5514	1.6088	1.654	1.6912	1.7211	1.7445	1.7658	1.7826	1.7963	1.807	1.8159	1.8248	1.8314	1.8372	1.8417	1.8455	1.8493
"Lithuania"	440	1.6332	1.6811	1.7186	1.7505	1.7751	1.7943	1.8098	1.8229	1.8336	1.842	1.8493	1.8556	1.8602	1.8653	1.868	1.8716	1.8736
"Norway"	578	1.8119	1.8227	1.831	1.838	1.8435	1.8487	1.8529	1.8571	1.8602	1.8627	1.865	1.8675	1.8686	1.8693	1.8707	1.872	1.873
"Sweden"	752	1.9254	1.9288	1.9315	1.9342	1.9364	1.9379	1.9393	1.9424	1.9437	1.9434	1.9447	1.9447	1.945	1.9448	1.9448	1.9449	1.9445
"United Kingdom"	826	1.908	1.9016	1.8971	1.8941	1.8924	1.8916	1.8917	1.8899	1.8896	1.8887	1.8882	1.8886	1.8882	1.8885	1.8877	1.8872	1.8878
"Southern Europe"	925	1.451318463	1.485497735	1.519599532	1.552262751	1.588700773	1.62698982	1.658143889	1.680501462	1.698304587	1.712856623	1.726731301	1.740340758	1.753709247	1.764733501	1.773865906	1.779822971	1.786343367
"Albania"	8	1.7752	1.7687	1.7644	1.7645	1.7645	1.7676	1.7723	1.7756	1.7798	1.7841	1.791	1.7976	1.8041	1.8083	1.8126	1.8181	1.823
"Bosnia and Herzegovina"	70	1.2296	1.2303	1.2909	1.3531	1.4101	1.463	1.5129	1.5554	1.5933	1.6269	1.6546	1.6788	1.7011	1.7204	1.7371	1.7494	1.7609
"Croatia"	191	1.4771	1.4777	1.5085	1.5424	1.5746	1.6064	1.6334	1.6598	1.6814	1.7024	1.7186	1.7359	1.7492	1.7619	1.7724	1.7822	1.791
"Greece"	300	1.3028	1.3148	1.3685	1.4215	1.4717	1.5153	1.5566	1.5939	1.6265	1.653	1.6778	1.6991	1.7185	1.7344	1.7507	1.7633	1.7735
"Italy"	380	1.49	1.5435	1.5865	1.6235	1.6562	1.6826	1.7052	1.7252	1.7413	1.7551	1.768	1.7773	1.7871	1.794	1.8015	1.8065	1.8123
"Malta"	470	1.4882	1.5346	1.5748	1.6115	1.6444	1.6717	1.6938	1.7155	1.7346	1.7494	1.7623	1.7746	1.7841	1.7928	1.8	1.8082	1.8144
"Montenegro"	499	1.6546	1.6312	1.6344	1.6464	1.6592	1.6735	1.6898	1.7058	1.7208	1.7353	1.7481	1.761	1.7713	1.7815	1.7889	1.7965	1.8037
"Portugal"	620	1.2399	1.2476	1.3093	1.3698	1.4242	1.4759	1.5217	1.5628	1.6002	1.6327	1.6615	1.6841	1.7057	1.7235	1.74	1.7528	1.7649
"Serbia"	688	1.5947	1.6237	1.6489	1.6724	1.6936	1.7122	1.7293	1.7447	1.7567	1.7675	1.7792	1.7888	1.7961	1.8033	1.8096	1.8153	1.8205
"Slovenia"	705	1.646	1.6991	1.7373	1.7706	1.7956	1.8144	1.8293	1.8434	1.8519	1.8604	1.8673	1.8719	1.877	1.8807	1.8844	1.8866	1.8889
"Spain"	724	1.3816	1.4341	1.4791	1.5185	1.5529	1.584	1.6115	1.6341	1.6543	1.6712	1.6853	1.6995	1.7106	1.7222	1.7322	1.7395	1.7474
"TFYR Macedonia"	807	1.5533	1.5875	1.6173	1.6455	1.6702	1.6911	1.711	1.7274	1.7424	1.7552	1.7669	1.7772	1.7867	1.7954	1.8029	1.8077	1.8129
"Western Europe"	926	1.688763648	1.719227747	1.750303842	1.773540175	1.785364064	1.791540938	1.798838644	1.811499498	1.824806939	1.834525795	1.839873408	1.842266411	1.844908368	1.84869171	1.854552442	1.8598612	1.863919866
"Austria"	40	1.5268	1.5776	1.6186	1.6555	1.6841	1.7082	1.7293	1.747	1.7625	1.7751	1.7855	1.7945	1.8027	1.8085	1.816	1.8216	1.8252
"Belgium"	56	1.8313	1.8432	1.8527	1.8613	1.8673	1.873	1.8778	1.8831	1.8853	1.8876	1.8894	1.8913	1.894	1.8939	1.8953	1.8956	1.8963
"France"	250	1.9895	1.9813	1.9764	1.9719	1.9692	1.9668	1.9643	1.964	1.9628	1.9604	1.9582	1.9576	1.9572	1.9566	1.9559	1.9544	1.9538
"Germany"	276	1.4361	1.4749	1.5096	1.5417	1.569	1.5948	1.6167	1.6369	1.654	1.6682	1.6814	1.6929	1.7045	1.7138	1.7228	1.731	1.7391
"Luxembourg"	442	1.6114	1.6473	1.6768	1.702	1.7224	1.7397	1.7542	1.7666	1.7767	1.7848	1.7913	1.7983	1.801	1.8073	1.8116	1.813	1.8169
"Netherlands"	528	1.7693	1.7837	1.7957	1.8063	1.8151	1.823	1.8302	1.8368	1.8428	1.846	1.8501	1.8526	1.8548	1.8573	1.8592	1.8611	1.8624
"Switzerland"	756	1.5737	1.6163	1.6539	1.6833	1.7097	1.7308	1.7486	1.7633	1.7748	1.7857	1.7941	1.8022	1.8099	1.8159	1.8213	1.8257	1.8297
"Latin America and the Caribbean"	904	2.046306902	1.961151662	1.895443803	1.847784242	1.814999609	1.793972626	1.78172791	1.774299829	1.771397833	1.771026978	1.773507383	1.77732248	1.781875162	1.786126028	1.791760011	1.796668286	1.801851181
"Caribbean"	915	2.186071144	2.100745931	2.033170811	1.975753519	1.928724768	1.890269089	1.857690805	1.83263934	1.813294619	1.801098984	1.792217361	1.788891696	1.787684069	1.788255959	1.791439941	1.794398595	1.79860472
"Antigua and Barbuda"	28	2.0328	1.9814	1.9402	1.9056	1.8778	1.8585	1.8424	1.8348	1.8293	1.8258	1.8243	1.8237	1.8255	1.8267	1.8299	1.8297	1.8335
"Aruba"	533	1.6243	1.6133	1.6286	1.6459	1.6642	1.6829	1.6989	1.7169	1.7319	1.7471	1.7592	1.7706	1.7808	1.7902	1.7995	1.8061	1.8127
"Bahamas"	44	1.8305	1.7937	1.7719	1.7582	1.7501	1.7483	1.749	1.7531	1.7578	1.7652	1.7713	1.7765	1.7837	1.7889	1.7963	1.8022	1.8074
"Barbados"	52	1.8005	1.8101	1.8192	1.8268	1.8319	1.8386	1.8442	1.8491	1.8532	1.8562	1.8589	1.8613	1.8625	1.8636	1.8657	1.8668	1.8678
"Cuba"	192	1.5817	1.5698	1.5865	1.6048	1.6247	1.6457	1.6666	1.6872	1.7032	1.7204	1.7346	1.7488	1.762	1.7728	1.7835	1.7916	1.7982
"Curacao"	531	2.0539	2.0127	1.978	1.9505	1.9279	1.913	1.9002	1.8907	1.8829	1.8782	1.8749	1.8716	1.8706	1.8688	1.8695	1.8682	1.8671
"Dominican Republic"	214	2.3766	2.2418	2.1253	2.0289	1.9477	1.8864	1.8401	1.8087	1.7884	1.7759	1.77	1.7694	1.7709	1.7732	1.7798	1.7865	1.7923
"Grenada"	308	2.0761	1.9821	1.9048	1.8464	1.8069	1.7772	1.7608	1.7541	1.7517	1.7532	1.7583	1.7652	1.7713	1.7778	1.7845	1.7903	1.7968
"Guadeloupe"	312	2.1046	2.0485	2.0035	1.9695	1.9417	1.9227	1.9077	1.8973	1.8896	1.8842	1.8812	1.8787	1.8774	1.8759	1.8743	1.8725	1.8728
"Haiti"	332	2.847	2.6276	2.4572	2.3179	2.2057	2.1098	2.0296	1.9658	1.9138	1.8747	1.8438	1.8244	1.8105	1.8027	1.7985	1.7953	1.7967
"Jamaica"	388	1.9901	1.9162	1.8626	1.8228	1.7991	1.7838	1.7745	1.7721	1.773	1.7772	1.7799	1.7865	1.7916	1.797	1.803	1.8079	1.8124
"Martinique"	474	1.8752	1.8308	1.8121	1.8034	1.7991	1.7974	1.7984	1.8033	1.8063	1.8126	1.8175	1.8214	1.8268	1.8315	1.8354	1.8377	1.8425
"Puerto Rico"	630	1.587	1.5638	1.5714	1.5887	1.608	1.6296	1.6508	1.6706	1.6901	1.7078	1.723	1.7378	1.7516	1.7621	1.7729	1.783	1.7914
"Saint Lucia"	662	1.8218	1.7415	1.6906	1.6579	1.6456	1.6468	1.6565	1.6688	1.6837	1.6982	1.7155	1.7282	1.7418	1.755	1.7666	1.776	1.7858
"St. Vincent and the Grenadines"	670	1.9017	1.8123	1.7489	1.7116	1.6928	1.6902	1.6924	1.7	1.7099	1.7225	1.7353	1.7486	1.7594	1.7702	1.7806	1.7888	1.7963
"Trinidad and Tobago"	780	1.7296	1.69	1.6771	1.677	1.6834	1.692	1.7046	1.7181	1.7308	1.7435	1.7542	1.7661	1.7745	1.7831	1.7927	1.8	1.8059
"United States Virgin Islands"	850	2.1837	2.0851	2.0082	1.952	1.9106	1.8809	1.8606	1.8477	1.8403	1.835	1.8329	1.8328	1.8331	1.8341	1.8376	1.8386	1.8412
"Central America"	916	2.213997951	2.08464075	1.980233166	1.901848354	1.845674699	1.808006916	1.787089357	1.776613625	1.772467402	1.771951264	1.774450939	1.778508943	1.783098629	1.78715941	1.792022323	1.796325486	1.800273795
"Belize"	84	2.4617	2.3137	2.1942	2.0952	2.0121	1.9451	1.8911	1.8489	1.8179	1.7978	1.7842	1.7783	1.7744	1.7744	1.7775	1.7808	1.7838
"Costa Rica"	188	1.7645	1.7022	1.6718	1.6637	1.6663	1.6764	1.6879	1.7021	1.7151	1.7277	1.7408	1.7525	1.7649	1.7747	1.7838	1.7914	1.799
"El Salvador"	222	1.8732	1.7908	1.7294	1.6907	1.6682	1.6589	1.6612	1.6668	1.6764	1.6892	1.7023	1.7163	1.7306	1.7424	1.7546	1.765	1.7742
"Guatemala"	320	3.0332	2.8176	2.6406	2.4978	2.3797	2.2789	2.1932	2.1171	2.052	2.0017	1.9561	1.9205	1.8944	1.8699	1.8547	1.8433	1.8334
"Honduras"	340	2.2513	2.1003	1.9877	1.8997	1.8362	1.7904	1.7596	1.7393	1.7283	1.7276	1.7299	1.7342	1.7424	1.7506	1.7596	1.769	1.7769
"Mexico"	484	2.1386	2.0067	1.8988	1.8191	1.7639	1.7299	1.7157	1.7138	1.7186	1.7255	1.7368	1.7486	1.7591	1.7691	1.7782	1.7859	1.793
"Nicaragua"	558	2.1607	2.0309	1.929	1.8526	1.7961	1.7586	1.7351	1.7262	1.7248	1.7292	1.7339	1.7433	1.7516	1.76	1.7693	1.7771	1.7854
"Panama"	591	2.3574	2.2507	2.1606	2.0831	2.0191	1.9658	1.9239	1.8928	1.8712	1.8552	1.842	1.8333	1.8295	1.8259	1.8241	1.8247	1.8257
"South America"	931	1.95963263	1.891173389	1.84245587	1.809706807	1.788798062	1.77706404	1.77108126	1.767231473	1.766884767	1.767859585	1.771318962	1.775587137	1.780723023	1.785499326	1.791748858	1.797074401	1.802864672
"Argentina"	32	2.2687	2.1962	2.1306	2.0715	2.0213	1.9773	1.9434	1.915	1.8941	1.877	1.8643	1.8546	1.8481	1.8433	1.8411	1.8411	1.8401
"Bolivia (Plurinational State of)"	68	2.8306	2.6558	2.5122	2.3931	2.2917	2.2033	2.127	2.0592	2.0047	1.9554	1.919	1.8913	1.8672	1.8494	1.8376	1.8288	1.8236
"Brazil"	76	1.7439	1.691	1.6621	1.6523	1.6516	1.6586	1.6698	1.6822	1.697	1.7105	1.7252	1.7378	1.751	1.7622	1.7737	1.783	1.7919
"Chile"	152	1.7273	1.7031	1.6993	1.7008	1.7077	1.7153	1.7261	1.7389	1.7493	1.7601	1.7699	1.78	1.7887	1.7958	1.8035	1.81	1.8154
"Colombia"	170	1.8291	1.7429	1.6904	1.6654	1.6585	1.6631	1.6715	1.6852	1.6996	1.714	1.7267	1.7406	1.7538	1.7646	1.7752	1.7835	1.7926
"Ecuador"	218	2.4435	2.318	2.2115	2.1174	2.0387	1.9718	1.9196	1.8777	1.8471	1.8243	1.8107	1.8005	1.797	1.7941	1.7938	1.7955	1.7985
"French Guiana"	254	3.2836	3.1147	2.9684	2.8431	2.7366	2.642	2.5573	2.4788	2.4061	2.3388	2.2762	2.2195	2.166	2.1224	2.0841	2.0488	2.0209
"Guyana"	328	2.4741	2.3656	2.2718	2.1891	2.1157	2.0527	2.0004	1.9551	1.9205	1.8929	1.8711	1.8556	1.8436	1.8353	1.8311	1.8269	1.8263
"Paraguay"	600	2.4457	2.3215	2.2163	2.128	2.0503	1.9867	1.9366	1.8937	1.8595	1.8363	1.8176	1.8066	1.7976	1.7926	1.7925	1.7922	1.7939
"Peru"	604	2.3506	2.2251	2.1155	2.0245	1.95	1.8877	1.8439	1.8104	1.7887	1.7751	1.7698	1.7691	1.7708	1.7737	1.779	1.7848	1.7919
"Suriname"	740	2.2771	2.171	2.0788	2.0034	1.9404	1.8938	1.8607	1.8353	1.8175	1.8075	1.8014	1.7994	1.8018	1.8018	1.8052	1.8086	1.8137
"Uruguay"	858	1.9804	1.9363	1.9015	1.8727	1.8519	1.8382	1.8263	1.8214	1.8182	1.8164	1.8167	1.8176	1.8202	1.8213	1.8247	1.8271	1.8303
"Venezuela (Bolivarian Republic of)"	862	2.2816	2.1718	2.0792	2.0009	1.9364	1.8866	1.8521	1.8262	1.8078	1.7964	1.7893	1.7889	1.7897	1.7907	1.795	1.7968	1.8022
"Northern America"	905	1.864459321	1.868873708	1.877011475	1.882045534	1.88702663	1.891414849	1.896464523	1.90072414	1.904711337	1.907230956	1.909802507	1.911702443	1.913443902	1.914842237	1.91606576	1.916982645	1.917042173
"Canada"	124	1.5633	1.555	1.5765	1.597	1.6211	1.6437	1.6651	1.6861	1.7043	1.7209	1.7366	1.751	1.7628	1.7744	1.7845	1.793	1.7994
"United States of America"	840	1.8971	1.9029	1.9079	1.9109	1.9151	1.9183	1.921	1.9227	1.9249	1.926	1.9275	1.9284	1.9291	1.9292	1.9293	1.9294	1.9289
"Oceania"	909	2.347877595	2.293897025	2.236680681	2.177905998	2.128314583	2.090961751	2.062157805	2.036946534	2.011101585	1.984990345	1.960670351	1.939548096	1.922758251	1.907478546	1.894717718	1.883205173	1.873654893
"Australia/New Zealand"	927	1.882112424	1.845747568	1.821213603	1.803758306	1.791594122	1.786901951	1.785640871	1.787127108	1.78828285	1.791740429	1.794969065	1.79897618	1.804241943	1.808215787	1.813446703	1.817499429	1.821128845
"Australia"	36	1.8605	1.8265	1.8059	1.7923	1.7833	1.7805	1.7801	1.7825	1.7849	1.7896	1.7934	1.7979	1.8032	1.8071	1.8127	1.817	1.8208
"New Zealand"	554	1.9863	1.938	1.8997	1.8694	1.8463	1.8314	1.82	1.8139	1.8084	1.8061	1.8072	1.8086	1.8122	1.8159	1.8184	1.8211	1.824
"Melanesia"	928	3.442108911	3.246064353	3.074943939	2.924272778	2.793321524	2.675292683	2.573933642	2.482705422	2.401581421	2.323044841	2.25187814	2.186386479	2.129027176	2.077667986	2.033109972	1.996020701	1.965724186
"Fiji"	242	2.4804	2.368	2.2687	2.1777	2.1003	2.0356	1.9799	1.939	1.9059	1.8799	1.8605	1.8484	1.8393	1.833	1.8301	1.8278	1.8283
"New Caledonia"	540	2.0409	1.9667	1.911	1.871	1.8435	1.8226	1.811	1.804	1.803	1.8045	1.8059	1.8083	1.813	1.8159	1.819	1.8241	1.8275
"Papua New Guinea"	598	3.5841	3.3641	3.1726	3.0063	2.8644	2.7369	2.6268	2.5277	2.4408	2.3565	2.2807	2.2106	2.1496	2.0954	2.0482	2.009	1.9768
"Solomon Islands"	90	3.763	3.5098	3.2927	3.1069	2.9457	2.8025	2.6793	2.5669	2.4639	2.3708	2.282	2.2044	2.1336	2.0697	2.0175	1.9745	1.9408
"Vanuatu"	548	3.2179	3.0454	2.8988	2.7663	2.6524	2.5486	2.4543	2.3703	2.2892	2.2165	2.149	2.0898	2.0396	1.9944	1.9578	1.9266	1.9028
"Micronesia"	954	2.73169659	2.595205087	2.47074205	2.3939595	2.348616154	2.309365647	2.249574926	2.183839191	2.129140262	2.085603773	2.052375993	2.025799512	1.999610162	1.972008156	1.947479565	1.925855632	1.909349422
"Guam"	316	2.3174	2.2244	2.1428	2.0739	2.0144	1.9658	1.9289	1.8995	1.8792	1.8616	1.8491	1.8418	1.8353	1.8317	1.8293	1.8291	1.83
"Kiribati"	296	3.5784	3.3917	3.2305	3.0866	2.9584	2.8441	2.7403	2.6464	2.5594	2.4787	2.4014	2.3282	2.2607	2.1966	2.142	2.0916	2.0511
"Micronesia (Fed. States of)"	583	3.0766	2.872	2.702	2.5582	2.4367	2.3314	2.237	2.1525	2.0815	2.021	1.9673	1.926	1.8937	1.8696	1.8494	1.8359	1.8259
"Polynesia"	957	2.779015789	2.651935167	2.572745303	2.524423432	2.464127897	2.384757751	2.306751551	2.245636013	2.201811205	2.166091957	2.131226033	2.090714494	2.047060639	2.007993943	1.975008023	1.949658464	1.9305557
"French Polynesia"	258	1.9888	1.9177	1.8621	1.8227	1.7926	1.7713	1.7567	1.7513	1.749	1.7508	1.7556	1.7611	1.7666	1.7726	1.7792	1.7844	1.7911
"Samoa"	882	3.9008	3.6677	3.4643	3.2863	3.125	2.9874	2.8626	2.7481	2.6399	2.544	2.4547	2.3685	2.2871	2.2157	2.1477	2.0903	2.0438
"Tonga"	776	3.5766	3.389	3.2228	3.0758	2.9446	2.8265	2.7191	2.6203	2.533	2.4437	2.3621	2.2898	2.2218	2.1601	2.1037	2.0553	2.0144
