"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Southern Africa"	913	2.630740975	2.666353326	2.672420866	2.591285009	2.522041997	2.46504589	2.420280163	2.38469509	2.358043771	2.337463996	2.323320289	2.314283075	2.308416446	2.305642424	2.304318556	2.303500442	2.305795123
"Botswana"	72	2.9217	2.8931	2.8454	2.7243	2.6215	2.5347	2.4652	2.4135	2.3742	2.3444	2.3241	2.3121	2.3058	2.3023	2.3037	2.3049	2.3073
"Lesotho"	426	3.2616	3.2069	3.1439	3.0096	2.8975	2.7979	2.7112	2.6358	2.5723	2.5165	2.4718	2.4344	2.4061	2.3831	2.3668	2.3535	2.3455
"Namibia"	516	3.5608	3.4732	3.3759	3.2121	3.0716	2.9486	2.8406	2.7449	2.6624	2.5855	2.5218	2.4735	2.4356	2.407	2.3843	2.366	2.352
"South Africa"	710	2.532	2.579	2.5933	2.5177	2.4558	2.4066	2.3686	2.3391	2.3186	2.3048	2.2969	2.293	2.2912	2.2918	2.2931	2.2945	2.299
"Swaziland"	748	3.3116	3.2237	3.1339	2.9774	2.846	2.7312	2.6312	2.5486	2.4809	2.4249	2.3821	2.3523	2.3286	2.3145	2.3054	2.3014	2.2998
"Western Africa"	914	5.461003363	5.284083635	5.067254774	4.771672212	4.499761	4.251039779	4.024164091	3.820108069	3.63921653	3.476840895	3.334982432	3.20963716	3.096965729	2.995497293	2.90548343	2.823878314	2.750176486
"Benin"	204	4.7519	4.5522	4.3415	4.0738	3.8408	3.6371	3.4645	3.3153	3.1867	3.0737	2.9706	2.8776	2.7921	2.7161	2.6451	2.5877	2.5373
"Burkina Faso"	854	5.4847	5.2442	4.9789	4.6453	4.3422	4.076	3.8423	3.6446	3.4715	3.3229	3.193	3.0823	2.9751	2.8835	2.7989	2.7242	2.6576
"Cabo Verde"	132	2.4364	2.4495	2.4429	2.3626	2.3044	2.2661	2.2416	2.2316	2.228	2.2293	2.2358	2.2434	2.2519	2.261	2.2706	2.279	2.287
"Cote d'Ivoire"	384	5.0175	4.8676	4.7016	4.4609	4.2498	4.0588	3.8868	3.736	3.5994	3.4712	3.3578	3.2495	3.1534	3.0583	2.9742	2.8925	2.8121
"Gambia"	270	5.7772	5.6216	5.3709	5.0072	4.6471	4.305	3.9847	3.7024	3.4628	3.2592	3.0962	2.9596	2.8434	2.7474	2.6644	2.5948	2.5361
"Ghana"	288	4.2031	4.0924	3.9672	3.7726	3.6031	3.4563	3.3272	3.2115	3.1069	3.01	2.9239	2.8404	2.7612	2.6914	2.6293	2.5743	2.5296
"Guinea"	324	4.9839	4.7624	4.5239	4.2214	3.9593	3.734	3.5444	3.3785	3.2361	3.1163	3.0049	2.9069	2.8203	2.74	2.6713	2.6079	2.5554
"Guinea-Bissau"	624	4.8104	4.6041	4.3898	4.1157	3.8755	3.6755	3.4992	3.3456	3.2142	3.098	2.991	2.8987	2.8144	2.7343	2.6666	2.6049	2.5505
"Liberia"	430	4.7235	4.5495	4.3586	4.1013	3.8767	3.6901	3.5211	3.3771	3.2514	3.1372	3.0336	2.9405	2.854	2.7766	2.7044	2.6405	2.5851
"Mali"	466	6.1698	5.8704	5.5323	5.1151	4.7296	4.3811	4.0681	3.8004	3.5742	3.3821	3.2217	3.088	2.9704	2.8643	2.7771	2.6926	2.6264
"Mauritania"	478	4.6421	4.5141	4.3587	4.1346	3.9328	3.752	3.5971	3.4614	3.3413	3.2343	3.1336	3.0432	2.961	2.8825	2.8083	2.7423	2.6817
"Niger"	562	7.7069	7.5284	7.184	6.7119	6.2493	5.7984	5.372	4.9701	4.6109	4.2959	4.0195	3.7811	3.5748	3.3944	3.2438	3.107	2.9877
"Nigeria"	566	5.6582	5.4695	5.2374	4.9205	4.6202	4.3441	4.0935	3.8725	3.6796	3.5062	3.3579	3.2289	3.1146	3.0134	2.9234	2.8435	2.7696
"Senegal"	686	5.0776	4.9083	4.7199	4.4651	4.2396	4.0359	3.8602	3.6998	3.559	3.4321	3.3174	3.2122	3.1166	3.0248	2.9369	2.8573	2.7838
"Sierra Leone"	694	4.5273	4.223	3.9379	3.6283	3.381	3.1824	3.0251	2.8905	2.7805	2.6852	2.6042	2.5347	2.4778	2.4354	2.4019	2.3771	2.3569
"Togo"	768	4.5956	4.4409	4.2701	4.0342	3.8323	3.6546	3.4989	3.3616	3.237	3.1279	3.0269	2.9338	2.8443	2.7672	2.6943	2.6298	2.5745
"Asia"	935	2.398928194	2.494053749	2.549657889	2.50454171	2.458301386	2.429030565	2.412602508	2.395274137	2.369645806	2.350938741	2.340841738	2.335156451	2.330720744	2.326978403	2.325862892	2.325865495	2.326751995
"Eastern Asia"	906	1.82811656	1.988345408	2.129260284	2.18017497	2.205471393	2.21355576	2.223627691	2.237853314	2.253581466	2.270084065	2.282056498	2.288273143	2.291043711	2.293555735	2.300076525	2.30812846	2.31617602
"China"	156	1.8407	2.0252	2.155	2.1809	2.2026	2.2199	2.2359	2.2492	2.2617	2.272	2.2803	2.2881	2.2952	2.3002	2.306	2.3104	2.3148
"China, Hong Kong SAR"	344	1.5474	1.7765	1.9433	2.0011	2.0501	2.0923	2.1275	2.1584	2.1843	2.2063	2.2258	2.2431	2.2563	2.2679	2.2785	2.2883	2.2965
"China, Macao SAR"	446	1.5894	1.8537	2.0439	2.1134	2.1689	2.2113	2.2444	2.2722	2.2937	2.3106	2.3236	2.3354	2.3439	2.3514	2.3587	2.3636	2.3673
"Dem. People's Rep. of Korea"	408	2.1861	2.2977	2.3705	2.3492	2.3325	2.3219	2.3165	2.3126	2.3123	2.3148	2.3163	2.3192	2.3228	2.326	2.3281	2.3314	2.3332
"Japan"	392	1.7127	1.9195	2.0656	2.1061	2.1399	2.1698	2.1936	2.2139	2.2319	2.2471	2.2594	2.271	2.2791	2.2875	2.2944	2.3005	2.3066
"Mongolia"	496	2.7875	2.8255	2.8325	2.7557	2.6925	2.639	2.5977	2.5637	2.5337	2.5118	2.4934	2.4777	2.4662	2.4562	2.4468	2.4399	2.4337
"Republic of Korea"	410	1.5794	1.7925	1.9472	1.9959	2.0367	2.0729	2.1039	2.1307	2.153	2.1725	2.1899	2.2061	2.2195	2.2319	2.243	2.2509	2.2566
"China, Taiwan Province of China"	158	1.2814	1.4601	1.6522	1.7361	1.8141	1.8832	1.9459	1.9997	2.0468	2.0863	2.1198	2.1513	2.1768	2.1981	2.216	2.2315	2.2455
"South-Central Asia"	921	2.673782267	2.700345167	2.684734922	2.585595851	2.513213545	2.46828345	2.430662248	2.394137442	2.360059972	2.33570476	2.32046509	2.311495598	2.306245387	2.302519817	2.300684106	2.300207477	2.301413766
"Central Asia"	5500	2.805555635	2.841953383	2.836759152	2.737721701	2.657647582	2.610609531	2.575600166	2.537347395	2.498395814	2.465349068	2.439673051	2.418575541	2.4014466	2.388738086	2.3792876	2.371418721	2.365239321
"Kazakhstan"	398	2.7812	2.8357	2.8496	2.7758	2.7119	2.6547	2.6045	2.5608	2.5224	2.4893	2.4634	2.4422	2.4242	2.4103	2.399	2.3899	2.383
"Kyrgyzstan"	417	3.1763	3.1711	3.1409	3.0305	2.9351	2.8508	2.7759	2.707	2.6474	2.5961	2.5511	2.5123	2.4827	2.4553	2.436	2.4193	2.409
"Tajikistan"	762	3.5682	3.5167	3.4456	3.302	3.1755	3.0662	2.9649	2.8747	2.7919	2.7158	2.6493	2.5891	2.5367	2.4931	2.457	2.4291	2.4061
"Turkmenistan"	795	2.4656	2.5093	2.5191	2.4475	2.3874	2.3449	2.3106	2.2908	2.2775	2.269	2.2668	2.2678	2.271	2.2737	2.2797	2.2839	2.2901
"Uzbekistan"	860	2.579	2.6101	2.6142	2.5384	2.475	2.4295	2.3937	2.3659	2.3478	2.335	2.3265	2.3223	2.3199	2.3199	2.3201	2.3215	2.3251
"Southern Asia"	5501	2.667995641	2.692850848	2.67788697	2.581871414	2.511065721	2.464417618	2.424544273	2.38758899	2.35467832	2.331651307	2.316891738	2.307847785	2.302574164	2.299072481	2.29760124	2.297434208	2.29886317
"Afghanistan"	4	4.495	3.9267	3.5159	3.1726	2.9221	2.7345	2.5871	2.4722	2.3849	2.3208	2.2739	2.246	2.2311	2.2257	2.2262	2.2306	2.2385
"Bangladesh"	50	2.3257	2.3452	2.342	2.2642	2.2123	2.1801	2.1676	2.1675	2.1754	2.186	2.1997	2.2164	2.2301	2.2426	2.2543	2.2653	2.2767
"Bhutan"	64	2.1764	2.1908	2.1902	2.1235	2.0861	2.0766	2.0852	2.1047	2.1296	2.1504	2.1757	2.1966	2.2137	2.2302	2.2461	2.2582	2.27
"India"	356	2.5929	2.631	2.6353	2.5567	2.4892	2.4364	2.3918	2.3581	2.3321	2.3157	2.3037	2.2952	2.292	2.2913	2.2918	2.2933	2.2958
"Iran (Islamic Republic of)"	364	1.8684	1.9249	1.99	2.007	2.0432	2.0783	2.1101	2.1385	2.162	2.1876	2.2076	2.2264	2.2418	2.2542	2.2681	2.2792	2.2888
"Maldives"	462	2.2335	2.2289	2.2239	2.163	2.1432	2.1497	2.1669	2.1853	2.202	2.2185	2.2351	2.2483	2.2609	2.2725	2.2831	2.292	2.3005
"Nepal"	524	2.3428	2.3475	2.3458	2.274	2.2286	2.2005	2.1917	2.1905	2.1964	2.2071	2.2188	2.2303	2.2421	2.2522	2.2642	2.2735	2.2833
"Pakistan"	586	3.6276	3.501	3.3798	3.201	3.0513	2.9213	2.8093	2.7114	2.6273	2.555	2.4943	2.4459	2.4081	2.379	2.3585	2.3414	2.3304
"Sri Lanka"	144	2.2764	2.3557	2.4031	2.3611	2.3324	2.3157	2.3026	2.2965	2.2936	2.2932	2.2947	2.2982	2.3028	2.3077	2.3118	2.316	2.3206
"South-Eastern Asia"	920	2.498417488	2.561843398	2.596493337	2.548978946	2.508240055	2.467864783	2.433352932	2.405894917	2.384782282	2.369084619	2.356969934	2.347623788	2.341688772	2.337049219	2.33417015	2.333252071	2.333440021
"Brunei Darussalam"	96	2.0688	2.1553	2.2154	2.1931	2.1835	2.1815	2.1869	2.196	2.2071	2.2186	2.2298	2.2422	2.2524	2.2626	2.2728	2.2822	2.2909
"Cambodia"	116	2.7762	2.7862	2.7701	2.674	2.595	2.5253	2.4676	2.4184	2.3817	2.353	2.3333	2.3179	2.3072	2.2995	2.2977	2.2949	2.2971
"Indonesia"	360	2.6066	2.6401	2.6436	2.5661	2.5021	2.4513	2.4145	2.3873	2.366	2.353	2.3444	2.3375	2.3358	2.3347	2.3338	2.3354	2.3373
"Lao People's Dem. Republic"	418	3.0205	2.9281	2.8403	2.6874	2.566	2.4685	2.3902	2.3371	2.3009	2.2786	2.2667	2.2627	2.2625	2.2661	2.2725	2.2797	2.2866
"Malaysia"	458	2.145	2.2323	2.2876	2.2553	2.2366	2.2268	2.2244	2.2258	2.23	2.2378	2.2476	2.2548	2.2636	2.2722	2.2803	2.2874	2.2933
"Myanmar"	104	2.3842	2.4354	2.4541	2.3912	2.3427	2.3108	2.2894	2.2781	2.27	2.2693	2.2719	2.2747	2.28	2.2841	2.2909	2.2968	2.3033
"Philippines"	608	3.1166	3.1175	3.0901	2.9721	2.872	2.7788	2.6977	2.6199	2.5566	2.5018	2.457	2.4207	2.3901	2.3675	2.3503	2.3384	2.3294
"Singapore"	702	1.5111	1.687	1.809	1.8305	1.8508	1.868	1.8845	1.8996	1.914	1.9254	1.9378	1.9476	1.9584	1.967	1.9745	1.9826	1.9895
"Thailand"	764	1.7077	1.8161	1.9333	1.9728	2.0114	2.0484	2.0831	2.1153	2.1426	2.1692	2.1913	2.2114	2.2304	2.2458	2.2586	2.2702	2.2797
"Timor-Leste"	626	5.5775	5.1839	4.7984	4.3821	4.0251	3.7324	3.4927	3.2971	3.1327	2.9915	2.873	2.7656	2.6743	2.5957	2.5348	2.4834	2.4432
"Viet Nam"	704	2.2007	2.3419	2.4327	2.4274	2.4236	2.4209	2.4169	2.4158	2.414	2.4129	2.4105	2.4105	2.41	2.4077	2.4085	2.4079	2.4072
"Western Asia"	922	2.994344744	3.01039151	3.008368139	2.927243334	2.851169628	2.781840832	2.723714273	2.677430598	2.640378231	2.609334397	2.579851412	2.556269068	2.536650142	2.518565974	2.50294857	2.484257023	2.465942863
"Armenia"	51	1.7572	1.9004	2.0248	2.0512	2.0797	2.1077	2.133	2.1577	2.1804	2.1998	2.2176	2.235	2.2491	2.2618	2.2728	2.2818	2.291
"Azerbaijan"	31	2.4723	2.5499	2.5904	2.5395	2.4977	2.4626	2.436	2.4163	2.4008	2.3886	2.3808	2.3745	2.3699	2.3664	2.3648	2.3643	2.3639
"Bahrain"	48	2.2289	2.2754	2.2944	2.2343	2.1962	2.177	2.1701	2.171	2.1797	2.1921	2.2054	2.2193	2.23	2.2417	2.254	2.2652	2.2749
"Cyprus"	196	1.6701	1.8225	1.9596	1.9991	2.0354	2.0714	2.1039	2.1331	2.1592	2.1837	2.2053	2.223	2.2388	2.2527	2.2662	2.2759	2.2861
"Georgia"	268	2.0689	2.2271	2.3339	2.3399	2.3469	2.3508	2.355	2.3583	2.3609	2.3636	2.3677	2.3689	2.3703	2.3697	2.3722	2.3724	2.3732
"Iraq"	368	4.6001	4.4887	4.3551	4.1505	3.9688	3.8087	3.6659	3.5357	3.4177	3.3142	3.2141	3.1223	3.0363	2.9552	2.881	2.807	2.7401
"Israel"	376	3.1761	3.2116	3.2094	3.116	3.0292	2.9519	2.8768	2.8058	2.7394	2.6797	2.6254	2.5794	2.5394	2.5074	2.4777	2.4558	2.4375
"Jordan"	400	3.4462	3.3418	3.2374	3.0667	2.9191	2.7933	2.6817	2.5883	2.5103	2.4465	2.3991	2.3657	2.3397	2.3216	2.3118	2.3059	2.3022
"Kuwait"	414	2.2925	2.366	2.4238	2.4009	2.3841	2.3718	2.3642	2.3607	2.3576	2.3563	2.3571	2.3581	2.3593	2.3597	2.3606	2.3627	2.3633
"Lebanon"	422	1.9592	2.1044	2.2033	2.2059	2.2104	2.215	2.223	2.2325	2.2416	2.2523	2.2622	2.2712	2.279	2.2875	2.2942	2.3014	2.3066
"Oman"	512	2.7647	2.6564	2.5624	2.4112	2.3011	2.23	2.193	2.1831	2.1899	2.2045	2.2187	2.232	2.2447	2.2567	2.2685	2.2783	2.2876
"Qatar"	634	2.1989	2.2432	2.262	2.2072	2.1723	2.1549	2.1502	2.1554	2.1662	2.1816	2.197	2.2135	2.2275	2.2414	2.2532	2.2645	2.2751
"Saudi Arabia"	682	2.8428	2.7933	2.7314	2.6023	2.4937	2.4072	2.342	2.2965	2.2687	2.253	2.2441	2.2453	2.249	2.2556	2.2621	2.2689	2.2774
"State of Palestine"	275	4.1959	4.0509	3.8986	3.6846	3.5052	3.3495	3.2113	3.091	2.9878	2.8896	2.8013	2.7215	2.649	2.5865	2.5364	2.4904	2.4531
"Syrian Arab Republic"	760	3.0213	2.9621	2.8909	2.7456	2.6216	2.5191	2.435	2.3717	2.3241	2.2915	2.2728	2.2595	2.2579	2.2566	2.2618	2.2657	2.2721
"Turkey"	792	2.2552	2.3242	2.3626	2.317	2.285	2.2635	2.2522	2.2481	2.2481	2.251	2.255	2.2622	2.2702	2.2756	2.2834	2.2908	2.2961
"United Arab Emirates"	784	1.9785	2.0594	2.1192	2.104	2.1047	2.115	2.1313	2.151	2.1706	2.1899	2.2076	2.2256	2.2403	2.2528	2.2653	2.2763	2.2853
"Yemen"	887	4.0359	3.758	3.52	3.2489	3.019	2.8248	2.6573	2.5121	2.3936	2.3028	2.2344	2.1954	2.1699	2.1622	2.1674	2.177	2.1928
"Europe"	908	1.872983098	2.054137386	2.19339283	2.227658534	2.255236313	2.275601516	2.287645418	2.297763105	2.308953774	2.320512605	2.33182508	2.339494567	2.343849755	2.346406861	2.350090523	2.354741367	2.360641776
"Eastern Europe"	923	1.84572894	2.032367432	2.173353381	2.211949332	2.245997982	2.271303117	2.288693107	2.303243274	2.316345413	2.328885596	2.341405433	2.349276103	2.354555685	2.358711377	2.363754182	2.368414653	2.373579909
"Belarus"	112	1.8939	2.0907	2.2282	2.2575	2.2812	2.3013	2.3166	2.3299	2.3391	2.3476	2.3545	2.3601	2.3654	2.3691	2.3726	2.3755	2.378
"Bulgaria"	100	1.8482	2.059	2.2056	2.2434	2.2714	2.2932	2.3107	2.3255	2.3369	2.3466	2.3531	2.3601	2.3644	2.3674	2.371	2.3735	2.3752
"Czech Republic"	203	1.7862	2.0023	2.1549	2.1979	2.2316	2.2578	2.2792	2.2972	2.3106	2.3224	2.3325	2.3393	2.3462	2.3513	2.3558	2.3596	2.3616
"Hungary"	348	1.6522	1.8577	2.0033	2.0454	2.0803	2.1113	2.137	2.1612	2.1817	2.1981	2.2134	2.2264	2.2379	2.2482	2.2568	2.2621	2.2693
"Poland"	616	1.5774	1.7334	1.8842	1.933	1.9808	2.023	2.0634	2.0993	2.1318	2.1574	2.1823	2.2033	2.2217	2.2381	2.2514	2.2636	2.2751
