"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Eastern Africa"	910	61.58668319	63.271441	64.85370974	66.33321075	67.64653481	68.82254664	69.90609347	70.88441593	71.75517294	72.5521357	73.29586595	73.98799862	74.65771338	75.29813297	75.92428161	76.52300194	77.09314982
"Burundi"	108	55.99	57.58	59.33	61.16	62.84	64.37	65.74	66.95	68.07	69.13	70.08	70.86	71.59	72.28	73.02	73.72	74.41
"Comoros"	174	62.52	63.67	64.78	65.74	66.64	67.5	68.32	69.05	69.77	70.53	71.32	72.18	73.01	73.95	74.82	75.91	76.91
"Djibouti"	262	61.12	62.08	62.96	63.79	64.67	65.4	66.14	66.83	67.56	68.21	68.9	69.59	70.32	71.06	71.88	72.7	73.51
"Eritrea"	232	62.86	64.59	66.13	67.4	68.52	69.43	70.3	71.14	72	72.77	73.59	74.39	75.29	76.14	77.03	77.88	78.8
"Ethiopia"	231	63.74	65.73	67.47	68.98	70.22	71.22	72.16	73.1	73.99	74.82	75.5	76.12	76.72	77.31	77.9	78.48	79.06
"Kenya"	404	61.13	62.33	63.74	65.25	66.73	68.13	69.35	70.38	71.33	72.27	73.18	74.05	74.78	75.43	76.06	76.68	77.26
"Madagascar"	450	64.88	66.51	67.97	69.2	70.25	71.24	72.09	73	73.87	74.76	75.73	76.55	77.36	78.32	79.22	80.12	81.01
"Malawi"	454	64.85	66.47	68.06	69.48	70.73	71.84	72.81	73.66	74.36	74.95	75.5	76.03	76.55	77.06	77.57	78.07	78.56
"Mauritius"	480	71.55	72.46	73.4	74.37	75.32	76.31	77.3	78.35	79.4	80.43	81.4	82.25	83.01	83.71	84.36	84.95	85.52
"Mayotte"	175	77.58	79.09	80.35	81.35	82.21	82.97	83.7	84.41	85.09	85.73	86.35	86.97	87.56	88.18	88.77	89.4	89.97
"Mozambique"	508	54.96	56.85	59.12	61.33	63.32	65.11	66.74	67.98	68.87	69.66	70.43	71.2	71.97	72.74	73.49	74.15	74.75
"Reunion"	638	77.56	79.06	80.33	81.32	82.17	82.97	83.72	84.37	85.04	85.71	86.36	86.98	87.63	88.22	88.79	89.4	89.98
"Rwanda"	646	63.43	65.28	67	68.55	69.87	70.97	71.97	72.88	73.77	74.64	75.36	76.01	76.63	77.24	77.85	78.44	79.03
"Seychelles"	690	69.58	70.51	71.4	72.35	73.24	74.24	75.21	76.17	77.2	78.17	79.13	80.07	80.82	81.5	82.18	82.82	83.43
"Somalia"	706	54.89	56.47	58.07	59.57	60.95	62.22	63.44	64.49	65.52	66.52	67.41	68.23	69.02	69.64	70.36	71.06	71.72
"South Sudan"	728	56.07	57.99	59.64	61.24	62.56	63.74	64.8	65.74	66.57	67.2	67.88	68.33	68.94	69.48	69.98	70.5	71.02
"Uganda"	800	58.88	60.47	61.7	63.13	64.41	65.6	66.76	67.88	68.89	69.77	70.63	71.46	72.29	73.09	73.86	74.54	75.12
"United Republic of Tanzania"	834	65.22	66.88	68.28	69.44	70.49	71.46	72.4	73.22	73.93	74.57	75.12	75.65	76.18	76.7	77.21	77.71	78.21
"Zambia"	894	60.02	61.74	63.2	64.68	66.14	67.52	68.73	69.7	70.58	71.39	72.18	72.95	73.68	74.29	74.86	75.42	75.96
"Zimbabwe"	716	60.82	62.51	64.17	65.66	67.02	68.2	69.32	70.21	70.99	71.78	72.55	73.3	73.94	74.55	75.15	75.75	76.33
"Middle Africa"	911	56.13105006	57.89300103	59.65809128	61.3305265	62.92116671	64.39621855	65.69842037	66.90885543	68.03747323	69.01937197	69.966804	70.89995971	71.76603345	72.60399196	73.41563164	74.31553639	75.11673236
"Angola"	24	52.15	53.96	55.82	57.67	59.45	61.14	62.7	64.19	65.53	66.76	67.92	68.98	69.96	70.88	71.75	72.54	73.3
"Cameroon"	120	55.85	57.81	59.91	61.87	63.69	65.27	66.64	67.95	69.07	70.02	70.86	71.63	72.39	73.15	73.87	74.56	75.15
"Central African Republic"	140	51.12	53.64	56.19	58.82	61.26	63.53	65.53	67.18	68.6	69.84	70.83	71.74	72.66	73.56	74.42	75.15	75.79
"Chad"	148	51.42	52.83	54.28	55.66	57.12	58.61	60.12	61.53	62.99	64.47	65.83	67.12	68.53	69.79	71.02	72.42	73.88
"Congo"	178	62.4	64.43	66.08	67.49	68.76	69.85	70.76	71.54	72.25	72.98	73.68	74.36	74.97	75.48	75.98	76.47	76.96
"Dem. Republic of the Congo"	180	58.38	60.08	61.72	63.26	64.7	66.04	67.18	68.23	69.25	70.05	70.89	71.77	72.54	73.31	74.07	75	75.78
"Equatorial Guinea"	226	57.3	58.91	60.69	62.55	64.32	65.97	67.52	68.93	70.1	71.17	72.29	73.42	74.46	75.35	76.19	77.02	77.84
"Gabon"	266	65.06	66.6	68.01	69.25	70.25	71.1	71.87	72.62	73.34	74.03	74.68	75.23	75.72	76.2	76.68	77.15	77.61
"Sao Tome and Principe"	678	64.83	65.4	65.91	66.42	66.89	67.36	67.84	68.27	68.75	69.21	69.72	70.23	70.79	71.32	71.96	72.62	73.33
"Northern Africa"	912	69.62315325	70.53300202	71.40033636	72.29459017	73.16325276	74.00873534	74.87092646	75.69115368	76.46825124	77.26544638	78.04068281	78.78053945	79.49719734	80.23015952	80.93074638	81.61502066	82.28126573
"Algeria"	12	73.35	74.51	75.65	76.73	77.81	78.87	79.94	81.05	82.11	83.05	83.94	84.7	85.33	85.85	86.35	86.81	87.29
"Egypt"	818	69.6	70.43	71.23	72.05	72.84	73.67	74.58	75.43	76.26	77.16	78.12	79	80.02	80.9	81.87	82.75	83.6
"Libya"	434	69.51	70.27	71.01	71.8	72.59	73.39	74.24	75.1	76.09	76.99	77.86	78.75	79.7	80.68	81.62	82.52	83.38
"Morocco"	504	73.76	74.79	75.81	76.79	77.71	78.6	79.52	80.46	81.41	82.33	83.15	83.98	84.7	85.36	85.86	86.32	86.71
"Sudan"	729	62.63	63.65	64.6	65.51	66.4	67.16	67.9	68.6	69.21	69.87	70.52	71.22	71.78	72.61	73.29	74.07	74.88
"Tunisia"	788	73.18	74.06	74.89	75.76	76.55	77.4	78.24	79.06	79.92	80.81	81.66	82.56	83.32	84.1	84.71	85.27	85.71
"Western Sahara"	732	67.52	68.96	70.14	71.22	72.37	73.4	74.44	75.5	76.58	77.6	78.63	79.71	80.84	81.83	82.88	83.8	84.54
"Southern Africa"	913	55.83943515	57.43086865	59.28693283	61.13913883	62.94395762	64.68501172	66.22982494	67.43667847	68.41425614	69.39840042	70.37221932	71.33378738	72.27588718	73.09618372	73.87234912	74.61655412	75.32266933
"Botswana"	72	62.43	64.16	65.45	66.58	67.66	68.71	69.74	70.71	71.63	72.41	73.1	73.76	74.42	75.05	75.68	76.3	76.91
"Lesotho"	426	50.3	52.22	54.43	56.82	59.22	61.57	63.79	65.28	66.25	67.32	68.44	69.6	70.76	71.79	72.74	73.64	74.48
"Namibia"	516	62.82	63.95	65.22	66.41	67.56	68.69	69.8	70.86	71.85	72.78	73.54	74.22	74.87	75.5	76.11	76.71	77.29
"South Africa"	710	55.72	57.31	59.18	61.05	62.86	64.6	66.14	67.32	68.28	69.25	70.23	71.2	72.14	72.96	73.72	74.46	75.16
"Swaziland"	748	49.5	51.12	53.17	55.41	57.48	59.51	61.35	62.98	64.43	65.78	67.03	68.25	69.43	70.59	71.75	72.91	73.99
"Western Africa"	914	55.93494185	57.48948938	58.95994255	60.38570297	61.78641688	63.06654307	64.28936209	65.48306306	66.5819471	67.59314402	68.57132626	69.54902128	70.4424174	71.26039059	72.13292524	72.91355095	73.78588603
"Benin"	204	58.84	59.81	60.72	61.54	62.31	63.12	63.81	64.49	65.17	65.85	66.46	67.12	67.75	68.42	68.99	69.65	70.27
"Burkina Faso"	854	58.45	60.03	61.52	62.83	64.09	65.08	66	66.89	67.75	68.5	69.17	69.92	70.54	71.19	71.88	72.69	73.46
"Cabo Verde"	132	72.16	73.23	74.27	75.28	76.29	77.32	78.3	79.35	80.4	81.47	82.47	83.39	84.23	84.99	85.61	86.17	86.68
"Cote d'Ivoire"	384	52	53.97	55.98	58.01	60.02	61.96	63.81	65.53	67.12	68.57	69.88	71.07	72.16	73.16	74.07	74.92	75.7
"Gambia"	270	59.74	60.85	61.78	62.65	63.41	64.14	64.74	65.38	65.95	66.5	66.97	67.55	68.06	68.61	69.06	69.57	70.14
"Ghana"	288	60.96	61.78	62.52	63.23	63.91	64.55	65.21	65.83	66.38	67	67.55	68.13	68.67	69.24	69.92	70.5	71.14
"Guinea"	324	59.6	61.51	63.35	65.15	66.73	68.22	69.51	70.69	71.78	72.81	73.71	74.53	75.44	76.47	77.36	78.34	79.32
"Guinea-Bissau"	624	54.43	55.75	57	58.34	59.46	60.59	61.62	62.6	63.47	64.36	65.18	65.99	66.66	67.46	68.1	68.65	69.27
"Liberia"	430	60.98	62.62	64.03	65.28	66.38	67.36	68.12	68.86	69.53	70.19	70.74	71.31	71.89	72.46	73.08	73.72	74.37
"Mali"	466	59.79	62.1	64.2	66.1	67.78	69.33	70.55	71.71	72.67	73.52	74.45	75.34	76.25	77.08	77.95	78.88	79.91
"Mauritania"	478	62.05	62.73	63.34	63.9	64.41	65.02	65.54	66.03	66.55	67.02	67.47	67.94	68.36	68.78	69.26	69.75	70.22
"Niger"	562	61.88	63.7	65.28	66.59	67.73	68.68	69.48	70.2	70.82	71.34	71.94	72.52	73.23	73.75	74.35	74.98	75.67
"Nigeria"	566	53.33	54.75	56.09	57.44	58.86	60.14	61.44	62.77	63.99	65.11	66.21	67.33	68.3	69.16	70.1	70.86	71.79
"Senegal"	686	65.76	67.43	68.91	70.22	71.36	72.54	73.68	74.8	75.87	77.01	78.15	79.24	80.36	81.47	82.6	83.52	84.33
"Sierra Leone"	694	51.47	53.29	55.08	56.85	58.35	59.75	61.05	62.18	63.28	64.15	65	65.62	66.3	66.9	67.41	68.02	68.46
"Togo"	768	60.27	61.97	63.55	64.99	66.3	67.49	68.57	69.56	70.47	71.3	72.08	72.8	73.48	74.11	74.72	75.29	75.83
"Asia"	935	70.8952014	71.94965436	72.92202513	73.84409553	74.71584445	75.59739308	76.44354285	77.33078886	78.16215572	78.90951043	79.69000355	80.41536317	81.1269312	81.86459172	82.65114379	83.40816231	84.09863839
"Eastern Asia"	906	75.74224449	76.75161147	77.79854477	78.75899273	79.76437065	80.82381966	81.90188477	83.00095691	84.00976586	84.90514883	85.66324875	86.32486873	86.92436211	87.55425709	88.17501346	88.83520943	89.42987895
"China"	156	75.03	76.1	77.23	78.27	79.37	80.51	81.66	82.83	83.9	84.85	85.64	86.31	86.91	87.55	88.18	88.85	89.45
"China, Hong Kong SAR"	344	81.68	82.42	83.14	83.81	84.45	85.07	85.64	86.23	86.81	87.39	87.92	88.46	89	89.5	90.08	90.56	91.09
"China, Macao SAR"	446	79.31	80.57	81.75	82.76	83.61	84.39	85.09	85.78	86.4	86.99	87.6	88.19	88.77	89.38	89.95	90.5	91.07
"Dem. People's Rep. of Korea"	408	67.48	68.62	69.74	70.79	71.85	72.89	73.98	75.02	76.11	77.13	78.25	79.36	80.41	81.41	82.32	83.09	83.84
"Japan"	392	80.8	81.54	82.25	82.96	83.6	84.24	84.85	85.46	86.04	86.63	87.16	87.76	88.35	88.87	89.38	89.95	90.49
"Mongolia"	496	66.38	67.95	69.37	70.77	72.04	73.32	74.6	75.86	77.02	78.21	79.35	80.35	81.23	82.06	82.74	83.41	83.97
"Republic of Korea"	410	79.53	80.59	81.54	82.44	83.19	83.96	84.68	85.36	86	86.63	87.21	87.84	88.37	88.91	89.5	90.05	90.57
"Other non-specified areas"	158	77.59	78.78	79.97	81.09	81.98	82.78	83.49	84.13	84.8	85.39	85.98	86.53	87.1	87.7	88.26	88.84	89.39
"South-Central Asia"	921	67.72320705	68.96237445	70.02253494	71.03923798	71.9524813	72.86803576	73.73220097	74.69474649	75.61122448	76.46238911	77.43850494	78.35065165	79.26612513	80.20643138	81.19415987	82.07740082	82.84595017
"Central Asia"	5500	65.07286192	65.69874311	66.30058528	66.87552607	67.47481741	68.06837853	68.69565506	69.33687413	69.98177027	70.66356454	71.39948465	72.14628455	72.95803238	73.73058826	74.58397767	75.4326187	76.27861892
"Kazakhstan"	398	64.87	65.47	66.07	66.7	67.36	68	68.7	69.44	70.23	71.02	71.92	72.74	73.65	74.5	75.4	76.23	77.19
"Kyrgyzstan"	417	66.89	67.46	68.04	68.66	69.31	69.94	70.63	71.3	72.01	72.72	73.49	74.35	75.24	75.97	76.86	77.77	78.62
"Tajikistan"	762	66.63	67.28	67.92	68.5	69.17	69.87	70.54	71.21	71.93	72.7	73.49	74.29	75.11	76.01	76.82	77.73	78.68
"Turkmenistan"	795	61.95	62.58	63.2	63.75	64.36	64.95	65.48	66.03	66.59	67.21	67.87	68.52	69.16	69.88	70.61	71.38	72.21
"Uzbekistan"	860	65.37	65.88	66.35	66.76	67.19	67.64	68.16	68.69	69.21	69.79	70.38	71.01	71.72	72.36	73.15	73.93	74.6
"Southern Asia"	5501	67.81984656	69.08118347	70.15697019	71.19027162	72.11620745	73.04415224	73.91554968	74.88790224	75.81245857	76.66870629	77.6537555	78.57204409	79.491101	80.43878549	81.43366023	82.32081175	83.08815516
"Afghanistan"	4	60.33	61.75	63.01	64.11	64.98	65.89	66.67	67.37	68.1	68.74	69.35	69.89	70.47	71.14	71.72	72.31	72.9
"Bangladesh"	50	71.6	72.99	74.15	75.05	75.88	76.69	77.43	78.19	79	79.73	80.57	81.35	82.11	82.91	83.56	84.23	84.84
"Bhutan"	64	70.35	71.72	72.83	73.81	74.72	75.62	76.46	77.33	78.18	79.1	79.89	80.83	81.67	82.45	83.18	83.97	84.56
"India"	356	67.65	68.99	70.11	71.22	72.21	73.19	74.12	75.2	76.23	77.18	78.29	79.31	80.33	81.38	82.5	83.47	84.26
"Iran (Islamic Republic of)"	364	74.74	75.46	76.12	76.83	77.53	78.19	78.91	79.61	80.35	81.04	81.79	82.53	83.22	83.83	84.45	84.98	85.43
"Maldives"	462	76.66	77.71	78.69	79.69	80.59	81.53	82.38	83.28	83.97	84.62	85.23	85.79	86.19	86.53	86.86	87.31	87.66
"Nepal"	524	69.38	70.83	72.08	73.2	74.23	75.3	76.28	77.28	78.25	79.22	80.22	81.2	82.17	83.2	84.04	84.79	85.39
"Pakistan"	586	65.77	66.5	67.2	67.88	68.53	69.22	69.79	70.43	71.04	71.74	72.45	73.2	73.96	74.77	75.67	76.58	77.57
"Sri Lanka"	144	72.17	73.1	74.11	75.12	76.11	77.15	78.14	79.18	80.21	81.17	82.02	82.8	83.52	84.14	84.71	85.25	85.84
"South-Eastern Asia"	920	68.41940141	69.25549248	70.05508498	70.8360357	71.55572797	72.28501319	73.03199741	73.7647548	74.55405001	75.26386709	75.99331644	76.73438762	77.48135099	78.19913045	78.98262475	79.77664102	80.59696101
"Brunei Darussalam"	96	77.77	78.88	80.01	81.14	82.28	83.29	84.17	84.96	85.66	86.31	86.91	87.53	88.15	88.71	89.29	89.84	90.39
"Cambodia"	116	67.69	69.66	71.43	72.96	74.3	75.57	76.77	77.92	79.03	80.11	81.06	82.12	83.07	83.86	84.58	85.14	85.68
"Indonesia"	360	67.43	68.16	68.87	69.54	70.14	70.79	71.46	72.14	72.97	73.69	74.41	75.21	76.09	76.9	77.81	78.72	79.72
"Lao People's Dem. Republic"	418	66.13	68.01	69.68	71.14	72.52	73.7	74.78	75.86	76.86	77.88	78.91	79.9	80.87	81.78	82.64	83.59	84.27
"Malaysia"	458	73	73.8	74.66	75.54	76.42	77.3	78.25	79.18	80.13	81.12	82.1	82.99	83.76	84.44	85.06	85.66	86.21
"Myanmar"	104	64.37	65.09	65.76	66.42	67.01	67.58	68.11	68.72	69.25	69.8	70.42	71.04	71.72	72.41	73.14	73.87	74.63
"Philippines"	608	65.39	65.99	66.6	67.22	67.77	68.38	69.08	69.73	70.47	71.15	71.97	72.82	73.65	74.52	75.43	76.36	77.24
"Singapore"	702	80.63	81.53	82.38	83.14	83.92	84.63	85.3	85.92	86.52	87.14	87.78	88.36	88.97	89.56	90.08	90.65	91.17
"Thailand"	764	71.82	72.82	73.81	74.83	75.86	76.89	77.89	78.96	79.98	80.99	81.88	82.65	83.41	84.09	84.71	85.24	85.78
"Timor-Leste"	626	67.53	68.79	69.85	70.77	71.65	72.55	73.38	74.31	75.16	76.08	77	77.9	78.74	79.74	80.64	81.56	82.46
"Viet Nam"	704	71.67	72.6	73.6	74.59	75.61	76.65	77.74	78.78	79.68	80.48	81.25	81.94	82.56	83.17	83.75	84.34	84.87
"Western Asia"	922	71.25515146	72.18986038	73.04810038	73.92933784	74.79278057	75.65273553	76.40964605	77.17409178	77.87213836	78.52465846	79.16241163	79.78070091	80.37011124	80.95158191	81.51017053	82.07696885	82.6352024
"Armenia"	51	71.47	72.24	73.02	73.87	74.71	75.59	76.42	77.36	78.29	79.2	80.1	80.87	81.63	82.31	82.95	83.52	84.08
"Azerbaijan"	31	67.97	68.42	68.87	69.32	69.86	70.52	71.07	71.72	72.35	73.09	73.81	74.59	75.33	76.17	77	77.82	78.65
"Bahrain"	48	76.23	76.92	77.63	78.32	79.09	79.82	80.59	81.34	82.15	82.92	83.71	84.4	85.03	85.59	86.06	86.49	86.86
"Cyprus"	196	78.68	79.69	80.71	81.72	82.65	83.42	84.09	84.73	85.31	85.9	86.46	87.02	87.58	88.08	88.67	89.14	89.68
"Georgia"	268	71.7	72.54	73.41	74.23	75.1	76.02	76.99	77.91	78.92	79.87	80.75	81.62	82.33	83.03	83.66	84.27	84.81
"Iraq"	368	67.73	68.42	69.07	69.64	70.26	70.89	71.48	72.09	72.81	73.51	74.28	75.01	75.79	76.56	77.35	78.26	79.11
"Israel"	376	81.33	82.46	83.38	84.14	84.84	85.55	86.2	86.86	87.47	88.1	88.71	89.33	89.93	90.53	91.11	91.73	92.34
"Jordan"	400	72.91	73.64	74.34	75.12	75.91	76.62	77.43	78.25	79.1	79.98	80.88	81.76	82.67	83.5	84.28	84.99	85.51
"Kuwait"	414	73.77	74.24	74.73	75.25	75.82	76.4	77.02	77.66	78.39	79.05	79.73	80.52	81.36	82.09	82.87	83.59	84.25
"Lebanon"	422	78.62	80.12	81.57	82.9	83.92	84.79	85.57	86.23	86.88	87.48	88.02	88.54	89.04	89.54	89.99	90.43	90.91
"Oman"	512	75.97	77.24	78.49	79.69	80.9	82.08	83.16	84.11	84.93	85.6	86.16	86.67	87.19	87.67	88.16	88.66	89.09
"Qatar"	634	77.92	78.77	79.62	80.51	81.41	82.3	83.16	83.97	84.76	85.4	85.93	86.44	86.84	87.32	87.78	88.25	88.77
"Saudi Arabia"	682	73.51	74.2	74.91	75.57	76.27	77.01	77.69	78.51	79.21	80	80.77	81.58	82.37	83.18	83.9	84.58	85.18
"State of Palestine"	275	71.49	72.23	72.97	73.75	74.54	75.35	76.16	77	77.84	78.75	79.62	80.51	81.48	82.43	83.26	83.98	84.74
"Syrian Arab Republic"	760	65.18	66.37	67.48	68.69	69.89	71.01	72.13	73.31	74.49	75.62	76.78	77.85	78.73	79.57	80.32	81.07	81.71
"Turkey"	792	72.98	74.35	75.66	76.94	78.16	79.44	80.54	81.64	82.51	83.28	83.99	84.63	85.21	85.77	86.31	86.74	87.22
"United Arab Emirates"	784	76.92	77.79	78.68	79.64	80.59	81.55	82.51	83.48	84.34	85.06	85.71	86.23	86.68	87.12	87.68	88.09	88.63
"Yemen"	887	63.1	63.91	64.7	65.43	66.09	66.74	67.34	67.97	68.59	69.18	69.73	70.37	70.99	71.7	72.39	73.11	73.82
"Europe"	908	74.34467919	75.2748437	76.18397058	77.03391385	77.83907535	78.60343322	79.33077634	80.08143067	80.8476189	81.59179563	82.34122188	83.06625271	83.75002962	84.45203357	85.0928754	85.73299753	86.38722338
"Eastern Europe"	923	67.53932235	68.22755125	68.94221131	69.65812693	70.40383591	71.14210419	71.86031935	72.62838188	73.38842644	74.12781857	74.8677413	75.60423008	76.30669917	77.08032291	77.79407104	78.53180212	79.27235829
"Belarus"	112	65.92	66.59	67.22	67.94	68.66	69.38	70.08	70.86	71.65	72.41	73.36	74.12	74.96	75.89	76.79	77.61	78.39
"Bulgaria"	100	71.14	71.72	72.28	72.9	73.52	74.17	74.89	75.63	76.35	77.14	77.92	78.69	79.47	80.28	81.04	81.76	82.44
"Czech Republic"	203	76.27	77.19	78.16	79.16	80.11	81.05	81.86	82.58	83.29	83.93	84.51	85.07	85.6	86.14	86.65	87.19	87.72
"Hungary"	348	71.93	72.68	73.45	74.17	74.99	75.83	76.68	77.59	78.47	79.38	80.3	81.14	81.88	82.52	83.15	83.71	84.31
"Poland"	616	74.09	75.13	76.17	77.26	78.35	79.35	80.24	81.04	81.73	82.36	82.98	83.54	84.16	84.73	85.23	85.72	86.24
"Republic of Moldova"	498	67.6	68.06	68.5	69.04	69.56	70.1	70.7	71.3	71.92	72.56	73.26	73.97	74.68	75.44	76.31	77.13	77.87
"Romania"	642	71.62	72.36	73.16	73.97	74.77	75.62	76.51	77.41	78.34	79.24	80.19	81.08	81.89	82.57	83.21	83.82	84.4
"Russian Federation"	643	64.74	65.4	66.05	66.7	67.41	68.13	68.81	69.59	70.4	71.2	71.98	72.8	73.58	74.49	75.33	76.22	77.11
"Slovakia"	703	73	73.76	74.58	75.38	76.23	77.12	78.03	78.94	79.82	80.68	81.45	82.16	82.83	83.46	83.99	84.54	85.05
"Ukraine"	804	66.15	66.61	67.08	67.57	68.12	68.62	69.2	69.79	70.36	70.95	71.6	72.28	72.94	73.66	74.4	75.17	75.88
"Northern Europe"	924	78.85343988	79.87643465	80.86093513	81.81838124	82.6607785	83.42242404	84.09659519	84.73155884	85.37015665	85.95860955	86.51138367	87.088712	87.64540924	88.20262088	88.73560657	89.27523088	89.7888393
"Channel Islands"	830	79.34	80.26	81.19	82.14	83	83.76	84.42	85.02	85.61	86.16	86.73	87.3	87.84	88.42	89	89.52	90.04
"Denmark"	208	78.88	79.79	80.7	81.64	82.55	83.38	84.09	84.72	85.32	85.9	86.42	86.95	87.49	88.02	88.54	89.05	89.6
"Estonia"	233	72.51	73.51	74.53	75.54	76.54	77.57	78.58	79.45	80.21	80.9	81.54	82.15	82.77	83.3	83.88	84.41	84.95
"Finland"	246	78.79	79.99	81.01	81.86	82.58	83.24	83.9	84.48	85.09	85.69	86.26	86.84	87.37	87.95	88.48	89.02	89.57
"Iceland"	352	81.74	82.73	83.56	84.27	84.92	85.56	86.15	86.77	87.32	87.89	88.44	89	89.52	90.07	90.59	91.16	91.7
"Ireland"	372	79.54	80.68	81.78	82.72	83.51	84.21	84.83	85.43	86.01	86.6	87.17	87.67	88.19	88.72	89.23	89.74	90.2
"Latvia"	428	69.53	70.26	71	71.77	72.55	73.32	74.18	75.1	75.94	76.77	77.64	78.5	79.31	80.09	80.79	81.42	82.02
"Lithuania"	440	68.16	68.95	69.78	70.59	71.45	72.32	73.2	74.09	75.04	75.98	76.92	77.77	78.59	79.39	80.09	80.7	81.3
"Norway"	578	80.21	81.19	82.15	82.95	83.64	84.28	84.88	85.46	86.03	86.59	87.16	87.69	88.2	88.75	89.28	89.82	90.35
"Sweden"	752	81.11	82.16	83.06	83.81	84.46	85.08	85.7	86.25	86.84	87.37	87.92	88.47	89.01	89.55	90.11	90.62	91.16
"United Kingdom"	826	79.4	80.35	81.31	82.3	83.15	83.9	84.53	85.13	85.74	86.29	86.79	87.34	87.87	88.4	88.91	89.44	89.93
"Southern Europe"	925	79.50762366	80.43112186	81.28704956	82.07285255	82.83467671	83.55187004	84.25265642	84.92969477	85.57468932	86.19008724	86.81252366	87.41193494	88.03463428	88.69687322	89.26296536	89.83111373	90.4104167
"Albania"	8	76.06	77.1	78.12	79.16	80.24	81.31	82.25	83.12	83.89	84.55	85.18	85.79	86.32	86.86	87.37	87.91	88.41
"Bosnia and Herzegovina"	70	74.56	75.43	76.33	77.26	78.19	79.15	80.11	81.1	82.03	82.95	83.68	84.37	84.98	85.58	86.07	86.56	87.04
"Croatia"	191	74.68	75.7	76.73	77.8	78.84	79.91	80.88	81.73	82.5	83.19	83.83	84.44	85.03	85.61	86.11	86.61	87.17
"Greece"	300	78.81	79.98	80.99	81.79	82.51	83.17	83.81	84.43	85.03	85.63	86.23	86.79	87.35	87.95	88.5	89.05	89.6
