"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Romania"	642	1.2848	1.181	1.1176	1.1507	1.1789	1.2016	1.2224	1.2393	1.255	1.2668	1.2774	1.2867	1.2956	1.3015	1.3066	1.3121	1.3165
"Russian Federation"	643	1.467	1.3601	1.2922	1.3185	1.3386	1.3536	1.3659	1.3757	1.3819	1.3875	1.3942	1.3978	1.4008	1.4033	1.4059	1.4072	1.4098
"Slovakia"	703	1.1879	1.0968	1.045	1.0878	1.1235	1.1529	1.1805	1.203	1.2218	1.2381	1.2505	1.2627	1.2705	1.279	1.2891	1.2945	1.3008
"Ukraine"	804	1.305	1.2079	1.1508	1.1867	1.2153	1.2412	1.2614	1.2782	1.292	1.303	1.3134	1.3206	1.3274	1.3327	1.3385	1.3416	1.3448
"Northern Europe"	924	1.626651261	1.478438109	1.379388743	1.380668463	1.383004743	1.385808649	1.388005835	1.38846282	1.38913534	1.389130755	1.389619638	1.390745582	1.391281312	1.391847987	1.391823644	1.391657344	1.392143292
"Channel Islands"	830	1.2388	1.117	1.042	1.0656	1.0868	1.1054	1.1226	1.1373	1.1513	1.1647	1.1766	1.1863	1.1948	1.2021	1.21	1.2162	1.2215
"Denmark"	208	1.5105	1.3845	1.3035	1.3172	1.3288	1.3408	1.3476	1.3537	1.3584	1.3624	1.3654	1.3679	1.3704	1.3717	1.3742	1.3748	1.3763
"Estonia"	233	1.4056	1.3054	1.2418	1.2696	1.2906	1.3096	1.3233	1.3344	1.3433	1.3491	1.3553	1.3594	1.3631	1.3662	1.3693	1.3714	1.3733
"Finland"	246	1.5155	1.3798	1.2912	1.3018	1.3095	1.3166	1.3239	1.3288	1.3325	1.3362	1.3396	1.3411	1.3441	1.3449	1.3478	1.3485	1.3491
"Iceland"	352	1.6508	1.458	1.3276	1.305	1.2919	1.2833	1.2798	1.2785	1.2802	1.2831	1.2854	1.2923	1.2972	1.3012	1.3065	1.3113	1.3156
"Ireland"	372	1.7478	1.5863	1.4757	1.4685	1.4623	1.4571	1.4531	1.4505	1.4477	1.4452	1.4413	1.4398	1.4379	1.435	1.4337	1.4316	1.4298
"Latvia"	428	1.3014	1.2088	1.154	1.1912	1.2211	1.2445	1.2658	1.2826	1.2963	1.307	1.3159	1.3248	1.3314	1.3372	1.3417	1.3455	1.3493
"Lithuania"	440	1.3832	1.2811	1.2186	1.2505	1.2751	1.2943	1.3098	1.3229	1.3336	1.342	1.3493	1.3556	1.3602	1.3653	1.368	1.3716	1.3736
"Norway"	578	1.5619	1.4227	1.331	1.338	1.3435	1.3487	1.3529	1.3571	1.3602	1.3627	1.365	1.3675	1.3686	1.3693	1.3707	1.372	1.373
"Sweden"	752	1.6754	1.5288	1.4315	1.4342	1.4364	1.4379	1.4393	1.4424	1.4437	1.4434	1.4447	1.4447	1.445	1.4448	1.4448	1.4449	1.4445
"United Kingdom"	826	1.658	1.5016	1.3971	1.3941	1.3924	1.3916	1.3917	1.3899	1.3896	1.3887	1.3882	1.3886	1.3882	1.3885	1.3877	1.3872	1.3878
"Southern Europe"	925	1.198697036	1.083483412	1.020185843	1.054766327	1.09062044	1.126704181	1.156744305	1.179298305	1.197800654	1.213475963	1.227904718	1.240772709	1.252706015	1.262817184	1.272238998	1.279157859	1.286380738
"Albania"	8	1.5252	1.3687	1.2644	1.2645	1.2645	1.2676	1.2723	1.2756	1.2798	1.2841	1.291	1.2976	1.3041	1.3083	1.3126	1.3181	1.323
"Bosnia and Herzegovina"	70	0.9796	0.8303	0.7909	0.8531	0.9101	0.963	1.0129	1.0554	1.0933	1.1269	1.1546	1.1788	1.2011	1.2204	1.2371	1.2494	1.2609
"Croatia"	191	1.2271	1.0777	1.0085	1.0424	1.0746	1.1064	1.1334	1.1598	1.1814	1.2024	1.2186	1.2359	1.2492	1.2619	1.2724	1.2822	1.291
"Greece"	300	1.0528	0.9148	0.8685	0.9215	0.9717	1.0153	1.0566	1.0939	1.1265	1.153	1.1778	1.1991	1.2185	1.2344	1.2507	1.2633	1.2735
"Italy"	380	1.24	1.1435	1.0865	1.1235	1.1562	1.1826	1.2052	1.2252	1.2413	1.2551	1.268	1.2773	1.2871	1.294	1.3015	1.3065	1.3123
"Malta"	470	1.2382	1.1346	1.0748	1.1115	1.1444	1.1717	1.1938	1.2155	1.2346	1.2494	1.2623	1.2746	1.2841	1.2928	1.3	1.3082	1.3144
"Montenegro"	499	1.4046	1.2312	1.1344	1.1464	1.1592	1.1735	1.1898	1.2058	1.2208	1.2353	1.2481	1.261	1.2713	1.2815	1.2889	1.2965	1.3037
"Portugal"	620	0.9899	0.8476	0.8093	0.8698	0.9242	0.9759	1.0217	1.0628	1.1002	1.1327	1.1615	1.1841	1.2057	1.2235	1.24	1.2528	1.2649
"Serbia"	688	1.3447	1.2237	1.1489	1.1724	1.1936	1.2122	1.2293	1.2447	1.2567	1.2675	1.2792	1.2888	1.2961	1.3033	1.3096	1.3153	1.3205
"Slovenia"	705	1.396	1.2991	1.2373	1.2706	1.2956	1.3144	1.3293	1.3434	1.3519	1.3604	1.3673	1.3719	1.377	1.3807	1.3844	1.3866	1.3889
"Spain"	724	1.1316	1.0341	0.9791	1.0185	1.0529	1.084	1.1115	1.1341	1.1543	1.1712	1.1853	1.1995	1.2106	1.2222	1.2322	1.2395	1.2474
"TFYR Macedonia"	807	1.3033	1.1875	1.1173	1.1455	1.1702	1.1911	1.211	1.2274	1.2424	1.2552	1.2669	1.2772	1.2867	1.2954	1.3029	1.3077	1.3129
"Western Europe"	926	1.43856554	1.317250879	1.246101738	1.26946088	1.283725984	1.29359733	1.303455732	1.316008838	1.32743482	1.335457351	1.34028527	1.343175829	1.346641076	1.351049588	1.356855023	1.36133747	1.364339062
"Austria"	40	1.2768	1.1776	1.1186	1.1555	1.1841	1.2082	1.2293	1.247	1.2625	1.2751	1.2855	1.2945	1.3027	1.3085	1.316	1.3216	1.3252
"Belgium"	56	1.5813	1.4432	1.3527	1.3613	1.3673	1.373	1.3778	1.3831	1.3853	1.3876	1.3894	1.3913	1.394	1.3939	1.3953	1.3956	1.3963
"France"	250	1.7395	1.5813	1.4764	1.4719	1.4692	1.4668	1.4643	1.464	1.4628	1.4604	1.4582	1.4576	1.4572	1.4566	1.4559	1.4544	1.4538
"Germany"	276	1.1861	1.0749	1.0096	1.0417	1.069	1.0948	1.1167	1.1369	1.154	1.1682	1.1814	1.1929	1.2045	1.2138	1.2228	1.231	1.2391
"Luxembourg"	442	1.3614	1.2473	1.1768	1.202	1.2224	1.2397	1.2542	1.2666	1.2767	1.2848	1.2913	1.2983	1.301	1.3073	1.3116	1.313	1.3169
"Netherlands"	528	1.5193	1.3837	1.2957	1.3063	1.3151	1.323	1.3302	1.3368	1.3428	1.346	1.3501	1.3526	1.3548	1.3573	1.3592	1.3611	1.3624
"Switzerland"	756	1.3237	1.2163	1.1539	1.1833	1.2097	1.2308	1.2486	1.2633	1.2748	1.2857	1.2941	1.3022	1.3099	1.3159	1.3213	1.3257	1.3297
"Latin America and the Caribbean"	904	1.79711951	1.561984386	1.396562248	1.349307657	1.316991508	1.296550272	1.284916668	1.277677578	1.274533342	1.273850424	1.276125964	1.279877944	1.284264469	1.288083115	1.293171079	1.297719774	1.302765941
"Caribbean"	915	1.938217799	1.702873931	1.535206945	1.477685612	1.431073435	1.393532999	1.361529462	1.335924263	1.315412168	1.302377332	1.293686403	1.290819551	1.289587192	1.289490479	1.291809341	1.294357852	1.298575235
"Antigua and Barbuda"	28	1.7828	1.5814	1.4402	1.4056	1.3778	1.3585	1.3424	1.3348	1.3293	1.3258	1.3243	1.3237	1.3255	1.3267	1.3299	1.3297	1.3335
"Aruba"	533	1.3743	1.2133	1.1286	1.1459	1.1642	1.1829	1.1989	1.2169	1.2319	1.2471	1.2592	1.2706	1.2808	1.2902	1.2995	1.3061	1.3127
"Bahamas"	44	1.5805	1.3937	1.2719	1.2582	1.2501	1.2483	1.249	1.2531	1.2578	1.2652	1.2713	1.2765	1.2837	1.2889	1.2963	1.3022	1.3074
"Barbados"	52	1.5505	1.4101	1.3192	1.3268	1.3319	1.3386	1.3442	1.3491	1.3532	1.3562	1.3589	1.3613	1.3625	1.3636	1.3657	1.3668	1.3678
"Cuba"	192	1.3317	1.1698	1.0865	1.1048	1.1247	1.1457	1.1666	1.1872	1.2032	1.2204	1.2346	1.2488	1.262	1.2728	1.2835	1.2916	1.2982
"Curacao"	531	1.8039	1.6127	1.478	1.4505	1.4279	1.413	1.4002	1.3907	1.3829	1.3782	1.3749	1.3716	1.3706	1.3688	1.3695	1.3682	1.3671
"Dominican Republic"	214	2.1266	1.8418	1.6253	1.5289	1.4477	1.3864	1.3401	1.3087	1.2884	1.2759	1.27	1.2694	1.2709	1.2732	1.2798	1.2865	1.2923
"Grenada"	308	1.8261	1.5821	1.4048	1.3464	1.3069	1.2772	1.2608	1.2541	1.2517	1.2532	1.2583	1.2652	1.2713	1.2778	1.2845	1.2903	1.2968
"Guadeloupe"	312	1.8546	1.6485	1.5035	1.4695	1.4417	1.4227	1.4077	1.3973	1.3896	1.3842	1.3812	1.3787	1.3774	1.3759	1.3743	1.3725	1.3728
"Haiti"	332	2.597	2.2276	1.9572	1.8179	1.7057	1.6098	1.5296	1.4658	1.4138	1.3747	1.3438	1.3244	1.3105	1.3027	1.2985	1.2953	1.2967
"Jamaica"	388	1.7401	1.5162	1.3626	1.3228	1.2991	1.2838	1.2745	1.2721	1.273	1.2772	1.2799	1.2865	1.2916	1.297	1.303	1.3079	1.3124
"Martinique"	474	1.6252	1.4308	1.3121	1.3034	1.2991	1.2974	1.2984	1.3033	1.3063	1.3126	1.3175	1.3214	1.3268	1.3315	1.3354	1.3377	1.3425
"Puerto Rico"	630	1.337	1.1638	1.0714	1.0887	1.108	1.1296	1.1508	1.1706	1.1901	1.2078	1.223	1.2378	1.2516	1.2621	1.2729	1.283	1.2914
"Saint Lucia"	662	1.5718	1.3415	1.1906	1.1579	1.1456	1.1468	1.1565	1.1688	1.1837	1.1982	1.2155	1.2282	1.2418	1.255	1.2666	1.276	1.2858
"St. Vincent and the Grenadines"	670	1.6517	1.4123	1.2489	1.2116	1.1928	1.1902	1.1924	1.2	1.2099	1.2225	1.2353	1.2486	1.2594	1.2702	1.2806	1.2888	1.2963
"Trinidad and Tobago"	780	1.4796	1.29	1.1771	1.177	1.1834	1.192	1.2046	1.2181	1.2308	1.2435	1.2542	1.2661	1.2745	1.2831	1.2927	1.3	1.3059
"United States Virgin Islands"	850	1.9337	1.6851	1.5082	1.452	1.4106	1.3809	1.3606	1.3477	1.3403	1.335	1.3329	1.3328	1.3331	1.3341	1.3376	1.3386	1.3412
"Central America"	916	1.964569788	1.685289937	1.480748009	1.402389639	1.346819262	1.310313993	1.29058665	1.28078336	1.276776666	1.276248643	1.27856687	1.282384629	1.286649355	1.29005579	1.294238794	1.298019705	1.301612625
"Belize"	84	2.2117	1.9137	1.6942	1.5952	1.5121	1.4451	1.3911	1.3489	1.3179	1.2978	1.2842	1.2783	1.2744	1.2744	1.2775	1.2808	1.2838
"Costa Rica"	188	1.5145	1.3022	1.1718	1.1637	1.1663	1.1764	1.1879	1.2021	1.2151	1.2277	1.2408	1.2525	1.2649	1.2747	1.2838	1.2914	1.299
"El Salvador"	222	1.6232	1.3908	1.2294	1.1907	1.1682	1.1589	1.1612	1.1668	1.1764	1.1892	1.2023	1.2163	1.2306	1.2424	1.2546	1.265	1.2742
"Guatemala"	320	2.7832	2.4176	2.1406	1.9978	1.8797	1.7789	1.6932	1.6171	1.552	1.5017	1.4561	1.4205	1.3944	1.3699	1.3547	1.3433	1.3334
"Honduras"	340	2.0013	1.7003	1.4877	1.3997	1.3362	1.2904	1.2596	1.2393	1.2283	1.2276	1.2299	1.2342	1.2424	1.2506	1.2596	1.269	1.2769
"Mexico"	484	1.8886	1.6067	1.3988	1.3191	1.2639	1.2299	1.2157	1.2138	1.2186	1.2255	1.2368	1.2486	1.2591	1.2691	1.2782	1.2859	1.293
"Nicaragua"	558	1.9107	1.6309	1.429	1.3526	1.2961	1.2586	1.2351	1.2262	1.2248	1.2292	1.2339	1.2433	1.2516	1.26	1.2693	1.2771	1.2854
"Panama"	591	2.1074	1.8507	1.6606	1.5831	1.5191	1.4658	1.4239	1.3928	1.3712	1.3552	1.342	1.3333	1.3295	1.3259	1.3241	1.3247	1.3257
"South America"	931	1.710365506	1.492124176	1.343922097	1.311730077	1.291211306	1.279601811	1.273819644	1.270105388	1.269682876	1.270454594	1.273744916	1.277917928	1.282730087	1.28707859	1.292910003	1.298011293	1.30368679
"Argentina"	32	2.0187	1.7962	1.6306	1.5715	1.5213	1.4773	1.4434	1.415	1.3941	1.377	1.3643	1.3546	1.3481	1.3433	1.3411	1.3411	1.3401
"Bolivia (Plurinational State of)"	68	2.5806	2.2558	2.0122	1.8931	1.7917	1.7033	1.627	1.5592	1.5047	1.4554	1.419	1.3913	1.3672	1.3494	1.3376	1.3288	1.3236
"Brazil"	76	1.4939	1.291	1.1621	1.1523	1.1516	1.1586	1.1698	1.1822	1.197	1.2105	1.2252	1.2378	1.251	1.2622	1.2737	1.283	1.2919
"Chile"	152	1.4773	1.3031	1.1993	1.2008	1.2077	1.2153	1.2261	1.2389	1.2493	1.2601	1.2699	1.28	1.2887	1.2958	1.3035	1.31	1.3154
"Colombia"	170	1.5791	1.3429	1.1904	1.1654	1.1585	1.1631	1.1715	1.1852	1.1996	1.214	1.2267	1.2406	1.2538	1.2646	1.2752	1.2835	1.2926
"Ecuador"	218	2.1935	1.918	1.7115	1.6174	1.5387	1.4718	1.4196	1.3777	1.3471	1.3243	1.3107	1.3005	1.297	1.2941	1.2938	1.2955	1.2985
"French Guiana"	254	3.0336	2.7147	2.4684	2.3431	2.2366	2.142	2.0573	1.9788	1.9061	1.8388	1.7762	1.7195	1.666	1.6224	1.5841	1.5488	1.5209
"Guyana"	328	2.2241	1.9656	1.7718	1.6891	1.6157	1.5527	1.5004	1.4551	1.4205	1.3929	1.3711	1.3556	1.3436	1.3353	1.3311	1.3269	1.3263
"Paraguay"	600	2.1957	1.9215	1.7163	1.628	1.5503	1.4867	1.4366	1.3937	1.3595	1.3363	1.3176	1.3066	1.2976	1.2926	1.2925	1.2922	1.2939
"Peru"	604	2.1006	1.8251	1.6155	1.5245	1.45	1.3877	1.3439	1.3104	1.2887	1.2751	1.2698	1.2691	1.2708	1.2737	1.279	1.2848	1.2919
"Suriname"	740	2.0271	1.771	1.5788	1.5034	1.4404	1.3938	1.3607	1.3353	1.3175	1.3075	1.3014	1.2994	1.3018	1.3018	1.3052	1.3086	1.3137
"Uruguay"	858	1.7304	1.5363	1.4015	1.3727	1.3519	1.3382	1.3263	1.3214	1.3182	1.3164	1.3167	1.3176	1.3202	1.3213	1.3247	1.3271	1.3303
"Venezuela (Bolivarian Republic of)"	862	2.0316	1.7718	1.5792	1.5009	1.4364	1.3866	1.3521	1.3262	1.3078	1.2964	1.2893	1.2889	1.2897	1.2907	1.295	1.2968	1.3022
"Northern America"	905	1.614237877	1.468623091	1.37652544	1.381664277	1.387006907	1.391575135	1.396565346	1.400757688	1.404707055	1.407177166	1.409692669	1.411485833	1.413078566	1.414396883	1.41563995	1.416584216	1.416603575
"Canada"	124	1.3133	1.155	1.0765	1.097	1.1211	1.1437	1.1651	1.1861	1.2043	1.2209	1.2366	1.251	1.2628	1.2744	1.2845	1.293	1.2994
"United States of America"	840	1.6471	1.5029	1.4079	1.4109	1.4151	1.4183	1.421	1.4227	1.4249	1.426	1.4275	1.4284	1.4291	1.4292	1.4293	1.4294	1.4289
"Oceania"	909	2.095142028	1.888043775	1.731126484	1.675912815	1.630120189	1.595700021	1.568047339	1.542566151	1.516069801	1.489207066	1.464163374	1.442415786	1.425040096	1.408894477	1.395171949	1.382905024	1.37295618
"Australia/New Zealand"	927	1.631736147	1.44521616	1.320947588	1.303831288	1.291828748	1.286966989	1.285410123	1.286811754	1.288080102	1.291643562	1.2949152	1.298917587	1.304119337	1.308067725	1.31333718	1.31743301	1.321095882
"Australia"	36	1.6105	1.4265	1.3059	1.2923	1.2833	1.2805	1.2801	1.2825	1.2849	1.2896	1.2934	1.2979	1.3032	1.3071	1.3127	1.317	1.3208
"New Zealand"	554	1.7363	1.538	1.3997	1.3694	1.3463	1.3314	1.32	1.3139	1.3084	1.3061	1.3072	1.3086	1.3122	1.3159	1.3184	1.3211	1.324
"Melanesia"	928	3.192443922	2.846470524	2.575082462	2.424156107	2.293625457	2.176507438	2.076117207	1.985731748	1.904995479	1.826402673	1.755084807	1.689406139	1.631889915	1.580342861	1.535517933	1.49812609	1.467502149
"Fiji"	242	2.2304	1.968	1.7687	1.6777	1.6003	1.5356	1.4799	1.439	1.4059	1.3799	1.3605	1.3484	1.3393	1.333	1.3301	1.3278	1.3283
"New Caledonia"	540	1.7909	1.5667	1.411	1.371	1.3435	1.3226	1.311	1.304	1.303	1.3045	1.3059	1.3083	1.313	1.3159	1.319	1.3241	1.3275
"Papua New Guinea"	598	3.3341	2.9641	2.6726	2.5063	2.3644	2.2369	2.1268	2.0277	1.9408	1.8565	1.7807	1.7106	1.6496	1.5954	1.5482	1.509	1.4768
"Solomon Islands"	90	3.513	3.1098	2.7927	2.6069	2.4457	2.3025	2.1793	2.0669	1.9639	1.8708	1.782	1.7044	1.6336	1.5697	1.5175	1.4745	1.4408
"Vanuatu"	548	2.9679	2.6454	2.3988	2.2663	2.1524	2.0486	1.9543	1.8703	1.7892	1.7165	1.649	1.5898	1.5396	1.4944	1.4578	1.4266	1.4028
"Micronesia"	954	2.482094456	2.197406744	1.978903517	1.90237733	1.852870292	1.810328124	1.755536081	1.698010565	1.647211279	1.602270254	1.566998605	1.53977662	1.514209465	1.486388946	1.460886121	1.438668822	1.42158824
"Guam"	316	2.0674	1.8244	1.6428	1.5739	1.5144	1.4658	1.4289	1.3995	1.3792	1.3616	1.3491	1.3418	1.3353	1.3317	1.3293	1.3291	1.33
"Kiribati"	296	3.3284	2.9917	2.7305	2.5866	2.4584	2.3441	2.2403	2.1464	2.0594	1.9787	1.9014	1.8282	1.7607	1.6966	1.642	1.5916	1.5511
"Micronesia (Fed. States of)"	583	2.8266	2.472	2.202	2.0582	1.9367	1.8314	1.737	1.6525	1.5815	1.521	1.4673	1.426	1.3937	1.3696	1.3494	1.3359	1.3259
"Polynesia"	957	2.531575498	2.256621075	2.078708297	2.027465307	1.966072599	1.889545516	1.815812364	1.758921563	1.717489192	1.681983417	1.645077374	1.60229566	1.556215321	1.515415556	1.480704832	1.453921211	1.433007702
"French Polynesia"	258	1.7388	1.5177	1.3621	1.3227	1.2926	1.2713	1.2567	1.2513	1.249	1.2508	1.2556	1.2611	1.2666	1.2726	1.2792	1.2844	1.2911
"Samoa"	882	3.6508	3.2677	2.9643	2.7863	2.625	2.4874	2.3626	2.2481	2.1399	2.044	1.9547	1.8685	1.7871	1.7157	1.6477	1.5903	1.5438
"Tonga"	776	3.3266	2.989	2.7228	2.5758	2.4446	2.3265	2.2191	2.1203	2.033	1.9437	1.8621	1.7898	1.7218	1.6601	1.6037	1.5553	1.5144
